,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Jenis Rumah,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Status Projek,Location,Address,Link,Website Location
0,1 9 8 6 - 2 - T A M A N   S E L E S A   J A Y A,PERUMAHAN TAG SDN. BHD,1986,1986-2/06-2005/45,02 Jun 2002,01 Jun 2005,07-7557254,simleongtimber@ jaring.my,-,"1986-2,",-,1986-2/124/2004(01),23 Jan 2003,22 Jan 2004,"RM 99,900.00",0.00mps,RUMAH TERES,1,0,0,0,27,27,"155,000.00","169,000.00",0.00,-,,,https://teduh.kpkt.gov.my/project-swasta/1986-2,"(695, '1986-2')"
1,1 9 8 6 - 2 - T A M A N   S E L E S A   J A Y A,PERUMAHAN TAG SDN. BHD,1986,1986-2/06-2005/45,02 Jun 2002,01 Jun 2005,07-7557254,simleongtimber@ jaring.my,-,"1986-2,",-,1986-2/124/2004(01),23 Jan 2003,22 Jan 2004,"RM 99,900.00",0.00mps,RUMAH TERES,2,0,0,0,11,11,"128,000.00","199,000.00",0.00,-,,,https://teduh.kpkt.gov.my/project-swasta/1986-2,"(695, '1986-2')"
2,1 9 8 6 - 2 - T A M A N   S E L E S A   J A Y A,PERUMAHAN TAG SDN. BHD,1986,1986-2/06-2005/45,02 Jun 2002,01 Jun 2005,07-7557254,simleongtimber@ jaring.my,-,"1986-2,",-,1986-2/124/2004(01),23 Jan 2003,22 Jan 2004,"RM 99,900.00",0.00mps,RUMAH TERES,1,0,0,0,13,13,"99,900.00","149,900.00",0.00,-,,,https://teduh.kpkt.gov.my/project-swasta/1986-2,"(695, '1986-2')"
3,1 9 8 7 - 1 - T A M A N   M A S D I,SYARIKAT NAZATI SDN. BHD,1987,1987/05-2003/417,09 May 2000,08 May 2003,03-4411188,-,-,"1987-1,",-,1987/345/1985(06),13 Jun 1984,12 Jun 1985,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/1987-1,"(696, '1987-1')"
4,2 0 0 3 - 1 - T A M A N   P A T A N I   J A Y A,PARAMOUNT PROPERTY (UTARA) SDN. BHD.,2003,2003/10-2028/1238(A),29 Oct 2023,28 Oct 2028,044413388,cyooi@paramountproperty.my,-,"2003-1,",-,2003/920/1997(08),07 Aug 1996,06 Aug 1997,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/2003-1,"(697, '2003-1')"
5,2 0 0 3 - 2 - X X X,PARAMOUNT PROPERTY (UTARA) SDN. BHD.,2003,2003/10-2028/1238(A),29 Oct 2023,28 Oct 2028,044413388,cyooi@paramountproperty.my,-,"2003-2,",-,-,-,-,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/2003-2,"(698, '2003-2')"
6,2 0 0 3 - 2 8 - B A N D A R   L A G U N A   M E R B O K,PARAMOUNT PROPERTY (UTARA) SDN. BHD.,2003,2003/10-2028/1238(A),29 Oct 2023,28 Oct 2028,044413388,cyooi@paramountproperty.my,-,"2003-28,",SIAP DENGAN: CFO PENUH,2003-28/383/2008(02),06 Feb 2007,05 Feb 2008,"RM 34,100.00",0.00mps,RUMAH TERES,2,0,0,0,122,122,"34,100.01","60,300.01",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/2003-28,"(670, '2003-28')"
7,2 0 0 3 - 2 8 - B A N D A R   L A G U N A   M E R B O K,PARAMOUNT PROPERTY (UTARA) SDN. BHD.,2003,2003/10-2028/1238(A),29 Oct 2023,28 Oct 2028,044413388,cyooi@paramountproperty.my,-,"2003-28,",SIAP DENGAN: CFO PENUH,2003-28/383/2008(02),06 Feb 2007,05 Feb 2008,"RM 34,100.00",0.00mps,RUMAH TERES,2,0,0,0,131,131,"34,100.00","60,300.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/2003-28,"(670, '2003-28')"
8,2 0 0 3 - 2 9 - B A N D A R   L A G U N A   M E R B O K   F A S A   5,PARAMOUNT PROPERTY (UTARA) SDN. BHD.,2003,2003/10-2028/1238(A),29 Oct 2023,28 Oct 2028,044413388,cyooi@paramountproperty.my,-,"2003-29,",-,2003-29/750/2005(06),17 Jun 2004,16 Jun 2005,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/2003-29,"(671, '2003-29')"
9,2 0 0 3 - 3 - X X X,PARAMOUNT PROPERTY (UTARA) SDN. BHD.,2003,2003/10-2028/1238(A),29 Oct 2023,28 Oct 2028,044413388,cyooi@paramountproperty.my,-,"2003-3,",-,-,-,-,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/2003-3,"(699, '2003-3')"
