,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Jenis Rumah,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Status Projek,Location,Address,Link,Website Location
31,2 5 3 1 - 1 4 - T A M A N   R A M B A I   U T A M A   F A S A   3,LAKSAMANA REALTY SDN. BHD.,2531,2531-26/07-2008/694,07 Jul 2003,06 Jul 2008,-,-,-,"2531-14,",-,2531/414/2000(03),23 Mar 1999,22 Mar 2000,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/2531-14,"(181, '2531-14')"
32,2 5 3 1 - 1 5 - T A M A N   R A M B A I   U T A M A   F A S A   4,LAKSAMANA REALTY SDN. BHD.,2531,2531-26/07-2008/694,07 Jul 2003,06 Jul 2008,-,-,-,"2531-15,",-,2531/1289/2002(07),09 Jul 2001,08 Jul 2002,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/2531-15,"(182, '2531-15')"
33,2 5 3 1 - 1 6 - T A M A N   R A M B A I   T E N G A H,LAKSAMANA REALTY SDN. BHD.,2531,2531-26/07-2008/694,07 Jul 2003,06 Jul 2008,-,-,-,"2531-16,",-,2531/746/2001(05),12 May 2000,11 May 2001,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/2531-16,"(183, '2531-16')"
34,2 5 3 1 - 1 7 - T A M A N   R A M B A I   U T A M A,LAKSAMANA REALTY SDN. BHD.,2531,2531-26/07-2008/694,07 Jul 2003,06 Jul 2008,-,-,-,"2531-17,",-,2531/1347/2001(08),09 Aug 2000,08 Aug 2001,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/2531-17,"(184, '2531-17')"
35,2 5 3 1 - 1 8 - L O T   6 7 9   K A W A S A N   B A N D A R   3 6,LAKSAMANA REALTY SDN. BHD.,2531,2531-26/07-2008/694,07 Jul 2003,06 Jul 2008,-,-,-,"2531-18,",-,2531/163/2002(02),07 Feb 2001,06 Feb 2002,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/2531-18,"(185, '2531-18')"
36,2 5 3 1 - 1 9 - T A M A N   D U Y O N G   U T A M A,LAKSAMANA REALTY SDN. BHD.,2531,2531-26/07-2008/694,07 Jul 2003,06 Jul 2008,-,-,-,"2531-19,",-,2531/1039/2002(06),08 Jun 2001,07 Jun 2002,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/2531-19,"(186, '2531-19')"
37,2 5 3 1 - 2 0 - T A M A N   R A M B A I   U T A M A   F A S A   6,LAKSAMANA REALTY SDN. BHD.,2531,2531-26/07-2008/694,07 Jul 2003,06 Jul 2008,-,-,-,"2531-20,",-,2531/1243/2002(07),03 Jul 2001,02 Jul 2002,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/2531-20,"(187, '2531-20')"
38,2 5 3 1 - 2 1 - T A M A N   R A M B A I   U T A M A   F A S A   7,LAKSAMANA REALTY SDN. BHD.,2531,2531-26/07-2008/694,07 Jul 2003,06 Jul 2008,-,-,-,"2531-21,",-,-,-,-,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/2531-21,"(188, '2531-21')"
39,2 5 3 1 - 2 2 - T A M A N   R E M B I A   U T A M A,LAKSAMANA REALTY SDN. BHD.,2531,2531-26/07-2008/694,07 Jul 2003,06 Jul 2008,-,-,-,"2531-22,",-,2531-22/266/2004(10),12 Feb 2004,24 Oct 2004,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/2531-22,"(189, '2531-22')"
40,2 5 3 1 - 2 3 - T A M A N   B U K I T   K A T I L   I N D A H,LAKSAMANA REALTY SDN. BHD.,2531,2531-26/07-2008/694,07 Jul 2003,06 Jul 2008,-,-,-,"2531-23,",-,2531-23/890/2004(05),13 May 2003,12 May 2004,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/2531-23,"(190, '2531-23')"
41,2 5 3 1 - 2 4 - T A M A N   R A M B A I   U T A M A,LAKSAMANA REALTY SDN. BHD.,2531,2531-26/07-2008/694,07 Jul 2003,06 Jul 2008,-,-,-,"2531-24,",-,2531-24/791/2004(05),23 May 2003,22 May 2004,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/2531-24,"(191, '2531-24')"
42,2 5 3 1 - 2 5 - T A M A N   S U N G A I   B A R U   I N D A H,LAKSAMANA REALTY SDN. BHD.,2531,2531-26/07-2008/694,07 Jul 2003,06 Jul 2008,-,-,-,"2531-25,",-,2531-25/1234/2005(06),14 Jun 2004,13 Jun 2005,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/2531-25,"(192, '2531-25')"
43,2 5 3 1 - 2 6 - S P R I N G V A L E   T E R R A C E,LAKSAMANA REALTY SDN. BHD.,2531,2531-26/07-2008/694,07 Jul 2003,06 Jul 2008,-,-,-,"2531-26,",-,2531-26/1806/2005(09),10 Sep 2004,09 Sep 2005,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/2531-26,"(193, '2531-26')"
44,2 5 3 1 - 3 - M U T I A R A   I I,LAKSAMANA REALTY SDN. BHD.,2531,2531-26/07-2008/694,07 Jul 2003,06 Jul 2008,-,-,-,"2531-3,",-,2531/1421/1994(12),22 Dec 1993,21 Dec 1994,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/2531-3,"(170, '2531-3')"
45,2 5 3 1 - 4 - T A M A N   B U K I T   S E B U K O R,LAKSAMANA REALTY SDN. BHD.,2531,2531-26/07-2008/694,07 Jul 2003,06 Jul 2008,-,-,-,"2531-4,",-,2531/370/1997(04),08 Apr 1996,07 Apr 1997,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/2531-4,"(171, '2531-4')"
46,2 5 3 1 - 5 - T A M A N   P E T R O J A Y A,LAKSAMANA REALTY SDN. BHD.,2531,2531-26/07-2008/694,07 Jul 2003,06 Jul 2008,-,-,-,"2531-5,",-,-,-,-,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/2531-5,"(172, '2531-5')"
47,"2 5 3 1 - 6 - L O T   1 3 2 1 , 1 3 2 2 , 1 3 2 6 - 1 3 3 1 , 1 3 3 7 - 1 3 3 8 , 1 3 6 4 - 1 3 6 5 , 1 4 7 8 ,",LAKSAMANA REALTY SDN. BHD.,2531,2531-26/07-2008/694,07 Jul 2003,06 Jul 2008,-,-,-,"2531-6,",-,-,-,-,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/2531-6,"(173, '2531-6')"
48,"2 5 3 1 - 7 - 1 3 2 1 , 1 3 2 2",LAKSAMANA REALTY SDN. BHD.,2531,2531-26/07-2008/694,07 Jul 2003,06 Jul 2008,-,-,-,"2531-7,",-,-,-,-,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/2531-7,"(174, '2531-7')"
49,2 5 3 1 - 8 - P H A S E   I I I,LAKSAMANA REALTY SDN. BHD.,2531,2531-26/07-2008/694,07 Jul 2003,06 Jul 2008,-,-,-,"2531-8,",-,-,-,-,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/2531-8,"(175, '2531-8')"
50,2 5 3 1 - 9 - P H A S E   I V,LAKSAMANA REALTY SDN. BHD.,2531,2531-26/07-2008/694,07 Jul 2003,06 Jul 2008,-,-,-,"2531-9,",-,-,-,-,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/2531-9,"(176, '2531-9')"
51,2 5 3 2 - 1 - T A M A N   K U A L A   S E L A N G O R   F A S A   I I I,WIRACON SDN. BHD.,2532,2532-7/04-2012/966,25 Apr 2009,24 Apr 2012,03-33437777,wiracon142-3@hotmail.com,-,"2532-1,",-,2532/1293/1994(11),27 Nov 1993,26 Nov 1994,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/2532-1,"(194, '2532-1')"
52,2 5 3 2 - 2 - T A M A N   S R I   A N G G E R I K,WIRACON SDN. BHD.,2532,2532-7/04-2012/966,25 Apr 2009,24 Apr 2012,03-33437777,wiracon142-3@hotmail.com,-,"2532-2,",-,2532-2/541/2002(12),26 Mar 2002,28 Dec 2002,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/2532-2,"(145, '2532-2')"
