,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Jenis Rumah,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Status Projek,Location,Address,Link,Website Location
0,4 9 0 - 1 1 - T A M A N   B E R J A Y A,WIJAYA DEVELOPMENT SDN. BHD.,490,490-27/05-2008/552,05 May 2005,04 May 2008,07-9251888,WIJAYA72@STREAMYX.COM,-,"490-11,",-,490/1318/1997(11),13 Nov 1996,12 Nov 1997,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/490-11,"(1899, '490-11')"
1,"4 9 0 - 6 - T A M A N   B E R J A Y A ,   S I M P A N G   R E N G A M",WIJAYA DEVELOPMENT SDN. BHD.,490,490-27/05-2008/552,05 May 2005,04 May 2008,07-9251888,WIJAYA72@STREAMYX.COM,-,"490-6,",-,490/1169/1994(10),29 Oct 1993,28 Oct 1994,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/490-6,"(1895, '490-6')"
2,4 9 0 - 7 - T A M A N   S U R I A,WIJAYA DEVELOPMENT SDN. BHD.,490,490-27/05-2008/552,05 May 2005,04 May 2008,07-9251888,WIJAYA72@STREAMYX.COM,-,"490-7,",-,490/448/1993(04),28 Apr 1992,27 Apr 1993,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/490-7,"(1896, '490-7')"
3,"4 9 0 - 8 - T A M A N   S R I J A Y A ,   C H A M E K",WIJAYA DEVELOPMENT SDN. BHD.,490,490-27/05-2008/552,05 May 2005,04 May 2008,07-9251888,WIJAYA72@STREAMYX.COM,-,"490-8,",-,490/1397/1993(11),24 Nov 1992,23 Nov 1993,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/490-8,"(1897, '490-8')"
4,"4 9 0 - 9 - T A M A N   S U R I A ,   L A B I S",WIJAYA DEVELOPMENT SDN. BHD.,490,490-27/05-2008/552,05 May 2005,04 May 2008,07-9251888,WIJAYA72@STREAMYX.COM,-,"490-9,",-,490/1035/1994(09),24 Sep 1993,23 Sep 1994,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/490-9,"(1898, '490-9')"
5,5 0 6 - 2 - T A M A N   M E W A H,SIN SOON LEE REALTY COMPANY (M) SENDIRIAN BERHAD,506,506/01-2026/0042(R),05 Jan 2023,04 Jan 2026,-,sinsoonlee.realtyco@gmail.com,-,"506-2,",-,506/243/1993(03),02 Mar 1992,01 Mar 1993,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/506-2,"(1870, '506-2')"
6,5 0 6 - 3 - T A M A N   M E G A H,SIN SOON LEE REALTY COMPANY (M) SENDIRIAN BERHAD,506,506/01-2026/0042(R),05 Jan 2023,04 Jan 2026,-,sinsoonlee.realtyco@gmail.com,-,"506-3,",-,506/1597/1997(12),20 Dec 1996,19 Dec 1997,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/506-3,"(1871, '506-3')"
7,5 0 6 - 4 - W I S M A   S H U N   L I,SIN SOON LEE REALTY COMPANY (M) SENDIRIAN BERHAD,506,506/01-2026/0042(R),05 Jan 2023,04 Jan 2026,-,sinsoonlee.realtyco@gmail.com,-,"506-4,",-,-,-,-,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/506-4,"(1872, '506-4')"
8,5 0 6 - 5 - T A M A N   M U T I A R A,SIN SOON LEE REALTY COMPANY (M) SENDIRIAN BERHAD,506,506/01-2026/0042(R),05 Jan 2023,04 Jan 2026,-,sinsoonlee.realtyco@gmail.com,-,"506-5,",-,506/36/2000(01),19 Jan 1999,18 Jan 2000,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/506-5,"(1873, '506-5')"
9,5 0 6 - 6 - T A M A N   M E G A H   3,SIN SOON LEE REALTY COMPANY (M) SENDIRIAN BERHAD,506,506/01-2026/0042(R),05 Jan 2023,04 Jan 2026,-,sinsoonlee.realtyco@gmail.com,-,"506-6,",BERJALAN LANCAR,506-6/02-2020/01190(P),20 Feb 2019,19 Feb 2020,"RM 25,000.00",0.00mps - 453.00mps,RUMAH SESEBUAH,1,0,0,453,8,0,"1,500,000.00","1,700,550.00",100.00,SIAP DENGAN: CCC PENUH,"[""1.866429, 102.983611""]",,https://teduh.kpkt.gov.my/project-swasta/506-6,"(1874, '506-6')"
10,5 0 6 - 6 - T A M A N   M E G A H   3,SIN SOON LEE REALTY COMPANY (M) SENDIRIAN BERHAD,506,506/01-2026/0042(R),05 Jan 2023,04 Jan 2026,-,sinsoonlee.realtyco@gmail.com,-,"506-6,",BERJALAN LANCAR,506-6/02-2020/01190(P),20 Feb 2019,19 Feb 2020,"RM 25,000.00",0.00mps - 453.00mps,RUMAH PANGSA/KONDO,4,0,0,0,28,28,"30,000.00","42,000.00",0.00,BELUM MULA,"[""1.866429, 102.983611""]",,https://teduh.kpkt.gov.my/project-swasta/506-6,"(1874, '506-6')"
11,5 0 6 - 6 - T A M A N   M E G A H   3,SIN SOON LEE REALTY COMPANY (M) SENDIRIAN BERHAD,506,506/01-2026/0042(R),05 Jan 2023,04 Jan 2026,-,sinsoonlee.realtyco@gmail.com,-,"506-6,",BERJALAN LANCAR,506-6/02-2020/01190(P),20 Feb 2019,19 Feb 2020,"RM 25,000.00",0.00mps - 453.00mps,RUMAH PANGSA/KONDO,4,0,0,0,62,62,"50,000.00","70,000.00",0.00,BELUM MULA,"[""1.866429, 102.983611""]",,https://teduh.kpkt.gov.my/project-swasta/506-6,"(1874, '506-6')"
12,5 0 6 - 6 - T A M A N   M E G A H   3,SIN SOON LEE REALTY COMPANY (M) SENDIRIAN BERHAD,506,506/01-2026/0042(R),05 Jan 2023,04 Jan 2026,-,sinsoonlee.realtyco@gmail.com,-,"506-6,",BERJALAN LANCAR,506-6/02-2020/01190(P),20 Feb 2019,19 Feb 2020,"RM 25,000.00",0.00mps - 453.00mps,RUMAH TERES,1,0,0,0,82,82,"50,000.00","76,100.00",100.00,SIAP DENGAN: CFO PENUH,"[""1.866429, 102.983611""]",,https://teduh.kpkt.gov.my/project-swasta/506-6,"(1874, '506-6')"
13,5 0 6 - 6 - T A M A N   M E G A H   3,SIN SOON LEE REALTY COMPANY (M) SENDIRIAN BERHAD,506,506/01-2026/0042(R),05 Jan 2023,04 Jan 2026,-,sinsoonlee.realtyco@gmail.com,-,"506-6,",BERJALAN LANCAR,506-6/02-2020/01190(P),20 Feb 2019,19 Feb 2020,"RM 25,000.00",0.00mps - 453.00mps,RUMAH TERES,1,0,0,0,82,82,"130,000.00","199,650.00",100.00,SIAP DENGAN: CFO PENUH,"[""1.866429, 102.983611""]",,https://teduh.kpkt.gov.my/project-swasta/506-6,"(1874, '506-6')"
14,5 0 6 - 6 - T A M A N   M E G A H   3,SIN SOON LEE REALTY COMPANY (M) SENDIRIAN BERHAD,506,506/01-2026/0042(R),05 Jan 2023,04 Jan 2026,-,sinsoonlee.realtyco@gmail.com,-,"506-6,",BERJALAN LANCAR,506-6/02-2020/01190(P),20 Feb 2019,19 Feb 2020,"RM 25,000.00",0.00mps - 453.00mps,RUMAH SESEBUAH,2,0,0,0,3,1,"1,500,000.00","1,700,550.00",100.00,SIAP DENGAN: CCC PENUH,"[""1.866429, 102.983611""]",,https://teduh.kpkt.gov.my/project-swasta/506-6,"(1874, '506-6')"
