,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Jenis Rumah,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Status Projek,Location,Address,Link,Website Location
0,2 5 9 3 - 3 - T A M A N   S E R I   U T A M A,PROP. DEVELOPMENT SDN. BHD.,2593,2593-5/05-2021/02160(L),29 May 2020,28 May 2021,-,-,-,"2593-3,",-,2593-3/2208/2004(10),08 Oct 2003,07 Oct 2004,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/2593-3,"(95, '2593-3')"
1,2 5 9 3 - 4 - T A M A N   C H E M B O N G   U T A M A,PROP. DEVELOPMENT SDN. BHD.,2593,2593-5/05-2021/02160(L),29 May 2020,28 May 2021,-,-,-,"2593-4,",SIAP DENGAN: CFO PENUH,2593-4/492/2011(03),18 Mar 2010,17 Mar 2011,"RM 95,000.00",0.00mps,RUMAH KEDAI (G),2,0,0,0,28,28,"218,000.00","320,000.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/2593-4,"(96, '2593-4')"
2,2 5 9 3 - 4 - T A M A N   C H E M B O N G   U T A M A,PROP. DEVELOPMENT SDN. BHD.,2593,2593-5/05-2021/02160(L),29 May 2020,28 May 2021,-,-,-,"2593-4,",SIAP DENGAN: CFO PENUH,2593-4/492/2011(03),18 Mar 2010,17 Mar 2011,"RM 95,000.00",0.00mps,RUMAH TERES,1,0,0,0,22,22,"95,000.00","137,780.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/2593-4,"(96, '2593-4')"
3,2 5 9 3 - 4 - T A M A N   C H E M B O N G   U T A M A,PROP. DEVELOPMENT SDN. BHD.,2593,2593-5/05-2021/02160(L),29 May 2020,28 May 2021,-,-,-,"2593-4,",SIAP DENGAN: CFO PENUH,2593-4/492/2011(03),18 Mar 2010,17 Mar 2011,"RM 95,000.00",0.00mps,RUMAH BERKEMBAR,1,0,0,0,46,46,"145,000.00","187,000.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/2593-4,"(96, '2593-4')"
4,2 5 9 3 - 5 - T A M A N   C H E M B O N G   U T A M A,PROP. DEVELOPMENT SDN. BHD.,2593,2593-5/05-2021/02160(L),29 May 2020,28 May 2021,-,-,-,"2593-5,",SIAP DENGAN: CCC PENUH,2593-5/04-2019/0252(P),06 Apr 2017,05 Apr 2019,"RM 330,000.00",162.00mps,RUMAH TERES,2,0,0,162,20,-4,"330,000.00","500,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""2.580286, 102.094682""]",,https://teduh.kpkt.gov.my/project-swasta/2593-5,"(97, '2593-5')"
5,2 5 9 7 - 1 - T A M A N   S R I   B A H A G I A,AMINEST SDN. BHD.,2597,2597/02-1998/600,10 Feb 1994,09 Feb 1998,-,-,-,"2597-1,",-,2597/1056/1993(09),15 Sep 1992,14 Sep 1993,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/2597-1,"(98, '2597-1')"
6,2 5 9 9 - 1 - K O T A   K U L A I   ( B A N D A R   S R I   P U T R I ),KOTA MULIA SDN. BHD.,2599,2599-21/02-2011/120,05 Feb 2008,04 Feb 2011,07-6637318,karentu@kulai.pjdprop.com.my,HTTP://WWW.PJDPROP.COM.MY,"2599-1,",-,2599/1363/1994(12),06 Dec 1993,05 Dec 1994,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/2599-1,"(99, '2599-1')"
7,2 6 0 0 - 2 - T A M A N   B U N G A,YEAP BOON YANG CONSTRUCTION SDN. BHD.,2600,2600-3/04-2007/1390,11 Apr 2004,10 Apr 2007,09-9557163,chasyhc@tm.net.my,-,"2600-2,",-,2600/201/1992(03),04 Mar 1991,03 Mar 1992,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/2600-2,"(70, '2600-2')"
8,2 6 0 0 - 3 - D E S A   U T A M A,YEAP BOON YANG CONSTRUCTION SDN. BHD.,2600,2600-3/04-2007/1390,11 Apr 2004,10 Apr 2007,09-9557163,chasyhc@tm.net.my,-,"2600-3,",SAKIT,2600/1230/1999(08),26 Aug 1998,25 Aug 1999,"RM 57,500.00",0.00mps - 148.64mps,RUMAH TERES,1.5,0,0,0,8,8,"142,800.00","162,000.00",0.00,BELUM MULA,"[""54.070000, 58.040000""]",,https://teduh.kpkt.gov.my/project-swasta/2600-3,"(71, '2600-3')"
9,2 6 0 0 - 3 - D E S A   U T A M A,YEAP BOON YANG CONSTRUCTION SDN. BHD.,2600,2600-3/04-2007/1390,11 Apr 2004,10 Apr 2007,09-9557163,chasyhc@tm.net.my,-,"2600-3,",SAKIT,2600/1230/1999(08),26 Aug 1998,25 Aug 1999,"RM 57,500.00",0.00mps - 148.64mps,RUMAH KEDAI (G),2,0,0,149,39,32,"168,000.00","288,000.00",30.00,SAKIT,"[""54.070000, 58.040000""]",,https://teduh.kpkt.gov.my/project-swasta/2600-3,"(71, '2600-3')"
