,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Jenis Rumah,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Location,Address,Link,Website Location
0,1 0 2 8 3 - 3 - T A M A N   D A M A I   H A R M O N I,GENERAL SUPREME SDN. BHD.,10283,10283/11-2026/0662(A),13 Nov 2014,12 Nov 2026,-,-,-,"10283-3,",BERJALAN LANCAR,10283-3/09-2025/1005(N)-(L),06 Sep 2023,05 Sep 2025,"RM 928,000.00",150.38mps - 262.97mps,RUMAH SESEBUAH,2,0,0,172 - 263,4,4,"1,800,000.00","2,000,000.00",2.50,"[""5.362098, 100.451750""]",,https://teduh.kpkt.gov.my/project-swasta/10283-3,"(1039, '10283-3')"
1,1 0 2 8 3 - 3 - T A M A N   D A M A I   H A R M O N I,GENERAL SUPREME SDN. BHD.,10283,10283/11-2026/0662(A),13 Nov 2014,12 Nov 2026,-,-,-,"10283-3,",BERJALAN LANCAR,10283-3/09-2025/1005(N)-(L),06 Sep 2023,05 Sep 2025,"RM 928,000.00",150.38mps - 262.97mps,RUMAH TERES,2,0,0,150 - 181,26,21,"928,000.00","1,330,000.00",4.81,"[""5.362098, 100.451750""]",,https://teduh.kpkt.gov.my/project-swasta/10283-3,"(1039, '10283-3')"
2,1 0 2 9 4 - 3 - M U Z E   A T   P I C C,HUNZA (PENANG INTERNATIONAL COMMERCIAL CITY) SDN. BHD.,10294,10294/01-2028/0064(A),08 Jan 2023,07 Jan 2028,046090699,samgoh@hunzagroup.com,-,"10294-3,",SIAP DENGAN: CCC PENUH,10294-3/04-2024/0701(R)-(S),24 Apr 2023,23 Apr 2024,"RM 789,000.00",0.00mps - 120.14mps,RUMAH PANGSA/KONDO,52,0,0,0 - 119,394,125,"789,000.00","5,133,000.00",100.00,"[""5.330992, 100.285179""]",,https://teduh.kpkt.gov.my/project-swasta/10294-3,"(1017, '10294-3')"
3,1 0 2 9 4 - 3 - M U Z E   A T   P I C C,HUNZA (PENANG INTERNATIONAL COMMERCIAL CITY) SDN. BHD.,10294,10294/01-2028/0064(A),08 Jan 2023,07 Jan 2028,046090699,samgoh@hunzagroup.com,-,"10294-3,",SIAP DENGAN: CCC PENUH,10294-3/04-2024/0701(R)-(S),24 Apr 2023,23 Apr 2024,"RM 789,000.00",0.00mps - 120.14mps,RUMAH PANGSA/KONDO,58,0,0,0 - 120,452,150,"789,000.00","6,238,000.00",100.00,"[""5.330992, 100.285179""]",,https://teduh.kpkt.gov.my/project-swasta/10294-3,"(1017, '10294-3')"
4,1 0 4 6 6 - 4 - T A M A N   A C H E H   D A M A I,PRIMAWANGI SDN. BHD.,10466,10466/08-2028/1176(R),26 Aug 2023,25 Aug 2028,-,-,-,"10466-4,",SIAP DENGAN: CCC PENUH,10466-4/08-2024/1392(R)-(L),26 Aug 2023,25 Aug 2024,"RM 512,800.00",129.89mps - 147.78mps,RUMAH BERKEMBAR,1,5,3,148,10,1,"558,800.00","578,750.00",100.00,"[""5.151111, 100.422440""]",,https://teduh.kpkt.gov.my/project-swasta/10466-4,"(1088, '10466-4')"
5,1 0 4 6 6 - 4 - T A M A N   A C H E H   D A M A I,PRIMAWANGI SDN. BHD.,10466,10466/08-2028/1176(R),26 Aug 2023,25 Aug 2028,-,-,-,"10466-4,",SIAP DENGAN: CCC PENUH,10466-4/08-2024/1392(R)-(L),26 Aug 2023,25 Aug 2024,"RM 512,800.00",129.89mps - 147.78mps,RUMAH BERKEMBAR,1,4,3,130,18,8,"512,800.00","532,150.00",100.00,"[""5.151111, 100.422440""]",,https://teduh.kpkt.gov.my/project-swasta/10466-4,"(1088, '10466-4')"
6,1 0 4 9 6 - 1 5 - T A M A N   W A K A F   S E E T E E   A I S A H,UDA LAND (NORTH) SDN. BHD.,10496,10496/02-2028/0211(R),09 Feb 2023,08 Feb 2028,045755566,AzharY@udanet.com,-,"10496-15,",BERJALAN LANCAR,10496-15/07-2026/0786(N)-(S),07 Jul 2023,06 Jul 2026,"RM 299,991.00",0.00mps,RUMAH PANGSA/KONDO,40,3,2,0,422,365,"299,991.00","487,447.00",20.00,"[""5.403867, 100.408714""]",,https://teduh.kpkt.gov.my/project-swasta/10496-15,"(1053, '10496-15')"
7,1 1 2 9 5 - 1 0 - T A M A N   S C I E N T E X   T A S E K   G E L U G O R,SCIENTEX (SKUDAI) SDN. BHD.,11295,11295/03-2024/0174(A),03 Mar 2022,02 Mar 2024,045735833,dpchiam@scientex.com.my,-,"11295-10,",SIAP DENGAN: CCC PENUH,11295-10/05-2024/1289(R)-(L),01 Jun 2023,31 May 2024,"RM 230,000.00",99.13mps - 110.00mps,RUMAH TERES,2,0,0,99 - 110,279,14,"230,000.00","460,000.00",100.00,"[""5.484847, 100.486872""]",,https://teduh.kpkt.gov.my/project-swasta/11295-10,"(1020, '11295-10')"
8,1 1 2 9 5 - 1 1 - T A M A N   S C I E N T E X   T A S E K   G E L U G O R,SCIENTEX (SKUDAI) SDN. BHD.,11295,11295/03-2024/0174(A),03 Mar 2022,02 Mar 2024,045735833,dpchiam@scientex.com.my,-,"11295-11,",SIAP DENGAN: CCC PENUH,11295-11/07-2024/1435(R)-(L),03 Jul 2023,02 Jul 2024,"RM 260,800.00",126.70mps - 130.25mps,RUMAH TERES,2,0,0,127 - 130,203,0,"260,800.00","393,000.00",100.00,"[""5.484847, 100.486872""]",,https://teduh.kpkt.gov.my/project-swasta/11295-11,"(1043, '11295-11')"
9,1 1 2 9 5 - 1 2 - T A M A N   S C I E N T E X   T A S E K   G E L U G O R,SCIENTEX (SKUDAI) SDN. BHD.,11295,11295/03-2024/0174(A),03 Mar 2022,02 Mar 2024,045735833,dpchiam@scientex.com.my,-,"11295-12,",LEWAT,11295-12/03-2024/0174(P),03 Mar 2022,02 Mar 2024,"RM 303,000.00",122.17mps - 130.25mps,RUMAH TERES,2,0,0,122 - 130,401,127,"303,000.00","470,000.00",74.92,"[""5.484847, 100.486872""]",,https://teduh.kpkt.gov.my/project-swasta/11295-12,"(1097, '11295-12')"
