,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Jenis Rumah,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Location,Address,Link,Website Location
0,1 0 0 7 3 - 4 - T H E   Z E N   &   Z E N   6,ASIA GREEN CONSTRUCTION SDN. BHD.,10073,10073/12-2025/1449(A),13 Dec 2022,12 Dec 2025,045102150,meitan@asiagreengroup.com,-,"10073-4,",BERJALAN LANCAR,10073-4/12-2024/1566(R)-(S),13 Dec 2023,12 Dec 2024,"RM 300,000.00",0.00mps - 80.64mps,RUMAH PANGSA/KONDO,46,0,0,0 - 79,"1,200",0,"300,000.00","550,000.00",89.25,"[""5.351781, 100.310859""]",,https://teduh.kpkt.gov.my/project-swasta/10073-4,"(976, '10073-4')"
1,1 0 0 7 3 - 4 - T H E   Z E N   &   Z E N   6,ASIA GREEN CONSTRUCTION SDN. BHD.,10073,10073/12-2025/1449(A),13 Dec 2022,12 Dec 2025,045102150,meitan@asiagreengroup.com,-,"10073-4,",BERJALAN LANCAR,10073-4/12-2024/1566(R)-(S),13 Dec 2023,12 Dec 2024,"RM 300,000.00",0.00mps - 80.64mps,RUMAH PANGSA/KONDO,46,0,0,0 - 81,730,84,"550,000.00","1,663,620.00",89.25,"[""5.351781, 100.310859""]",,https://teduh.kpkt.gov.my/project-swasta/10073-4,"(976, '10073-4')"
2,1 0 0 7 3 - 5 - T H E   P I E R,ASIA GREEN CONSTRUCTION SDN. BHD.,10073,10073/12-2025/1449(A),13 Dec 2022,12 Dec 2025,045102150,meitan@asiagreengroup.com,-,"10073-5,",BERJALAN LANCAR,10073-5/07-2026/0795(N)-(S),10 Jul 2023,09 Jul 2026,"RM 915,800.00",0.00mps,PANGSAPURI SERVIS,29,0,0,0,438,438,"1,018,800.00","1,866,800.00",9.49,"[""5.352657, 100.312966""]",,https://teduh.kpkt.gov.my/project-swasta/10073-5,"(972, '10073-5')"
3,1 0 0 7 3 - 5 - T H E   P I E R,ASIA GREEN CONSTRUCTION SDN. BHD.,10073,10073/12-2025/1449(A),13 Dec 2022,12 Dec 2025,045102150,meitan@asiagreengroup.com,-,"10073-5,",BERJALAN LANCAR,10073-5/07-2026/0795(N)-(S),10 Jul 2023,09 Jul 2026,"RM 915,800.00",0.00mps,PANGSAPURI SERVIS,30,0,0,0,496,496,"915,800.00","1,226,800.00",20.00,"[""5.352657, 100.312966""]",,https://teduh.kpkt.gov.my/project-swasta/10073-5,"(972, '10073-5')"
4,1 0 1 0 6 - 6 - T A M A N   L E M B A H   P E R M A I,WELCOME DEVELOPMENT SDN. BHD.,10106,10106/09-2026/0036(A),01 Oct 2021,30 Sep 2026,-,welcome_dvlp@yahoo.com,-,"10106-6,",BERJALAN LANCAR,10106-6/01-2026/0076(N)-(S),20 Jan 2023,19 Jan 2026,"RM 1,950,000.00",0.00mps,RUMAH BERKEMBAR,3,6,5,0,4,3,"2,150,000.00","2,555,000.00",20.63,"[""5.348252, 100.456134""]",,https://teduh.kpkt.gov.my/project-swasta/10106-6,"(918, '10106-6')"
5,1 0 1 0 6 - 6 - T A M A N   L E M B A H   P E R M A I,WELCOME DEVELOPMENT SDN. BHD.,10106,10106/09-2026/0036(A),01 Oct 2021,30 Sep 2026,-,welcome_dvlp@yahoo.com,-,"10106-6,",BERJALAN LANCAR,10106-6/01-2026/0076(N)-(S),20 Jan 2023,19 Jan 2026,"RM 1,950,000.00",0.00mps,RUMAH SESEBUAH,3,0,0,0,1,1,"8,429,000.00","8,429,000.00",5.00,"[""5.348252, 100.456134""]",,https://teduh.kpkt.gov.my/project-swasta/10106-6,"(918, '10106-6')"
6,1 0 1 0 6 - 6 - T A M A N   L E M B A H   P E R M A I,WELCOME DEVELOPMENT SDN. BHD.,10106,10106/09-2026/0036(A),01 Oct 2021,30 Sep 2026,-,welcome_dvlp@yahoo.com,-,"10106-6,",BERJALAN LANCAR,10106-6/01-2026/0076(N)-(S),20 Jan 2023,19 Jan 2026,"RM 1,950,000.00",0.00mps,RUMAH SESEBUAH,3,0,0,0,2,2,"4,788,000.00","4,788,000.00",28.75,"[""5.348252, 100.456134""]",,https://teduh.kpkt.gov.my/project-swasta/10106-6,"(918, '10106-6')"
7,1 0 1 0 6 - 6 - T A M A N   L E M B A H   P E R M A I,WELCOME DEVELOPMENT SDN. BHD.,10106,10106/09-2026/0036(A),01 Oct 2021,30 Sep 2026,-,welcome_dvlp@yahoo.com,-,"10106-6,",BERJALAN LANCAR,10106-6/01-2026/0076(N)-(S),20 Jan 2023,19 Jan 2026,"RM 1,950,000.00",0.00mps,RUMAH SESEBUAH,3,6,6,0,13,9,"2,580,000.00","2,857,000.00",38.85,"[""5.348252, 100.456134""]",,https://teduh.kpkt.gov.my/project-swasta/10106-6,"(918, '10106-6')"
8,1 0 1 0 6 - 6 - T A M A N   L E M B A H   P E R M A I,WELCOME DEVELOPMENT SDN. BHD.,10106,10106/09-2026/0036(A),01 Oct 2021,30 Sep 2026,-,welcome_dvlp@yahoo.com,-,"10106-6,",BERJALAN LANCAR,10106-6/01-2026/0076(N)-(S),20 Jan 2023,19 Jan 2026,"RM 1,950,000.00",0.00mps,RUMAH SESEBUAH,3,6,6,0,11,8,"2,580,000.00","2,778,500.00",47.73,"[""5.348252, 100.456134""]",,https://teduh.kpkt.gov.my/project-swasta/10106-6,"(918, '10106-6')"
9,1 0 1 0 6 - 6 - T A M A N   L E M B A H   P E R M A I,WELCOME DEVELOPMENT SDN. BHD.,10106,10106/09-2026/0036(A),01 Oct 2021,30 Sep 2026,-,welcome_dvlp@yahoo.com,-,"10106-6,",BERJALAN LANCAR,10106-6/01-2026/0076(N)-(S),20 Jan 2023,19 Jan 2026,"RM 1,950,000.00",0.00mps,RUMAH BERKEMBAR,3,6,5,0,37,22,"1,950,000.00","1,950,000.00",36.08,"[""5.348252, 100.456134""]",,https://teduh.kpkt.gov.my/project-swasta/10106-6,"(918, '10106-6')"
