,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Jenis Rumah,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Location,Address,Link,Website Location
0,1 3 0 4 7 - 2 - K E M P A D A N G   8,WING HO DEVELOPMENT SDN. BHD.,13047,13047/11-2026/0961(A),17 Nov 2019,16 Nov 2026,-,-,-,"13047-2,",SIAP DENGAN: CCC PENUH,13047-2/11-2019/0955(P),17 Nov 2017,16 Nov 2019,"RM 350,000.00",117.00mps,RUMAH BERKEMBAR,1,0,0,117,8,0,"350,000.00","460,000.00",100.00,"[""3.751727, 103.313664""]",,https://teduh.kpkt.gov.my/project-swasta/13047-2,"(500, '13047-2')"
1,1 3 1 1 5 - 1 - T A M A N   S E B E R A N G   P E R M A I,AKTIF MULTIMEDIA SDN. BHD.,13115,13115/10-2025/1192(A),13 Oct 2022,12 Oct 2025,092770934,ilustrasiharapan@yahoo.co.uk,-,"13115-1,",SIAP DENGAN: CCC PENUH,13115-1/07-2015/0406(P),31 Jul 2013,30 Jul 2015,"RM 281,000.00",135.80mps - 139.00mps,RUMAH BERKEMBAR,1,0,0,136,22,0,"281,000.00","351,000.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/13115-1,"(501, '13115-1')"
2,1 3 1 1 5 - 1 - T A M A N   S E B E R A N G   P E R M A I,AKTIF MULTIMEDIA SDN. BHD.,13115,13115/10-2025/1192(A),13 Oct 2022,12 Oct 2025,092770934,ilustrasiharapan@yahoo.co.uk,-,"13115-1,",SIAP DENGAN: CCC PENUH,13115-1/07-2015/0406(P),31 Jul 2013,30 Jul 2015,"RM 281,000.00",135.80mps - 139.00mps,RUMAH SESEBUAH,1,0,0,139,4,2,"335,000.00","447,000.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/13115-1,"(501, '13115-1')"
3,1 3 1 1 5 - 2 - A K T I F   M U L T I M E D I A   S E N D I R I A N   B E R H A D,AKTIF MULTIMEDIA SDN. BHD.,13115,13115/10-2025/1192(A),13 Oct 2022,12 Oct 2025,092770934,ilustrasiharapan@yahoo.co.uk,-,"13115-2,",SIAP DENGAN: CCC PENUH,13115-2/10-2024/1581(R)-(L),13 Oct 2022,12 Oct 2024,"RM 198,000.00",104.00mps - 133.00mps,RUMAH TERES,1,0,0,104,24,4,"198,000.00","278,900.00",100.00,"[""3.293014, 102.457158""]",,https://teduh.kpkt.gov.my/project-swasta/13115-2,"(502, '13115-2')"
4,1 3 1 1 5 - 2 - A K T I F   M U L T I M E D I A   S E N D I R I A N   B E R H A D,AKTIF MULTIMEDIA SDN. BHD.,13115,13115/10-2025/1192(A),13 Oct 2022,12 Oct 2025,092770934,ilustrasiharapan@yahoo.co.uk,-,"13115-2,",SIAP DENGAN: CCC PENUH,13115-2/10-2024/1581(R)-(L),13 Oct 2022,12 Oct 2024,"RM 198,000.00",104.00mps - 133.00mps,RUMAH BERKEMBAR,1,0,0,133,4,2,"320,000.00","450,000.00",100.00,"[""3.293014, 102.457158""]",,https://teduh.kpkt.gov.my/project-swasta/13115-2,"(502, '13115-2')"
5,1 3 2 0 1 - 1 - H A R T A M A S   G A R D E N,HARTAMAS GARDEN SDN. BHD.,13201,13201-1/10-2019/02463(L),31 Oct 2018,30 Oct 2019,-,-,-,"13201-1,",SIAP DENGAN: CCC PENUH,13201-1/10-2017/02847(P),31 Oct 2016,30 Oct 2017,"RM 250,000.00",304.80mps,RUMAH TERES,1,0,0,305,37,5,"250,000.00","400,000.00",100.00,"[""3.802656, 103.298069""]",,https://teduh.kpkt.gov.my/project-swasta/13201-1,"(503, '13201-1')"
6,1 3 2 0 8 - 1 - T A M A N   A W A H   P E R M A I,PRIMO DEVELOPMENT SDN. BHD.,13208,13208/03-2027/0077(A),14 Mar 2022,27 Mar 2027,-,-,-,"13208-1,",SIAP DENGAN: CCC PENUH,13208-1/10-2015/0657(P),10 Oct 2013,09 Oct 2015,"RM 250,000.00",112.00mps,RUMAH BERKEMBAR,1,0,0,112,32,10,"250,000.00","305,210.00",100.00,"[""3.288789, 102.306880""]",,https://teduh.kpkt.gov.my/project-swasta/13208-1,"(504, '13208-1')"
7,1 3 2 0 8 - 1 1 - T A M A N   P A Y A   K E L A D A N,PRIMO DEVELOPMENT SDN. BHD.,13208,13208/03-2027/0077(A),14 Mar 2022,27 Mar 2027,-,-,-,"13208-11,",BERJALAN LANCAR,13208-11/11-2024/0316(N)-(L),10 Nov 2022,09 Nov 2024,"RM 328,019.00",136.00mps - 174.00mps,RUMAH BERKEMBAR,1,4,2,174,2,1,"491,645.00","492,506.00",20.00,"[""3.510201, 102.399811""]",,https://teduh.kpkt.gov.my/project-swasta/13208-11,"(505, '13208-11')"
8,1 3 2 0 8 - 1 1 - T A M A N   P A Y A   K E L A D A N,PRIMO DEVELOPMENT SDN. BHD.,13208,13208/03-2027/0077(A),14 Mar 2022,27 Mar 2027,-,-,-,"13208-11,",BERJALAN LANCAR,13208-11/11-2024/0316(N)-(L),10 Nov 2022,09 Nov 2024,"RM 328,019.00",136.00mps - 174.00mps,RUMAH KLUSTER,1,3,2,137,8,1,"332,755.52","373,519.52",27.50,"[""3.510201, 102.399811""]",,https://teduh.kpkt.gov.my/project-swasta/13208-11,"(505, '13208-11')"
9,1 3 2 0 8 - 1 1 - T A M A N   P A Y A   K E L A D A N,PRIMO DEVELOPMENT SDN. BHD.,13208,13208/03-2027/0077(A),14 Mar 2022,27 Mar 2027,-,-,-,"13208-11,",BERJALAN LANCAR,13208-11/11-2024/0316(N)-(L),10 Nov 2022,09 Nov 2024,"RM 328,019.00",136.00mps - 174.00mps,RUMAH KLUSTER,1,3,2,136,12,6,"328,019.00","381,270.00",35.00,"[""3.510201, 102.399811""]",,https://teduh.kpkt.gov.my/project-swasta/13208-11,"(505, '13208-11')"
