,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Jenis Rumah,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Location,Address,Link,Website Location
0,1 0 1 2 4 - 1 2 - T A M A N   D ' P I N G G I R   K E M P A D A N G   S O I   3,BUILDMANN DEVELOPMENT SDN. BHD.,10124,10124/12-2028/1433(A),15 Dec 2023,14 Dec 2028,-,-,-,"10124-12,",LEWAT,10124-12/12-2023/0443(A)-(L),15 Dec 2021,14 Dec 2023,"RM 265,000.00",78.00mps - 85.96mps,RUMAH TERES,1,3,2,78,18,1,"265,000.00","287,000.00",80.00,"[""3.729444, 103.306694""]",,https://teduh.kpkt.gov.my/project-swasta/10124-12,"(1969, '10124-12')"
1,1 0 1 2 4 - 1 2 - T A M A N   D ' P I N G G I R   K E M P A D A N G   S O I   3,BUILDMANN DEVELOPMENT SDN. BHD.,10124,10124/12-2028/1433(A),15 Dec 2023,14 Dec 2028,-,-,-,"10124-12,",LEWAT,10124-12/12-2023/0443(A)-(L),15 Dec 2021,14 Dec 2023,"RM 265,000.00",78.00mps - 85.96mps,RUMAH BERKEMBAR,1,4,2,86,12,5,"343,000.00","375,000.00",80.00,"[""3.729444, 103.306694""]",,https://teduh.kpkt.gov.my/project-swasta/10124-12,"(1969, '10124-12')"
2,1 0 1 8 - 1 9 - T A M A N   B U K I T   B A Y   R O U T E   F A S A   2,C.K.C. DEVELOPMENTS SDN. BHD.,1018,1018/03-2027/0137(A),21 Mar 2022,20 Mar 2027,6095134809,ckcdevelopments@gmail.com,-,"1018-19,",BERJALAN LANCAR,1018-19/04-2025/0395(N)-(L),04 Apr 2023,03 Apr 2025,"RM 443,900.00",177.20mps - 255.27mps,RUMAH TERES,2,4,4,196 - 255,9,3,"502,000.00","681,000.00",50.56,"[""3.810058, 103.314181""]",,https://teduh.kpkt.gov.my/project-swasta/1018-19,"(1970, '1018-19')"
3,1 0 1 8 - 1 9 - T A M A N   B U K I T   B A Y   R O U T E   F A S A   2,C.K.C. DEVELOPMENTS SDN. BHD.,1018,1018/03-2027/0137(A),21 Mar 2022,20 Mar 2027,6095134809,ckcdevelopments@gmail.com,-,"1018-19,",BERJALAN LANCAR,1018-19/04-2025/0395(N)-(L),04 Apr 2023,03 Apr 2025,"RM 443,900.00",177.20mps - 255.27mps,RUMAH TERES,2,0,0,196 - 255,11,10,"495,000.00","792,550.00",50.46,"[""3.810058, 103.314181""]",,https://teduh.kpkt.gov.my/project-swasta/1018-19,"(1970, '1018-19')"
4,1 0 1 8 - 1 9 - T A M A N   B U K I T   B A Y   R O U T E   F A S A   2,C.K.C. DEVELOPMENTS SDN. BHD.,1018,1018/03-2027/0137(A),21 Mar 2022,20 Mar 2027,6095134809,ckcdevelopments@gmail.com,-,"1018-19,",BERJALAN LANCAR,1018-19/04-2025/0395(N)-(L),04 Apr 2023,03 Apr 2025,"RM 443,900.00",177.20mps - 255.27mps,RUMAH TERES,2,4,4,177 - 196,8,1,"443,900.00","506,000.00",50.00,"[""3.810058, 103.314181""]",,https://teduh.kpkt.gov.my/project-swasta/1018-19,"(1970, '1018-19')"
5,1 0 1 8 - 1 9 - T A M A N   B U K I T   B A Y   R O U T E   F A S A   2,C.K.C. DEVELOPMENTS SDN. BHD.,1018,1018/03-2027/0137(A),21 Mar 2022,20 Mar 2027,6095134809,ckcdevelopments@gmail.com,-,"1018-19,",BERJALAN LANCAR,1018-19/04-2025/0395(N)-(L),04 Apr 2023,03 Apr 2025,"RM 443,900.00",177.20mps - 255.27mps,RUMAH TERES,2,4,4,196 - 234,9,0,"495,000.00","818,200.00",50.56,"[""3.810058, 103.314181""]",,https://teduh.kpkt.gov.my/project-swasta/1018-19,"(1970, '1018-19')"
6,1 0 3 3 7 - 2 - T A S   R E S I D E N S I,KOTA SRIMAS DEVELOPMENT(M) SDN. BHD.,10337,10337/07-2027/1019(A),30 Jul 2010,29 Jul 2027,095158000,kotasrimas@gmail.com,-,"10337-2,",BERJALAN LANCAR,10337-2/12-2025/1366(N)-(L),28 Dec 2023,27 Dec 2025,"RM 400,000.00",92.93mps,RUMAH TERES,1,0,0,93,27,27,"400,000.00","617,000.00",0.00,"[""3.774302, 103.241092""]",,https://teduh.kpkt.gov.my/project-swasta/10337-2,"(1952, '10337-2')"
7,1 0 3 6 0 - 2 - P E R U M A H A N   B A N D A R   P U T R A,PASDEC PUTRA SDN. BHD.,10360,10360/11-2026/1004(A),08 Nov 2017,07 Nov 2026,095133888,faiz@pasdec.com.my,-,"10360-2,",SIAP DENGAN: CCC PENUH,10360-2/11-2024/1785(R)-(L),08 Nov 2017,07 Nov 2024,"RM 235,888.00",0.00mps - 202.70mps,RUMAH TERES,2,0,0,203,49,0,"360,790.00","474,450.00",100.00,"[""3.771540, 103.320662""]",,https://teduh.kpkt.gov.my/project-swasta/10360-2,"(1883, '10360-2')"
8,1 0 3 6 0 - 2 - P E R U M A H A N   B A N D A R   P U T R A,PASDEC PUTRA SDN. BHD.,10360,10360/11-2026/1004(A),08 Nov 2017,07 Nov 2026,095133888,faiz@pasdec.com.my,-,"10360-2,",SIAP DENGAN: CCC PENUH,10360-2/11-2024/1785(R)-(L),08 Nov 2017,07 Nov 2024,"RM 235,888.00",0.00mps - 202.70mps,RUMAH TERES,3,0,0,164,1,0,"713,202.00","713,202.00",100.00,"[""3.771540, 103.320662""]",,https://teduh.kpkt.gov.my/project-swasta/10360-2,"(1883, '10360-2')"
9,1 0 3 6 0 - 2 - P E R U M A H A N   B A N D A R   P U T R A,PASDEC PUTRA SDN. BHD.,10360,10360/11-2026/1004(A),08 Nov 2017,07 Nov 2026,095133888,faiz@pasdec.com.my,-,"10360-2,",SIAP DENGAN: CCC PENUH,10360-2/11-2024/1785(R)-(L),08 Nov 2017,07 Nov 2024,"RM 235,888.00",0.00mps - 202.70mps,RUMAH TERES,1,0,0,92,19,0,"235,888.00","235,949.00",100.00,"[""3.771540, 103.320662""]",,https://teduh.kpkt.gov.my/project-swasta/10360-2,"(1883, '10360-2')"
10,1 0 3 6 0 - 2 - P E R U M A H A N   B A N D A R   P U T R A,PASDEC PUTRA SDN. BHD.,10360,10360/11-2026/1004(A),08 Nov 2017,07 Nov 2026,095133888,faiz@pasdec.com.my,-,"10360-2,",SIAP DENGAN: CCC PENUH,10360-2/11-2024/1785(R)-(L),08 Nov 2017,07 Nov 2024,"RM 235,888.00",0.00mps - 202.70mps,RUMAH TERES,3,0,0,0,0,0,0.00,0.00,100.00,"[""3.771540, 103.320662""]",,https://teduh.kpkt.gov.my/project-swasta/10360-2,"(1883, '10360-2')"
11,1 0 3 6 0 - 2 - P E R U M A H A N   B A N D A R   P U T R A,PASDEC PUTRA SDN. BHD.,10360,10360/11-2026/1004(A),08 Nov 2017,07 Nov 2026,095133888,faiz@pasdec.com.my,-,"10360-2,",SIAP DENGAN: CCC PENUH,10360-2/11-2024/1785(R)-(L),08 Nov 2017,07 Nov 2024,"RM 235,888.00",0.00mps - 202.70mps,RUMAH BERKEMBAR,2.5,0,0,0,4,0,"710,004.00","750,097.00",100.00,"[""3.771540, 103.320662""]",,https://teduh.kpkt.gov.my/project-swasta/10360-2,"(1883, '10360-2')"
12,1 0 3 6 0 - 2 - P E R U M A H A N   B A N D A R   P U T R A,PASDEC PUTRA SDN. BHD.,10360,10360/11-2026/1004(A),08 Nov 2017,07 Nov 2026,095133888,faiz@pasdec.com.my,-,"10360-2,",SIAP DENGAN: CCC PENUH,10360-2/11-2024/1785(R)-(L),08 Nov 2017,07 Nov 2024,"RM 235,888.00",0.00mps - 202.70mps,RUMAH TERES,2.5,0,0,133,1,0,"508,211.00","508,211.00",100.00,"[""3.771540, 103.320662""]",,https://teduh.kpkt.gov.my/project-swasta/10360-2,"(1883, '10360-2')"
13,1 0 3 6 0 - 2 - P E R U M A H A N   B A N D A R   P U T R A,PASDEC PUTRA SDN. BHD.,10360,10360/11-2026/1004(A),08 Nov 2017,07 Nov 2026,095133888,faiz@pasdec.com.my,-,"10360-2,",SIAP DENGAN: CCC PENUH,10360-2/11-2024/1785(R)-(L),08 Nov 2017,07 Nov 2024,"RM 235,888.00",0.00mps - 202.70mps,RUMAH TERES,2,0,0,0,0,0,0.00,0.00,100.00,"[""3.771540, 103.320662""]",,https://teduh.kpkt.gov.my/project-swasta/10360-2,"(1883, '10360-2')"
14,1 0 3 6 0 - 2 - P E R U M A H A N   B A N D A R   P U T R A,PASDEC PUTRA SDN. BHD.,10360,10360/11-2026/1004(A),08 Nov 2017,07 Nov 2026,095133888,faiz@pasdec.com.my,-,"10360-2,",SIAP DENGAN: CCC PENUH,10360-2/11-2024/1785(R)-(L),08 Nov 2017,07 Nov 2024,"RM 235,888.00",0.00mps - 202.70mps,RUMAH BERKEMBAR,2,0,0,199,15,0,"508,376.00","655,701.00",100.00,"[""3.771540, 103.320662""]",,https://teduh.kpkt.gov.my/project-swasta/10360-2,"(1883, '10360-2')"
15,1 0 3 6 0 - 2 - P E R U M A H A N   B A N D A R   P U T R A,PASDEC PUTRA SDN. BHD.,10360,10360/11-2026/1004(A),08 Nov 2017,07 Nov 2026,095133888,faiz@pasdec.com.my,-,"10360-2,",SIAP DENGAN: CCC PENUH,10360-2/11-2024/1785(R)-(L),08 Nov 2017,07 Nov 2024,"RM 235,888.00",0.00mps - 202.70mps,RUMAH TERES,2,0,0,0,0,0,0.00,0.00,100.00,"[""3.771540, 103.320662""]",,https://teduh.kpkt.gov.my/project-swasta/10360-2,"(1883, '10360-2')"
16,1 0 4 1 3 - 1 2 - L O T   1 1 0 1 0 2   P E R K A M P U N G A N   K G   P A D A N G,PEMBINAAN LNT SDN. BHD.,10413,10413-12/11-2021/03516(L),06 Nov 2020,05 Nov 2021,-,-,-,"10413-12,",SAKIT,10413-12/11-2021/03516(P),06 Nov 2020,05 Nov 2021,"RM 268,800.00","1,692.50mps",RUMAH TERES,1,0,0,"1,693",27,7,"268,800.00","354,382.00",97.50,"[""3.860014, 103.246902""]",,https://teduh.kpkt.gov.my/project-swasta/10413-12,"(1832, '10413-12')"
17,1 0 4 3 7 - 5 - T A M A N   E M A S   2,ENG HAN PROPERTY SDN. BHD.,10437,10437/02-2028/0438(A),15 Feb 2023,14 Feb 2028,0378046682,nurulhuda.ehppty@gmail.com,-,"10437-5,",SAKIT,10437-5/07-2024/1145(R)-(L),28 Jul 2023,27 Jul 2024,"RM 251,800.00",111.92mps - 132.52mps,RUMAH TERES,1,0,0,112,34,2,"251,800.00","345,900.00",97.50,"[""4.162644, 102.029339""]",,https://teduh.kpkt.gov.my/project-swasta/10437-5,"(1971, '10437-5')"
18,1 0 4 3 7 - 5 - T A M A N   E M A S   2,ENG HAN PROPERTY SDN. BHD.,10437,10437/02-2028/0438(A),15 Feb 2023,14 Feb 2028,0378046682,nurulhuda.ehppty@gmail.com,-,"10437-5,",SAKIT,10437-5/07-2024/1145(R)-(L),28 Jul 2023,27 Jul 2024,"RM 251,800.00",111.92mps - 132.52mps,RUMAH TERES,1,0,0,121 - 133,14,3,"275,000.00","413,400.00",97.50,"[""4.162644, 102.029339""]",,https://teduh.kpkt.gov.my/project-swasta/10437-5,"(1971, '10437-5')"
19,1 0 4 9 1 - 1 0 - P E R M A T A N G   B A D A K   K U A N T A N   L O T   4 0 6 7,GRAND ELEPHANT PROPERTIES SDN. BHD.,10491,10491/10-2025/1187(A),06 Oct 2022,05 Oct 2025,-,-,-,"10491-10,",BERJALAN LANCAR,10491-10/03-2025/0355(N)-(L),29 Mar 2023,28 Mar 2025,"RM 308,800.00",136.00mps - 183.00mps,RUMAH TERES,1,0,0,138 - 183,10,6,"308,800.00","538,880.00",85.00,"[""3.780599, 103.271541""]",,https://teduh.kpkt.gov.my/project-swasta/10491-10,"(1953, '10491-10')"
20,1 0 4 9 1 - 1 0 - P E R M A T A N G   B A D A K   K U A N T A N   L O T   4 0 6 7,GRAND ELEPHANT PROPERTIES SDN. BHD.,10491,10491/10-2025/1187(A),06 Oct 2022,05 Oct 2025,-,-,-,"10491-10,",BERJALAN LANCAR,10491-10/03-2025/0355(N)-(L),29 Mar 2023,28 Mar 2025,"RM 308,800.00",136.00mps - 183.00mps,RUMAH TERES,2,0,0,136 - 179,11,8,"338,800.00","528,800.00",85.00,"[""3.780599, 103.271541""]",,https://teduh.kpkt.gov.my/project-swasta/10491-10,"(1953, '10491-10')"
21,1 0 4 9 5 - 1 3 - P E R U M A H A N   B U K I T   R A N G I N   P E R D A N A   ( T B R 1 B ),SENTORIA ALAM SDN. BHD.,10495,10495/03-2026/0603(A),16 Mar 2023,15 Mar 2026,095738161,limsy@sentoria.com.my,-,"10495-13,",SAKIT,10495-13/03-2024/0986(R)-(L),16 Mar 2023,15 Mar 2024,"RM 261,000.00",93.00mps,RUMAH BERKEMBAR,1,0,0,93,20,4,"261,000.00","392,000.00",81.25,"[""3.801967, 103.261008""]",,https://teduh.kpkt.gov.my/project-swasta/10495-13,"(1910, '10495-13')"
