,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Jenis Rumah,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Location,Address,Link,Website Location
0,1 0 2 8 5 - 8 - T A M A N   K E L A D A N   I M P I A N   2,WTS DEVELOPMENT SDN. BHD.,10285,10285/03-2026/0674(A),15 Mar 2023,14 Mar 2026,-,wtsdevelopment@yahoo.com,-,"10285-8,",SAKIT,10285-8/03-2024/0944(R)-(L),14 Jan 2022,14 Mar 2024,"RM 209,999.00",89.00mps,RUMAH TERES,1,0,0,89,79,20,"209,999.00","313,968.00",75.06,"[""3.491751, 102.395413""]",,https://teduh.kpkt.gov.my/project-swasta/10285-8,"(1709, '10285-8')"
1,1 0 6 3 3 - 2 - T A M A N   B A H A G I A   J A Y A,MEGABUMI HARTA SDN. BHD.,10633,10633/02-2027/0764(A),10 Feb 2022,09 Feb 2027,077729333,megabumiharta@yahoo.com,-,"10633-2,",SIAP DENGAN: CCC PENUH,10633-2/02-2021/01567(P),07 Feb 2020,06 Feb 2021,"RM 265,800.00",139.00mps,RUMAH TERES,1,0,0,139,14,6,"265,800.00","299,800.00",100.00,"[""2.797189, 103.474892""]",,https://teduh.kpkt.gov.my/project-swasta/10633-2,"(1713, '10633-2')"
2,1 1 0 1 4 - 6 - T A M A N   C E M E R L A N G,BINAMAS PROPERTIES DEVELOPMENT SDN. BHD.,11014,11014/08-2025/0711(A),25 Aug 2022,24 Aug 2025,-,-,-,"11014-6,",BERJALAN LANCAR,11014-6/03-2025/0295(N)-(L),20 Mar 2023,19 Mar 2025,"RM 488,000.00",190.00mps,RUMAH BERKEMBAR,1,0,0,190,16,4,"488,000.00","557,000.00",20.00,"[""2.664810, 103.621045""]",,https://teduh.kpkt.gov.my/project-swasta/11014-6,"(1687, '11014-6')"
3,1 1 1 5 7 - 1 - P T   1 5 2 2 4   -   1 5 2 2 9   &   P T   1 5 2 3 1   -   1 5 2 4 1,FAIRVIEW PROPERTIES SDN. BHD.,11157,11157/03-2024/0724(R),19 Mar 2023,18 Mar 2024,60-3-22749531,FVIEW@STREAMYX.COM,-,"11157-1,",PERMIT TELAH DIBATALKAN,11157-1/916/2011(05),14 May 2010,13 May 2011,"RM 350,000.00",0.00mps,RUMAH SESEBUAH,2,0,0,0,8,8,"450,000.00","530,000.00",0.00,,,https://teduh.kpkt.gov.my/project-swasta/11157-1,"(1684, '11157-1')"
4,1 1 1 5 7 - 1 - P T   1 5 2 2 4   -   1 5 2 2 9   &   P T   1 5 2 3 1   -   1 5 2 4 1,FAIRVIEW PROPERTIES SDN. BHD.,11157,11157/03-2024/0724(R),19 Mar 2023,18 Mar 2024,60-3-22749531,FVIEW@STREAMYX.COM,-,"11157-1,",PERMIT TELAH DIBATALKAN,11157-1/916/2011(05),14 May 2010,13 May 2011,"RM 350,000.00",0.00mps,RUMAH BERKEMBAR,2,0,0,0,10,10,"350,000.00","420,000.00",0.00,,,https://teduh.kpkt.gov.my/project-swasta/11157-1,"(1684, '11157-1')"
5,1 1 1 6 6 - 8 - T A M A N   C H E N G A L,LCS DEVELOPMENT SDN. BHD.,11166,11166/06-2026/1008(R),28 Jun 2023,27 Jun 2026,092783930,lcsd@lcs.com.my,lcs@lcs.com.my,"11166-8,",BERJALAN LANCAR,11166-8/04-2025/0421(N)-(L),06 Apr 2023,05 Apr 2025,"RM 248,000.00",84.00mps,RUMAH TERES,1,3,2,84,30,25,"248,000.00","312,496.00",61.50,"[""3.287971, 102.455612""]",,https://teduh.kpkt.gov.my/project-swasta/11166-8,"(1734, '11166-8')"
6,1 1 1 9 9 - 5 - T A M A N   E M B U N   M A K M U R,PERFECT EIGHTY EIGHT SDN. BHD.,11199,11199/10-2026/1260(R),10 Oct 2019,09 Oct 2026,092602250,perfecteightyeight@gmail.com,-,"11199-5,",BERJALAN LANCAR,11199-5/01-2025/0027(N)-(L),09 Jan 2023,08 Jan 2025,"RM 239,000.00",84.36mps - 109.82mps,RUMAH BERKEMBAR,1,0,0,110,6,1,"275,000.00","295,000.00",68.33,"[""3.960227, 102.369014""]",,https://teduh.kpkt.gov.my/project-swasta/11199-5,"(1693, '11199-5')"
7,1 1 1 9 9 - 5 - T A M A N   E M B U N   M A K M U R,PERFECT EIGHTY EIGHT SDN. BHD.,11199,11199/10-2026/1260(R),10 Oct 2019,09 Oct 2026,092602250,perfecteightyeight@gmail.com,-,"11199-5,",BERJALAN LANCAR,11199-5/01-2025/0027(N)-(L),09 Jan 2023,08 Jan 2025,"RM 239,000.00",84.36mps - 109.82mps,RUMAH BERKEMBAR,1,0,0,84,8,1,"239,000.00","267,000.00",63.75,"[""3.960227, 102.369014""]",,https://teduh.kpkt.gov.my/project-swasta/11199-5,"(1693, '11199-5')"
8,1 1 2 9 8 - 4 - T A M A N   S E R I   W A W A S A N   3,WAWASAN PROPERTIES DEVELOPMENT (M) SDN. BHD.,11298,11298/05-2024/0235(A),01 Jun 2022,31 May 2024,0356301801,wawasanholdings@gmail.com,WWW.WAWASAN-GROUP.COM,"11298-4,",SIAP DENGAN: CCC PENUH,11298-4/02-2024/0676(R)-(L),23 Feb 2023,22 Feb 2024,"RM 368,000.00",150.00mps - 218.00mps,RUMAH TERES,2,4,"3, 4",150 - 218,27,3,"368,000.00","728,000.00",100.00,"[""3.754484, 101.854033""]",,https://teduh.kpkt.gov.my/project-swasta/11298-4,"(1730, '11298-4')"
9,1 1 2 9 8 - 4 - T A M A N   S E R I   W A W A S A N   3,WAWASAN PROPERTIES DEVELOPMENT (M) SDN. BHD.,11298,11298/05-2024/0235(A),01 Jun 2022,31 May 2024,0356301801,wawasanholdings@gmail.com,WWW.WAWASAN-GROUP.COM,"11298-4,",SIAP DENGAN: CCC PENUH,11298-4/02-2024/0676(R)-(L),23 Feb 2023,22 Feb 2024,"RM 368,000.00",150.00mps - 218.00mps,RUMAH TERES,2,4,4,171,24,1,"418,000.00","728,000.00",100.00,"[""3.754484, 101.854033""]",,https://teduh.kpkt.gov.my/project-swasta/11298-4,"(1730, '11298-4')"
