,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Jenis Rumah,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Location,Address,Link,Website Location
0,1 7 2 3 - 3 8 - T A M A N   B A T U   H I T A M   D A M A I,MING HOOI DEVELOPMENT SDN. BHD.,1723,1723/01-2027/1476(R),06 Jan 2024,05 Jan 2027,095661931,minghooidev@gmail.com,-,"1723-38,",SIAP DENGAN: CFO PENUH,1723-38/2297/2008(10),29 Oct 2007,28 Oct 2008,"RM 109,800.00",0.00mps,RUMAH TERES,1,0,0,0,25,25,"109,800.00","191,000.00",95.00,,,https://teduh.kpkt.gov.my/project-swasta/1723-38,"(750, '1723-38')"
1,1 7 2 3 - 3 8 - T A M A N   B A T U   H I T A M   D A M A I,MING HOOI DEVELOPMENT SDN. BHD.,1723,1723/01-2027/1476(R),06 Jan 2024,05 Jan 2027,095661931,minghooidev@gmail.com,-,"1723-38,",SIAP DENGAN: CFO PENUH,1723-38/2297/2008(10),29 Oct 2007,28 Oct 2008,"RM 109,800.00",0.00mps,RUMAH BERKEMBAR,1,0,0,0,2,2,"199,900.00","209,000.00",95.00,,,https://teduh.kpkt.gov.my/project-swasta/1723-38,"(750, '1723-38')"
2,1 7 2 3 - 3 9 - T A M A N   P E L I N D U N G   D A M A I   ( F A S A   9 ),MING HOOI DEVELOPMENT SDN. BHD.,1723,1723/01-2027/1476(R),06 Jan 2024,05 Jan 2027,095661931,minghooidev@gmail.com,-,"1723-39,",SIAP DENGAN: CFO PENUH,1723-39/595/2009(03),31 Mar 2008,30 Mar 2009,"RM 198,888.00",0.00mps,RUMAH SESEBUAH,1,0,0,0,6,6,"288,000.00","289,455.00",95.00,,,https://teduh.kpkt.gov.my/project-swasta/1723-39,"(751, '1723-39')"
3,1 7 2 3 - 3 9 - T A M A N   P E L I N D U N G   D A M A I   ( F A S A   9 ),MING HOOI DEVELOPMENT SDN. BHD.,1723,1723/01-2027/1476(R),06 Jan 2024,05 Jan 2027,095661931,minghooidev@gmail.com,-,"1723-39,",SIAP DENGAN: CFO PENUH,1723-39/595/2009(03),31 Mar 2008,30 Mar 2009,"RM 198,888.00",0.00mps,RUMAH BERKEMBAR,1,0,0,0,22,22,"198,888.00","236,580.00",95.00,,,https://teduh.kpkt.gov.my/project-swasta/1723-39,"(751, '1723-39')"
4,1 7 2 3 - 4 - X X X,MING HOOI DEVELOPMENT SDN. BHD.,1723,1723/01-2027/1476(R),06 Jan 2024,05 Jan 2027,095661931,minghooidev@gmail.com,-,"1723-4,",-,1723/878/1985(12),21 Dec 1984,20 Dec 1985,RM 0.00,0.00mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/1723-4,"(752, '1723-4')"
5,1 7 2 3 - 4 0 - T A M A N   B U K I T   S E K I L A U   M E W A H   ( F A S A   9 ),MING HOOI DEVELOPMENT SDN. BHD.,1723,1723/01-2027/1476(R),06 Jan 2024,05 Jan 2027,095661931,minghooidev@gmail.com,-,"1723-40,",SIAP DENGAN: CFO PENUH,1723-40/593/2009(03),31 Mar 2008,30 Mar 2009,"RM 168,000.00",0.00mps,RUMAH TERES,1,0,0,0,29,29,"168,000.00","271,544.00",95.00,,,https://teduh.kpkt.gov.my/project-swasta/1723-40,"(753, '1723-40')"
6,1 7 2 3 - 4 1 - T A M A N   B A T U   H I T A M   D A M A I,MING HOOI DEVELOPMENT SDN. BHD.,1723,1723/01-2027/1476(R),06 Jan 2024,05 Jan 2027,095661931,minghooidev@gmail.com,-,"1723-41,",SIAP DENGAN: CCC PENUH,1723-41/2441/2011(12),15 Dec 2010,14 Dec 2011,"RM 148,000.00",0.00mps,RUMAH SESEBUAH,1,0,0,0,2,2,"380,000.00","382,000.00",95.00,,,https://teduh.kpkt.gov.my/project-swasta/1723-41,"(754, '1723-41')"
7,1 7 2 3 - 4 1 - T A M A N   B A T U   H I T A M   D A M A I,MING HOOI DEVELOPMENT SDN. BHD.,1723,1723/01-2027/1476(R),06 Jan 2024,05 Jan 2027,095661931,minghooidev@gmail.com,-,"1723-41,",SIAP DENGAN: CCC PENUH,1723-41/2441/2011(12),15 Dec 2010,14 Dec 2011,"RM 148,000.00",0.00mps,RUMAH TERES,1,0,0,0,27,27,"148,000.00","190,800.00",95.00,,,https://teduh.kpkt.gov.my/project-swasta/1723-41,"(754, '1723-41')"
8,1 7 2 3 - 4 2 - T A M A N   P E L I N D U N G   D A M A I,MING HOOI DEVELOPMENT SDN. BHD.,1723,1723/01-2027/1476(R),06 Jan 2024,05 Jan 2027,095661931,minghooidev@gmail.com,-,"1723-42,",SIAP DENGAN: CFO PENUH,1723-42/976/2012(05),11 May 2011,10 May 2012,"RM 248,000.00",0.00mps,RUMAH BERKEMBAR,1,0,0,0,24,0,"248,000.00","308,700.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/1723-42,"(755, '1723-42')"
9,1 7 2 3 - 4 3 - T A M A N   H A J I   A H M A D   M H,MING HOOI DEVELOPMENT SDN. BHD.,1723,1723/01-2027/1476(R),06 Jan 2024,05 Jan 2027,095661931,minghooidev@gmail.com,-,"1723-43,",SIAP DENGAN: CCC PENUH,1723-43/1443/2012(07),07 Jul 2011,06 Jul 2012,"RM 888,000.00",0.00mps,RUMAH BERKEMBAR,2.5,0,0,0,12,12,"888,000.00","888,000.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/1723-43,"(756, '1723-43')"
10,1 7 2 3 - 4 4 - T A M A N   B E S E R A H   M H,MING HOOI DEVELOPMENT SDN. BHD.,1723,1723/01-2027/1476(R),06 Jan 2024,05 Jan 2027,095661931,minghooidev@gmail.com,-,"1723-44,",SIAP DENGAN: CCC PENUH,1723-44/2357/2012(11),11 Nov 2011,10 Nov 2012,"RM 162,800.00",83.64mps - 115.97mps,RUMAH TERES,1,0,0,84,66,0,"162,800.00","225,500.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/1723-44,"(757, '1723-44')"
11,1 7 2 3 - 4 4 - T A M A N   B E S E R A H   M H,MING HOOI DEVELOPMENT SDN. BHD.,1723,1723/01-2027/1476(R),06 Jan 2024,05 Jan 2027,095661931,minghooidev@gmail.com,-,"1723-44,",SIAP DENGAN: CCC PENUH,1723-44/2357/2012(11),11 Nov 2011,10 Nov 2012,"RM 162,800.00",83.64mps - 115.97mps,RUMAH BERKEMBAR,1,0,0,116,28,1,"250,800.00","330,000.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/1723-44,"(757, '1723-44')"
12,1 7 2 3 - 4 5 - T A M A N   M H   S U N G A I   S O I,MING HOOI DEVELOPMENT SDN. BHD.,1723,1723/01-2027/1476(R),06 Jan 2024,05 Jan 2027,095661931,minghooidev@gmail.com,-,"1723-45,",SIAP DENGAN: CCC PENUH,1723-45/2219/2012(10),24 Oct 2011,23 Oct 2012,"RM 168,000.00",0.00mps,RUMAH BERKEMBAR,1,0,0,0,12,3,"263,000.00","333,000.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/1723-45,"(758, '1723-45')"
13,1 7 2 3 - 4 5 - T A M A N   M H   S U N G A I   S O I,MING HOOI DEVELOPMENT SDN. BHD.,1723,1723/01-2027/1476(R),06 Jan 2024,05 Jan 2027,095661931,minghooidev@gmail.com,-,"1723-45,",SIAP DENGAN: CCC PENUH,1723-45/2219/2012(10),24 Oct 2011,23 Oct 2012,"RM 168,000.00",0.00mps,RUMAH TERES,1,0,0,0,30,1,"168,000.00","245,000.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/1723-45,"(758, '1723-45')"
14,1 7 2 3 - 4 6 - T A M A N   M H   K A M P U N G   P A D A N G,MING HOOI DEVELOPMENT SDN. BHD.,1723,1723/01-2027/1476(R),06 Jan 2024,05 Jan 2027,095661931,minghooidev@gmail.com,-,"1723-46,",SIAP DENGAN: CCC PENUH,1723-46/2066/2012(10),12 Oct 2011,11 Oct 2012,"RM 166,500.00",0.00mps,RUMAH TERES,1,0,0,0,55,0,"166,500.00","242,000.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/1723-46,"(759, '1723-46')"
15,1 7 2 3 - 4 7 - T A M A N   M H   K A M P U N G   P A D A N G,MING HOOI DEVELOPMENT SDN. BHD.,1723,1723/01-2027/1476(R),06 Jan 2024,05 Jan 2027,095661931,minghooidev@gmail.com,-,"1723-47,",SIAP DENGAN: CCC PENUH,1723-47/2220/2012(10),24 Oct 2011,23 Oct 2012,"RM 270,000.00",0.00mps,RUMAH BERKEMBAR,1,0,0,0,30,-1,"270,000.00","333,100.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/1723-47,"(760, '1723-47')"
16,1 7 2 3 - 4 8 - T A M A N   M H   B U K I T   S E K I L A U,MING HOOI DEVELOPMENT SDN. BHD.,1723,1723/01-2027/1476(R),06 Jan 2024,05 Jan 2027,095661931,minghooidev@gmail.com,-,"1723-48,",SIAP DENGAN: CCC PENUH,1723-48/06-2015/01852(P),04 Jun 2014,03 Jun 2015,"RM 358,000.00",130.00mps - 139.00mps,RUMAH BERKEMBAR,2,0,0,130,12,6,"568,000.00","675,730.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/1723-48,"(761, '1723-48')"
17,1 7 2 3 - 4 8 - T A M A N   M H   B U K I T   S E K I L A U,MING HOOI DEVELOPMENT SDN. BHD.,1723,1723/01-2027/1476(R),06 Jan 2024,05 Jan 2027,095661931,minghooidev@gmail.com,-,"1723-48,",SIAP DENGAN: CCC PENUH,1723-48/06-2015/01852(P),04 Jun 2014,03 Jun 2015,"RM 358,000.00",130.00mps - 139.00mps,RUMAH BERKEMBAR,1,0,0,139,12,1,"358,000.00","411,680.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/1723-48,"(761, '1723-48')"
18,1 7 2 3 - 4 9 - T A M A N   G U R U   M H,MING HOOI DEVELOPMENT SDN. BHD.,1723,1723/01-2027/1476(R),06 Jan 2024,05 Jan 2027,095661931,minghooidev@gmail.com,-,"1723-49,",SIAP DENGAN: CCC PENUH,1723-49/1049/2013(05),03 May 2012,02 May 2013,"RM 277,800.00",118.00mps - 143.00mps,RUMAH SESEBUAH,1,0,0,143,2,0,"388,000.00","428,000.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/1723-49,"(762, '1723-49')"
