,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Jenis Rumah,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Location,Address,Link,Website Location
0,4 7 5 0 - 4 7 - G R E E N L A S T   V I L L A G E   I I I,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-47,",SIAP DENGAN: CCC PENUH,4750-47/02-2016/0133(P),14 Feb 2014,13 Feb 2016,"RM 259,500.00",161.00mps,RUMAH TERES,1,0,0,161,20,4,"259,500.00","323,100.00",100.00,"[""3.767558, 103.309361""]",,https://teduh.kpkt.gov.my/project-swasta/4750-47,"(1000, '4750-47')"
1,4 7 5 0 - 4 8 - G R E E N L A S T   V I L L A G E   I V,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-48,",SIAP DENGAN: CCC PENUH,4750-48/09-2017/02654(P),26 Sep 2016,25 Sep 2017,"RM 398,000.00",117.00mps,RUMAH BERKEMBAR,1,0,0,117,28,20,"398,000.00","474,900.00",100.00,"[""3.767802, 103.309057""]",,https://teduh.kpkt.gov.my/project-swasta/4750-48,"(1001, '4750-48')"
2,4 7 5 0 - 4 9 - T A M A N   B U K I T   R A N G I N   B A Y U   I I I,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-49,",SIAP DENGAN: CCC PENUH,4750-49/05-2018/01428(P),30 May 2017,29 May 2018,"RM 288,000.00",92.90mps,RUMAH TERES,1,0,0,93,29,10,"288,000.00","418,500.00",100.00,"[""3.793930, 103.247197""]",,https://teduh.kpkt.gov.my/project-swasta/4750-49,"(1002, '4750-49')"
3,4 7 5 0 - 5 - T A M A N   M A J U   J A Y A   F A S A   1,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-5,",-,4750/188/1995(03),02 Mar 1994,01 Mar 1995,RM 0.00,0.00mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/4750-5,"(1003, '4750-5')"
4,4 7 5 0 - 5 0 - T A M A N   G R E E N L A S T   S E J A H T E R A   I V,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-50,",SIAP DENGAN: CCC PENUH,4750-50/09-2017/0828(P),29 Sep 2015,28 Sep 2017,"RM 298,000.00",95.42mps,RUMAH TERES,1,0,0,95,20,8,"298,000.00","388,800.00",100.00,"[""3.756151, 103.305329""]",,https://teduh.kpkt.gov.my/project-swasta/4750-50,"(1004, '4750-50')"
5,4 7 5 0 - 5 1 - G R E E N L A S T   R E S I D E N C E   P A R K,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-51,",SIAP DENGAN: CCC PENUH,4750-51/02-2020/01550(P),25 Feb 2019,24 Feb 2020,"RM 256,900.00",83.61mps,RUMAH TERES,1,0,0,84,43,6,"256,900.00","376,000.00",100.00,"[""3.483158, 103.416900""]",,https://teduh.kpkt.gov.my/project-swasta/4750-51,"(1005, '4750-51')"
6,4 7 5 0 - 5 2 - G R E E N L A S T   P E R M A I,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-52,",SIAP DENGAN: CCC PENUH,4750-52/03-2019/01549(P),15 Mar 2018,14 Mar 2019,"RM 273,900.00",92.90mps - 119.90mps,RUMAH BERKEMBAR,1,0,0,120,4,2,"393,800.00","441,600.00",100.00,"[""3.772163, 103.243206""]",,https://teduh.kpkt.gov.my/project-swasta/4750-52,"(1006, '4750-52')"
7,4 7 5 0 - 5 2 - G R E E N L A S T   P E R M A I,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-52,",SIAP DENGAN: CCC PENUH,4750-52/03-2019/01549(P),15 Mar 2018,14 Mar 2019,"RM 273,900.00",92.90mps - 119.90mps,RUMAH TERES,1,0,0,93,8,2,"273,900.00","391,500.00",100.00,"[""3.772163, 103.243206""]",,https://teduh.kpkt.gov.my/project-swasta/4750-52,"(1006, '4750-52')"
8,4 7 5 0 - 5 3 - T A M A N   S O I   P E R M A I,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-53,",SIAP DENGAN: CCC PENUH,4750-53/04-2019/01580(P),26 Apr 2018,25 Apr 2019,"RM 279,900.00",97.60mps - 130.40mps,RUMAH BERKEMBAR,1,0,0,130,12,2,"369,900.00","492,300.00",100.00,"[""3.729785, 103.295805""]",,https://teduh.kpkt.gov.my/project-swasta/4750-53,"(1007, '4750-53')"
9,4 7 5 0 - 5 3 - T A M A N   S O I   P E R M A I,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-53,",SIAP DENGAN: CCC PENUH,4750-53/04-2019/01580(P),26 Apr 2018,25 Apr 2019,"RM 279,900.00",97.60mps - 130.40mps,RUMAH TERES,1,0,0,98,18,4,"279,900.00","388,800.00",100.00,"[""3.729785, 103.295805""]",,https://teduh.kpkt.gov.my/project-swasta/4750-53,"(1007, '4750-53')"
