,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Jenis Rumah,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Status Projek,Location,Address,Link,Website Location
0,3 9 8 1 - 1 6 - B A N D A R   S R I   D A M A N S A R A,SRI DAMANSARA SDN. BHD.,3981,3981/06-2025/0665(A),15 Jun 2022,14 Jun 2025,362798000,kychin@land-general.com,https://www.land-general.com/,"3981-16,",-,-,-,-,RM 0.00,0.00mps,-,-,-,-,-,-,-,-,-,-,-,,,https://teduh.kpkt.gov.my/project-swasta/3981-16,"(1, '3981-16')"
1,3 9 8 1 - 2 5 - B A N D A R   S R I   D A M A N S A R A   ( Z O N   A 0 2 - 4 ),SRI DAMANSARA SDN. BHD.,3981,3981/06-2025/0665(A),15 Jun 2022,14 Jun 2025,362798000,kychin@land-general.com,https://www.land-general.com/,"3981-25,",-,3981/1125/1998(08),22 Aug 1997,21 Aug 1998,RM 0.00,0.00mps,-,-,-,-,-,-,-,-,-,-,-,,,https://teduh.kpkt.gov.my/project-swasta/3981-25,"(10, '3981-25')"
2,3 9 3 2 - 5 5 - T A M A N   H I J R A H,AIMA DEVELOPMENT SDN. BHD.,3932,3932/11-2028/1393(A),02 Nov 2023,01 Nov 2028,47329546,nhl.halim@gmail.com,-,"3932-55,",SIAP DENGAN: CCC PENUH,3932-55/876/2013(04),19 Apr 2012,18 Apr 2013,"RM 210,000.00",0.00mps,RUMAH BERKEMBAR,1,0,0,0,20,20,"215,000.00","304,560.00",100.0,SIAP DENGAN: CCC PENUH,,,https://teduh.kpkt.gov.my/project-swasta/3932-55,"(100, '3932-55')"
3,3 9 3 2 - 5 5 - T A M A N   H I J R A H,AIMA DEVELOPMENT SDN. BHD.,3932,3932/11-2028/1393(A),02 Nov 2023,01 Nov 2028,47329546,nhl.halim@gmail.com,-,"3932-55,",SIAP DENGAN: CCC PENUH,3932-55/876/2013(04),19 Apr 2012,18 Apr 2013,"RM 210,000.00",0.00mps,RUMAH TERES,2,0,0,0,12,5,"210,000.00","254,580.00",100.0,SIAP DENGAN: CCC PENUH,,,https://teduh.kpkt.gov.my/project-swasta/3932-55,"(100, '3932-55')"
4,3 2 9 9 - 2 8 - T A M A N   B E L I B I S,HARP SOON CONSTRUCTION SDN.BHD.,3299,3299/03-2028/0311(A),02 Mar 2023,01 Mar 2028,333435885,harpsoonsb@yahoo.com,-,"3299-28,",SIAP DENGAN: CCC PENUH,3299-28/398/2011(12),28 Feb 2011,09 Dec 2011,"RM 139,900.00",0.00mps,RUMAH TERES,1,0,0,0,36,36,"139,900.00","204,900.00",100.0,SIAP DENGAN: CCC PENUH,,,https://teduh.kpkt.gov.my/project-swasta/3299-28,"(1000, '3299-28')"
5,3 2 9 9 - 2 8 - T A M A N   B E L I B I S,HARP SOON CONSTRUCTION SDN.BHD.,3299,3299/03-2028/0311(A),02 Mar 2023,01 Mar 2028,333435885,harpsoonsb@yahoo.com,-,"3299-28,",SIAP DENGAN: CCC PENUH,3299-28/398/2011(12),28 Feb 2011,09 Dec 2011,"RM 139,900.00",0.00mps,RUMAH TERES,1,0,0,0,10,10,"155,900.00","227,900.00",100.0,SIAP DENGAN: CCC PENUH,,,https://teduh.kpkt.gov.my/project-swasta/3299-28,"(1000, '3299-28')"
6,3 2 9 9 - 2 9 - T A M A N   D E S A   I N D A H,HARP SOON CONSTRUCTION SDN.BHD.,3299,3299/03-2028/0311(A),02 Mar 2023,01 Mar 2028,333435885,harpsoonsb@yahoo.com,-,"3299-29,",SIAP DENGAN: CCC PENUH,3299-29/250/2012(11),09 Feb 2012,30 Nov 2012,"RM 162,900.00",0.00mps,RUMAH TERES,1,0,0,0,14,14,"199,900.00","272,900.00",95.0,SIAP DENGAN: CCC PENUH,,,https://teduh.kpkt.gov.my/project-swasta/3299-29,"(1001, '3299-29')"
7,3 2 9 9 - 2 9 - T A M A N   D E S A   I N D A H,HARP SOON CONSTRUCTION SDN.BHD.,3299,3299/03-2028/0311(A),02 Mar 2023,01 Mar 2028,333435885,harpsoonsb@yahoo.com,-,"3299-29,",SIAP DENGAN: CCC PENUH,3299-29/250/2012(11),09 Feb 2012,30 Nov 2012,"RM 162,900.00",0.00mps,RUMAH TERES,2,0,0,0,21,21,"289,900.00","422,900.00",95.0,SIAP DENGAN: CCC PENUH,,,https://teduh.kpkt.gov.my/project-swasta/3299-29,"(1001, '3299-29')"
8,3 2 9 9 - 2 9 - T A M A N   D E S A   I N D A H,HARP SOON CONSTRUCTION SDN.BHD.,3299,3299/03-2028/0311(A),02 Mar 2023,01 Mar 2028,333435885,harpsoonsb@yahoo.com,-,"3299-29,",SIAP DENGAN: CCC PENUH,3299-29/250/2012(11),09 Feb 2012,30 Nov 2012,"RM 162,900.00",0.00mps,RUMAH TERES,2,0,0,0,12,12,"346,900.00","549,900.00",95.0,SIAP DENGAN: CCC PENUH,,,https://teduh.kpkt.gov.my/project-swasta/3299-29,"(1001, '3299-29')"
9,3 2 9 9 - 2 9 - T A M A N   D E S A   I N D A H,HARP SOON CONSTRUCTION SDN.BHD.,3299,3299/03-2028/0311(A),02 Mar 2023,01 Mar 2028,333435885,harpsoonsb@yahoo.com,-,"3299-29,",SIAP DENGAN: CCC PENUH,3299-29/250/2012(11),09 Feb 2012,30 Nov 2012,"RM 162,900.00",0.00mps,RUMAH BERKEMBAR,2,0,0,0,2,2,"443,900.00","448,900.00",95.0,SIAP DENGAN: CCC PENUH,,,https://teduh.kpkt.gov.my/project-swasta/3299-29,"(1001, '3299-29')"
10,3 2 9 9 - 2 9 - T A M A N   D E S A   I N D A H,HARP SOON CONSTRUCTION SDN.BHD.,3299,3299/03-2028/0311(A),02 Mar 2023,01 Mar 2028,333435885,harpsoonsb@yahoo.com,-,"3299-29,",SIAP DENGAN: CCC PENUH,3299-29/250/2012(11),09 Feb 2012,30 Nov 2012,"RM 162,900.00",0.00mps,RUMAH BERKEMBAR,2,0,0,0,2,2,"515,900.00","519,900.00",83.55,SIAP DENGAN: CCC PENUH,,,https://teduh.kpkt.gov.my/project-swasta/3299-29,"(1001, '3299-29')"
11,3 2 9 9 - 2 9 - T A M A N   D E S A   I N D A H,HARP SOON CONSTRUCTION SDN.BHD.,3299,3299/03-2028/0311(A),02 Mar 2023,01 Mar 2028,333435885,harpsoonsb@yahoo.com,-,"3299-29,",SIAP DENGAN: CCC PENUH,3299-29/250/2012(11),09 Feb 2012,30 Nov 2012,"RM 162,900.00",0.00mps,RUMAH TERES,1,0,0,0,8,8,"162,900.00","209,900.00",95.0,SIAP DENGAN: CCC PENUH,,,https://teduh.kpkt.gov.my/project-swasta/3299-29,"(1001, '3299-29')"
12,3 2 9 9 - 2 9 - T A M A N   D E S A   I N D A H,HARP SOON CONSTRUCTION SDN.BHD.,3299,3299/03-2028/0311(A),02 Mar 2023,01 Mar 2028,333435885,harpsoonsb@yahoo.com,-,"3299-29,",SIAP DENGAN: CCC PENUH,3299-29/250/2012(11),09 Feb 2012,30 Nov 2012,"RM 162,900.00",0.00mps,RUMAH BERKEMBAR,2,0,0,0,2,2,"461,900.00","479,900.00",95.0,SIAP DENGAN: CCC PENUH,,,https://teduh.kpkt.gov.my/project-swasta/3299-29,"(1001, '3299-29')"
13,3 2 9 9 - 3 0 - T A M A N   D A T O '   H O R M A T,HARP SOON CONSTRUCTION SDN.BHD.,3299,3299/03-2028/0311(A),02 Mar 2023,01 Mar 2028,333435885,harpsoonsb@yahoo.com,-,"3299-30,",SIAP DENGAN: CCC PENUH,3299-30/64/2013(01),14 Jan 2012,13 Jan 2013,"RM 175,900.00",0.00mps,RUMAH TERES,1,0,0,0,22,22,"175,900.00","269,900.00",100.0,SIAP DENGAN: CCC PENUH,,,https://teduh.kpkt.gov.my/project-swasta/3299-30,"(1002, '3299-30')"
14,3 2 9 9 - 3 1 - T A M A N   D E L I M A,HARP SOON CONSTRUCTION SDN.BHD.,3299,3299/03-2028/0311(A),02 Mar 2023,01 Mar 2028,333435885,harpsoonsb@yahoo.com,-,"3299-31,",SIAP DENGAN: CCC PENUH,3299-31/05-2017/01966(P),31 May 2016,30 May 2017,"RM 459,900.00",185.00mps,RUMAH TERES,2,0,0,185,17,4,"459,900.00","739,900.00",100.0,SIAP DENGAN: CCC PENUH,"[""3.364885, 101.245277""]",,https://teduh.kpkt.gov.my/project-swasta/3299-31,"(1003, '3299-31')"
