,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Jenis Rumah,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Status Projek,Location,Address,Link,Website Location
0,9 6 0 4 - 1 - T A M A N   K H A Y A,JIN LOONG HARDWARE & DEV. SDN. BHD.,9604,9604-3/08-2013/888,09 Aug 2010,08 Aug 2013,06-4542966,jldevelp@tm.net.my,-,"9604-1,",SIAP DENGAN: CFO PENUH,9604-1/1679/2012(08),16 Aug 2011,15 Aug 2012,"RM 195,642.90",0.00mps,RUMAH BERKEMBAR,1,0,0,0,2,2,"288,000.01","350,000.01",95.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/9604-1,"(80, '9604-1')"
1,9 6 0 4 - 1 - T A M A N   K H A Y A,JIN LOONG HARDWARE & DEV. SDN. BHD.,9604,9604-3/08-2013/888,09 Aug 2010,08 Aug 2013,06-4542966,jldevelp@tm.net.my,-,"9604-1,",SIAP DENGAN: CFO PENUH,9604-1/1679/2012(08),16 Aug 2011,15 Aug 2012,"RM 195,642.90",0.00mps,RUMAH BERKEMBAR,2,0,0,0,2,2,"290,000.00","349,300.54",95.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/9604-1,"(80, '9604-1')"
2,9 6 0 4 - 1 - T A M A N   K H A Y A,JIN LOONG HARDWARE & DEV. SDN. BHD.,9604,9604-3/08-2013/888,09 Aug 2010,08 Aug 2013,06-4542966,jldevelp@tm.net.my,-,"9604-1,",SIAP DENGAN: CFO PENUH,9604-1/1679/2012(08),16 Aug 2011,15 Aug 2012,"RM 195,642.90",0.00mps,RUMAH BERKEMBAR,1.5,0,0,0,2,2,"310,000.00","310,000.00",95.00,SIAP DENGAN: CCC PENUH,,,https://teduh.kpkt.gov.my/project-swasta/9604-1,"(80, '9604-1')"
3,9 6 0 4 - 1 - T A M A N   K H A Y A,JIN LOONG HARDWARE & DEV. SDN. BHD.,9604,9604-3/08-2013/888,09 Aug 2010,08 Aug 2013,06-4542966,jldevelp@tm.net.my,-,"9604-1,",SIAP DENGAN: CFO PENUH,9604-1/1679/2012(08),16 Aug 2011,15 Aug 2012,"RM 195,642.90",0.00mps,RUMAH BERKEMBAR,1,0,0,0,6,6,"195,642.90","234,500.00",95.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/9604-1,"(80, '9604-1')"
4,9 6 0 4 - 1 - T A M A N   K H A Y A,JIN LOONG HARDWARE & DEV. SDN. BHD.,9604,9604-3/08-2013/888,09 Aug 2010,08 Aug 2013,06-4542966,jldevelp@tm.net.my,-,"9604-1,",SIAP DENGAN: CFO PENUH,9604-1/1679/2012(08),16 Aug 2011,15 Aug 2012,"RM 195,642.90",0.00mps,RUMAH BERKEMBAR,1,0,0,0,6,6,"288,000.00","350,000.00",95.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/9604-1,"(80, '9604-1')"
5,9 6 0 4 - 1 - T A M A N   K H A Y A,JIN LOONG HARDWARE & DEV. SDN. BHD.,9604,9604-3/08-2013/888,09 Aug 2010,08 Aug 2013,06-4542966,jldevelp@tm.net.my,-,"9604-1,",SIAP DENGAN: CFO PENUH,9604-1/1679/2012(08),16 Aug 2011,15 Aug 2012,"RM 195,642.90",0.00mps,RUMAH BERKEMBAR,1.5,0,0,0,8,8,"260,000.00","288,000.00",95.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/9604-1,"(80, '9604-1')"
6,9 6 0 4 - 1 - T A M A N   K H A Y A,JIN LOONG HARDWARE & DEV. SDN. BHD.,9604,9604-3/08-2013/888,09 Aug 2010,08 Aug 2013,06-4542966,jldevelp@tm.net.my,-,"9604-1,",SIAP DENGAN: CFO PENUH,9604-1/1679/2012(08),16 Aug 2011,15 Aug 2012,"RM 195,642.90",0.00mps,RUMAH BERKEMBAR,1,0,0,0,2,2,"320,000.00","460,000.00",95.00,SIAP DENGAN: CCC PENUH,,,https://teduh.kpkt.gov.my/project-swasta/9604-1,"(80, '9604-1')"
7,9 6 0 4 - 1 - T A M A N   K H A Y A,JIN LOONG HARDWARE & DEV. SDN. BHD.,9604,9604-3/08-2013/888,09 Aug 2010,08 Aug 2013,06-4542966,jldevelp@tm.net.my,-,"9604-1,",SIAP DENGAN: CFO PENUH,9604-1/1679/2012(08),16 Aug 2011,15 Aug 2012,"RM 195,642.90",0.00mps,RUMAH BERKEMBAR,1.5,0,0,0,2,2,"380,000.00","380,000.00",95.00,SIAP DENGAN: CCC PENUH,,,https://teduh.kpkt.gov.my/project-swasta/9604-1,"(80, '9604-1')"
8,9 6 0 4 - 1 - T A M A N   K H A Y A,JIN LOONG HARDWARE & DEV. SDN. BHD.,9604,9604-3/08-2013/888,09 Aug 2010,08 Aug 2013,06-4542966,jldevelp@tm.net.my,-,"9604-1,",SIAP DENGAN: CFO PENUH,9604-1/1679/2012(08),16 Aug 2011,15 Aug 2012,"RM 195,642.90",0.00mps,RUMAH BERKEMBAR,1,0,0,0,6,6,"198,711.64","233,129.00",95.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/9604-1,"(80, '9604-1')"
9,9 6 0 4 - 1 - T A M A N   K H A Y A,JIN LOONG HARDWARE & DEV. SDN. BHD.,9604,9604-3/08-2013/888,09 Aug 2010,08 Aug 2013,06-4542966,jldevelp@tm.net.my,-,"9604-1,",SIAP DENGAN: CFO PENUH,9604-1/1679/2012(08),16 Aug 2011,15 Aug 2012,"RM 195,642.90",0.00mps,RUMAH BERKEMBAR,2.5,0,0,0,2,2,"270,000.00","270,000.00",95.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/9604-1,"(80, '9604-1')"
