,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Jenis Rumah,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Status Projek,Location,Address,Link,Website Location
0,4 9 0 9 - 4 - T A M A N   I N D E R A   M A H K O T A     J A Y A   F A S A   I I,YEW HONG REALTY SDN. BHD.,4909,4909/12-2000/1294,29 Dec 1997,28 Dec 2000,-,-,-,"4909-4,",-,4909/16/1996(01),05 Jan 1995,04 Jan 1996,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/4909-4,"(80, '4909-4')"
1,4 9 0 9 - 5 - T A M A N   I M P I A N   K U   F A S A   I,YEW HONG REALTY SDN. BHD.,4909,4909/12-2000/1294,29 Dec 1997,28 Dec 2000,-,-,-,"4909-5,",-,4909/1218/1997(10),25 Oct 1996,24 Oct 1997,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/4909-5,"(81, '4909-5')"
2,4 9 0 9 - 6 - T A M A N   I M P I A N   K U   F A S A   I I,YEW HONG REALTY SDN. BHD.,4909,4909/12-2000/1294,29 Dec 1997,28 Dec 2000,-,-,-,"4909-6,",-,4909/489/2001(4),03 Apr 2000,02 Apr 2001,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/4909-6,"(82, '4909-6')"
3,4 9 1 0 - 1 - T A M A N   G U N U N G   E M A S,Y.E.N. PEMBINAAN SDN. BHD.,4910,4910/01-2003/735,08 Jan 1998,07 Jan 2003,-,-,-,"4910-1,",-,4910-1/219/2003(01),31 Jan 2002,07 Jan 2003,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/4910-1,"(83, '4910-1')"
4,4 9 1 1 - 1 - D E S A   A C A C I A,EPICSAGA SDN. BHD.,4911,4911/12-1995/1124,26 Dec 1990,25 Dec 1995,-,-,-,"4911-1,",-,4911/813/1992(08),10 Aug 1991,09 Aug 1992,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/4911-1,"(84, '4911-1')"
5,4 9 1 2 - 1 - T A M A N   T A P,CONCEPT VENTURES SDN. BHD.,4912,4912/01-1996/60,31 Jan 1991,30 Jan 1996,-,-,-,"4912-1,",-,4912/92/1992(01),31 Jan 1991,30 Jan 1992,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/4912-1,"(85, '4912-1')"
6,4 9 1 3 - 1 - P U C H O N G   I N D A H,ANEKA BARU (M) SDN. BHD.,4913,4913-4/03-2008/232,27 Mar 2003,26 Mar 2008,-,-,-,"4913-1,",-,4913/693/1994(07),12 Jul 1993,11 Jul 1994,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/4913-1,"(86, '4913-1')"
7,4 9 1 3 - 2 - P U C H O N G   I N D A H,ANEKA BARU (M) SDN. BHD.,4913,4913-4/03-2008/232,27 Mar 2003,26 Mar 2008,-,-,-,"4913-2,",-,4913-2/1852/2004(10),26 Oct 2003,25 Oct 2004,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/4913-2,"(87, '4913-2')"
8,4 9 1 3 - 4 - P U C H O N G   I N D A H,ANEKA BARU (M) SDN. BHD.,4913,4913-4/03-2008/232,27 Mar 2003,26 Mar 2008,-,-,-,"4913-4,",-,4913-4/445/2005(04),04 Apr 2004,03 Apr 2005,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/4913-4,"(88, '4913-4')"
9,4 9 1 4 - 1 - T A M A N   S U N G A I   R U A N,HENG TONG ENTERPRISE SDN. BHD.,4914,4914/08-2000/835,19 Aug 1997,18 Aug 2000,-,-,-,"4914-1,",-,4914/790/1993(07),03 Jul 1992,02 Jul 1993,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/4914-1,"(89, '4914-1')"
10,4 9 1 4 - 2 - T A M A N   S U N G A I   K L A U,HENG TONG ENTERPRISE SDN. BHD.,4914,4914/08-2000/835,19 Aug 1997,18 Aug 2000,-,-,-,"4914-2,",-,4914/1342/1999(09),08 Sep 1998,07 Sep 1999,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/4914-2,"(90, '4914-2')"
11,4 9 1 5 - 1 - K O N D O M I N I U M   B U K I T   G A S I N G,GASING HEIGHTS SDN. BHD.,4915,4915/12-1995/1118,24 Dec 1990,23 Dec 1995,-,-,-,"4915-1,",-,4915/429/1993(04),22 Apr 1992,21 Apr 1993,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/4915-1,"(91, '4915-1')"
