,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Jenis Rumah,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Status Projek,Location,Address,Link,Website Location
0,4 4 1 1 - 1 - T A M A N   B U N G A   T A N J U N G,TINGGI MAJU KEMAJUAN SDN. BHD,4411,4411/08-2005/837,09 Aug 2000,08 Aug 2005,-,-,-,"4411-1,",-,4411/584/1990(08),02 Aug 1989,01 Aug 1990,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/4411-1,"(2280, '4411-1')"
1,4 4 1 1 - 2 - T A M A N   B U K I T   P A S I R,TINGGI MAJU KEMAJUAN SDN. BHD,4411,4411/08-2005/837,09 Aug 2000,08 Aug 2005,-,-,-,"4411-2,",-,4411/190/1993(02),14 Feb 1992,13 Feb 1993,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/4411-2,"(2281, '4411-2')"
2,4 4 1 1 - 3 - P A N G S A P U R I   T A N J U N G   -   T O W N   H O U S E,TINGGI MAJU KEMAJUAN SDN. BHD,4411,4411/08-2005/837,09 Aug 2000,08 Aug 2005,-,-,-,"4411-3,",-,4411/1425/2001(08),21 Aug 2000,20 Aug 2001,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/4411-3,"(2282, '4411-3')"
3,4 4 1 1 - 4 - P T D   8 6 2 8   &   8 6 2 9   M U K I M   J E R A M   B A T U,TINGGI MAJU KEMAJUAN SDN. BHD,4411,4411/08-2005/837,09 Aug 2000,08 Aug 2005,-,-,-,"4411-4,",-,-,-,-,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/4411-4,"(2283, '4411-4')"
4,4 4 1 3 - 1 - T A M A N   M E K A R,HOUSECOFF SDN. BHD,4413,4413/09-2027/0997(R),18 Sep 2022,17 Sep 2027,-,housecoff@gmail.com,-,"4413-1,",-,4413/504/1990(07),17 Jul 1989,16 Jul 1990,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/4413-1,"(2284, '4413-1')"
5,4 4 1 3 - 2 - T A M A N   C E M P A K A,HOUSECOFF SDN. BHD,4413,4413/09-2027/0997(R),18 Sep 2022,17 Sep 2027,-,housecoff@gmail.com,-,"4413-2,",-,4413/1224/1997(10),25 Oct 1996,24 Oct 1997,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/4413-2,"(2285, '4413-2')"
6,4 4 1 3 - 3 - T A M A N   C E M P A K A   F A S A   I I,HOUSECOFF SDN. BHD,4413,4413/09-2027/0997(R),18 Sep 2022,17 Sep 2027,-,housecoff@gmail.com,-,"4413-3,",-,4413-3/520/2004(03),25 Mar 2003,24 Mar 2004,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/4413-3,"(2286, '4413-3')"
7,4 4 1 3 - 4 - T A M A N   S E L A S I H,HOUSECOFF SDN. BHD,4413,4413/09-2027/0997(R),18 Sep 2022,17 Sep 2027,-,housecoff@gmail.com,-,"4413-4,",-,4413/475/2001(03),29 Mar 2000,28 Mar 2001,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/4413-4,"(2287, '4413-4')"
8,4 4 1 3 - 5 - D E S A   B E R I N G I N,HOUSECOFF SDN. BHD,4413,4413/09-2027/0997(R),18 Sep 2022,17 Sep 2027,-,housecoff@gmail.com,-,"4413-5,",-,4413-5/126/2003(09),24 Jan 2003,04 Sep 2003,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/4413-5,"(2288, '4413-5')"
9,4 4 1 3 - 6 - T A M A N   C E M P A K A   F A S A   I V,HOUSECOFF SDN. BHD,4413,4413/09-2027/0997(R),18 Sep 2022,17 Sep 2027,-,housecoff@gmail.com,-,"4413-6,",BERJALAN LANCAR,4413-6/09-2022/02806(P),18 Sep 2021,17 Sep 2022,"RM 25,000.00",0.00mps - 60.00mps,RUMAH TERES,2,0,0,0,9,9,"160,000.00","214,000.00",100.00,SIAP DENGAN: CFO PENUH,"[""2.704430, 101.983508""]",,https://teduh.kpkt.gov.my/project-swasta/4413-6,"(2289, '4413-6')"
