,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Jenis Rumah,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Location,Address,Link,Website Location
0,"8 2 8 4 - 1 - P A R K   L A N E ,   B A N D A R   T A S I K   P U T E R I",PRIMA GREEN DEVELOPMENT SDN. BHD.,8284,8284-4/06-2016/02083(L),18 Jun 2015,17 Jun 2016,-,-,-,"8284-1,",SIAP DENGAN: CFO PENUH,8284-1/397/2011(07),28 Feb 2011,25 Jul 2011,"RM 276,870.00",0.00mps,RUMAH BERKEMBAR,2,0,0,0,68,0,"386,538.00","656,670.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/8284-1,"(1000, '8284-1')"
1,"8 2 8 4 - 1 - P A R K   L A N E ,   B A N D A R   T A S I K   P U T E R I",PRIMA GREEN DEVELOPMENT SDN. BHD.,8284,8284-4/06-2016/02083(L),18 Jun 2015,17 Jun 2016,-,-,-,"8284-1,",SIAP DENGAN: CFO PENUH,8284-1/397/2011(07),28 Feb 2011,25 Jul 2011,"RM 276,870.00",0.00mps,RUMAH SESEBUAH,2,0,0,0,61,0,"386,538.00","928,545.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/8284-1,"(1000, '8284-1')"
2,"8 2 8 4 - 1 - P A R K   L A N E ,   B A N D A R   T A S I K   P U T E R I",PRIMA GREEN DEVELOPMENT SDN. BHD.,8284,8284-4/06-2016/02083(L),18 Jun 2015,17 Jun 2016,-,-,-,"8284-1,",SIAP DENGAN: CFO PENUH,8284-1/397/2011(07),28 Feb 2011,25 Jul 2011,"RM 276,870.00",0.00mps,RUMAH SESEBUAH,1,0,0,0,18,0,"468,765.00","645,375.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/8284-1,"(1000, '8284-1')"
3,"8 2 8 4 - 1 - P A R K   L A N E ,   B A N D A R   T A S I K   P U T E R I",PRIMA GREEN DEVELOPMENT SDN. BHD.,8284,8284-4/06-2016/02083(L),18 Jun 2015,17 Jun 2016,-,-,-,"8284-1,",SIAP DENGAN: CFO PENUH,8284-1/397/2011(07),28 Feb 2011,25 Jul 2011,"RM 276,870.00",0.00mps,RUMAH TERES,2,0,0,0,559,0,"276,870.00","409,645.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/8284-1,"(1000, '8284-1')"
4,"8 2 8 4 - 1 - P A R K   L A N E ,   B A N D A R   T A S I K   P U T E R I",PRIMA GREEN DEVELOPMENT SDN. BHD.,8284,8284-4/06-2016/02083(L),18 Jun 2015,17 Jun 2016,-,-,-,"8284-1,",SIAP DENGAN: CFO PENUH,8284-1/397/2011(07),28 Feb 2011,25 Jul 2011,"RM 276,870.00",0.00mps,RUMAH SESEBUAH,2,0,0,0,3,0,"759,015.00","928,545.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/8284-1,"(1000, '8284-1')"
5,8 2 8 4 - 3 - B A N D A R   T A S I K   P U T E R I,PRIMA GREEN DEVELOPMENT SDN. BHD.,8284,8284-4/06-2016/02083(L),18 Jun 2015,17 Jun 2016,-,-,-,"8284-3,",SIAP DENGAN: CFO PENUH,8284-3/2029/2006(08),26 Aug 2005,25 Aug 2006,"RM 72,000.00",0.00mps,RUMAH PANGSA/KONDO,5,0,0,0,420,71,"72,000.00","72,000.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/8284-3,"(1001, '8284-3')"
6,8 2 8 4 - 4 - B A N D A R   T A S I K   P U T E R I,PRIMA GREEN DEVELOPMENT SDN. BHD.,8284,8284-4/06-2016/02083(L),18 Jun 2015,17 Jun 2016,-,-,-,"8284-4,",SIAP DENGAN: CFO PENUH,8284-4/1726/2010(08),24 Aug 2009,23 Aug 2010,"RM 100,000.00",0.00mps,RUMAH PANGSA/KONDO,10,0,0,0,119,-118,"100,000.00","100,000.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/8284-4,"(1002, '8284-4')"
7,8 2 8 4 - 4 - B A N D A R   T A S I K   P U T E R I,PRIMA GREEN DEVELOPMENT SDN. BHD.,8284,8284-4/06-2016/02083(L),18 Jun 2015,17 Jun 2016,-,-,-,"8284-4,",SIAP DENGAN: CFO PENUH,8284-4/1726/2010(08),24 Aug 2009,23 Aug 2010,"RM 100,000.00",0.00mps,RUMAH PANGSA/KONDO,10,0,0,0,119,-110,"100,000.01","100,000.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/8284-4,"(1002, '8284-4')"
8,8 2 9 2 - 2 - S M I   C I T Y H O M E   S D N   B H D,SMI CITYHOME SDN. BHD.,8292,8292/06-2025/0838(A),09 Jun 2015,08 Jun 2025,60320781522,smic@smib.com.my,WWW.SMIB.COM.MY,"8292-2,",SIAP DENGAN: CFO PENUH,8292-2/258/2008(02),17 Feb 2007,16 Feb 2008,"RM 312,500.00",0.00mps,RUMAH PANGSA/KONDO,20,0,0,0,611,611,"312,500.00","556,250.00",75.34,,,https://teduh.kpkt.gov.my/project-swasta/8292-2,"(1003, '8292-2')"
9,8 2 9 2 - 3 - Z E N I T H   R E S I D E N C E S,SMI CITYHOME SDN. BHD.,8292,8292/06-2025/0838(A),09 Jun 2015,08 Jun 2025,60320781522,smic@smib.com.my,WWW.SMIB.COM.MY,"8292-3,",SIAP DENGAN: CCC PENUH,8292-3/1867/2012(09),19 Sep 2011,18 Sep 2012,"RM 324,150.00",0.00mps,PANGSAPURI SERVIS,21,0,0,0,358,358,"324,150.00","594,600.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/8292-3,"(1004, '8292-3')"
