,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Jenis Rumah,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Location,Address,Link,Website Location
0,6 6 1 1 - 2 6 - B U K I T   R I M A U   D E V E L O P M E N T   S D N   B H D,BUKIT RIMAU DEVELOPMENT SDN. BHD.,6611,6611-29/12-2022/03635(L),24 Dec 2021,23 Dec 2022,-,-,-,"6611-26,",SIAP DENGAN: CCC PENUH,6611-26/1611/2010(08),10 Aug 2009,09 Aug 2010,"RM 1,261,200.00",0.00mps,RUMAH BERKEMBAR,2,0,0,0,16,16,"1,261,200.00","1,601,850.00",95.00,,,https://teduh.kpkt.gov.my/project-swasta/6611-26,"(500, '6611-26')"
1,6 6 1 1 - 2 7 - A Z U R E S,BUKIT RIMAU DEVELOPMENT SDN. BHD.,6611,6611-29/12-2022/03635(L),24 Dec 2021,23 Dec 2022,-,-,-,"6611-27,",SIAP DENGAN: CCC PENUH,6611-27/2252/2010(11),06 Nov 2009,05 Nov 2010,"RM 2,323,500.00",0.00mps,RUMAH SESEBUAH,2,0,0,0,9,9,"2,323,500.00","2,800,500.00",95.00,,,https://teduh.kpkt.gov.my/project-swasta/6611-27,"(501, '6611-27')"
2,6 6 1 1 - 2 8 - C A D A N G A N   P E M B A N G U N A N   8 6   U N I T   P A N G S A P U R I   S E L A N G O R K U   7   T I N G K A T   D A N   1   T I N G K A T   T E R E S     B E R B U M B U N G,BUKIT RIMAU DEVELOPMENT SDN. BHD.,6611,6611-29/12-2022/03635(L),24 Dec 2021,23 Dec 2022,-,-,-,"6611-28,",SIAP DENGAN: CCC PENUH,6611-28/05-2020/01487(P),12 May 2019,11 May 2020,"RM 180,000.00",83.61mps,RUMAH PANGSA/KONDO,7,0,0,84,86,2,"180,000.00","180,000.00",100.00,"[""2.997117, 101.526338""]",,https://teduh.kpkt.gov.my/project-swasta/6611-28,"(502, '6611-28')"
3,6 6 1 1 - 2 9 - B U K I T   R I M A U   D E V E L O P M E N T   S D N   B H D,BUKIT RIMAU DEVELOPMENT SDN. BHD.,6611,6611-29/12-2022/03635(L),24 Dec 2021,23 Dec 2022,-,-,-,"6611-29,",SIAP DENGAN: CCC PENUH,6611-29/09-2021/02436(P),13 Sep 2020,12 Sep 2021,"RM 2,245,200.00",301.91mps - 369.86mps,RUMAH BERKEMBAR,2,0,0,302,20,0,"2,245,200.00","3,008,400.00",100.00,"[""2.991704, 101.522019""]",,https://teduh.kpkt.gov.my/project-swasta/6611-29,"(503, '6611-29')"
4,6 6 1 1 - 2 9 - B U K I T   R I M A U   D E V E L O P M E N T   S D N   B H D,BUKIT RIMAU DEVELOPMENT SDN. BHD.,6611,6611-29/12-2022/03635(L),24 Dec 2021,23 Dec 2022,-,-,-,"6611-29,",SIAP DENGAN: CCC PENUH,6611-29/09-2021/02436(P),13 Sep 2020,12 Sep 2021,"RM 2,245,200.00",301.91mps - 369.86mps,RUMAH SESEBUAH,2,0,0,370,2,1,"3,814,800.00","3,846,000.00",100.00,"[""2.991704, 101.522019""]",,https://teduh.kpkt.gov.my/project-swasta/6611-29,"(503, '6611-29')"
5,6 6 1 1 - 3 - B U K I T   R I M A U   ( F A S A   2 B   I   ),BUKIT RIMAU DEVELOPMENT SDN. BHD.,6611,6611-29/12-2022/03635(L),24 Dec 2021,23 Dec 2022,-,-,-,"6611-3,",SIAP DENGAN: CFO PENUH,6611/346/2000(03),11 Mar 1999,10 Mar 2000,"RM 116,091.90",0.00mps,RUMAH BANDAR,2,0,0,0,94,94,"116,091.90","320,000.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/6611-3,"(504, '6611-3')"
6,6 6 1 1 - 4 - B U K I T   R I M A U   ( F A S A   2 B   I I   ),BUKIT RIMAU DEVELOPMENT SDN. BHD.,6611,6611-29/12-2022/03635(L),24 Dec 2021,23 Dec 2022,-,-,-,"6611-4,",SIAP DENGAN: CFO PENUH,6611/743/2001(05),12 May 2000,11 May 2001,"RM 124,510.00",0.00mps,RUMAH BANDAR,2,0,0,0,92,92,"124,510.00","300,000.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/6611-4,"(505, '6611-4')"
7,6 6 2 9 - 1 - B U K I T   K E M U N I N G   C O U N T R Y   V I L L A S,AMVERTON PROP SDN. BHD.,6629,6629/11-2028/1360(R),30 Nov 2023,29 Nov 2028,0350365988,azilla.amrealty@gmail.com,-,"6629-1,",-,6629-1/123/2006(01),14 Jan 2005,13 Jan 2006,RM 0.00,0.00mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/6629-1,"(506, '6629-1')"
8,6 6 2 9 - 1 0 - 1 0 8   T E R R A C E S @ K E M U N I N G   G R E E N H I L L S,AMVERTON PROP SDN. BHD.,6629,6629/11-2028/1360(R),30 Nov 2023,29 Nov 2028,0350365988,azilla.amrealty@gmail.com,-,"6629-10,",SIAP DENGAN: CCC PENUH,6629-10/01-2021/01286(P),10 Jan 2020,09 Jan 2021,"RM 596,800.00",127.36mps,RUMAH TERES,2,0,0,127,108,27,"596,800.00","1,226,800.00",100.00,"[""2.998959, 101.519496""]",,https://teduh.kpkt.gov.my/project-swasta/6629-10,"(507, '6629-10')"
9,6 6 2 9 - 2 - K E M U N I N G   G R E E N H I L L S,AMVERTON PROP SDN. BHD.,6629,6629/11-2028/1360(R),30 Nov 2023,29 Nov 2028,0350365988,azilla.amrealty@gmail.com,-,"6629-2,",SIAP DENGAN: CCC PENUH,6629-2/08-2016/02222(P),06 Aug 2015,05 Aug 2016,"RM 1,188,800.00",183.95mps,RUMAH KLUSTER,2,0,0,184,56,1,"1,188,800.00","1,738,800.00",100.00,"[""2.989837, 101.520319""]",,https://teduh.kpkt.gov.my/project-swasta/6629-2,"(508, '6629-2')"
10,6 6 2 9 - 3 - K E M U N I N G   G R E E N H I L L S,AMVERTON PROP SDN. BHD.,6629,6629/11-2028/1360(R),30 Nov 2023,29 Nov 2028,0350365988,azilla.amrealty@gmail.com,-,"6629-3,",BERJALAN LANCAR,-,-,-,RM 2.00,0.00mps,RUMAH PANGSA/KONDO,5,0,0,0,150,150,2.00,2.00,5.00,,,https://teduh.kpkt.gov.my/project-swasta/6629-3,"(509, '6629-3')"
11,6 6 2 9 - 3 - K E M U N I N G   G R E E N H I L L S,AMVERTON PROP SDN. BHD.,6629,6629/11-2028/1360(R),30 Nov 2023,29 Nov 2028,0350365988,azilla.amrealty@gmail.com,-,"6629-3,",BERJALAN LANCAR,-,-,-,RM 2.00,0.00mps,RUMAH PANGSA/KONDO,5,0,0,0,80,80,2.00,2.00,5.00,,,https://teduh.kpkt.gov.my/project-swasta/6629-3,"(509, '6629-3')"
12,6 6 2 9 - 4 - B U K I T   K E M U N I N G   C O U N T R Y   V I L L A S     F A S A   1 B,AMVERTON PROP SDN. BHD.,6629,6629/11-2028/1360(R),30 Nov 2023,29 Nov 2028,0350365988,azilla.amrealty@gmail.com,-,"6629-4,",-,6629-4/2710/2003(12),10 Dec 2002,09 Dec 2003,RM 0.00,0.00mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/6629-4,"(510, '6629-4')"
13,6 6 2 9 - 5 - T A M A N   K E M U N I N G   H I J A U A N   2,AMVERTON PROP SDN. BHD.,6629,6629/11-2028/1360(R),30 Nov 2023,29 Nov 2028,0350365988,azilla.amrealty@gmail.com,-,"6629-5,",SIAP DENGAN: CCC PENUH,6629-5/08-2016/02295(P),11 Aug 2015,10 Aug 2016,"RM 630,800.00",120.50mps - 145.95mps,RUMAH TERES,2,0,0,121,92,9,"630,800.00","970,800.00",100.00,"[""2.997416, 101.519800""]",,https://teduh.kpkt.gov.my/project-swasta/6629-5,"(511, '6629-5')"
14,6 6 2 9 - 5 - T A M A N   K E M U N I N G   H I J A U A N   2,AMVERTON PROP SDN. BHD.,6629,6629/11-2028/1360(R),30 Nov 2023,29 Nov 2028,0350365988,azilla.amrealty@gmail.com,-,"6629-5,",SIAP DENGAN: CCC PENUH,6629-5/08-2016/02295(P),11 Aug 2015,10 Aug 2016,"RM 630,800.00",120.50mps - 145.95mps,RUMAH TERES,2,0,0,146,24,3,"658,800.00","998,800.00",100.00,"[""2.997416, 101.519800""]",,https://teduh.kpkt.gov.my/project-swasta/6629-5,"(511, '6629-5')"
