,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Jenis Rumah,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Location,Address,Link,Website Location
0,1 0 0 1 8 - 2 - C A D A N G A N   M E M B I N A   6   U N I T   R U M A H   B E R K E M B A R   ( S E M I - D ),PARAGON VALLEY SDN. BHD.,10018,10018/04-2024/1383(R),16 Apr 2013,14 Apr 2024,03-21634658,-,-,"10018-2,",PERMIT TIDAK WUJUD,-,-,-,"RM 2,500,000.00",0.00mps,RUMAH BERKEMBAR,2.5,0,0,0,6,6,"2,500,000.00","3,500,000.00",0.00,"[""3.235014, 101.642487""]",,https://teduh.kpkt.gov.my/project-swasta/10018-2,"(2942, '10018-2')"
1,1 0 0 1 9 - 5 - R U M A H   S E L A N G O R K U   J E N I S   B   ( A N G S A N A   P U T R A ),PERMATANAH SDN. BHD.,10019,10019/11-2027/1239(R),03 Nov 2022,02 Nov 2027,-,-,-,"10019-5,",BERJALAN LANCAR,10019-5/11-2024/1521(R)-(S),03 Nov 2023,02 Nov 2024,"RM 100,000.00",0.00mps - 69.67mps,RUMAH PANGSA/KONDO,5,0,0,0 - 70,104,7,"100,000.00","100,000.00",88.51,"[""2.977019, 101.673049""]",,https://teduh.kpkt.gov.my/project-swasta/10019-5,"(2868, '10019-5')"
2,1 0 0 1 9 - 5 - R U M A H   S E L A N G O R K U   J E N I S   B   ( A N G S A N A   P U T R A ),PERMATANAH SDN. BHD.,10019,10019/11-2027/1239(R),03 Nov 2022,02 Nov 2027,-,-,-,"10019-5,",BERJALAN LANCAR,10019-5/11-2024/1521(R)-(S),03 Nov 2023,02 Nov 2024,"RM 100,000.00",0.00mps - 69.67mps,RUMAH PANGSA/KONDO,5,0,0,0 - 70,120,6,"100,000.00","100,000.00",90.08,"[""2.977019, 101.673049""]",,https://teduh.kpkt.gov.my/project-swasta/10019-5,"(2868, '10019-5')"
3,1 0 0 2 1 - 3 - 2 6   A R A   V I L L E,AROMA VISION SDN. BHD.,10021,10021/02-2027/1150(A),28 Feb 2010,27 Feb 2027,0387414870,johanna@pbudiman.com,-,"10021-3,",BERJALAN LANCAR,10021-3/03-2026/0235(N)-(S),03 Mar 2023,02 Mar 2026,"RM 2,329,800.00",0.00mps,RUMAH BANDAR,3,0,0,0,26,26,"2,329,800.00","2,373,000.00",60.58,"[""3.136669, 101.613649""]",,https://teduh.kpkt.gov.my/project-swasta/10021-3,"(2780, '10021-3')"
4,1 0 4 4 5 - 4 - T A M A N   K R I S T A L,JUGRA MULIA DEVELOPMENT SDN. BHD.,10445,10445/02-2028/0079(A),08 Feb 2023,07 Feb 2028,0331873030,jugramulia.joeyitan@gmail.com,-,"10445-4,",SAKIT,10445-4/08-2024/1159(R)-(L),19 Aug 2023,18 Aug 2024,"RM 500,000.00",198.89mps - 250.00mps,RUMAH TERES,2,0,0,199 - 250,29,2,"500,000.00","738,000.00",97.50,"[""2.816934, 101.476234""]",,https://teduh.kpkt.gov.my/project-swasta/10445-4,"(2957, '10445-4')"
5,1 0 4 6 4 - 4 - T A M A N   S U N G A I   P I N A N G,TERAJU SURIA DEVELOPMENT SDN. BHD.,10464,10464/07-2028/0989(R),16 Jul 2023,15 Jul 2028,0162115711,-,-,"10464-4,",SIAP DENGAN: CCC PENUH,10464-4/07-2023/0569(P),16 Jul 2021,15 Jul 2023,"RM 308,250.00",112.90mps,RUMAH TERES,1,0,0,113,40,10,"308,250.00","343,130.00",100.00,"[""2.944540, 101.333710""]",,https://teduh.kpkt.gov.my/project-swasta/10464-4,"(2869, '10464-4')"
6,1 0 5 6 4 - 1 6 - T A M A N   S E R I   R A N T A U,BANDASINAR DEVELOPMENT SDN. BHD.,10564,10564/10-2027/1130(A),01 Nov 2022,31 Oct 2027,0333418835,bandasinar@yahoo.com,-,"10564-16,",SIAP DENGAN: CCC PENUH,10564-16/04-2024/0511(A)-(L),28 Apr 2022,27 Apr 2024,"RM 405,000.00",85.84mps - 89.19mps,RUMAH TERES,1,"2, 4","2, 4",86 - 89,25,0,"405,000.00","514,000.00",100.00,"[""3.047332, 101.392998""]",,https://teduh.kpkt.gov.my/project-swasta/10564-16,"(2823, '10564-16')"
7,1 0 8 2 5 - 9 - T A M A N   N I L A M,LENG YUN DEVELOPMENT SDN. BHD.,10825,10825/09-2026/1270(R),25 Sep 2023,24 Sep 2026,0331872088,tbl2088@yahoo.com,-,"10825-9,",SIAP DENGAN: CCC PENUH,10825-9/09-2023/0690(P),25 Sep 2021,24 Sep 2023,"RM 450,000.00",130.00mps - 170.00mps,RUMAH BERKEMBAR,2,4,4,170,10,0,"600,000.00","600,000.00",100.00,"[""34.750000, 79.750000""]",,https://teduh.kpkt.gov.my/project-swasta/10825-9,"(2958, '10825-9')"
8,1 0 8 2 5 - 9 - T A M A N   N I L A M,LENG YUN DEVELOPMENT SDN. BHD.,10825,10825/09-2026/1270(R),25 Sep 2023,24 Sep 2026,0331872088,tbl2088@yahoo.com,-,"10825-9,",SIAP DENGAN: CCC PENUH,10825-9/09-2023/0690(P),25 Sep 2021,24 Sep 2023,"RM 450,000.00",130.00mps - 170.00mps,RUMAH TERES,2,4,4,130,14,0,"450,000.00","450,000.00",100.00,"[""34.750000, 79.750000""]",,https://teduh.kpkt.gov.my/project-swasta/10825-9,"(2958, '10825-9')"
9,1 0 9 3 0 - 4 - T A M A H   B A Y U,MICRO MART SDN. BHD.,10930,10930/09-2025/0909(R),03 Sep 2022,02 Sep 2025,-,ghofur@micro-mart.com.my,-,"10930-4,",SAKIT,10930-4/09-2023/0624(R)-(L),03 Sep 2022,02 Sep 2023,"RM 399,000.00",71.00mps - 78.00mps,RUMAH TERES,2,0,0,71,11,1,"399,000.00","615,000.00",90.91,"[""2.951374, 101.465543""]",,https://teduh.kpkt.gov.my/project-swasta/10930-4,"(2989, '10930-4')"
