,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Jenis Rumah,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Location,Address,Link,Website Location
0,1 1 4 6 0 - 3 - A M A N   P U T R I,PPC GLOMAC SDN. BHD.,11460,11460/04-2027/0239(A),04 Apr 2022,18 Apr 2027,0391736877,ppcg_bsp@yahoo.com,-,"11460-3,",SIAP DENGAN: CFO PENUH,11460-3/915/2013(04),24 Apr 2012,23 Apr 2013,"RM 451,050.00",0.00mps,RUMAH TERES,2,0,0,0,178,0,"451,050.00","756,000.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/11460-3,"(750, '11460-3')"
1,1 1 4 6 0 - 4 - P P C   G L O M A C   S D N . B H D,PPC GLOMAC SDN. BHD.,11460,11460/04-2027/0239(A),04 Apr 2022,18 Apr 2027,0391736877,ppcg_bsp@yahoo.com,-,"11460-4,",SIAP DENGAN: CFO PENUH,11460-4/12-2017/03128(P),27 Dec 2016,26 Dec 2017,"RM 782,000.00",232.71mps,RUMAH TERES,2,0,0,233,59,10,"782,000.00","1,833,000.00",100.00,"[""3.218495, 101.523020""]",,https://teduh.kpkt.gov.my/project-swasta/11460-4,"(751, '11460-4')"
2,1 1 4 6 0 - 5 - A M A N   P U T R I   2 4 ' X 7 5 '   -   F A S A   3 C   &   3 D,PPC GLOMAC SDN. BHD.,11460,11460/04-2027/0239(A),04 Apr 2022,18 Apr 2027,0391736877,ppcg_bsp@yahoo.com,-,"11460-5,",SIAP DENGAN: CCC PENUH,11460-5/04-2022/01848(P),19 Apr 2021,18 Apr 2022,"RM 750,000.00",232.71mps,RUMAH TERES,2,0,0,233,28,8,"750,000.00","1,198,900.00",100.00,"[""3.218495, 101.523020""]",,https://teduh.kpkt.gov.my/project-swasta/11460-5,"(752, '11460-5')"
3,1 1 4 6 5 - 1 - T I A R A   M U T I A R A   1,VISTA FLAME SDN. BHD.,11465,11465/11-2025/0450(R),12 Nov 2022,11 Nov 2025,-,admin@mutiarajohan.com.my,www.mutiarajohan.com.my,"11465-1,",SIAP DENGAN: CCC PENUH,11465-1/2124/2012(12),29 Dec 2011,28 Dec 2012,"RM 287,000.00",0.00mps,RUMAH PANGSA/KONDO,17,0,0,0,403,4,"287,000.00","599,000.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/11465-1,"(753, '11465-1')"
4,1 1 4 6 7 - 1 - B O U L E V A R D   R E S I D E N C E,SEACERA DEVELOPMENT SDN. BHD.,11467,11467-1/03-2016/350,23 Mar 2011,22 Mar 2016,60-3-77262514,SEACERADEVELOPMENT@YMAIL.COM,-,"11467-1,",SIAP DENGAN: CCC PENUH,11467-1/596/2012(03),28 Mar 2011,27 Mar 2012,"RM 400,290.00",0.00mps,RUMAH PANGSA/KONDO,15,0,0,0,300,92,"400,290.00","900,000.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/11467-1,"(754, '11467-1')"
5,1 1 4 6 9 - 1 - H O T W E R   D E V E L O P M E N T   S D N   B H D,HOTWER DEVELOPMENT SDN. BHD.,11469,11469-1/12-2015/1398,09 Dec 2010,08 Dec 2015,-,-,-,"11469-1,",TERBENGKALAI,11469-1/12-2014/01131(P),15 Dec 2013,14 Dec 2014,"RM 231,360.00",0.00mps,PANGSAPURI SERVIS,27,0,0,0,377,67,"231,360.00","371,760.00",62.06,"[""3.050100, 101.456905""]",,https://teduh.kpkt.gov.my/project-swasta/11469-1,"(755, '11469-1')"
6,1 1 4 7 7 - 1 - O N E   S O U T H   S E R V I C E   A P A R T M E N T,PROP PARK SDN. BHD.,11477,11477/11-2025/1335(R),01 Dec 2022,30 Nov 2025,-,-,www.huayang.com.my,"11477-1,",SIAP DENGAN: CCC PENUH,11477-1/911/2012(04),28 Apr 2011,27 Apr 2012,"RM 375,180.00",0.00mps,PANGSAPURI SERVIS,23,0,0,0,209,0,"389,376.00","882,300.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/11477-1,"(756, '11477-1')"
7,1 1 4 7 7 - 1 - O N E   S O U T H   S E R V I C E   A P A R T M E N T,PROP PARK SDN. BHD.,11477,11477/11-2025/1335(R),01 Dec 2022,30 Nov 2025,-,-,www.huayang.com.my,"11477-1,",SIAP DENGAN: CCC PENUH,11477-1/911/2012(04),28 Apr 2011,27 Apr 2012,"RM 375,180.00",0.00mps,PANGSAPURI SERVIS,23,0,0,0,209,0,"375,180.00","866,880.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/11477-1,"(756, '11477-1')"
8,1 1 4 7 7 - 2 - O N E   S O U T H   S E R V I C E   A P A R T M E N T,PROP PARK SDN. BHD.,11477,11477/11-2025/1335(R),01 Dec 2022,30 Nov 2025,-,-,www.huayang.com.my,"11477-2,",SIAP DENGAN: CCC PENUH,11477-2/1834/2012(09),13 Sep 2011,12 Sep 2012,"RM 420,000.00","1,215.00mps",PANGSAPURI SERVIS,23,0,0,"1,215",196,0,"460,000.00","610,000.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/11477-2,"(757, '11477-2')"
9,1 1 4 7 7 - 2 - O N E   S O U T H   S E R V I C E   A P A R T M E N T,PROP PARK SDN. BHD.,11477,11477/11-2025/1335(R),01 Dec 2022,30 Nov 2025,-,-,www.huayang.com.my,"11477-2,",SIAP DENGAN: CCC PENUH,11477-2/1834/2012(09),13 Sep 2011,12 Sep 2012,"RM 420,000.00","1,215.00mps",PANGSAPURI SERVIS,23,0,0,"1,215",181,0,"420,000.00","580,000.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/11477-2,"(757, '11477-2')"
10,1 1 4 7 7 - 3 - O N E   S O U T H   S O H O,PROP PARK SDN. BHD.,11477,11477/11-2025/1335(R),01 Dec 2022,30 Nov 2025,-,-,www.huayang.com.my,"11477-3,",SIAP DENGAN: CCC PENUH,11477-3/09-2015/02256(P),18 Sep 2014,17 Sep 2015,"RM 285,600.00","7,525.00mps",PANGSAPURI SERVIS,20,0,0,"7,525",424,0,"285,600.00","711,350.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/11477-3,"(758, '11477-3')"
11,1 1 4 7 7 - 5 - P A N G S A P U R I   M E T I A,PROP PARK SDN. BHD.,11477,11477/11-2025/1335(R),01 Dec 2022,30 Nov 2025,-,-,www.huayang.com.my,"11477-5,",SIAP DENGAN: CCC PENUH,11477-5/09-2015/0569(A)-(S),07 Sep 2013,06 Sep 2015,"RM 388,200.00",100.98mps,PANGSAPURI SERVIS,20,0,0,101,306,1,"388,200.00","628,000.00",100.00,"[""3.090009, 101.547708""]",,https://teduh.kpkt.gov.my/project-swasta/11477-5,"(759, '11477-5')"
12,1 1 4 7 7 - 6 - G R E E N Z @ O N E   S O U T H,PROP PARK SDN. BHD.,11477,11477/11-2025/1335(R),01 Dec 2022,30 Nov 2025,-,-,www.huayang.com.my,"11477-6,",SIAP DENGAN: CCC PENUH,11477-6/03-2017/01547(P),29 Mar 2016,28 Mar 2017,"RM 582,600.00",104.10mps,PANGSAPURI SERVIS,28,0,0,104,194,0,"582,600.00","742,400.00",100.00,"[""3.045415, 101.706258""]",,https://teduh.kpkt.gov.my/project-swasta/11477-6,"(760, '11477-6')"
13,1 1 4 7 7 - 7 - C U B E @ O N E   S O U T H   &   Z E T A @ O N E   S O U T H,PROP PARK SDN. BHD.,11477,11477/11-2025/1335(R),01 Dec 2022,30 Nov 2025,-,-,www.huayang.com.my,"11477-7,",SIAP DENGAN: CCC PENUH,11477-7/07-2017/02292(P),25 Jul 2016,24 Jul 2017,"RM 372,600.00",41.30mps - 104.00mps,SOHO,22,0,0,41,270,28,"372,600.00","435,200.00",100.00,"[""3.044797, 101.705811""]",,https://teduh.kpkt.gov.my/project-swasta/11477-7,"(761, '11477-7')"
14,1 1 4 7 7 - 7 - C U B E @ O N E   S O U T H   &   Z E T A @ O N E   S O U T H,PROP PARK SDN. BHD.,11477,11477/11-2025/1335(R),01 Dec 2022,30 Nov 2025,-,-,www.huayang.com.my,"11477-7,",SIAP DENGAN: CCC PENUH,11477-7/07-2017/02292(P),25 Jul 2016,24 Jul 2017,"RM 372,600.00",41.30mps - 104.00mps,PANGSAPURI SERVIS,38,0,0,104,104,19,"751,575.00","2,901,618.00",100.00,"[""3.044797, 101.705811""]",,https://teduh.kpkt.gov.my/project-swasta/11477-7,"(761, '11477-7')"
15,1 1 4 7 7 - 8 - R E S I D E N S I   E S T E T I K A,PROP PARK SDN. BHD.,11477,11477/11-2025/1335(R),01 Dec 2022,30 Nov 2025,-,-,www.huayang.com.my,"11477-8,",SIAP DENGAN: CCC PENUH,11477-8/10-2021/03127(P),30 Oct 2020,29 Oct 2021,"RM 546,040.00",88.33mps,PANGSAPURI SERVIS,35,0,0,88,267,5,"561,000.00","891,960.00",100.00,"[""3.026000, 101.716400""]",,https://teduh.kpkt.gov.my/project-swasta/11477-8,"(762, '11477-8')"
16,1 1 4 7 7 - 8 - R E S I D E N S I   E S T E T I K A,PROP PARK SDN. BHD.,11477,11477/11-2025/1335(R),01 Dec 2022,30 Nov 2025,-,-,www.huayang.com.my,"11477-8,",SIAP DENGAN: CCC PENUH,11477-8/10-2021/03127(P),30 Oct 2020,29 Oct 2021,"RM 546,040.00",88.33mps,PANGSAPURI SERVIS,34,0,0,88,253,127,"546,040.00","843,800.00",100.00,"[""3.026000, 101.716400""]",,https://teduh.kpkt.gov.my/project-swasta/11477-8,"(762, '11477-8')"
17,1 1 4 8 0 - 1 - G A R D E N V I E W   R E S I D E N C E,SETIA HARUMAN SDN. BHD.,11480,11480/10-2024/0978(R),11 Oct 2021,10 Oct 2024,0383128000,syahril.omar@setiaharuman.com,www.setiaharuman.com,"11480-1,",SIAP DENGAN: CCC PENUH,11480-1/932/2012(05),04 May 2011,03 May 2012,"RM 511,888.00",0.00mps,RUMAH PANGSA/KONDO,10,0,0,0,210,210,"511,888.00","1,388,888.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/11480-1,"(763, '11480-1')"
18,1 1 4 8 0 - 2 - C E N T R U S   S O H O 1 @ C B D   P E R D A N A   3,SETIA HARUMAN SDN. BHD.,11480,11480/10-2024/0978(R),11 Oct 2021,10 Oct 2024,0383128000,syahril.omar@setiaharuman.com,www.setiaharuman.com,"11480-2,",SIAP DENGAN: CCC PENUH,11480-2/02-2018/01184(P),25 Feb 2017,24 Feb 2018,"RM 283,500.00",42.00mps,PANGSAPURI SERVIS,29,0,0,42,400,0,"283,500.00","800,000.00",100.00,"[""2.925739, 101.649833""]",,https://teduh.kpkt.gov.my/project-swasta/11480-2,"(764, '11480-2')"
