,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Jenis Rumah,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Location,Address,Link,Website Location
0,1 0 5 3 0 - 3 - T E M A S Y A   G L E N M A R I E   F A S A   2,TEMASYA DEVELOPMENT CO. SDN. BHD.,10530,10530/12-2027/1247(A),07 Dec 2022,06 Dec 2027,0380829540,norazlinda.a@spsetia.com,-,"10530-3,",SIAP DENGAN: CCC PENUH,10530-3/445/2013(02),28 Feb 2012,27 Feb 2013,"RM 985,888.00",0.00mps,RUMAH TERES,2,0,0,0,154,1,"985,888.00","2,715,888.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/10530-3,"(250, '10530-3')"
1,1 0 5 3 0 - 3 - T E M A S Y A   G L E N M A R I E   F A S A   2,TEMASYA DEVELOPMENT CO. SDN. BHD.,10530,10530/12-2027/1247(A),07 Dec 2022,06 Dec 2027,0380829540,norazlinda.a@spsetia.com,-,"10530-3,",SIAP DENGAN: CCC PENUH,10530-3/445/2013(02),28 Feb 2012,27 Feb 2013,"RM 985,888.00",0.00mps,RUMAH TERES,3,0,0,0,20,0,"2,367,888.00","3,191,888.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/10530-3,"(250, '10530-3')"
2,1 0 5 3 0 - 4 - T E M A S Y A   G L E N M A R I E   F A S A   7,TEMASYA DEVELOPMENT CO. SDN. BHD.,10530,10530/12-2027/1247(A),07 Dec 2022,06 Dec 2027,0380829540,norazlinda.a@spsetia.com,-,"10530-4,",SIAP DENGAN: CCC PENUH,10530-4/12-2015/02320(P),20 Dec 2014,19 Dec 2015,"RM 645,888.00","12,794.00mps",RUMAH PANGSA/KONDO,6,0,0,"12,794",114,77,"645,888.00","1,768,888.00",100.00,"[""3.086943, 101.570899""]",,https://teduh.kpkt.gov.my/project-swasta/10530-4,"(251, '10530-4')"
3,1 0 5 3 0 - 5 - T E M A S Y A   G L E N M A R I E   F A S A   4 B,TEMASYA DEVELOPMENT CO. SDN. BHD.,10530,10530/12-2027/1247(A),07 Dec 2022,06 Dec 2027,0380829540,norazlinda.a@spsetia.com,-,"10530-5,",SIAP DENGAN: CCC PENUH,10530-5/05-2016/01583(P),10 May 2015,09 May 2016,"RM 3,099,800.00",404.78mps,RUMAH BERKEMBAR,2,0,0,405,24,8,"3,099,800.00","3,493,800.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/10530-5,"(252, '10530-5')"
4,1 0 5 3 0 - 6 - T E M A S Y A   G L E N M A R I E   -   F A S A   5 B,TEMASYA DEVELOPMENT CO. SDN. BHD.,10530,10530/12-2027/1247(A),07 Dec 2022,06 Dec 2027,0380829540,norazlinda.a@spsetia.com,-,"10530-6,",SIAP DENGAN: CCC PENUH,10530-6/01-2017/01006(P),10 Jan 2016,09 Jan 2017,"RM 1,753,800.00",317.26mps,RUMAH TERES,2,0,0,317,90,3,"1,753,800.00","2,705,800.00",100.00,"[""3.088639, 101.581563""]",,https://teduh.kpkt.gov.my/project-swasta/10530-6,"(253, '10530-6')"
5,1 0 5 3 0 - 7 - T E M A S Y A   G L E N M A R I E   F A S A   4 A,TEMASYA DEVELOPMENT CO. SDN. BHD.,10530,10530/12-2027/1247(A),07 Dec 2022,06 Dec 2027,0380829540,norazlinda.a@spsetia.com,-,"10530-7,",SIAP DENGAN: CCC PENUH,10530-7/03-2016/0195(P),04 Mar 2014,03 Mar 2016,"RM 3,316,800.00",391.58mps,RUMAH BERKEMBAR,2,0,0,392,32,23,"3,316,800.00","3,760,800.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/10530-7,"(254, '10530-7')"
6,1 0 5 3 0 - 8 - T E M A S Y A   G L E N M A R I E   F A S A   5 A,TEMASYA DEVELOPMENT CO. SDN. BHD.,10530,10530/12-2027/1247(A),07 Dec 2022,06 Dec 2027,0380829540,norazlinda.a@spsetia.com,-,"10530-8,",SIAP DENGAN: CCC PENUH,10530-8/11-2017/02761(P),18 Nov 2016,17 Nov 2017,"RM 2,000,800.00",337.14mps,RUMAH TERES,2,0,0,337,44,10,"2,000,800.00","3,228,800.00",100.00,"[""3.088473, 101.585807""]",,https://teduh.kpkt.gov.my/project-swasta/10530-8,"(255, '10530-8')"
7,1 0 5 3 0 - 9 - T E M A S Y A   G L E N M A R I E   F A S A   8,TEMASYA DEVELOPMENT CO. SDN. BHD.,10530,10530/12-2027/1247(A),07 Dec 2022,06 Dec 2027,0380829540,norazlinda.a@spsetia.com,-,"10530-9,",SIAP DENGAN: CCC PENUH,10530-9/05-2019/01937(P),24 May 2018,23 May 2019,"RM 647,800.00",86.00mps,PANGSAPURI SERVIS,12,0,0,86,160,33,"647,800.00","1,396,800.00",100.00,"[""3.092959, 101.586718""]",,https://teduh.kpkt.gov.my/project-swasta/10530-9,"(256, '10530-9')"
8,1 0 5 3 2 - 1 - T A M A N   M E R A B   P E S O N A,TPG RESOURCES SDN. BHD.,10532,10532-2/02-2015/232,27 Feb 2012,26 Feb 2015,03-41055389,zainurimec@yahoo.com,-,"10532-1,",SIAP DENGAN: CFO PENUH,10532-1/232/2009(02),12 Feb 2008,11 Feb 2009,"RM 276,638.00",0.00mps,RUMAH TERES,2,0,0,0,44,44,"276,638.00","368,658.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/10532-1,"(257, '10532-1')"
9,1 0 5 3 2 - 2 - L E S T A R I   P E R D A N A   V I L L A,TPG RESOURCES SDN. BHD.,10532,10532-2/02-2015/232,27 Feb 2012,26 Feb 2015,03-41055389,zainurimec@yahoo.com,-,"10532-2,",SIAP DENGAN: CCC PENUH,10532-2/656/2013(03),23 Mar 2012,22 Mar 2013,"RM 830,000.00",0.00mps,RUMAH BERKEMBAR,2.5,0,0,0,26,7,"830,000.00","1,000,000.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/10532-2,"(258, '10532-2')"
