,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Jenis Rumah,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Status Projek,Location,Address,Link,Website Location
0,3 3 9 0 - 6 0 - T A M A N   B U K I T   M U T I A R A,KHOO SOON LEE REALTY SDN. BHD.,3390,3390/03-2029/0030(R),05 Mar 2024,04 Mar 2029,079311430,gt@ksl.my,-,"3390-60,",SIAP DENGAN: CCC PENUH,3390-60/03-2019/0232(P),30 Mar 2017,29 Mar 2019,"RM 80,000.00",0mps,RUMAH TERES,1,0,0,0,28,28,"80,000.00","80,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""2.549347, 102.780104""]",,https://teduh.kpkt.gov.my/project-swasta/3390-60,"(0, '3390-60')"
1,3 3 9 0 - 6 0 - T A M A N   B U K I T   M U T I A R A,KHOO SOON LEE REALTY SDN. BHD.,3390,3390/03-2029/0030(R),05 Mar 2024,04 Mar 2029,079311430,gt@ksl.my,-,"3390-60,",SIAP DENGAN: CCC PENUH,3390-60/03-2019/0232(P),30 Mar 2017,29 Mar 2019,"RM 80,000.00",0mps,RUMAH TERES,1,0,0,0,17,17,"150,000.00","150,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""2.549347, 102.780104""]",,https://teduh.kpkt.gov.my/project-swasta/3390-60,"(0, '3390-60')"
2,3 3 9 0 - 6 1 - T A M A N   M U T I A R A   B E S T A R I,KHOO SOON LEE REALTY SDN. BHD.,3390,3390/03-2029/0030(R),05 Mar 2024,04 Mar 2029,079311430,gt@ksl.my,-,"3390-61,",SIAP DENGAN: CCC PENUH,3390-61/09-2021/02544(P),15 Sep 2020,14 Sep 2021,"RM 931,000.00",192mps - 321mps,RUMAH BERKEMBAR,3,0,0,321,10,7,"1,442,000.00","1,610,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""1.515526, 103.626020""]",,https://teduh.kpkt.gov.my/project-swasta/3390-61,"(1, '3390-61')"
3,3 3 9 0 - 6 1 - T A M A N   M U T I A R A   B E S T A R I,KHOO SOON LEE REALTY SDN. BHD.,3390,3390/03-2029/0030(R),05 Mar 2024,04 Mar 2029,079311430,gt@ksl.my,-,"3390-61,",SIAP DENGAN: CCC PENUH,3390-61/09-2021/02544(P),15 Sep 2020,14 Sep 2021,"RM 931,000.00",192mps - 321mps,RUMAH KLUSTER,3,0,0,238,64,46,"1,072,000.00","1,393,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""1.515526, 103.626020""]",,https://teduh.kpkt.gov.my/project-swasta/3390-61,"(1, '3390-61')"
4,3 3 9 0 - 6 1 - T A M A N   M U T I A R A   B E S T A R I,KHOO SOON LEE REALTY SDN. BHD.,3390,3390/03-2029/0030(R),05 Mar 2024,04 Mar 2029,079311430,gt@ksl.my,-,"3390-61,",SIAP DENGAN: CCC PENUH,3390-61/09-2021/02544(P),15 Sep 2020,14 Sep 2021,"RM 931,000.00",192mps - 321mps,RUMAH KLUSTER,2,0,0,192,144,81,"931,000.00","1,200,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""1.515526, 103.626020""]",,https://teduh.kpkt.gov.my/project-swasta/3390-61,"(1, '3390-61')"
5,3 3 9 0 - 6 3 - T A M A N   B E S T A R I   I N D A H   1,KHOO SOON LEE REALTY SDN. BHD.,3390,3390/03-2029/0030(R),05 Mar 2024,04 Mar 2029,079311430,gt@ksl.my,-,"3390-63,",SIAP DENGAN: CCC PENUH,3390-63/11-2021/03298(P),14 Nov 2020,13 Nov 2021,"RM 732,000.00",177mps,RUMAH TERES,2,0,0,177,137,81,"732,000.00","1,027,512.00",100.00,SIAP DENGAN: CCC PENUH,"[""1.604023, 103.789306""]",,https://teduh.kpkt.gov.my/project-swasta/3390-63,"(2, '3390-63')"
6,3 3 9 0 - 6 5 - T A M A N   B U K I T   M U T I A R A,KHOO SOON LEE REALTY SDN. BHD.,3390,3390/03-2029/0030(R),05 Mar 2024,04 Mar 2029,079311430,gt@ksl.my,-,"3390-65,",SIAP DENGAN: CCC PENUH,3390-65/02-2023/0378(A)-(L),18 Feb 2022,17 Feb 2023,"RM 397,460.00",225mps,RUMAH TERES,2,0,0,225,78,0,"397,460.00","540,500.00",100.00,SIAP DENGAN: CCC PENUH,"[""2.549347, 102.780104""]",,https://teduh.kpkt.gov.my/project-swasta/3390-65,"(3, '3390-65')"
7,3 3 9 0 - 6 9 - T A M A N   B E S T A R I   I N D A H   1,KHOO SOON LEE REALTY SDN. BHD.,3390,3390/03-2029/0030(R),05 Mar 2024,04 Mar 2029,079311430,gt@ksl.my,-,"3390-69,",SIAP DENGAN: CCC PENUH,3390-69/07-2022/0216(A)-(L),24 Jul 2020,23 Jul 2022,"RM 688,800.00",177mps,RUMAH TERES,2,0,0,177,147,97,"688,800.00","1,073,600.00",100.00,SIAP DENGAN: CCC PENUH,"[""1.604023, 103.789306""]",,https://teduh.kpkt.gov.my/project-swasta/3390-69,"(4, '3390-69')"
8,3 3 9 0 - 7 3 - P A N G S A P U R I   K S L   B U K I T   G E M I L A N G,KHOO SOON LEE REALTY SDN. BHD.,3390,3390/03-2029/0030(R),05 Mar 2024,04 Mar 2029,079311430,gt@ksl.my,-,"3390-73,",BERJALAN LANCAR,3390-73/09-2025/0164(N)-(S),12 Sep 2022,11 Sep 2025,"RM 377,800.00",0mps,RUMAH PANGSA/KONDO,21,0,0,0,238,155,"377,800.00","572,800.00",32.06,BERJALAN LANCAR,"[""1.524000, 103.650601""]",,https://teduh.kpkt.gov.my/project-swasta/3390-73,"(5, '3390-73')"
9,3 3 9 0 - 7 3 - P A N G S A P U R I   K S L   B U K I T   G E M I L A N G,KHOO SOON LEE REALTY SDN. BHD.,3390,3390/03-2029/0030(R),05 Mar 2024,04 Mar 2029,079311430,gt@ksl.my,-,"3390-73,",BERJALAN LANCAR,3390-73/09-2025/0164(N)-(S),12 Sep 2022,11 Sep 2025,"RM 377,800.00",0mps,RUMAH PANGSA/KONDO,21,3,2,0,238,133,"377,800.00","572,800.00",33.24,BERJALAN LANCAR,"[""1.524000, 103.650601""]",,https://teduh.kpkt.gov.my/project-swasta/3390-73,"(5, '3390-73')"
