,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Jenis Rumah,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Location,Address,Link,Website Location
0,1 0 1 1 7 - 7 - D ' A R T   H I L L S   R E S I D E N C E,MULTIMAX DEVELOPMENT SDN. BHD.,10117,10117/09-2027/1050(R),27 Sep 2022,26 Sep 2027,072268688,zarina@phworld.com.my,-,"10117-7,",BERJALAN LANCAR,10117-7/08-2024/0136(N)-(L),01 Sep 2022,31 Aug 2024,"RM 616,080.00",248mps - 383mps,RUMAH TERES,3,"5, 6","4, 5",248 - 383,117,43,"616,080.00","1,124,000.00",71.54,,,https://teduh.kpkt.gov.my/project-swasta/10117-7,"(462, '10117-7')"
1,1 0 1 1 7 - 8 - D ' A R T   H I L L S   R E S I D E N C E,MULTIMAX DEVELOPMENT SDN. BHD.,10117,10117/09-2027/1050(R),27 Sep 2022,26 Sep 2027,072268688,zarina@phworld.com.my,-,"10117-8,",BERJALAN LANCAR,10117-8/02-2025/0136(N)-(L),15 Feb 2023,14 Feb 2025,"RM 793,500.00",258mps - 330mps,RUMAH TERES,3,"5, 6","4, 5",258 - 330,121,55,"793,500.00","1,227,500.00",30.54,,,https://teduh.kpkt.gov.my/project-swasta/10117-8,"(463, '10117-8')"
2,1 0 2 1 3 - 5 1 - T A M A N   D E S A   B I J A Y A,SUBLIME PROJECTS SDN. BHD.,10213,10213/01-2029/1502(R),07 Jan 2024,06 Jan 2029,069537848,sublime_168@hotmail.com,-,"10213-51,",SIAP DENGAN: CCC PENUH,10213-51/12-2022/0884(P),31 Dec 2020,30 Dec 2022,"RM 389,000.00",114mps - 127mps,RUMAH BERKEMBAR,1,0,0,114,12,0,"389,000.00","392,000.00",100.00,"[""2.010712, 102.599584""]",,https://teduh.kpkt.gov.my/project-swasta/10213-51,"(419, '10213-51')"
3,1 0 2 1 3 - 5 1 - T A M A N   D E S A   B I J A Y A,SUBLIME PROJECTS SDN. BHD.,10213,10213/01-2029/1502(R),07 Jan 2024,06 Jan 2029,069537848,sublime_168@hotmail.com,-,"10213-51,",SIAP DENGAN: CCC PENUH,10213-51/12-2022/0884(P),31 Dec 2020,30 Dec 2022,"RM 389,000.00",114mps - 127mps,RUMAH SESEBUAH,1,0,0,127,2,0,"455,000.00","460,000.00",100.00,"[""2.010712, 102.599584""]",,https://teduh.kpkt.gov.my/project-swasta/10213-51,"(419, '10213-51')"
4,1 0 2 1 3 - 5 2 - T A M A N   S E R I   T E M E N G G O N G,SUBLIME PROJECTS SDN. BHD.,10213,10213/01-2029/1502(R),07 Jan 2024,06 Jan 2029,069537848,sublime_168@hotmail.com,-,"10213-52,",SIAP DENGAN: CCC PENUH,10213-52/12-2022/0900(P),30 Dec 2020,29 Dec 2022,"RM 390,000.00",94mps,RUMAH BERKEMBAR,1,0,0,94,12,7,"390,000.00","470,000.00",100.00,"[""2.033243, 102.584945""]",,https://teduh.kpkt.gov.my/project-swasta/10213-52,"(435, '10213-52')"
5,1 0 5 8 9 - 1 - T A M A N   K O P E R A S I   N E L A Y A N,OPHIR HEIGHTS SDN. BHD.,10589,10589/03-2026/0452(A),03 Mar 2023,02 Mar 2026,092779878,tee@yoltan-biofuels.com,-,"10589-1,",SAKIT,10589-1/03-2024/1024(R)-(L),03 Mar 2023,02 Mar 2024,"RM 40,000.00",67mps - 99mps,RUMAH TERES,1,0,0,98,2,1,"60,000.00","60,000.00",80.00,"[""2.635243, 103.645041""]",,https://teduh.kpkt.gov.my/project-swasta/10589-1,"(434, '10589-1')"
6,1 0 5 8 9 - 1 - T A M A N   K O P E R A S I   N E L A Y A N,OPHIR HEIGHTS SDN. BHD.,10589,10589/03-2026/0452(A),03 Mar 2023,02 Mar 2026,092779878,tee@yoltan-biofuels.com,-,"10589-1,",SAKIT,10589-1/03-2024/1024(R)-(L),03 Mar 2023,02 Mar 2024,"RM 40,000.00",67mps - 99mps,RUMAH TERES,1,0,0,67,8,5,"40,000.00","54,700.00",80.00,"[""2.635243, 103.645041""]",,https://teduh.kpkt.gov.my/project-swasta/10589-1,"(434, '10589-1')"
7,1 0 5 8 9 - 1 - T A M A N   K O P E R A S I   N E L A Y A N,OPHIR HEIGHTS SDN. BHD.,10589,10589/03-2026/0452(A),03 Mar 2023,02 Mar 2026,092779878,tee@yoltan-biofuels.com,-,"10589-1,",SAKIT,10589-1/03-2024/1024(R)-(L),03 Mar 2023,02 Mar 2024,"RM 40,000.00",67mps - 99mps,RUMAH TERES,1,0,0,67,25,18,"40,000.00","55,500.00",80.00,"[""2.635243, 103.645041""]",,https://teduh.kpkt.gov.my/project-swasta/10589-1,"(434, '10589-1')"
8,1 0 5 8 9 - 1 - T A M A N   K O P E R A S I   N E L A Y A N,OPHIR HEIGHTS SDN. BHD.,10589,10589/03-2026/0452(A),03 Mar 2023,02 Mar 2026,092779878,tee@yoltan-biofuels.com,-,"10589-1,",SAKIT,10589-1/03-2024/1024(R)-(L),03 Mar 2023,02 Mar 2024,"RM 40,000.00",67mps - 99mps,RUMAH TERES,1,0,0,98,26,17,"60,000.00","83,400.00",80.00,"[""2.635243, 103.645041""]",,https://teduh.kpkt.gov.my/project-swasta/10589-1,"(434, '10589-1')"
9,1 0 5 8 9 - 1 - T A M A N   K O P E R A S I   N E L A Y A N,OPHIR HEIGHTS SDN. BHD.,10589,10589/03-2026/0452(A),03 Mar 2023,02 Mar 2026,092779878,tee@yoltan-biofuels.com,-,"10589-1,",SAKIT,10589-1/03-2024/1024(R)-(L),03 Mar 2023,02 Mar 2024,"RM 40,000.00",67mps - 99mps,RUMAH TERES,1,0,0,99,15,12,"215,000.00","271,655.00",80.00,"[""2.635243, 103.645041""]",,https://teduh.kpkt.gov.my/project-swasta/10589-1,"(434, '10589-1')"
