,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Jenis Rumah,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Status Projek,Location,Address,Link,Website Location
10,6 5 1 5 - 2 - B U K I T   G I T A   B A Y U,YEE SENG HEIGHTS SDN. BHD.,6515,6515-5/02-2015/01272(L),18 Feb 2014,17 Feb 2015,-,-,www.gitabayu.com,"6515-2,",-,6515-2/2121/2006(09),09 Sep 2005,08 Sep 2006,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/6515-2,"(998, '6515-2')"
11,6 5 1 5 - 3 - P A N G S A P U R I   S R I   S E R D A N G,YEE SENG HEIGHTS SDN. BHD.,6515,6515-5/02-2015/01272(L),18 Feb 2014,17 Feb 2015,-,-,www.gitabayu.com,"6515-3,",-,6515-3/2520/2004(11),14 Nov 2003,13 Nov 2004,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/6515-3,"(999, '6515-3')"
12,6 5 1 6 - 1 5 - G A R D E N   H O M E S   F A S A   4,RB LAND SDN. BHD.,6516,6516/05-2028/0702(R),22 May 2023,21 May 2028,067817000,kpktcentral@ijm.com,-,"6516-15,",SIAP DENGAN: CFO PENUH,6516/2090/2002(01),31 Jan 2001,30 Jan 2002,RM 0.00,0.00mps,RUMAH TERES,2,0,0,0,119,119,0.00,0.00,0.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/6516-15,"(966, '6516-15')"
13,6 5 1 6 - 1 6 - G A R D E N   A V E N U E   F A S A   4,RB LAND SDN. BHD.,6516,6516/05-2028/0702(R),22 May 2023,21 May 2028,067817000,kpktcentral@ijm.com,-,"6516-16,",SIAP DENGAN: CFO PENUH,6516/1595/2002(08),20 Aug 2001,19 Aug 2002,RM 0.00,0.00mps,RUMAH TERES,1,0,0,0,217,217,0.00,0.00,0.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/6516-16,"(967, '6516-16')"
14,6 5 1 6 - 1 7 - G A R D E N   A V E N U E   F A S A   5,RB LAND SDN. BHD.,6516,6516/05-2028/0702(R),22 May 2023,21 May 2028,067817000,kpktcentral@ijm.com,-,"6516-17,",SIAP DENGAN: CFO PENUH,6516/1596/2002(08),20 Aug 2001,19 Aug 2002,"RM 138,800.00",0.00mps,RUMAH TERES,2,0,0,0,103,103,"138,800.00","235,800.00",0.00,-,,,https://teduh.kpkt.gov.my/project-swasta/6516-17,"(968, '6516-17')"
15,6 5 1 6 - 1 7 - G A R D E N   A V E N U E   F A S A   5,RB LAND SDN. BHD.,6516,6516/05-2028/0702(R),22 May 2023,21 May 2028,067817000,kpktcentral@ijm.com,-,"6516-17,",SIAP DENGAN: CFO PENUH,6516/1596/2002(08),20 Aug 2001,19 Aug 2002,"RM 138,800.00",0.00mps,RUMAH TERES,2 1/2,0,0,0,24,24,"163,800.00","163,800.00",0.00,-,,,https://teduh.kpkt.gov.my/project-swasta/6516-17,"(968, '6516-17')"
16,6 5 1 6 - 1 8 - S E R E M B A N   2   -   E M E R A L D   P A R K   F A S A   1,RB LAND SDN. BHD.,6516,6516/05-2028/0702(R),22 May 2023,21 May 2028,067817000,kpktcentral@ijm.com,-,"6516-18,",SIAP DENGAN: CFO PENUH,6516-18/1357/2003(06),19 Jun 2002,18 Jun 2003,"RM 188,800.00",0.00mps,RUMAH TERES,2,0,0,0,91,91,"188,800.00","324,800.00",0.00,-,,,https://teduh.kpkt.gov.my/project-swasta/6516-18,"(969, '6516-18')"
17,6 5 1 6 - 1 8 - S E R E M B A N   2   -   E M E R A L D   P A R K   F A S A   1,RB LAND SDN. BHD.,6516,6516/05-2028/0702(R),22 May 2023,21 May 2028,067817000,kpktcentral@ijm.com,-,"6516-18,",SIAP DENGAN: CFO PENUH,6516-18/1357/2003(06),19 Jun 2002,18 Jun 2003,"RM 188,800.00",0.00mps,RUMAH TERES,2,0,0,0,9,9,"188,800.00","324,800.00",0.00,-,,,https://teduh.kpkt.gov.my/project-swasta/6516-18,"(969, '6516-18')"
18,6 5 1 6 - 1 9 - P A R K   A V E N U E   F A S A   1 A,RB LAND SDN. BHD.,6516,6516/05-2028/0702(R),22 May 2023,21 May 2028,067817000,kpktcentral@ijm.com,-,"6516-19,",SIAP DENGAN: CFO PENUH,6516-19/2323/2003(10),24 Oct 2002,23 Oct 2003,"RM 165,800.00",0.00mps,RUMAH TERES,2,0,0,0,96,96,"165,800.00","225,800.00",0.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/6516-19,"(970, '6516-19')"
19,"6 5 1 6 - 2 0 - P A R K   A V E N U E   F A S A   1 B ,   S E R E M B A N   2 .",RB LAND SDN. BHD.,6516,6516/05-2028/0702(R),22 May 2023,21 May 2028,067817000,kpktcentral@ijm.com,-,"6516-20,",SIAP DENGAN: CFO PENUH,6516-20/2787/2004(01),08 Jan 2003,07 Jan 2004,"RM 138,510.00",0.00mps,RUMAH TERES,2.5,0,0,0,12,12,"167,960.00","192,800.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/6516-20,"(971, '6516-20')"
20,"6 5 1 6 - 2 0 - P A R K   A V E N U E   F A S A   1 B ,   S E R E M B A N   2 .",RB LAND SDN. BHD.,6516,6516/05-2028/0702(R),22 May 2023,21 May 2028,067817000,kpktcentral@ijm.com,-,"6516-20,",SIAP DENGAN: CFO PENUH,6516-20/2787/2004(01),08 Jan 2003,07 Jan 2004,"RM 138,510.00",0.00mps,RUMAH TERES,2,0,0,0,95,95,"138,510.00","245,800.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/6516-20,"(971, '6516-20')"
21,6 5 1 6 - 2 1 - P A R K   A V E N U E   F A S A   1 C,RB LAND SDN. BHD.,6516,6516/05-2028/0702(R),22 May 2023,21 May 2028,067817000,kpktcentral@ijm.com,-,"6516-21,",SIAP DENGAN: CFO PENUH,6516-21/182/2005(02),06 Feb 2004,05 Feb 2005,"RM 144,210.00",0.00mps,RUMAH TERES,2,0,0,0,109,109,"144,210.00","265,800.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/6516-21,"(972, '6516-21')"
22,6 5 1 6 - 2 1 - P A R K   A V E N U E   F A S A   1 C,RB LAND SDN. BHD.,6516,6516/05-2028/0702(R),22 May 2023,21 May 2028,067817000,kpktcentral@ijm.com,-,"6516-21,",SIAP DENGAN: CFO PENUH,6516-21/182/2005(02),06 Feb 2004,05 Feb 2005,"RM 144,210.00",0.00mps,RUMAH TERES,2.5,0,0,0,20,20,"171,760.00","187,760.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/6516-21,"(972, '6516-21')"
23,6 5 1 6 - 2 2 - E M E R A L D   P A R K   F A S A   2,RB LAND SDN. BHD.,6516,6516/05-2028/0702(R),22 May 2023,21 May 2028,067817000,kpktcentral@ijm.com,-,"6516-22,",SIAP DENGAN: CFO PENUH,6516-22/912/2004(05),24 May 2003,23 May 2004,RM 0.00,0.00mps,RUMAH TERES,2,0,0,0,109,109,0.00,0.00,0.00,-,,,https://teduh.kpkt.gov.my/project-swasta/6516-22,"(973, '6516-22')"
24,6 5 1 6 - 2 3 - G A R D E N   A V E N U E -   F A S A   3,RB LAND SDN. BHD.,6516,6516/05-2028/0702(R),22 May 2023,21 May 2028,067817000,kpktcentral@ijm.com,-,"6516-23,",-,6516-23/913/2004(06),25 Jun 2003,24 Jun 2004,"RM 36,000.00",0.00mps,RUMAH PANGSA/KONDO,5,0,0,0,498,498,"36,000.00","40,000.00",0.00,BELUM MULA,,,https://teduh.kpkt.gov.my/project-swasta/6516-23,"(974, '6516-23')"
25,6 5 1 6 - 2 3 - G A R D E N   A V E N U E -   F A S A   3,RB LAND SDN. BHD.,6516,6516/05-2028/0702(R),22 May 2023,21 May 2028,067817000,kpktcentral@ijm.com,-,"6516-23,",-,6516-23/913/2004(06),25 Jun 2003,24 Jun 2004,"RM 36,000.00",0.00mps,RUMAH TERES,5,0,0,0,498,498,"36,000.00","40,000.00",0.00,BELUM MULA,,,https://teduh.kpkt.gov.my/project-swasta/6516-23,"(974, '6516-23')"
26,6 5 1 6 - 2 4 - G A R D E N   A V E N U E   -   A P A R T M E N   K O S   R E N D A H,RB LAND SDN. BHD.,6516,6516/05-2028/0702(R),22 May 2023,21 May 2028,067817000,kpktcentral@ijm.com,-,"6516-24,",SIAP DENGAN: CFO PENUH,6516-24/767/2008(06),25 Jun 2007,24 Jun 2008,"RM 36,000.00",0.00mps,RUMAH PANGSA/KONDO,5,0,0,0,120,120,"40,000.00","40,000.00",95.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/6516-24,"(975, '6516-24')"
27,6 5 1 6 - 2 4 - G A R D E N   A V E N U E   -   A P A R T M E N   K O S   R E N D A H,RB LAND SDN. BHD.,6516,6516/05-2028/0702(R),22 May 2023,21 May 2028,067817000,kpktcentral@ijm.com,-,"6516-24,",SIAP DENGAN: CFO PENUH,6516-24/767/2008(06),25 Jun 2007,24 Jun 2008,"RM 36,000.00",0.00mps,RUMAH PANGSA/KONDO,5,0,0,0,498,498,"36,000.00","40,000.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/6516-24,"(975, '6516-24')"
28,6 5 1 6 - 2 4 - G A R D E N   A V E N U E   -   A P A R T M E N   K O S   R E N D A H,RB LAND SDN. BHD.,6516,6516/05-2028/0702(R),22 May 2023,21 May 2028,067817000,kpktcentral@ijm.com,-,"6516-24,",SIAP DENGAN: CFO PENUH,6516-24/767/2008(06),25 Jun 2007,24 Jun 2008,"RM 36,000.00",0.00mps,RUMAH PANGSA/KONDO,5,0,0,0,60,60,"36,000.00","40,000.00",95.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/6516-24,"(975, '6516-24')"
29,"6 5 1 6 - 2 5 - P A R K   A V E N U E   F A S A   2 ,   S E R E M B A N   2 .",RB LAND SDN. BHD.,6516,6516/05-2028/0702(R),22 May 2023,21 May 2028,067817000,kpktcentral@ijm.com,-,"6516-25,",SIAP DENGAN: CFO PENUH,6516-25/1932/2005(06),07 Oct 2004,24 Jun 2005,"RM 174,610.00",0.00mps,RUMAH BERKEMBAR,2,0,0,0,124,124,"209,760.00","348,460.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/6516-25,"(976, '6516-25')"
30,"6 5 1 6 - 2 5 - P A R K   A V E N U E   F A S A   2 ,   S E R E M B A N   2 .",RB LAND SDN. BHD.,6516,6516/05-2028/0702(R),22 May 2023,21 May 2028,067817000,kpktcentral@ijm.com,-,"6516-25,",SIAP DENGAN: CFO PENUH,6516-25/1932/2005(06),07 Oct 2004,24 Jun 2005,"RM 174,610.00",0.00mps,RUMAH BERKEMBAR,1,0,0,0,60,60,"174,610.00","255,910.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/6516-25,"(976, '6516-25')"
31,6 5 1 6 - 2 6 - P A R K   A V E N U E,RB LAND SDN. BHD.,6516,6516/05-2028/0702(R),22 May 2023,21 May 2028,067817000,kpktcentral@ijm.com,-,"6516-26,",SIAP DENGAN: CFO PENUH,6516-26/1465/2012(07),11 Jul 2011,10 Jul 2012,"RM 310,800.00",0.00mps,RUMAH SESEBUAH,2,0,0,0,31,0,"402,800.00","527,800.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/6516-26,"(977, '6516-26')"
32,6 5 1 6 - 2 6 - P A R K   A V E N U E,RB LAND SDN. BHD.,6516,6516/05-2028/0702(R),22 May 2023,21 May 2028,067817000,kpktcentral@ijm.com,-,"6516-26,",SIAP DENGAN: CFO PENUH,6516-26/1465/2012(07),11 Jul 2011,10 Jul 2012,"RM 310,800.00",0.00mps,RUMAH SESEBUAH,1,0,0,0,15,6,"399,760.00","561,260.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/6516-26,"(977, '6516-26')"
33,6 5 1 6 - 2 6 - P A R K   A V E N U E,RB LAND SDN. BHD.,6516,6516/05-2028/0702(R),22 May 2023,21 May 2028,067817000,kpktcentral@ijm.com,-,"6516-26,",SIAP DENGAN: CFO PENUH,6516-26/1465/2012(07),11 Jul 2011,10 Jul 2012,"RM 310,800.00",0.00mps,RUMAH SESEBUAH,2,0,0,0,11,0,"402,800.00","527,800.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/6516-26,"(977, '6516-26')"
34,6 5 1 6 - 2 6 - P A R K   A V E N U E,RB LAND SDN. BHD.,6516,6516/05-2028/0702(R),22 May 2023,21 May 2028,067817000,kpktcentral@ijm.com,-,"6516-26,",SIAP DENGAN: CFO PENUH,6516-26/1465/2012(07),11 Jul 2011,10 Jul 2012,"RM 310,800.00",0.00mps,RUMAH SESEBUAH,2,0,0,0,20,0,"489,984.00","617,000.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/6516-26,"(977, '6516-26')"
35,6 5 1 6 - 2 6 - P A R K   A V E N U E,RB LAND SDN. BHD.,6516,6516/05-2028/0702(R),22 May 2023,21 May 2028,067817000,kpktcentral@ijm.com,-,"6516-26,",SIAP DENGAN: CFO PENUH,6516-26/1465/2012(07),11 Jul 2011,10 Jul 2012,"RM 310,800.00",0.00mps,RUMAH SESEBUAH,2,0,0,0,19,0,"402,800.00","527,800.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/6516-26,"(977, '6516-26')"
36,6 5 1 6 - 2 6 - P A R K   A V E N U E,RB LAND SDN. BHD.,6516,6516/05-2028/0702(R),22 May 2023,21 May 2028,067817000,kpktcentral@ijm.com,-,"6516-26,",SIAP DENGAN: CFO PENUH,6516-26/1465/2012(07),11 Jul 2011,10 Jul 2012,"RM 310,800.00",0.00mps,RUMAH SESEBUAH,1,0,0,0,5,0,"310,800.00","559,800.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/6516-26,"(977, '6516-26')"
37,6 5 1 6 - 2 6 - P A R K   A V E N U E,RB LAND SDN. BHD.,6516,6516/05-2028/0702(R),22 May 2023,21 May 2028,067817000,kpktcentral@ijm.com,-,"6516-26,",SIAP DENGAN: CFO PENUH,6516-26/1465/2012(07),11 Jul 2011,10 Jul 2012,"RM 310,800.00",0.00mps,RUMAH SESEBUAH,1,0,0,0,4,0,"310,800.00","559,800.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/6516-26,"(977, '6516-26')"
38,6 5 1 6 - 2 6 - P A R K   A V E N U E,RB LAND SDN. BHD.,6516,6516/05-2028/0702(R),22 May 2023,21 May 2028,067817000,kpktcentral@ijm.com,-,"6516-26,",SIAP DENGAN: CFO PENUH,6516-26/1465/2012(07),11 Jul 2011,10 Jul 2012,"RM 310,800.00",0.00mps,RUMAH SESEBUAH,1,0,0,0,3,0,"310,800.00","559,800.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/6516-26,"(977, '6516-26')"
39,6 5 1 6 - 2 6 - P A R K   A V E N U E,RB LAND SDN. BHD.,6516,6516/05-2028/0702(R),22 May 2023,21 May 2028,067817000,kpktcentral@ijm.com,-,"6516-26,",SIAP DENGAN: CFO PENUH,6516-26/1465/2012(07),11 Jul 2011,10 Jul 2012,"RM 310,800.00",0.00mps,RUMAH SESEBUAH,1,0,0,0,10,0,"310,800.00","559,800.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/6516-26,"(977, '6516-26')"
40,6 5 1 6 - 2 6 - P A R K   A V E N U E,RB LAND SDN. BHD.,6516,6516/05-2028/0702(R),22 May 2023,21 May 2028,067817000,kpktcentral@ijm.com,-,"6516-26,",SIAP DENGAN: CFO PENUH,6516-26/1465/2012(07),11 Jul 2011,10 Jul 2012,"RM 310,800.00",0.00mps,RUMAH SESEBUAH,2,0,0,0,6,0,"402,800.00","527,800.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/6516-26,"(977, '6516-26')"
41,6 5 1 6 - 2 6 - P A R K   A V E N U E,RB LAND SDN. BHD.,6516,6516/05-2028/0702(R),22 May 2023,21 May 2028,067817000,kpktcentral@ijm.com,-,"6516-26,",SIAP DENGAN: CFO PENUH,6516-26/1465/2012(07),11 Jul 2011,10 Jul 2012,"RM 310,800.00",0.00mps,RUMAH SESEBUAH,1,0,0,0,10,0,"399,760.01","561,260.01",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/6516-26,"(977, '6516-26')"
42,6 5 1 6 - 2 6 - P A R K   A V E N U E,RB LAND SDN. BHD.,6516,6516/05-2028/0702(R),22 May 2023,21 May 2028,067817000,kpktcentral@ijm.com,-,"6516-26,",SIAP DENGAN: CFO PENUH,6516-26/1465/2012(07),11 Jul 2011,10 Jul 2012,"RM 310,800.00",0.00mps,RUMAH SESEBUAH,1,0,0,0,7,0,"310,800.00","508,800.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/6516-26,"(977, '6516-26')"
43,6 5 1 6 - 2 6 - P A R K   A V E N U E,RB LAND SDN. BHD.,6516,6516/05-2028/0702(R),22 May 2023,21 May 2028,067817000,kpktcentral@ijm.com,-,"6516-26,",SIAP DENGAN: CFO PENUH,6516-26/1465/2012(07),11 Jul 2011,10 Jul 2012,"RM 310,800.00",0.00mps,RUMAH SESEBUAH,2,0,0,0,10,0,"402,800.00","527,800.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/6516-26,"(977, '6516-26')"
44,6 5 1 6 - 2 7 - S R I   C A R C O S A   B U N G A L O W S,RB LAND SDN. BHD.,6516,6516/05-2028/0702(R),22 May 2023,21 May 2028,067817000,kpktcentral@ijm.com,-,"6516-27,",SIAP DENGAN: CFO PENUH,6516-27/06-2014/0238(P),26 Jun 2013,25 Jun 2014,"RM 527,800.01",0.00mps,RUMAH SESEBUAH,2,0,0,0,7,0,"941,800.05","2,043,800.05",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/6516-27,"(978, '6516-27')"
45,6 5 1 6 - 2 7 - S R I   C A R C O S A   B U N G A L O W S,RB LAND SDN. BHD.,6516,6516/05-2028/0702(R),22 May 2023,21 May 2028,067817000,kpktcentral@ijm.com,-,"6516-27,",SIAP DENGAN: CFO PENUH,6516-27/06-2014/0238(P),26 Jun 2013,25 Jun 2014,"RM 527,800.01",0.00mps,RUMAH SESEBUAH,2,0,0,0,3,0,"527,801.05","1,149,800.05",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/6516-27,"(978, '6516-27')"
46,6 5 1 6 - 2 7 - S R I   C A R C O S A   B U N G A L O W S,RB LAND SDN. BHD.,6516,6516/05-2028/0702(R),22 May 2023,21 May 2028,067817000,kpktcentral@ijm.com,-,"6516-27,",SIAP DENGAN: CFO PENUH,6516-27/06-2014/0238(P),26 Jun 2013,25 Jun 2014,"RM 527,800.01",0.00mps,RUMAH SESEBUAH,2,0,0,0,9,0,"527,800.08","1,149,800.08",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/6516-27,"(978, '6516-27')"
47,6 5 1 6 - 2 7 - S R I   C A R C O S A   B U N G A L O W S,RB LAND SDN. BHD.,6516,6516/05-2028/0702(R),22 May 2023,21 May 2028,067817000,kpktcentral@ijm.com,-,"6516-27,",SIAP DENGAN: CFO PENUH,6516-27/06-2014/0238(P),26 Jun 2013,25 Jun 2014,"RM 527,800.01",0.00mps,RUMAH SESEBUAH,2,0,0,0,12,12,"954,800.01","2,043,800.01",0.00,-,,,https://teduh.kpkt.gov.my/project-swasta/6516-27,"(978, '6516-27')"
48,6 5 1 6 - 2 7 - S R I   C A R C O S A   B U N G A L O W S,RB LAND SDN. BHD.,6516,6516/05-2028/0702(R),22 May 2023,21 May 2028,067817000,kpktcentral@ijm.com,-,"6516-27,",SIAP DENGAN: CFO PENUH,6516-27/06-2014/0238(P),26 Jun 2013,25 Jun 2014,"RM 527,800.01",0.00mps,RUMAH SESEBUAH,2,0,0,0,2,0,"941,800.00","2,043,800.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/6516-27,"(978, '6516-27')"
49,6 5 1 6 - 2 7 - S R I   C A R C O S A   B U N G A L O W S,RB LAND SDN. BHD.,6516,6516/05-2028/0702(R),22 May 2023,21 May 2028,067817000,kpktcentral@ijm.com,-,"6516-27,",SIAP DENGAN: CFO PENUH,6516-27/06-2014/0238(P),26 Jun 2013,25 Jun 2014,"RM 527,800.01",0.00mps,RUMAH SESEBUAH,2,0,0,0,4,0,"941,800.07","2,043,800.07",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/6516-27,"(978, '6516-27')"
50,6 5 1 6 - 2 7 - S R I   C A R C O S A   B U N G A L O W S,RB LAND SDN. BHD.,6516,6516/05-2028/0702(R),22 May 2023,21 May 2028,067817000,kpktcentral@ijm.com,-,"6516-27,",SIAP DENGAN: CFO PENUH,6516-27/06-2014/0238(P),26 Jun 2013,25 Jun 2014,"RM 527,800.01",0.00mps,RUMAH SESEBUAH,2,0,0,0,4,0,"527,800.06","1,149,800.06",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/6516-27,"(978, '6516-27')"
