,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Jenis Rumah,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Status Projek,Location,Address,Link,Website Location
10,5 7 2 3 - 1 - W W W W,BLOSSOM PARK SDN. BHD.,5723,5723/06-2005/643,19 Jun 2000,18 Jun 2005,-,-,-,"5723-1,",-,-,-,-,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/5723-1,"(3196, '5723-1')"
11,5 7 2 3 - 2 - P E R M O H O N A N   I N I   D I B A T A L K A N,BLOSSOM PARK SDN. BHD.,5723,5723/06-2005/643,19 Jun 2000,18 Jun 2005,-,-,-,"5723-2,",-,-,-,-,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/5723-2,"(3197, '5723-2')"
12,5 7 2 3 - 3 - T A M A N   L A Y A N G - L A Y A N G,BLOSSOM PARK SDN. BHD.,5723,5723/06-2005/643,19 Jun 2000,18 Jun 2005,-,-,-,"5723-3,",-,5723/1043/2001(06),19 Jun 2000,18 Jun 2001,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/5723-3,"(3198, '5723-3')"
13,5 7 2 3 - 4 - T A M A N   L A Y A N G - L A Y A N G,BLOSSOM PARK SDN. BHD.,5723,5723/06-2005/643,19 Jun 2000,18 Jun 2005,-,-,-,"5723-4,",-,5723-4/125/2004(01),24 Jan 2003,23 Jan 2004,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/5723-4,"(3199, '5723-4')"
14,5 7 3 3 - 1 - B U K I T   S A U J A N A,ASM DEVELOPMENT (JOHOR) SDN. BHD.,5733,5733/10-1998/647,29 Oct 1993,28 Oct 1998,-,-,-,"5733-1,",-,5733/1207/1998(09),09 Sep 1997,08 Sep 1998,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/5733-1,"(3166, '5733-1')"
15,"5 7 3 4 - 1 - P A L M   S P R I N G S , P O R T   D I C K S O N .",PALM SPRINGS DEVELOPMENT SDN. BHD.,5734,5734-3/02-2011/129,10 Feb 2006,09 Feb 2011,0320936188,shariman@tancoresorts.com,WWW.TANCORESORTS.COM,"5734-1,",-,5734-1/239/2006(01),31 Jan 2005,30 Jan 2006,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/5734-1,"(3167, '5734-1')"
16,5 7 3 4 - 2 - P A L M   S P R I N G S   P O R T   D I C K S O N   ( F A S A   3   ),PALM SPRINGS DEVELOPMENT SDN. BHD.,5734,5734-3/02-2011/129,10 Feb 2006,09 Feb 2011,0320936188,shariman@tancoresorts.com,WWW.TANCORESORTS.COM,"5734-2,",-,-,-,-,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/5734-2,"(3168, '5734-2')"
17,5 7 3 4 - 3 - C A D A N G A N   5   B L O K   P A N G S A P U R I   P E R A N G I N A N,PALM SPRINGS DEVELOPMENT SDN. BHD.,5734,5734-3/02-2011/129,10 Feb 2006,09 Feb 2011,0320936188,shariman@tancoresorts.com,WWW.TANCORESORTS.COM,"5734-3,",BERJALAN LANCAR,5734-3/326/2008(02),20 Feb 2007,19 Feb 2008,"RM 163,191.00",0.00mps,RUMAH PANGSA/KONDO,17,0,0,0,800,800,"163,191.00","347,996.00",0.00,BELUM MULA,,,https://teduh.kpkt.gov.my/project-swasta/5734-3,"(3169, '5734-3')"
18,5 7 3 5 - 1 - K A M P O N G   W A R I S A N,AMBANGAN PURI SDN. BHD.,5735,5735/01-2024/1297(R),27 Jan 2000,26 Jan 2024,0320956868,sharifah@easternandoriental.com,-,"5735-1,",SIAP DENGAN: CCC PENUH,5735/688/1998(06),11 Jun 1997,10 Jun 1998,"RM 193,792.00",0.00mps,RUMAH PANGSA/KONDO,8,0,0,0,167,167,"193,792.00","636,870.00",0.00,SIAP DENGAN: CCC PENUH,,,https://teduh.kpkt.gov.my/project-swasta/5735-1,"(3170, '5735-1')"
19,5 7 3 5 - 2 - K A M P O N G   W A R I S A N   F A S A   I I,AMBANGAN PURI SDN. BHD.,5735,5735/01-2024/1297(R),27 Jan 2000,26 Jan 2024,0320956868,sharifah@easternandoriental.com,-,"5735-2,",SIAP DENGAN: CFO PENUH,5735/888/2000(08),15 Aug 1999,14 Aug 2000,"RM 211,798.00",0.00mps,RUMAH PANGSA/KONDO,8,0,0,0,108,108,"211,798.00","1,130,000.00",0.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/5735-2,"(3171, '5735-2')"
20,5 7 3 6 - 1 - D E S A   C H E N G   P E R D A N A   1,GENTING PROPERTY SDN. BHD.,5736,5736/09-2028/1206(A),30 Sep 2023,29 Sep 2028,076631188,vegent.tan@genting.com,www.gentingproperty.com,"5736-1,",-,5736/1073/1994(10),04 Oct 1993,03 Oct 1994,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/5736-1,"(3172, '5736-1')"
21,5 7 3 6 - 1 0 - P E R M A I P U R A   ' C 3 ',GENTING PROPERTY SDN. BHD.,5736,5736/09-2028/1206(A),30 Sep 2023,29 Sep 2028,076631188,vegent.tan@genting.com,www.gentingproperty.com,"5736-10,",-,5736/1498/2001(08),30 Aug 2000,29 Aug 2001,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/5736-10,"(3181, '5736-10')"
22,5 7 3 6 - 1 1 - P E R M A I P U R A   ' E 3 ',GENTING PROPERTY SDN. BHD.,5736,5736/09-2028/1206(A),30 Sep 2023,29 Sep 2028,076631188,vegent.tan@genting.com,www.gentingproperty.com,"5736-11,",-,5736/1499/2001(08),30 Aug 2000,29 Aug 2001,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/5736-11,"(3182, '5736-11')"
23,5 7 3 6 - 1 2 - P E R M A I P U R A   ' E 4 ',GENTING PROPERTY SDN. BHD.,5736,5736/09-2028/1206(A),30 Sep 2023,29 Sep 2028,076631188,vegent.tan@genting.com,www.gentingproperty.com,"5736-12,",-,5736/1500/2001(08),30 Aug 2000,29 Aug 2001,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/5736-12,"(3183, '5736-12')"
24,5 7 3 6 - 1 3 - P E R M A I P U R A   ' E 5 ',GENTING PROPERTY SDN. BHD.,5736,5736/09-2028/1206(A),30 Sep 2023,29 Sep 2028,076631188,vegent.tan@genting.com,www.gentingproperty.com,"5736-13,",-,5736/1501/2001(08),30 Aug 2000,29 Aug 2001,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/5736-13,"(3184, '5736-13')"
25,5 7 3 6 - 1 4 - P E R M A I P U R A   ' E 6 ',GENTING PROPERTY SDN. BHD.,5736,5736/09-2028/1206(A),30 Sep 2023,29 Sep 2028,076631188,vegent.tan@genting.com,www.gentingproperty.com,"5736-14,",-,5736/1502/2001(08),30 Aug 2000,29 Aug 2001,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/5736-14,"(3185, '5736-14')"
26,5 7 3 6 - 1 5 - P E R M A I P U R A   -   F A S A   C 1,GENTING PROPERTY SDN. BHD.,5736,5736/09-2028/1206(A),30 Sep 2023,29 Sep 2028,076631188,vegent.tan@genting.com,www.gentingproperty.com,"5736-15,",-,5736/331/2001(03),03 Mar 2000,02 Mar 2001,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/5736-15,"(3186, '5736-15')"
27,5 7 3 6 - 1 6 - I N D A H P U R A,GENTING PROPERTY SDN. BHD.,5736,5736/09-2028/1206(A),30 Sep 2023,29 Sep 2028,076631188,vegent.tan@genting.com,www.gentingproperty.com,"5736-16,",SIAP DENGAN: CFO PENUH,5736-16/2532/2010(12),23 Dec 2009,22 Dec 2010,"RM 137,500.00",0.00mps,RUMAH TERES,2,0,0,0,126,126,"198,109.00","367,310.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/5736-16,"(3187, '5736-16')"
28,5 7 3 6 - 1 6 - I N D A H P U R A,GENTING PROPERTY SDN. BHD.,5736,5736/09-2028/1206(A),30 Sep 2023,29 Sep 2028,076631188,vegent.tan@genting.com,www.gentingproperty.com,"5736-16,",SIAP DENGAN: CFO PENUH,5736-16/2532/2010(12),23 Dec 2009,22 Dec 2010,"RM 137,500.00",0.00mps,RUMAH TERES,2,0,0,0,78,78,"158,800.00","244,833.38",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/5736-16,"(3187, '5736-16')"
29,5 7 3 6 - 1 6 - I N D A H P U R A,GENTING PROPERTY SDN. BHD.,5736,5736/09-2028/1206(A),30 Sep 2023,29 Sep 2028,076631188,vegent.tan@genting.com,www.gentingproperty.com,"5736-16,",SIAP DENGAN: CFO PENUH,5736-16/2532/2010(12),23 Dec 2009,22 Dec 2010,"RM 137,500.00",0.00mps,RUMAH TERES,2,0,0,0,79,79,"164,100.00","251,925.56",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/5736-16,"(3187, '5736-16')"
30,5 7 3 6 - 1 6 - I N D A H P U R A,GENTING PROPERTY SDN. BHD.,5736,5736/09-2028/1206(A),30 Sep 2023,29 Sep 2028,076631188,vegent.tan@genting.com,www.gentingproperty.com,"5736-16,",SIAP DENGAN: CFO PENUH,5736-16/2532/2010(12),23 Dec 2009,22 Dec 2010,"RM 137,500.00",0.00mps,RUMAH TERES,2,0,0,0,129,129,"248,800.00","653,456.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/5736-16,"(3187, '5736-16')"
31,5 7 3 6 - 1 6 - I N D A H P U R A,GENTING PROPERTY SDN. BHD.,5736,5736/09-2028/1206(A),30 Sep 2023,29 Sep 2028,076631188,vegent.tan@genting.com,www.gentingproperty.com,"5736-16,",SIAP DENGAN: CFO PENUH,5736-16/2532/2010(12),23 Dec 2009,22 Dec 2010,"RM 137,500.00",0.00mps,RUMAH TERES,2,0,0,0,"1,479","1,479","137,500.00","404,655.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/5736-16,"(3187, '5736-16')"
32,5 7 3 6 - 1 7 - I N D A H P U R A,GENTING PROPERTY SDN. BHD.,5736,5736/09-2028/1206(A),30 Sep 2023,29 Sep 2028,076631188,vegent.tan@genting.com,www.gentingproperty.com,"5736-17,",SIAP DENGAN: CFO PENUH,5736-17/630/2008(04),28 Apr 2007,27 Apr 2008,"RM 25,000.00",0.00mps,RUMAH TERES,2,0,0,0,173,173,"76,990.00","92,462.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/5736-17,"(3188, '5736-17')"
33,5 7 3 6 - 1 7 - I N D A H P U R A,GENTING PROPERTY SDN. BHD.,5736,5736/09-2028/1206(A),30 Sep 2023,29 Sep 2028,076631188,vegent.tan@genting.com,www.gentingproperty.com,"5736-17,",SIAP DENGAN: CFO PENUH,5736-17/630/2008(04),28 Apr 2007,27 Apr 2008,"RM 25,000.00",0.00mps,RUMAH TERES,2,0,0,0,144,144,"79,980.00","91,439.00",100.00,BERJALAN LANCAR,,,https://teduh.kpkt.gov.my/project-swasta/5736-17,"(3188, '5736-17')"
34,5 7 3 6 - 1 7 - I N D A H P U R A,GENTING PROPERTY SDN. BHD.,5736,5736/09-2028/1206(A),30 Sep 2023,29 Sep 2028,076631188,vegent.tan@genting.com,www.gentingproperty.com,"5736-17,",SIAP DENGAN: CFO PENUH,5736-17/630/2008(04),28 Apr 2007,27 Apr 2008,"RM 25,000.00",0.00mps,RUMAH TERES,2,0,0,0,0,0,"76,990.00","90,008.00",0.00,-,,,https://teduh.kpkt.gov.my/project-swasta/5736-17,"(3188, '5736-17')"
35,5 7 3 6 - 1 7 - I N D A H P U R A,GENTING PROPERTY SDN. BHD.,5736,5736/09-2028/1206(A),30 Sep 2023,29 Sep 2028,076631188,vegent.tan@genting.com,www.gentingproperty.com,"5736-17,",SIAP DENGAN: CFO PENUH,5736-17/630/2008(04),28 Apr 2007,27 Apr 2008,"RM 25,000.00",0.00mps,RUMAH TERES,1,0,0,0,375,375,"80,000.00","112,940.00",0.00,-,,,https://teduh.kpkt.gov.my/project-swasta/5736-17,"(3188, '5736-17')"
36,5 7 3 6 - 1 7 - I N D A H P U R A,GENTING PROPERTY SDN. BHD.,5736,5736/09-2028/1206(A),30 Sep 2023,29 Sep 2028,076631188,vegent.tan@genting.com,www.gentingproperty.com,"5736-17,",SIAP DENGAN: CFO PENUH,5736-17/630/2008(04),28 Apr 2007,27 Apr 2008,"RM 25,000.00",0.00mps,RUMAH PANGSA/KONDO,5,0,0,0,"1,040","1,040","25,000.00","25,000.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/5736-17,"(3188, '5736-17')"
37,5 7 3 6 - 1 7 - I N D A H P U R A,GENTING PROPERTY SDN. BHD.,5736,5736/09-2028/1206(A),30 Sep 2023,29 Sep 2028,076631188,vegent.tan@genting.com,www.gentingproperty.com,"5736-17,",SIAP DENGAN: CFO PENUH,5736-17/630/2008(04),28 Apr 2007,27 Apr 2008,"RM 25,000.00",0.00mps,RUMAH TERES,2,0,0,0,193,193,"79,880.00","92,660.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/5736-17,"(3188, '5736-17')"
38,5 7 3 6 - 1 8 - P E R M A I P U R A,GENTING PROPERTY SDN. BHD.,5736,5736/09-2028/1206(A),30 Sep 2023,29 Sep 2028,076631188,vegent.tan@genting.com,www.gentingproperty.com,"5736-18,",-,5736/1503/2001(08),30 Aug 2000,29 Aug 2001,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/5736-18,"(3189, '5736-18')"
39,5 7 3 6 - 1 9 - P E R M A I P U R A,GENTING PROPERTY SDN. BHD.,5736,5736/09-2028/1206(A),30 Sep 2023,29 Sep 2028,076631188,vegent.tan@genting.com,www.gentingproperty.com,"5736-19,",-,5736/1504/2001(08),30 Aug 2000,29 Aug 2001,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/5736-19,"(3190, '5736-19')"
40,5 7 3 6 - 2 - C H E N G   P E R D A N A   1,GENTING PROPERTY SDN. BHD.,5736,5736/09-2028/1206(A),30 Sep 2023,29 Sep 2028,076631188,vegent.tan@genting.com,www.gentingproperty.com,"5736-2,",SIAP DENGAN: CFO PENUH,5736-2/405/2008(02),27 Feb 2007,01 Feb 2008,"RM 109,800.00",0.00mps,RUMAH TERES,2,0,0,0,181,181,"120,000.00","191,636.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/5736-2,"(3173, '5736-2')"
41,5 7 3 6 - 2 - C H E N G   P E R D A N A   1,GENTING PROPERTY SDN. BHD.,5736,5736/09-2028/1206(A),30 Sep 2023,29 Sep 2028,076631188,vegent.tan@genting.com,www.gentingproperty.com,"5736-2,",SIAP DENGAN: CFO PENUH,5736-2/405/2008(02),27 Feb 2007,01 Feb 2008,"RM 109,800.00",0.00mps,RUMAH TERES,1,0,0,0,27,27,"109,800.00","166,225.00",100.00,BERJALAN LANCAR,,,https://teduh.kpkt.gov.my/project-swasta/5736-2,"(3173, '5736-2')"
42,5 7 3 6 - 2 0 - P E R M A I P U R A,GENTING PROPERTY SDN. BHD.,5736,5736/09-2028/1206(A),30 Sep 2023,29 Sep 2028,076631188,vegent.tan@genting.com,www.gentingproperty.com,"5736-20,",-,5736/1505/2001(08),30 Aug 2000,29 Aug 2001,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/5736-20,"(3141, '5736-20')"
43,5 7 3 6 - 2 1 - I N D A H P U R A,GENTING PROPERTY SDN. BHD.,5736,5736/09-2028/1206(A),30 Sep 2023,29 Sep 2028,076631188,vegent.tan@genting.com,www.gentingproperty.com,"5736-21,",-,-,-,-,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/5736-21,"(3142, '5736-21')"
44,5 7 3 6 - 2 2 - I N D A H P U R A,GENTING PROPERTY SDN. BHD.,5736,5736/09-2028/1206(A),30 Sep 2023,29 Sep 2028,076631188,vegent.tan@genting.com,www.gentingproperty.com,"5736-22,",SIAP DENGAN: CFO PENUH,5736-22/1937/2007(10),05 Oct 2006,04 Oct 2007,"RM 110,000.00",0.00mps,RUMAH TERES,1,0,0,0,86,86,"115,000.00","215,730.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/5736-22,"(3143, '5736-22')"
45,5 7 3 6 - 2 2 - I N D A H P U R A,GENTING PROPERTY SDN. BHD.,5736,5736/09-2028/1206(A),30 Sep 2023,29 Sep 2028,076631188,vegent.tan@genting.com,www.gentingproperty.com,"5736-22,",SIAP DENGAN: CFO PENUH,5736-22/1937/2007(10),05 Oct 2006,04 Oct 2007,"RM 110,000.00",0.00mps,RUMAH TERES,1,0,0,0,12,12,"186,778.85","118,980.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/5736-22,"(3143, '5736-22')"
46,5 7 3 6 - 2 2 - I N D A H P U R A,GENTING PROPERTY SDN. BHD.,5736,5736/09-2028/1206(A),30 Sep 2023,29 Sep 2028,076631188,vegent.tan@genting.com,www.gentingproperty.com,"5736-22,",SIAP DENGAN: CFO PENUH,5736-22/1937/2007(10),05 Oct 2006,04 Oct 2007,"RM 110,000.00",0.00mps,RUMAH TERES,1,0,0,0,140,140,"118,275.00","215,800.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/5736-22,"(3143, '5736-22')"
47,5 7 3 6 - 2 2 - I N D A H P U R A,GENTING PROPERTY SDN. BHD.,5736,5736/09-2028/1206(A),30 Sep 2023,29 Sep 2028,076631188,vegent.tan@genting.com,www.gentingproperty.com,"5736-22,",SIAP DENGAN: CFO PENUH,5736-22/1937/2007(10),05 Oct 2006,04 Oct 2007,"RM 110,000.00",0.00mps,RUMAH TERES,1,0,0,0,86,86,"110,000.00","207,520.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/5736-22,"(3143, '5736-22')"
48,5 7 3 6 - 2 2 - I N D A H P U R A,GENTING PROPERTY SDN. BHD.,5736,5736/09-2028/1206(A),30 Sep 2023,29 Sep 2028,076631188,vegent.tan@genting.com,www.gentingproperty.com,"5736-22,",SIAP DENGAN: CFO PENUH,5736-22/1937/2007(10),05 Oct 2006,04 Oct 2007,"RM 110,000.00",0.00mps,RUMAH BERKEMBAR,2,0,0,0,26,26,"291,800.00","435,233.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/5736-22,"(3143, '5736-22')"
49,5 7 3 6 - 2 3 - A S I A T I C   C H E N G   P E R D A N A,GENTING PROPERTY SDN. BHD.,5736,5736/09-2028/1206(A),30 Sep 2023,29 Sep 2028,076631188,vegent.tan@genting.com,www.gentingproperty.com,"5736-23,",SIAP DENGAN: CFO PENUH,5736-23/48/2006(01),07 Jan 2005,06 Jan 2006,"RM 205,000.00",0.00mps,RUMAH TERES,2,0,0,0,79,79,"205,000.00","319,350.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/5736-23,"(3144, '5736-23')"
50,5 7 3 6 - 2 4 - A S I A T I C   C H E N G   P E R D A N A,GENTING PROPERTY SDN. BHD.,5736,5736/09-2028/1206(A),30 Sep 2023,29 Sep 2028,076631188,vegent.tan@genting.com,www.gentingproperty.com,"5736-24,",SIAP DENGAN: CFO PENUH,5736-24/985/2008(03),16 May 2007,30 Mar 2008,"RM 94,300.00",0.00mps,RUMAH TERES,1,0,0,0,71,71,"94,300.00","187,860.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/5736-24,"(3145, '5736-24')"
51,5 7 3 6 - 2 5 - G E N T I N G   I N D A H P U R A,GENTING PROPERTY SDN. BHD.,5736,5736/09-2028/1206(A),30 Sep 2023,29 Sep 2028,076631188,vegent.tan@genting.com,www.gentingproperty.com,"5736-25,",SIAP DENGAN: CFO PENUH,5736-25/1197/2009(06),20 Jun 2008,08 Jun 2009,"RM 136,800.00",0.00mps,RUMAH TERES,1,0,0,0,111,111,"136,800.00","292,168.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/5736-25,"(3146, '5736-25')"
52,5 7 3 6 - 2 5 - G E N T I N G   I N D A H P U R A,GENTING PROPERTY SDN. BHD.,5736,5736/09-2028/1206(A),30 Sep 2023,29 Sep 2028,076631188,vegent.tan@genting.com,www.gentingproperty.com,"5736-25,",SIAP DENGAN: CFO PENUH,5736-25/1197/2009(06),20 Jun 2008,08 Jun 2009,"RM 136,800.00",0.00mps,RUMAH TERES,1,0,0,0,111,111,"138,800.00","381,103.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/5736-25,"(3146, '5736-25')"
