,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Jenis Rumah,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Status Projek,Location,Address,Link,Website Location
0,6 7 6 7 - 4 0 - T A M A N   P U N C A K   S A U J A N A,TPPT SDN. BHD.,6767,6767/08-2025/0804(R),24 Aug 2022,23 Aug 2025,-,-,-,"6767-40,",SIAP DENGAN: CCC PENUH,6767-40/1224/2012(06),09 Jun 2011,08 Jun 2012,"RM 342,000.00",0.00mps,RUMAH TERES,2,0,0,0,56,56,"342,000.00","443,600.00",100.00,SIAP DENGAN: CCC PENUH,,,https://teduh.kpkt.gov.my/project-swasta/6767-40,"(91, '6767-40')"
1,6 7 6 7 - 4 0 - T A M A N   P U N C A K   S A U J A N A,TPPT SDN. BHD.,6767,6767/08-2025/0804(R),24 Aug 2022,23 Aug 2025,-,-,-,"6767-40,",SIAP DENGAN: CCC PENUH,6767-40/1224/2012(06),09 Jun 2011,08 Jun 2012,"RM 342,000.00",0.00mps,RUMAH TERES,2,0,0,0,57,57,"395,700.00","630,100.00",100.00,SIAP DENGAN: CCC PENUH,,,https://teduh.kpkt.gov.my/project-swasta/6767-40,"(91, '6767-40')"
2,6 7 6 7 - 4 1 - T A M A N   P U N C A K   S A U J A N A,TPPT SDN. BHD.,6767,6767/08-2025/0804(R),24 Aug 2022,23 Aug 2025,-,-,-,"6767-41,",SIAP DENGAN: CCC PENUH,6767-41/2521/2012(11),25 Nov 2011,24 Nov 2012,"RM 414,000.00",0.00mps,RUMAH TERES,2,0,0,0,57,0,"414,000.00","542,400.00",100.00,SIAP DENGAN: CCC PENUH,,,https://teduh.kpkt.gov.my/project-swasta/6767-41,"(92, '6767-41')"
3,6 7 6 7 - 4 2 - T A M A N   P U N C A K   S A U J A N A,TPPT SDN. BHD.,6767,6767/08-2025/0804(R),24 Aug 2022,23 Aug 2025,-,-,-,"6767-42,",SIAP DENGAN: CCC PENUH,6767-42/485/2013(02),02 Mar 2012,01 Mar 2013,"RM 466,000.00",225.85mps,RUMAH TERES,2,0,0,226,44,1,"466,000.00","618,500.00",100.00,SIAP DENGAN: CCC PENUH,,,https://teduh.kpkt.gov.my/project-swasta/6767-42,"(93, '6767-42')"
4,6 7 6 7 - 4 3 - T A M A N   P U N C A K   S A U J A N A,TPPT SDN. BHD.,6767,6767/08-2025/0804(R),24 Aug 2022,23 Aug 2025,-,-,-,"6767-43,",SIAP DENGAN: CCC PENUH,6767-43/11-2015/02396(P),11 Nov 2014,10 Nov 2015,"RM 242,760.00","1,190.00mps",RUMAH BANDAR,4,0,0,"1,190",300,0,"242,760.00","330,040.00",100.00,SIAP DENGAN: CCC PENUH,"[""3.026872, 101.814345""]",,https://teduh.kpkt.gov.my/project-swasta/6767-43,"(94, '6767-43')"
5,6 7 6 7 - 4 4 - T E L U K   K U M B A R   H E I G H T S,TPPT SDN. BHD.,6767,6767/08-2025/0804(R),24 Aug 2022,23 Aug 2025,-,-,-,"6767-44,",SIAP DENGAN: CFO PENUH,6767-44/04-2017/01619(P),05 Apr 2016,04 Apr 2017,"RM 428,300.00",114.27mps,RUMAH PANGSA/KONDO,27,0,0,114,357,65,"428,300.00","559,900.00",100.00,SIAP DENGAN: CFO PENUH,"[""5.289808, 100.249900""]",,https://teduh.kpkt.gov.my/project-swasta/6767-44,"(95, '6767-44')"
6,6 7 6 7 - 4 5 - P U N C A K   S A U J A N A   -   B A Y U   R E S I D E N C E,TPPT SDN. BHD.,6767,6767/08-2025/0804(R),24 Aug 2022,23 Aug 2025,-,-,-,"6767-45,",SIAP DENGAN: CCC PENUH,6767-45/10-2017/02725(P),17 Oct 2016,16 Oct 2017,"RM 150,000.00",69.00mps,RUMAH TERES,1,0,0,69,57,56,"150,000.00","200,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""3.026873, 101.814345""]",,https://teduh.kpkt.gov.my/project-swasta/6767-45,"(96, '6767-45')"
7,6 7 6 7 - 4 6 - T E L U K   K U M B A R   H E I G H T,TPPT SDN. BHD.,6767,6767/08-2025/0804(R),24 Aug 2022,23 Aug 2025,-,-,-,"6767-46,",SIAP DENGAN: CCC PENUH,6767-46/11-2018/02731(P),09 Nov 2017,08 Nov 2018,"RM 42,000.00",650.00mps,RUMAH PANGSA/KONDO,21,0,0,650,240,6,"42,000.00","42,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""5.289808, 100.249900""]",,https://teduh.kpkt.gov.my/project-swasta/6767-46,"(97, '6767-46')"
8,6 7 6 7 - 4 7 - T E L U K   K U M B A R   H E I G H T S,TPPT SDN. BHD.,6767,6767/08-2025/0804(R),24 Aug 2022,23 Aug 2025,-,-,-,"6767-47,",SIAP DENGAN: CCC PENUH,6767-47/03-2021/01771(P),02 Mar 2020,01 Mar 2021,"RM 524,700.00",0.00mps - 103.49mps,RUMAH PANGSA/KONDO,28,0,0,1,137,109,"524,700.00","609,400.00",100.00,SIAP DENGAN: CCC PENUH,"[""5.289161, 100.249477""]",,https://teduh.kpkt.gov.my/project-swasta/6767-47,"(98, '6767-47')"
9,6 7 6 7 - 4 7 - T E L U K   K U M B A R   H E I G H T S,TPPT SDN. BHD.,6767,6767/08-2025/0804(R),24 Aug 2022,23 Aug 2025,-,-,-,"6767-47,",SIAP DENGAN: CCC PENUH,6767-47/03-2021/01771(P),02 Mar 2020,01 Mar 2021,"RM 524,700.00",0.00mps - 103.49mps,RUMAH PANGSA/KONDO,28,0,0,0,137,137,"524,700.00","598,400.00",100.00,SIAP DENGAN: CCC PENUH,"[""5.289161, 100.249477""]",,https://teduh.kpkt.gov.my/project-swasta/6767-47,"(98, '6767-47')"
10,6 7 6 7 - 4 7 - T E L U K   K U M B A R   H E I G H T S,TPPT SDN. BHD.,6767,6767/08-2025/0804(R),24 Aug 2022,23 Aug 2025,-,-,-,"6767-47,",SIAP DENGAN: CCC PENUH,6767-47/03-2021/01771(P),02 Mar 2020,01 Mar 2021,"RM 524,700.00",0.00mps - 103.49mps,RUMAH PANGSA/KONDO,28,0,0,103,137,125,"524,700.00","598,400.00",100.00,SIAP DENGAN: CCC PENUH,"[""5.289161, 100.249477""]",,https://teduh.kpkt.gov.my/project-swasta/6767-47,"(98, '6767-47')"
11,6 7 6 7 - 4 8 - T E L U K   K U M B A R   H E I G H T S,TPPT SDN. BHD.,6767,6767/08-2025/0804(R),24 Aug 2022,23 Aug 2025,-,-,-,"6767-48,",SIAP DENGAN: CCC PENUH,6767-48/08-2022/02676(P),24 Aug 2021,23 Aug 2022,"RM 72,500.00",69.68mps,RUMAH PANGSA/KONDO,20,0,0,70,240,2,"72,500.00","72,500.00",100.00,SIAP DENGAN: CCC PENUH,"[""5.289808, 100.249900""]",,https://teduh.kpkt.gov.my/project-swasta/6767-48,"(99, '6767-48')"
12,6 7 8 3 - 1 - P T   6 4 9   M U K I M   T A N J O N G   D U A B E L A S,SYARIKAT MAHATANI SDN. BHD.,6783,6783/09-2026/1158(A),11 Sep 2019,10 Sep 2026,0331874869,syrktmahatanisb@yahoo.com,-,"6783-1,",-,6783/552/1998(05),15 May 1997,14 May 1998,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/6783-1,"(66, '6783-1')"
13,6 7 8 3 - 2 - T A M A N   M A N G G I S   J A Y A,SYARIKAT MAHATANI SDN. BHD.,6783,6783/09-2026/1158(A),11 Sep 2019,10 Sep 2026,0331874869,syrktmahatanisb@yahoo.com,-,"6783-2,",-,6783/677/2001(05),04 May 2000,03 May 2001,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/6783-2,"(67, '6783-2')"
14,6 7 8 3 - 3 - T A M A N   C E M P A K A,SYARIKAT MAHATANI SDN. BHD.,6783,6783/09-2026/1158(A),11 Sep 2019,10 Sep 2026,0331874869,syrktmahatanisb@yahoo.com,-,"6783-3,",-,6783-3/1704/2004(08),07 Aug 2003,06 Aug 2004,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/6783-3,"(68, '6783-3')"
15,6 7 8 3 - 4 - T A M A N   M A N G G I S   J A Y A   ( L O T   7 0 0 0 ),SYARIKAT MAHATANI SDN. BHD.,6783,6783/09-2026/1158(A),11 Sep 2019,10 Sep 2026,0331874869,syrktmahatanisb@yahoo.com,-,"6783-4,",SIAP DENGAN: CFO PENUH,6783-4/280/2006(02),05 Feb 2005,04 Feb 2006,"RM 168,000.00",0.00mps,RUMAH TERES,2,0,0,0,24,24,"168,000.00","227,000.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/6783-4,"(69, '6783-4')"
