,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Jenis Rumah,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Status Projek,Location,Address,Link,Website Location
0,6 4 3 7 - 5 - T A M A N   S E R I   E M A S   F A S A   2,NPL DEVELOPMENT SDN. BHD.,6437,6437/12-2025/0112(R),07 Dec 2022,06 Dec 2025,6058077168,npltaiping@gmail.com,http://loftsaujana.com.my/,"6437-5,",SIAP DENGAN: CFO PENUH,6437-5/1314/2012(07),11 Jul 2011,10 Jul 2012,"RM 119,800.00",0.00mps,RUMAH BERKEMBAR,1,0,0,0,14,14,"168,800.00","188,800.00",95.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/6437-5,"(1191, '6437-5')"
1,6 4 3 7 - 5 - T A M A N   S E R I   E M A S   F A S A   2,NPL DEVELOPMENT SDN. BHD.,6437,6437/12-2025/0112(R),07 Dec 2022,06 Dec 2025,6058077168,npltaiping@gmail.com,http://loftsaujana.com.my/,"6437-5,",SIAP DENGAN: CFO PENUH,6437-5/1314/2012(07),11 Jul 2011,10 Jul 2012,"RM 119,800.00",0.00mps,RUMAH TERES,1,0,0,0,29,29,"119,800.00","149,075.00",95.00,SIAP DENGAN: CCC PENUH,,,https://teduh.kpkt.gov.my/project-swasta/6437-5,"(1191, '6437-5')"
2,6 4 3 7 - 6 - L O F T   S A U J A N A,NPL DEVELOPMENT SDN. BHD.,6437,6437/12-2025/0112(R),07 Dec 2022,06 Dec 2025,6058077168,npltaiping@gmail.com,http://loftsaujana.com.my/,"6437-6,",LEWAT (DALAM PERHATIAN JABATAN),6437-6/12-2024/1625(R)-(S),07 Dec 2023,06 Dec 2024,"RM 198,000.00",0.00mps - 105.73mps,RUMAH PANGSA/KONDO,10,"2, 3","2, 3",0 - 106,136,18,"198,000.00","548,300.00",53.90,LEWAT (DALAM PERHATIAN JABATAN),"[""4.871861, 100.728174""]",,https://teduh.kpkt.gov.my/project-swasta/6437-6,"(1192, '6437-6')"
3,6 4 3 8 - 1 - T A M A N   S E R I   K E R A Y O N G   F A S A   2,SUMBER KENCANA SDN. BHD,6438,6438/12-2001/176,09 Dec 1998,08 Dec 2001,-,-,-,"6438-1,",-,6438/288/2001(02),23 Feb 2000,22 Feb 2001,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/6438-1,"(1193, '6438-1')"
4,6 4 4 1 - 1 - K O N D O M I N I U M   S R I   P L E N T O N G,TAIPAN EAGLE SDN. BHD.,6441,6441/01-2001/18,05 Jan 1996,04 Jan 2001,-,-,-,"6441-1,",-,-,-,-,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/6441-1,"(1194, '6441-1')"
5,6 4 4 2 - 1 - T A M A N   B E R T A M   P E R M A I,SERI JASMINE DEVT SDN. BHD.,6442,6442/05-1999/393,30 May 1996,29 May 1999,-,-,-,"6442-1,",-,6442/1213/1998(09),10 Sep 1997,09 Sep 1998,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/6442-1,"(1195, '6442-1')"
6,6 4 4 3 - 1 - K O T A   M A S A I   F A S A   1,ECO TROPICS DEVELOPMENT SDN. BHD.,6443,6443/06-2027/0346(A),13 Apr 2022,04 Jun 2027,072522255,aizek.teh@ecoworld.my,-,"6443-1,",-,6443/1299/1998(09),24 Sep 1997,23 Sep 1998,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/6443-1,"(1196, '6443-1')"
7,6 4 4 3 - 2 - K O T A   M A S A I   F A S A   I I,ECO TROPICS DEVELOPMENT SDN. BHD.,6443,6443/06-2027/0346(A),13 Apr 2022,04 Jun 2027,072522255,aizek.teh@ecoworld.my,-,"6443-2,",-,6443/1300/1998(09),24 Sep 1997,23 Sep 1998,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/6443-2,"(1197, '6443-2')"
8,6 4 4 3 - 2 1 - E K O T R O P I K A   4,ECO TROPICS DEVELOPMENT SDN. BHD.,6443,6443/06-2027/0346(A),13 Apr 2022,04 Jun 2027,072522255,aizek.teh@ecoworld.my,-,"6443-21,",BERJALAN LANCAR,6443-21/03-2026/0346(N)-(S),28 Mar 2023,27 Mar 2026,"RM 743,580.00",0.00mps,RUMAH TERES,2,4,"3, 4",0,50,21,"743,580.00","1,105,200.00",11.00,BERJALAN LANCAR,"[""1.499468, 103.938070""]",,https://teduh.kpkt.gov.my/project-swasta/6443-21,"(1166, '6443-21')"
9,6 4 4 3 - 2 2 - E K O T R O P I K A   4,ECO TROPICS DEVELOPMENT SDN. BHD.,6443,6443/06-2027/0346(A),13 Apr 2022,04 Jun 2027,072522255,aizek.teh@ecoworld.my,-,"6443-22,",BERJALAN LANCAR,6443-22/04-2026/0482(N)-(S),20 Apr 2023,19 Apr 2026,"RM 879,240.00",0.00mps,RUMAH TERES,2,4,3,0,48,25,"879,240.00","1,222,800.00",8.44,BERJALAN LANCAR,"[""1.500390, 103.938077""]",,https://teduh.kpkt.gov.my/project-swasta/6443-22,"(1167, '6443-22')"
