,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Jenis Rumah,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Status Projek,Location,Address,Link,Website Location
11,5 8 8 7 - 6 - B A N D A R   C E M E R L A N G,CRESCENDO DEVELOPMENT SDN. BHD.,5887,5887/10-2028/1303(A),21 Oct 2023,20 Oct 2028,-,-,-,"5887-6,",SIAP DENGAN: CCC PENUH,5887-6/10-2017/0893(P),23 Oct 2015,22 Oct 2017,"RM 558,000.00",233.19mps - 301.47mps,RUMAH KLUSTER,2,0,0,233,72,9,"648,000.00","714,080.00",100.00,SIAP DENGAN: CCC PENUH,"[""1.623411, 103.816292""]",,https://teduh.kpkt.gov.my/project-swasta/5887-6,"(2792, '5887-6')"
12,5 8 8 7 - 6 - B A N D A R   C E M E R L A N G,CRESCENDO DEVELOPMENT SDN. BHD.,5887,5887/10-2028/1303(A),21 Oct 2023,20 Oct 2028,-,-,-,"5887-6,",SIAP DENGAN: CCC PENUH,5887-6/10-2017/0893(P),23 Oct 2015,22 Oct 2017,"RM 558,000.00",233.19mps - 301.47mps,RUMAH KLUSTER,2,0,0,233,42,10,"648,000.00","686,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""1.623411, 103.816292""]",,https://teduh.kpkt.gov.my/project-swasta/5887-6,"(2792, '5887-6')"
13,5 8 8 7 - 6 - B A N D A R   C E M E R L A N G,CRESCENDO DEVELOPMENT SDN. BHD.,5887,5887/10-2028/1303(A),21 Oct 2023,20 Oct 2028,-,-,-,"5887-6,",SIAP DENGAN: CCC PENUH,5887-6/10-2017/0893(P),23 Oct 2015,22 Oct 2017,"RM 558,000.00",233.19mps - 301.47mps,RUMAH TERES,2,0,0,243,29,11,"558,000.00","568,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""1.623411, 103.816292""]",,https://teduh.kpkt.gov.my/project-swasta/5887-6,"(2792, '5887-6')"
14,5 8 8 7 - 6 - B A N D A R   C E M E R L A N G,CRESCENDO DEVELOPMENT SDN. BHD.,5887,5887/10-2028/1303(A),21 Oct 2023,20 Oct 2028,-,-,-,"5887-6,",SIAP DENGAN: CCC PENUH,5887-6/10-2017/0893(P),23 Oct 2015,22 Oct 2017,"RM 558,000.00",233.19mps - 301.47mps,RUMAH BERKEMBAR,2,0,0,250,4,0,"682,800.00","726,040.00",100.00,SIAP DENGAN: CCC PENUH,"[""1.623411, 103.816292""]",,https://teduh.kpkt.gov.my/project-swasta/5887-6,"(2792, '5887-6')"
15,5 8 8 7 - 6 - B A N D A R   C E M E R L A N G,CRESCENDO DEVELOPMENT SDN. BHD.,5887,5887/10-2028/1303(A),21 Oct 2023,20 Oct 2028,-,-,-,"5887-6,",SIAP DENGAN: CCC PENUH,5887-6/10-2017/0893(P),23 Oct 2015,22 Oct 2017,"RM 558,000.00",233.19mps - 301.47mps,RUMAH KLUSTER,3,0,0,301,14,1,"698,000.00","745,080.00",100.00,SIAP DENGAN: CCC PENUH,"[""1.623411, 103.816292""]",,https://teduh.kpkt.gov.my/project-swasta/5887-6,"(2792, '5887-6')"
16,5 8 8 7 - 6 - B A N D A R   C E M E R L A N G,CRESCENDO DEVELOPMENT SDN. BHD.,5887,5887/10-2028/1303(A),21 Oct 2023,20 Oct 2028,-,-,-,"5887-6,",SIAP DENGAN: CCC PENUH,5887-6/10-2017/0893(P),23 Oct 2015,22 Oct 2017,"RM 558,000.00",233.19mps - 301.47mps,RUMAH BERKEMBAR,2,0,0,250,18,3,"670,000.00","706,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""1.623411, 103.816292""]",,https://teduh.kpkt.gov.my/project-swasta/5887-6,"(2792, '5887-6')"
17,5 8 8 7 - 7 - B A N D A R   C E M E R L A N G,CRESCENDO DEVELOPMENT SDN. BHD.,5887,5887/10-2028/1303(A),21 Oct 2023,20 Oct 2028,-,-,-,"5887-7,",SIAP DENGAN: CCC PENUH,5887-7/02-2019/01459(P),22 Feb 2018,21 Feb 2019,"RM 588,000.00",233.19mps - 305.09mps,RUMAH KLUSTER,2,0,0,233,46,3,"678,000.00","748,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""1.623441, 103.816292""]",,https://teduh.kpkt.gov.my/project-swasta/5887-7,"(2793, '5887-7')"
18,5 8 8 7 - 7 - B A N D A R   C E M E R L A N G,CRESCENDO DEVELOPMENT SDN. BHD.,5887,5887/10-2028/1303(A),21 Oct 2023,20 Oct 2028,-,-,-,"5887-7,",SIAP DENGAN: CCC PENUH,5887-7/02-2019/01459(P),22 Feb 2018,21 Feb 2019,"RM 588,000.00",233.19mps - 305.09mps,RUMAH KLUSTER,3,0,0,305,18,6,"734,400.00","809,840.00",100.00,SIAP DENGAN: CCC PENUH,"[""1.623441, 103.816292""]",,https://teduh.kpkt.gov.my/project-swasta/5887-7,"(2793, '5887-7')"
19,5 8 8 7 - 7 - B A N D A R   C E M E R L A N G,CRESCENDO DEVELOPMENT SDN. BHD.,5887,5887/10-2028/1303(A),21 Oct 2023,20 Oct 2028,-,-,-,"5887-7,",SIAP DENGAN: CCC PENUH,5887-7/02-2019/01459(P),22 Feb 2018,21 Feb 2019,"RM 588,000.00",233.19mps - 305.09mps,RUMAH TERES,2,0,0,243,28,5,"588,000.00","705,240.00",100.00,SIAP DENGAN: CCC PENUH,"[""1.623441, 103.816292""]",,https://teduh.kpkt.gov.my/project-swasta/5887-7,"(2793, '5887-7')"
20,5 8 8 7 - 7 - B A N D A R   C E M E R L A N G,CRESCENDO DEVELOPMENT SDN. BHD.,5887,5887/10-2028/1303(A),21 Oct 2023,20 Oct 2028,-,-,-,"5887-7,",SIAP DENGAN: CCC PENUH,5887-7/02-2019/01459(P),22 Feb 2018,21 Feb 2019,"RM 588,000.00",233.19mps - 305.09mps,RUMAH BERKEMBAR,2,0,0,250,16,0,"700,000.00","777,200.00",100.00,SIAP DENGAN: CCC PENUH,"[""1.623441, 103.816292""]",,https://teduh.kpkt.gov.my/project-swasta/5887-7,"(2793, '5887-7')"
21,5 8 8 7 - 8 - B A N D A R   C E M E R L A N G,CRESCENDO DEVELOPMENT SDN. BHD.,5887,5887/10-2028/1303(A),21 Oct 2023,20 Oct 2028,-,-,-,"5887-8,",SIAP DENGAN: CCC PENUH,5887-8/12-2019/03150(P),20 Dec 2018,19 Dec 2019,"RM 169,000.00",98.47mps,RUMAH BANDAR,2,0,0,98,204,0,"169,000.00","200,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""1.623411, 103.816292""]",,https://teduh.kpkt.gov.my/project-swasta/5887-8,"(2794, '5887-8')"
22,5 8 8 7 - 9 - B A N D A R   C E M E R L A N G,CRESCENDO DEVELOPMENT SDN. BHD.,5887,5887/10-2028/1303(A),21 Oct 2023,20 Oct 2028,-,-,-,"5887-9,",SIAP DENGAN: CCC PENUH,5887-9/12-2019/03192(P),17 Dec 2018,16 Dec 2019,"RM 169,000.00",98.47mps,RUMAH BANDAR,2,0,0,98,248,0,"169,000.00","200,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""1.623411, 103.816292""]",,https://teduh.kpkt.gov.my/project-swasta/5887-9,"(2795, '5887-9')"
23,5 8 9 1 - 6 - T A M A N   P I N J I   M E W A H   -   F A S A   6,ZARIB KOMPLEX SDN. BHD.,5891,5891-4/09-2004/560,16 Sep 2002,15 Sep 2004,-,-,-,"5891-6,",-,5891-6/587/2003(04),13 Apr 2002,12 Apr 2003,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/5891-6,"(2766, '5891-6')"
24,5 8 9 2 - 1 - M E T R O   L A R K I N,AKG BUILDERS SDN. BHD.,5892,5892/05-1994/354,11 May 1994,10 May 1994,-,-,-,"5892-1,",-,-,-,-,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/5892-1,"(2767, '5892-1')"
25,5 8 9 4 - 1 - T A M A N   S E R I   M E W A H,JOHAN PERTAMA SDN. BHD.,5894,5894-13/02-2013/241,22 Feb 2011,21 Feb 2013,06-2823287,johanpertama@yahoo.com,-,"5894-1,",-,-,-,-,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/5894-1,"(2768, '5894-1')"
26,5 8 9 4 - 1 0 - T A M A N   M E R L I M A U,JOHAN PERTAMA SDN. BHD.,5894,5894-13/02-2013/241,22 Feb 2011,21 Feb 2013,06-2823287,johanpertama@yahoo.com,-,"5894-10,",SIAP DENGAN: CFO PENUH,5894-10/2288/2008(10),26 Oct 2007,25 Oct 2008,"RM 118,300.00",0.00mps,RUMAH SESEBUAH,1,0,0,0,1,1,"300,000.00","300,000.00",95.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/5894-10,"(2777, '5894-10')"
27,5 8 9 4 - 1 0 - T A M A N   M E R L I M A U,JOHAN PERTAMA SDN. BHD.,5894,5894-13/02-2013/241,22 Feb 2011,21 Feb 2013,06-2823287,johanpertama@yahoo.com,-,"5894-10,",SIAP DENGAN: CFO PENUH,5894-10/2288/2008(10),26 Oct 2007,25 Oct 2008,"RM 118,300.00",0.00mps,RUMAH TERES,1,0,0,0,24,24,"118,300.00","180,125.00",95.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/5894-10,"(2777, '5894-10')"
28,5 8 9 4 - 1 1 - T A M A N   T A N J U N G   M I N Y A K   S E T I A,JOHAN PERTAMA SDN. BHD.,5894,5894-13/02-2013/241,22 Feb 2011,21 Feb 2013,06-2823287,johanpertama@yahoo.com,-,"5894-11,",SIAP DENGAN: CFO PENUH,5894-11/931/2009(05),13 May 2008,12 May 2009,"RM 89,100.00",0.00mps,RUMAH TERES,1,0,0,0,57,57,"89,100.00","165,450.00",95.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/5894-11,"(2778, '5894-11')"
29,5 8 9 4 - 1 2 - T A M A N   S E R I   J A T I,JOHAN PERTAMA SDN. BHD.,5894,5894-13/02-2013/241,22 Feb 2011,21 Feb 2013,06-2823287,johanpertama@yahoo.com,-,"5894-12,",SIAP DENGAN: CFO PENUH,5894-12/1639/2008(08),06 Aug 2007,05 Aug 2008,"RM 151,920.00",0.00mps,RUMAH TERES,1,0,0,0,12,12,"151,920.00","216,418.00",95.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/5894-12,"(2779, '5894-12')"
30,5 8 9 4 - 1 2 - T A M A N   S E R I   J A T I,JOHAN PERTAMA SDN. BHD.,5894,5894-13/02-2013/241,22 Feb 2011,21 Feb 2013,06-2823287,johanpertama@yahoo.com,-,"5894-12,",SIAP DENGAN: CFO PENUH,5894-12/1639/2008(08),06 Aug 2007,05 Aug 2008,"RM 151,920.00",0.00mps,RUMAH TERES,1,0,0,0,11,11,"154,188.00","247,477.20",95.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/5894-12,"(2779, '5894-12')"
31,5 8 9 4 - 1 3 - T A M A N   B U K I T   R A M B A I   S E K S Y E N   2,JOHAN PERTAMA SDN. BHD.,5894,5894-13/02-2013/241,22 Feb 2011,21 Feb 2013,06-2823287,johanpertama@yahoo.com,-,"5894-13,",SIAP DENGAN: CCC PENUH,5894-13/395/2012(02),28 Feb 2011,27 Feb 2012,"RM 138,800.00",0.00mps,RUMAH TERES,1,0,0,0,16,16,"148,800.00","233,815.00",95.00,SIAP DENGAN: CCC PENUH,,,https://teduh.kpkt.gov.my/project-swasta/5894-13,"(2780, '5894-13')"
32,5 8 9 4 - 1 3 - T A M A N   B U K I T   R A M B A I   S E K S Y E N   2,JOHAN PERTAMA SDN. BHD.,5894,5894-13/02-2013/241,22 Feb 2011,21 Feb 2013,06-2823287,johanpertama@yahoo.com,-,"5894-13,",SIAP DENGAN: CCC PENUH,5894-13/395/2012(02),28 Feb 2011,27 Feb 2012,"RM 138,800.00",0.00mps,RUMAH TERES,1,0,0,0,49,49,"138,800.00","194,766.00",95.00,SIAP DENGAN: CCC PENUH,,,https://teduh.kpkt.gov.my/project-swasta/5894-13,"(2780, '5894-13')"
33,5 8 9 4 - 1 3 - T A M A N   B U K I T   R A M B A I   S E K S Y E N   2,JOHAN PERTAMA SDN. BHD.,5894,5894-13/02-2013/241,22 Feb 2011,21 Feb 2013,06-2823287,johanpertama@yahoo.com,-,"5894-13,",SIAP DENGAN: CCC PENUH,5894-13/395/2012(02),28 Feb 2011,27 Feb 2012,"RM 138,800.00",0.00mps,RUMAH BERKEMBAR,1,0,0,0,2,2,"337,658.00","338,303.00",95.00,SIAP DENGAN: CCC PENUH,,,https://teduh.kpkt.gov.my/project-swasta/5894-13,"(2780, '5894-13')"
34,5 8 9 4 - 1 3 - T A M A N   B U K I T   R A M B A I   S E K S Y E N   2,JOHAN PERTAMA SDN. BHD.,5894,5894-13/02-2013/241,22 Feb 2011,21 Feb 2013,06-2823287,johanpertama@yahoo.com,-,"5894-13,",SIAP DENGAN: CCC PENUH,5894-13/395/2012(02),28 Feb 2011,27 Feb 2012,"RM 138,800.00",0.00mps,RUMAH TERES,1,0,0,0,32,32,"138,800.00","261,302.00",95.00,SIAP DENGAN: CCC PENUH,,,https://teduh.kpkt.gov.my/project-swasta/5894-13,"(2780, '5894-13')"
35,5 8 9 4 - 2 - T A M A N   B U K I T   R A M B A I   I N D A H,JOHAN PERTAMA SDN. BHD.,5894,5894-13/02-2013/241,22 Feb 2011,21 Feb 2013,06-2823287,johanpertama@yahoo.com,-,"5894-2,",-,5894/379/2001(03),11 Mar 2000,10 Mar 2001,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/5894-2,"(2769, '5894-2')"
36,5 8 9 4 - 3 - T A M A N   B U K I T   R A M B A I,JOHAN PERTAMA SDN. BHD.,5894,5894-13/02-2013/241,22 Feb 2011,21 Feb 2013,06-2823287,johanpertama@yahoo.com,-,"5894-3,",-,5894/450/2002(03),21 Mar 2001,20 Mar 2002,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/5894-3,"(2770, '5894-3')"
37,5 8 9 4 - 4 - T A M A N   P A Y A   R U M P U T   J A Y A,JOHAN PERTAMA SDN. BHD.,5894,5894-13/02-2013/241,22 Feb 2011,21 Feb 2013,06-2823287,johanpertama@yahoo.com,-,"5894-4,",-,5894-4/2151/2003(11),23 Nov 2002,21 Nov 2003,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/5894-4,"(2771, '5894-4')"
38,5 8 9 4 - 5 - T A M A N   S E R I   J A T I,JOHAN PERTAMA SDN. BHD.,5894,5894-13/02-2013/241,22 Feb 2011,21 Feb 2013,06-2823287,johanpertama@yahoo.com,-,"5894-5,",-,5894-5/945/2005(05),07 May 2004,06 May 2005,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/5894-5,"(2772, '5894-5')"
39,5 8 9 4 - 6 - T A M A N   S R I   P U T I H,JOHAN PERTAMA SDN. BHD.,5894,5894-13/02-2013/241,22 Feb 2011,21 Feb 2013,06-2823287,johanpertama@yahoo.com,-,"5894-6,",-,5894-6/1051/2005(07),22 Jul 2004,21 Jul 2005,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/5894-6,"(2773, '5894-6')"
40,5 8 9 4 - 7 - T A M A N   D E S A   D U Y O N G,JOHAN PERTAMA SDN. BHD.,5894,5894-13/02-2013/241,22 Feb 2011,21 Feb 2013,06-2823287,johanpertama@yahoo.com,-,"5894-7,",SIAP DENGAN: CFO PENUH,5894-7/2144/2007(08),13 Oct 2006,11 Aug 2007,"RM 148,800.00",0.00mps,RUMAH TERES,2,0,0,0,11,11,"153,800.00","198,775.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/5894-7,"(2774, '5894-7')"
41,5 8 9 4 - 7 - T A M A N   D E S A   D U Y O N G,JOHAN PERTAMA SDN. BHD.,5894,5894-13/02-2013/241,22 Feb 2011,21 Feb 2013,06-2823287,johanpertama@yahoo.com,-,"5894-7,",SIAP DENGAN: CFO PENUH,5894-7/2144/2007(08),13 Oct 2006,11 Aug 2007,"RM 148,800.00",0.00mps,RUMAH TERES,2,0,0,0,41,41,"148,800.00","194,125.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/5894-7,"(2774, '5894-7')"
42,5 8 9 4 - 8 - T A M A N   B I D A R A   M E K A R,JOHAN PERTAMA SDN. BHD.,5894,5894-13/02-2013/241,22 Feb 2011,21 Feb 2013,06-2823287,johanpertama@yahoo.com,-,"5894-8,",SIAP DENGAN: CFO PENUH,5894-8/2436/2006(10),28 Oct 2005,27 Oct 2006,"RM 95,000.00",0.00mps,RUMAH TERES,1,0,0,0,16,16,"95,000.00","159,960.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/5894-8,"(2775, '5894-8')"
43,5 8 9 4 - 9 - T A M A N   S E R I   T A N J U N G   M I N Y A K,JOHAN PERTAMA SDN. BHD.,5894,5894-13/02-2013/241,22 Feb 2011,21 Feb 2013,06-2823287,johanpertama@yahoo.com,-,"5894-9,",SIAP DENGAN: CFO PENUH,5894-9/1490/2008(07),18 Jul 2007,17 Jul 2008,"RM 125,800.00",0.00mps,RUMAH TERES,1,0,0,0,24,24,"125,800.00","168,520.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/5894-9,"(2776, '5894-9')"
44,5 8 9 6 - 1 - P E R K A M P U N G A N   S U N G A I     I S A P   J A Y A,PEMBINAAN EMAS JAYA SDN. BHD.,5896,5896-1/08-2004/1015,08 Aug 2002,07 Aug 2004,-,-,-,"5896-1,",-,5896-1/1534/2004(08),13 Aug 2003,07 Aug 2004,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/5896-1,"(2781, '5896-1')"
45,5 8 9 7 - 1 - T A M A N   M E G A H   R I A,RINTING HEIGHTS SDN. BHD.,5897,5897/11-2002/1114,08 Nov 1997,07 Nov 2002,07-2232368,-,-,"5897-1,",-,5897/219/1998(02),21 Feb 1997,20 Feb 1998,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/5897-1,"(2782, '5897-1')"
46,5 8 9 7 - 2 - T A M A N   P L E N T O N G   U T A M A,RINTING HEIGHTS SDN. BHD.,5897,5897/11-2002/1114,08 Nov 1997,07 Nov 2002,07-2232368,-,-,"5897-2,",-,5897/714/2002(04),25 Apr 2001,24 Apr 2002,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/5897-2,"(2783, '5897-2')"
47,5 8 9 8 - 0 - T A M A N   A M A N,BUNDAR INTAN SDN. BHD.,5898,5898-6/09-2008/923,10 Sep 2006,09 Sep 2008,0333442366,-,-,"5898-0,",-,-,-,-,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/5898-0,"(2784, '5898-0')"
48,5 8 9 8 - 1 - T A M A N   A M A N .,BUNDAR INTAN SDN. BHD.,5898,5898-6/09-2008/923,10 Sep 2006,09 Sep 2008,0333442366,-,-,"5898-1,",-,5898/319/1995(04),04 Apr 1994,03 Apr 1995,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/5898-1,"(2785, '5898-1')"
49,5 8 9 8 - 2 - T A M A N   A M A N,BUNDAR INTAN SDN. BHD.,5898,5898-6/09-2008/923,10 Sep 2006,09 Sep 2008,0333442366,-,-,"5898-2,",-,-,-,-,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/5898-2,"(2786, '5898-2')"
50,5 8 9 8 - 3 - T A M A N   J A Y A,BUNDAR INTAN SDN. BHD.,5898,5898-6/09-2008/923,10 Sep 2006,09 Sep 2008,0333442366,-,-,"5898-3,",-,5898/337/1997(03),01 Apr 1996,31 Mar 1997,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/5898-3,"(2787, '5898-3')"
51,5 8 9 8 - 4 - T A M A N   J A Y A 2,BUNDAR INTAN SDN. BHD.,5898,5898-6/09-2008/923,10 Sep 2006,09 Sep 2008,0333442366,-,-,"5898-4,",-,5898/1085/1997(09),26 Sep 1996,25 Sep 1997,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/5898-4,"(2788, '5898-4')"
