,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Jenis Rumah,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Location,Address,Link,Website Location
0,1 0 1 9 7 - 6 - T A M A N   K E S I D A N G   S E K S Y E N   3,REGAL HILL PROPERTY (M) SDN. BHD.,10197,10197/01-2026/0737(A),10 Jan 2018,09 Jan 2026,-,-,-,"10197-6,",BERJALAN LANCAR,10197-6/07-2025/0869(N)-(L),28 Jul 2023,27 Jul 2025,"RM 323,000.00",140.00mps - 148.00mps,RUMAH SESEBUAH,1,0,0,147,1,1,"523,000.00","523,000.00",0.00,"[""2.214889, 102.238955""]",,https://teduh.kpkt.gov.my/project-swasta/10197-6,"(382, '10197-6')"
1,1 0 1 9 7 - 6 - T A M A N   K E S I D A N G   S E K S Y E N   3,REGAL HILL PROPERTY (M) SDN. BHD.,10197,10197/01-2026/0737(A),10 Jan 2018,09 Jan 2026,-,-,-,"10197-6,",BERJALAN LANCAR,10197-6/07-2025/0869(N)-(L),28 Jul 2023,27 Jul 2025,"RM 323,000.00",140.00mps - 148.00mps,RUMAH TERES,1,4,2,140 - 148,25,21,"323,000.00","426,000.00",0.00,"[""2.214889, 102.238955""]",,https://teduh.kpkt.gov.my/project-swasta/10197-6,"(382, '10197-6')"
2,1 0 7 4 9 - 2 - T A M A N   M E R D E K A   P E R M A I,ANJAL CABARAN SDN. BHD.,10749,10749/09-2027/1129(R),26 Sep 2022,25 Sep 2027,-,-,-,"10749-2,",SAKIT,10749-2/09-2024/1647(R)-(L),26 Sep 2023,25 Sep 2024,"RM 465,000.00",257.58mps - 278.38mps,RUMAH BERKEMBAR,2,0,0,278,20,12,"689,000.00","843,000.00",97.50,"[""2.246232, 102.242003""]",,https://teduh.kpkt.gov.my/project-swasta/10749-2,"(299, '10749-2')"
3,1 0 7 4 9 - 2 - T A M A N   M E R D E K A   P E R M A I,ANJAL CABARAN SDN. BHD.,10749,10749/09-2027/1129(R),26 Sep 2022,25 Sep 2027,-,-,-,"10749-2,",SAKIT,10749-2/09-2024/1647(R)-(L),26 Sep 2023,25 Sep 2024,"RM 465,000.00",257.58mps - 278.38mps,RUMAH TERES,2,4,3,258,12,10,"465,000.00","564,000.00",97.50,"[""2.246232, 102.242003""]",,https://teduh.kpkt.gov.my/project-swasta/10749-2,"(299, '10749-2')"
4,1 0 9 8 8 - 1 6 - T A M A N   U M B A I   S E T I A,POH & POH REALTY SDN. BHD.,10988,10988/03-2029/0071(R),03 Mar 2024,02 Mar 2029,-,bkdevsb@gmail.com,-,"10988-16,",SIAP DENGAN: CCC PENUH,10988-16/05-2024/0018(N)-(L),13 May 2022,12 May 2024,"RM 237,000.00",111.47mps,RUMAH TERES,1,4,2,111,22,3,"237,000.00","296,900.00",100.00,"[""2.179125, 102.345932""]",,https://teduh.kpkt.gov.my/project-swasta/10988-16,"(385, '10988-16')"
5,1 1 0 3 0 - 4 - I M P R E S S I O N   B R O A D W A Y   S D N .   B H D .,IMPRESSION BROADWAY SDN. BHD.,11030,11030/12-2027/1317(A),24 Dec 2022,23 Dec 2027,-,-,-,"11030-4,",SAKIT,11030-4/12-2023/03640(P),24 Dec 2022,23 Dec 2023,"RM 320,850.00",120.77mps - 160.44mps,RUMAH BERKEMBAR,1,4,2,132 - 140,2,1,"366,850.00","376,000.00",80.00,"[""2.131664, 102.443101""]",,https://teduh.kpkt.gov.my/project-swasta/11030-4,"(295, '11030-4')"
6,1 1 0 3 0 - 4 - I M P R E S S I O N   B R O A D W A Y   S D N .   B H D .,IMPRESSION BROADWAY SDN. BHD.,11030,11030/12-2027/1317(A),24 Dec 2022,23 Dec 2027,-,-,-,"11030-4,",SAKIT,11030-4/12-2023/03640(P),24 Dec 2022,23 Dec 2023,"RM 320,850.00",120.77mps - 160.44mps,RUMAH BERKEMBAR,1,4,2,147,2,0,"396,700.00","426,000.00",80.00,"[""2.131664, 102.443101""]",,https://teduh.kpkt.gov.my/project-swasta/11030-4,"(295, '11030-4')"
7,1 1 0 3 0 - 4 - I M P R E S S I O N   B R O A D W A Y   S D N .   B H D .,IMPRESSION BROADWAY SDN. BHD.,11030,11030/12-2027/1317(A),24 Dec 2022,23 Dec 2027,-,-,-,"11030-4,",SAKIT,11030-4/12-2023/03640(P),24 Dec 2022,23 Dec 2023,"RM 320,850.00",120.77mps - 160.44mps,RUMAH SESEBUAH,1,4,2,160,3,2,"489,900.00","543,200.00",83.33,"[""2.131664, 102.443101""]",,https://teduh.kpkt.gov.my/project-swasta/11030-4,"(295, '11030-4')"
8,1 1 0 3 0 - 4 - I M P R E S S I O N   B R O A D W A Y   S D N .   B H D .,IMPRESSION BROADWAY SDN. BHD.,11030,11030/12-2027/1317(A),24 Dec 2022,23 Dec 2027,-,-,-,"11030-4,",SAKIT,11030-4/12-2023/03640(P),24 Dec 2022,23 Dec 2023,"RM 320,850.00",120.77mps - 160.44mps,RUMAH BERKEMBAR,1,4,2,147,40,9,"376,100.00","451,500.00",84.50,"[""2.131664, 102.443101""]",,https://teduh.kpkt.gov.my/project-swasta/11030-4,"(295, '11030-4')"
9,1 1 0 3 0 - 4 - I M P R E S S I O N   B R O A D W A Y   S D N .   B H D .,IMPRESSION BROADWAY SDN. BHD.,11030,11030/12-2027/1317(A),24 Dec 2022,23 Dec 2027,-,-,-,"11030-4,",SAKIT,11030-4/12-2023/03640(P),24 Dec 2022,23 Dec 2023,"RM 320,850.00",120.77mps - 160.44mps,RUMAH BERKEMBAR,1,4,2,121,2,0,"320,850.00","443,300.00",80.00,"[""2.131664, 102.443101""]",,https://teduh.kpkt.gov.my/project-swasta/11030-4,"(295, '11030-4')"
10,1 1 2 2 7 - 5 - B A N D A R   B A R U   S U N G A I   U D A N G,MINAT KEMUNCAK SDN. BHD.,11227,11227/01-2028/0032(R),19 Jan 2023,18 Jan 2028,-,-,-,"11227-5,",SIAP DENGAN: CCC PENUH,11227-5/01-2024/1191(R)-(L),19 Jan 2023,18 Jan 2024,"RM 227,700.00",92.90mps,RUMAH TERES,1,0,0,93,25,9,"227,700.00","337,000.00",100.00,"[""2.292501, 102.138568""]",,https://teduh.kpkt.gov.my/project-swasta/11227-5,"(316, '11227-5')"
11,1 1 2 2 7 - 5 - B A N D A R   B A R U   S U N G A I   U D A N G,MINAT KEMUNCAK SDN. BHD.,11227,11227/01-2028/0032(R),19 Jan 2023,18 Jan 2028,-,-,-,"11227-5,",SIAP DENGAN: CCC PENUH,11227-5/01-2024/1191(R)-(L),19 Jan 2023,18 Jan 2024,"RM 227,700.00",92.90mps,RUMAH TERES,1,0,0,93,15,15,"257,000.00","342,000.00",100.00,"[""2.292501, 102.138568""]",,https://teduh.kpkt.gov.my/project-swasta/11227-5,"(316, '11227-5')"
12,1 1 4 3 1 - 3 - T A M A N   H A J A H   Y O N   2,PRIMA MAJU DEVELOPMENT SDN. BHD.,11431,11431/01-2024/27(A),08 Jan 2022,07 Jan 2024,065341202,primamaju@gmail.com,-,"11431-3,",SIAP DENGAN: CCC PENUH,11431-3/07-2023/0698(R)-(L),12 Jul 2019,11 Jul 2023,"RM 161,700.00",70.61mps - 85.35mps,RUMAH TERES,1,0,0,85,19,3,"180,000.00","316,600.00",100.00,"[""2.306455, 102.415134""]",,https://teduh.kpkt.gov.my/project-swasta/11431-3,"(265, '11431-3')"
13,1 1 4 3 1 - 3 - T A M A N   H A J A H   Y O N   2,PRIMA MAJU DEVELOPMENT SDN. BHD.,11431,11431/01-2024/27(A),08 Jan 2022,07 Jan 2024,065341202,primamaju@gmail.com,-,"11431-3,",SIAP DENGAN: CCC PENUH,11431-3/07-2023/0698(R)-(L),12 Jul 2019,11 Jul 2023,"RM 161,700.00",70.61mps - 85.35mps,RUMAH TERES,1,0,0,71,61,6,"161,700.00","308,000.00",100.00,"[""2.306455, 102.415134""]",,https://teduh.kpkt.gov.my/project-swasta/11431-3,"(265, '11431-3')"
14,1 1 4 3 1 - 5 - T A M A N   S E M P A N G   B E S T A R I,PRIMA MAJU DEVELOPMENT SDN. BHD.,11431,11431/01-2024/27(A),08 Jan 2022,07 Jan 2024,065341202,primamaju@gmail.com,-,"11431-5,",SIAP DENGAN: CCC PENUH,11431-5/07-2022/0460(P),30 Jul 2020,29 Jul 2022,"RM 231,000.00",93.69mps,RUMAH TERES,1,0,0,94,5,0,"235,280.00","299,000.00",100.00,"[""2.146218, 102.409907""]",,https://teduh.kpkt.gov.my/project-swasta/11431-5,"(288, '11431-5')"
15,1 1 4 3 1 - 5 - T A M A N   S E M P A N G   B E S T A R I,PRIMA MAJU DEVELOPMENT SDN. BHD.,11431,11431/01-2024/27(A),08 Jan 2022,07 Jan 2024,065341202,primamaju@gmail.com,-,"11431-5,",SIAP DENGAN: CCC PENUH,11431-5/07-2022/0460(P),30 Jul 2020,29 Jul 2022,"RM 231,000.00",93.69mps,RUMAH TERES,1,0,0,94,12,0,"231,000.00","314,000.00",100.00,"[""2.146218, 102.409907""]",,https://teduh.kpkt.gov.my/project-swasta/11431-5,"(288, '11431-5')"
16,1 1 7 1 0 - 3 - T A M A N   M A S J I D   T A N A H   P E R D A N A   ( F A S A   2 ),LEGALAND SDN. BHD.,11710,11710/03-2026/0555(A),01 Apr 2023,31 Mar 2026,-,legalands@gmail.com,-,"11710-3,",SIAP DENGAN: CCC PENUH,11710-3/03-2024/0768(A)-(L),01 Apr 2023,31 Mar 2024,"RM 369,000.00",153.00mps - 211.00mps,RUMAH BERKEMBAR,1,4,"2, 3",153,138,41,"369,000.00","559,000.00",100.00,"[""2.351643, 102.118501""]",,https://teduh.kpkt.gov.my/project-swasta/11710-3,"(405, '11710-3')"
17,1 1 7 1 0 - 3 - T A M A N   M A S J I D   T A N A H   P E R D A N A   ( F A S A   2 ),LEGALAND SDN. BHD.,11710,11710/03-2026/0555(A),01 Apr 2023,31 Mar 2026,-,legalands@gmail.com,-,"11710-3,",SIAP DENGAN: CCC PENUH,11710-3/03-2024/0768(A)-(L),01 Apr 2023,31 Mar 2024,"RM 369,000.00",153.00mps - 211.00mps,RUMAH SESEBUAH,1.5,6,3,211,4,1,"633,000.00","896,000.00",100.00,"[""2.351643, 102.118501""]",,https://teduh.kpkt.gov.my/project-swasta/11710-3,"(405, '11710-3')"
18,1 1 9 2 7 - 1 - P A V A N A   R E S I D E N C E,QUANTUM METRO DEVELOPMENT SDN. BHD.,11927,11927/02-2027/0276(A),24 Feb 2022,23 Feb 2027,-,-,-,"11927-1,",SIAP DENGAN: CCC PENUH,11927-1/02-2024/1236(R)-(S),24 Feb 2022,23 Feb 2024,"RM 29,100.00",36.00mps,PANGSAPURI SERVIS,25,0,0,36,636,380,"29,100.00","1,392,000.00",100.00,"[""2.246692, 102.139431""]",,https://teduh.kpkt.gov.my/project-swasta/11927-1,"(433, '11927-1')"
19,1 2 1 3 8 - 6 - T A M A N   K U A L A   R I A,GRANDHOME DEVELOPMENT SDN. BHD.,12138,12138/03-2028/0275(A),04 Mar 2023,03 Mar 2028,-,-,-,"12138-6,",BERJALAN LANCAR,12138-6/05-2025/0540(N)-(L),12 May 2023,11 May 2025,"RM 410,000.00",117.00mps - 126.00mps,RUMAH BERKEMBAR,1,0,0,117,8,8,"450,000.00","529,000.00",20.00,"[""2.364973, 102.039126""]",,https://teduh.kpkt.gov.my/project-swasta/12138-6,"(310, '12138-6')"
20,1 2 1 3 8 - 6 - T A M A N   K U A L A   R I A,GRANDHOME DEVELOPMENT SDN. BHD.,12138,12138/03-2028/0275(A),04 Mar 2023,03 Mar 2028,-,-,-,"12138-6,",BERJALAN LANCAR,12138-6/05-2025/0540(N)-(L),12 May 2023,11 May 2025,"RM 410,000.00",117.00mps - 126.00mps,RUMAH BERKEMBAR,1,4,2,126,18,18,"410,000.00","545,000.00",20.00,"[""2.364973, 102.039126""]",,https://teduh.kpkt.gov.my/project-swasta/12138-6,"(310, '12138-6')"
21,1 2 1 3 8 - 7 - T A M A N   B E R T A M   I M P I A N,GRANDHOME DEVELOPMENT SDN. BHD.,12138,12138/03-2028/0275(A),04 Mar 2023,03 Mar 2028,-,-,-,"12138-7,",BERJALAN LANCAR,12138-7/12-2025/1317(N)-(L),11 Dec 2023,10 Dec 2025,"RM 405,000.00",117.00mps - 153.00mps,RUMAH KLUSTER,1,0,0,117,24,24,"405,000.00","614,000.00",0.00,"[""2.295121, 102.182191""]",,https://teduh.kpkt.gov.my/project-swasta/12138-7,"(422, '12138-7')"
22,1 2 1 3 8 - 7 - T A M A N   B E R T A M   I M P I A N,GRANDHOME DEVELOPMENT SDN. BHD.,12138,12138/03-2028/0275(A),04 Mar 2023,03 Mar 2028,-,-,-,"12138-7,",BERJALAN LANCAR,12138-7/12-2025/1317(N)-(L),11 Dec 2023,10 Dec 2025,"RM 405,000.00",117.00mps - 153.00mps,RUMAH SESEBUAH,1,0,0,153,2,2,"601,000.00","602,000.00",0.00,"[""2.295121, 102.182191""]",,https://teduh.kpkt.gov.my/project-swasta/12138-7,"(422, '12138-7')"
23,1 2 3 0 8 - 6 - C O U N T R Y   V I L L A S   R E S O R T,COUNTRY VILLAS RESORT SDN. BHD.,12308,12308/02-2028/0600(R),27 Feb 2023,26 Feb 2028,-,-,www.countryvillasresort.com.my,"12308-6,",SIAP DENGAN: CCC PENUH,12308-6/02-2024/0995(R)-(L),27 Feb 2023,26 Feb 2024,"RM 856,800.00",340.13mps - 445.03mps,RUMAH SESEBUAH,2,0,0,375,4,0,"1,131,000.00","1,174,000.00",100.00,"[""2.276106, 102.336257""]",,https://teduh.kpkt.gov.my/project-swasta/12308-6,"(332, '12308-6')"
24,1 2 3 0 8 - 6 - C O U N T R Y   V I L L A S   R E S O R T,COUNTRY VILLAS RESORT SDN. BHD.,12308,12308/02-2028/0600(R),27 Feb 2023,26 Feb 2028,-,-,www.countryvillasresort.com.my,"12308-6,",SIAP DENGAN: CCC PENUH,12308-6/02-2024/0995(R)-(L),27 Feb 2023,26 Feb 2024,"RM 856,800.00",340.13mps - 445.03mps,RUMAH BERKEMBAR,2,0,0,345,2,0,"856,800.00","952,000.00",100.00,"[""2.276106, 102.336257""]",,https://teduh.kpkt.gov.my/project-swasta/12308-6,"(332, '12308-6')"
25,1 2 3 0 8 - 6 - C O U N T R Y   V I L L A S   R E S O R T,COUNTRY VILLAS RESORT SDN. BHD.,12308,12308/02-2028/0600(R),27 Feb 2023,26 Feb 2028,-,-,www.countryvillasresort.com.my,"12308-6,",SIAP DENGAN: CCC PENUH,12308-6/02-2024/0995(R)-(L),27 Feb 2023,26 Feb 2024,"RM 856,800.00",340.13mps - 445.03mps,RUMAH SESEBUAH,2,0,0,445,4,0,"1,308,000.00","1,390,000.00",100.00,"[""2.276106, 102.336257""]",,https://teduh.kpkt.gov.my/project-swasta/12308-6,"(332, '12308-6')"
26,1 2 3 0 8 - 6 - C O U N T R Y   V I L L A S   R E S O R T,COUNTRY VILLAS RESORT SDN. BHD.,12308,12308/02-2028/0600(R),27 Feb 2023,26 Feb 2028,-,-,www.countryvillasresort.com.my,"12308-6,",SIAP DENGAN: CCC PENUH,12308-6/02-2024/0995(R)-(L),27 Feb 2023,26 Feb 2024,"RM 856,800.00",340.13mps - 445.03mps,RUMAH BERKEMBAR,2,4,6,340,56,6,"905,000.00","938,000.00",100.00,"[""2.276106, 102.336257""]",,https://teduh.kpkt.gov.my/project-swasta/12308-6,"(332, '12308-6')"
27,1 2 3 0 8 - 7 - C O U N T R Y   V I L L A S   R E S O R T,COUNTRY VILLAS RESORT SDN. BHD.,12308,12308/02-2028/0600(R),27 Feb 2023,26 Feb 2028,-,-,www.countryvillasresort.com.my,"12308-7,",BERJALAN LANCAR,12308-7/06-2025/0658(N)-(L),08 Jun 2023,07 Jun 2025,"RM 645,000.00",235.00mps - 252.00mps,RUMAH TERES,2,0,0,235 - 252,128,97,"645,000.00","809,000.00",20.00,"[""2.269040, 102.335390""]",,https://teduh.kpkt.gov.my/project-swasta/12308-7,"(320, '12308-7')"
28,1 2 3 5 4 - 1 5 - T A M A N   N U R I,LAMAN EXOTIKA SDN. BHD.,12354,12354/02-2029/0086(R),01 Mar 2024,28 Feb 2029,-,rita@spb.my,WWW.SPB.MY,"12354-15,",BERJALAN LANCAR,12354-15/07-2025/0796(N)-(L),10 Jul 2023,09 Jul 2025,"RM 409,888.00",198.79mps,RUMAH TERES,2,0,0,199,77,77,"409,888.00","663,000.00",5.00,"[""2.277800, 102.250500""]",,https://teduh.kpkt.gov.my/project-swasta/12354-15,"(359, '12354-15')"
