,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Jenis Rumah,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Location,Address,Link,Website Location
0,"1 0 6 9 7 - 4 - R E S I D E N S I   L A U R E L ,   B A N G S A R   S E L A T A N",SUNNY UPTOWN SDN. BHD.,10697,10697/12-2028/1464(R),16 Dec 2023,15 Dec 2028,0322459019,ellyana@uoa.com.my,-,"10697-4,",BERJALAN LANCAR,10697-4/12-2024/1774(R)-(S),16 Dec 2023,15 Dec 2024,"RM 450,000.00",0.00mps,PANGSAPURI SUITE,42,0,0,0,630,189,"450,000.00","1,028,300.00",72.52,"[""3.109715, 101.664568""]",,https://teduh.kpkt.gov.my/project-swasta/10697-4,"(793, '10697-4')"
1,"1 0 6 9 7 - 4 - R E S I D E N S I   L A U R E L ,   B A N G S A R   S E L A T A N",SUNNY UPTOWN SDN. BHD.,10697,10697/12-2028/1464(R),16 Dec 2023,15 Dec 2028,0322459019,ellyana@uoa.com.my,-,"10697-4,",BERJALAN LANCAR,10697-4/12-2024/1774(R)-(S),16 Dec 2023,15 Dec 2024,"RM 450,000.00",0.00mps,PANGSAPURI SUITE,42,0,0,0,630,195,"450,000.00","1,028,300.00",72.52,"[""3.109715, 101.664568""]",,https://teduh.kpkt.gov.my/project-swasta/10697-4,"(793, '10697-4')"
2,1 0 7 0 0 - 1 - N O   1 9   Y A P   K W A N   S E N G,KCB TRADING SDN. BHD.,10700,10700/09-2025/1220(R),18 Sep 2021,17 Sep 2025,0320956868,sharifah@easternandoriental.com,-,"10700-1,",PERMIT TELAH DIBATALKAN,-,-,-,"RM 2,500,000.00",0.00mps,RUMAH PANGSA/KONDO,40,0,0,0,80,80,"2,500,000.00","15,000,000.00",0.00,,,https://teduh.kpkt.gov.my/project-swasta/10700-1,"(799, '10700-1')"
3,1 0 7 1 - 4 - A L F A   B A N G S A R,SRI SELTRA SDN. BHD.,1071,1071/09-2026/1152(R),01 Oct 2023,30 Sep 2026,-,-,-,"1071-4,",BERJALAN LANCAR,1071-4/09-2024/1455(A)-(S),01 Oct 2023,30 Sep 2024,"RM 965,000.00",0.00mps,PANGSAPURI SERVIS,24,0,0,0,178,116,"965,000.00","1,852,400.00",67.87,"[""3.126800, 101.675900""]",,https://teduh.kpkt.gov.my/project-swasta/1071-4,"(800, '1071-4')"
4,1 1 2 5 5 - 6 - M E N A R A   V I S T A   P E T A L I I N G,KERJAYA PROPERTY SDN. BHD.,11255,11255/02-2028/0448(A),15 Feb 2023,14 Feb 2028,0362772666,sitirahayu@kpproperty.com.my,-,"11255-6,",SIAP DENGAN: CCC PENUH,11255-6/03-2024/0597(R)-(S),20 Mar 2023,19 Mar 2024,"RM 537,000.00",0.00mps - 76.37mps,PANGSAPURI SERVIS,53,0,0,0 - 76,575,6,"537,000.00","1,576,240.00",100.00,"[""3.075562, 101.660726""]",,https://teduh.kpkt.gov.my/project-swasta/11255-6,"(831, '11255-6')"
5,1 1 2 5 5 - 6 - M E N A R A   V I S T A   P E T A L I I N G,KERJAYA PROPERTY SDN. BHD.,11255,11255/02-2028/0448(A),15 Feb 2023,14 Feb 2028,0362772666,sitirahayu@kpproperty.com.my,-,"11255-6,",SIAP DENGAN: CCC PENUH,11255-6/03-2024/0597(R)-(S),20 Mar 2023,19 Mar 2024,"RM 537,000.00",0.00mps - 76.37mps,PANGSAPURI SERVIS,53,0,0,0 - 76,624,8,"548,000.00","1,593,320.00",100.00,"[""3.075562, 101.660726""]",,https://teduh.kpkt.gov.my/project-swasta/11255-6,"(831, '11255-6')"
6,1 1 8 8 9 - 3 - K L   E C O   C I T Y   S D N   B H D,KL ECO CITY SDN. BHD.,11889,11889/10-2027/0156(R),08 Oct 2022,07 Oct 2027,-,-,-,"11889-3,",BERJALAN LANCAR,11889-3/09-2022/0573(P),02 Sep 2020,01 Sep 2022,"RM 971,734.00",0.00mps,PANGSAPURI SERVIS,41,0,0,0,289,289,"971,734.00","2,504,101.00",0.00,"[""3.116390, 101.672968""]",,https://teduh.kpkt.gov.my/project-swasta/11889-3,"(752, '11889-3')"
7,1 1 8 8 9 - 4 - K L   E C O   C I T Y   S D N   B H D,KL ECO CITY SDN. BHD.,11889,11889/10-2027/0156(R),08 Oct 2022,07 Oct 2027,-,-,-,"11889-4,",BERJALAN LANCAR,11889-4/09-2022/0585(P),03 Sep 2020,02 Sep 2022,"RM 1,025,704.00",0.00mps,PANGSAPURI SERVIS,62,0,0,0,450,450,"1,025,704.00","10,333,056.00",0.00,"[""3.116390, 101.672968""]",,https://teduh.kpkt.gov.my/project-swasta/11889-4,"(753, '11889-4')"
8,1 2 3 3 8 - 1 - 3   T R E E ' S   W A R I S A N   P E L A N G I,GABUNGAN HARTAMAS SDN. BHD.,12338,12338/02-2026/0035(A),07 Feb 2023,06 Feb 2026,0192282236,gabunganhartamassdnbhd@gmail.com,-,"12338-1,",SAKIT,12338-1/02-2025/0018(R)-(L),07 Feb 2024,06 Feb 2025,"RM 625,000.00",139.64mps - 223.05mps,RUMAH TERES,2.5,0,0,140 - 223,44,24,"625,000.00","1,230,460.00",81.82,"[""3.211969, 101.695213""]",,https://teduh.kpkt.gov.my/project-swasta/12338-1,"(787, '12338-1')"
9,1 3 5 0 2 - 1 - S E T A P A K   H E I G H T S   D E V E L O M E N T   S D N .   B H D .,SETAPAK HEIGHTS DEVELOMENT SDN. BHD.,13502,13502-1/05-2017/01855(L),17 May 2016,16 May 2017,-,-,-,"13502-1,",PERMIT TIDAK WUJUD,13502-1/05-2017/01855(P),17 May 2016,16 May 2017,"RM 655,000.00",0.00mps,RUMAH PANGSA/KONDO,30,0,0,0,523,523,"655,000.00","1,299,000.00",0.00,,,https://teduh.kpkt.gov.my/project-swasta/13502-1,"(808, '13502-1')"
10,1 3 5 3 2 - 1 - A L F R A N K O   D E V E L O P M E N T   S D N .   B H D .,ALFRANKO DEVELOPMENT SDN. BHD.,13532,13532/07-2025/0753(A),29 Jul 2022,28 Jul 2025,60362116688,nurulainshermiera@alfranko.com.my,-,"13532-1,",SIAP DENGAN: CCC PENUH,13532-1/07-2023/1784(R)-(S),29 Jul 2022,28 Jul 2023,"RM 1,001,000.00",62.00mps,PANGSAPURI SERVIS,43,0,0,62,395,243,"1,001,000.00","2,809,800.00",100.00,"[""3.160660, 101.739197""]",,https://teduh.kpkt.gov.my/project-swasta/13532-1,"(779, '13532-1')"
11,1 3 6 7 3 - 1 - E K O T I T I W A N G S A,EKOVEST LAND SDN. BHD.,13673,13673/01-2027/0941(A),06 Jan 2022,05 Jan 2027,0340321881,evonne.klbund@gmail.com,-,"13673-1,",PERMIT TELAH DIBATALKAN,13673-1/01-2022/0950(P),06 Jan 2021,05 Jan 2022,"RM 591,986.00",0.00mps,PANGSAPURI SERVIS,36,0,0,0,270,270,"591,986.00","1,499,029.00",28.00,"[""3.184255, 101.701593""]",,https://teduh.kpkt.gov.my/project-swasta/13673-1,"(769, '13673-1')"
12,1 3 6 7 3 - 1 - E K O T I T I W A N G S A,EKOVEST LAND SDN. BHD.,13673,13673/01-2027/0941(A),06 Jan 2022,05 Jan 2027,0340321881,evonne.klbund@gmail.com,-,"13673-1,",PERMIT TELAH DIBATALKAN,13673-1/01-2022/0950(P),06 Jan 2021,05 Jan 2022,"RM 591,986.00",0.00mps,PANGSAPURI SERVIS,40,0,0,0,180,180,"608,684.00","1,725,630.00",28.39,"[""3.184255, 101.701593""]",,https://teduh.kpkt.gov.my/project-swasta/13673-1,"(769, '13673-1')"
13,1 3 6 7 3 - 1 - E K O T I T I W A N G S A,EKOVEST LAND SDN. BHD.,13673,13673/01-2027/0941(A),06 Jan 2022,05 Jan 2027,0340321881,evonne.klbund@gmail.com,-,"13673-1,",PERMIT TELAH DIBATALKAN,13673-1/01-2022/0950(P),06 Jan 2021,05 Jan 2022,"RM 591,986.00",0.00mps,PANGSAPURI SERVIS,50,0,0,0,246,246,"596,986.00","1,568,348.00",23.03,"[""3.184255, 101.701593""]",,https://teduh.kpkt.gov.my/project-swasta/13673-1,"(769, '13673-1')"
