,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Jenis Rumah,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Location,Address,Link,Website Location
0,1 0 1 1 5 - 1 - L O T   3 5 3 0 8,SAGAHARTA SDN. BHD.,10115,10115-2/12-2015/1426,16 Dec 2010,15 Dec 2015,21619261,uoa111@yahoo.com.,www.uoa.com.my,"10115-1,",-,-,-,-,"RM 700,000.00",0.00mps,RUMAH BERKEMBAR,3,0,0,0,6,6,"1,500,000.00","1,500,000.00",0.00,,,https://teduh.kpkt.gov.my/project-swasta/10115-1,"(590, '10115-1')"
1,1 0 1 1 5 - 1 - L O T   3 5 3 0 8,SAGAHARTA SDN. BHD.,10115,10115-2/12-2015/1426,16 Dec 2010,15 Dec 2015,21619261,uoa111@yahoo.com.,www.uoa.com.my,"10115-1,",-,-,-,-,"RM 700,000.00",0.00mps,RUMAH TERES,3,0,0,0,16,16,"700,000.00","1,500,000.00",0.00,,,https://teduh.kpkt.gov.my/project-swasta/10115-1,"(590, '10115-1')"
2,1 0 1 1 5 - 1 - L O T   3 5 3 0 8,SAGAHARTA SDN. BHD.,10115,10115-2/12-2015/1426,16 Dec 2010,15 Dec 2015,21619261,uoa111@yahoo.com.,www.uoa.com.my,"10115-1,",-,-,-,-,"RM 700,000.00",0.00mps,RUMAH TERES,3.5,0,0,0,17,17,"800,000.00","1,500,000.00",0.00,,,https://teduh.kpkt.gov.my/project-swasta/10115-1,"(590, '10115-1')"
3,1 0 1 1 5 - 1 - L O T   3 5 3 0 8,SAGAHARTA SDN. BHD.,10115,10115-2/12-2015/1426,16 Dec 2010,15 Dec 2015,21619261,uoa111@yahoo.com.,www.uoa.com.my,"10115-1,",-,-,-,-,"RM 700,000.00",0.00mps,RUMAH SESEBUAH,3,0,0,0,1,1,"1,800,000.00","1,800,000.00",0.00,,,https://teduh.kpkt.gov.my/project-swasta/10115-1,"(590, '10115-1')"
4,1 0 1 1 5 - 2 - S E T A P A K   G R E E N   R E S I D E N C E S,SAGAHARTA SDN. BHD.,10115,10115-2/12-2015/1426,16 Dec 2010,15 Dec 2015,21619261,uoa111@yahoo.com.,www.uoa.com.my,"10115-2,",SIAP DENGAN: CCC PENUH,10115-2/230/2013(02),03 Feb 2012,02 Feb 2013,"RM 534,800.00",0.00mps,RUMAH PANGSA/KONDO,26,0,0,0,445,445,"534,800.00","996,800.00",95.00,,,https://teduh.kpkt.gov.my/project-swasta/10115-2,"(591, '10115-2')"
5,1 0 1 6 8 - 4 - R E S I D E N S I   M   A S T R A,NOVA CENTURY DEVELOPMENT SDN. BHD.,10168,10168/01-2027/1054(A),10 Jan 2017,09 Jan 2027,0392218888,cy.wong@mahsing.com.my,www.mahsing.com.my,"10168-4,",BERJALAN LANCAR,10168-4/11-2025/0341(N)-(S),17 Nov 2022,16 Nov 2025,"RM 552,960.00",0.00mps,PANGSAPURI SUITE,39,"3, 4",2,0,620,6,"558,960.00","708,960.00",20.00,"[""3.198827, 101.724935""]",,https://teduh.kpkt.gov.my/project-swasta/10168-4,"(634, '10168-4')"
6,1 0 1 6 8 - 4 - R E S I D E N S I   M   A S T R A,NOVA CENTURY DEVELOPMENT SDN. BHD.,10168,10168/01-2027/1054(A),10 Jan 2017,09 Jan 2027,0392218888,cy.wong@mahsing.com.my,www.mahsing.com.my,"10168-4,",BERJALAN LANCAR,10168-4/11-2025/0341(N)-(S),17 Nov 2022,16 Nov 2025,"RM 552,960.00",0.00mps,PANGSAPURI SUITE,39,3,2,0,806,5,"552,960.00","737,760.00",20.00,"[""3.198827, 101.724935""]",,https://teduh.kpkt.gov.my/project-swasta/10168-4,"(634, '10168-4')"
7,1 0 1 9 1 - 1 - A M P E R S A N,AQUA ASPECT SDN. BHD.,10191,10191/11-2026/1321(R),02 Nov 2023,01 Nov 2026,03-79858188,ooics@ijm.com,www.ijmland.com,"10191-1,",SIAP DENGAN: CFO PENUH,10191-1/229/2011(02),24 Feb 2010,23 Feb 2011,RM 0.00,0.00mps,RUMAH PANGSA/KONDO,12,0,0,0,51,51,0.00,"7,294,000.00",0.00,,,https://teduh.kpkt.gov.my/project-swasta/10191-1,"(592, '10191-1')"
8,1 0 1 9 1 - 1 - A M P E R S A N,AQUA ASPECT SDN. BHD.,10191,10191/11-2026/1321(R),02 Nov 2023,01 Nov 2026,03-79858188,ooics@ijm.com,www.ijmland.com,"10191-1,",SIAP DENGAN: CFO PENUH,10191-1/229/2011(02),24 Feb 2010,23 Feb 2011,RM 0.00,0.00mps,RUMAH PANGSA/KONDO,7,0,0,0,10,10,"2,395,710.00","7,474,000.00",0.00,,,https://teduh.kpkt.gov.my/project-swasta/10191-1,"(592, '10191-1')"
9,1 0 1 9 1 - 1 - A M P E R S A N,AQUA ASPECT SDN. BHD.,10191,10191/11-2026/1321(R),02 Nov 2023,01 Nov 2026,03-79858188,ooics@ijm.com,www.ijmland.com,"10191-1,",SIAP DENGAN: CFO PENUH,10191-1/229/2011(02),24 Feb 2010,23 Feb 2011,RM 0.00,0.00mps,RUMAH PANGSA/KONDO,7,0,0,0,10,10,"2,455,560.00","5,000,000.00",0.00,,,https://teduh.kpkt.gov.my/project-swasta/10191-1,"(592, '10191-1')"
10,1 0 2 6 7 - 1 - S R I   A N G K A S A   H O M E S,ORANDO HOLDINGS SDN. BHD.,10267,10267-5/06-2018/01735(L),21 Jun 2017,20 Jun 2018,-,-,-,"10267-1,",SIAP DENGAN: CFO PENUH,10267-1/1702/2009(09),03 Sep 2008,02 Sep 2009,"RM 688,000.00",0.00mps,RUMAH BERKEMBAR,3,0,0,0,16,16,"688,000.00","960,000.00",95.00,,,https://teduh.kpkt.gov.my/project-swasta/10267-1,"(593, '10267-1')"
11,1 0 4 2 7 - 1 - B A Y U   S E G A R,DIAN WARNA SDN. BHD.,10427,10427/07-2025/1401(R),20 Jul 2010,19 Jul 2025,03-79858288,LEECT@IJM.COM,WWW.IJMLAND.COM,"10427-1,",SIAP DENGAN: CFO PENUH,10427-1/1685/2010(07),19 Aug 2009,19 Jul 2010,"RM 1,636,450.00",0.00mps,RUMAH BERKEMBAR,3,0,0,0,96,96,"1,636,450.00","3,144,100.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/10427-1,"(522, '10427-1')"
12,1 0 4 2 7 - 1 - B A Y U   S E G A R,DIAN WARNA SDN. BHD.,10427,10427/07-2025/1401(R),20 Jul 2010,19 Jul 2025,03-79858288,LEECT@IJM.COM,WWW.IJMLAND.COM,"10427-1,",SIAP DENGAN: CFO PENUH,10427-1/1685/2010(07),19 Aug 2009,19 Jul 2010,"RM 1,636,450.00",0.00mps,RUMAH SESEBUAH,3,0,0,0,4,4,"2,680,650.00","3,260,250.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/10427-1,"(522, '10427-1')"
13,1 0 4 8 7 - 1 - B A Y U   S R I   B I N T A N G,TITIAN TEGAS SDN. BHD.,10487,10487/07-2025/1029(R),03 Jul 2020,02 Jul 2025,-,-,-,"10487-1,",SIAP DENGAN: CFO PENUH,10487-1/2172/2010(09),27 Oct 2009,17 Sep 2010,"RM 1,752,600.00",0.00mps,RUMAH SESEBUAH,3,0,0,0,4,4,"2,671,450.00","3,111,900.00",95.00,,,https://teduh.kpkt.gov.my/project-swasta/10487-1,"(594, '10487-1')"
14,1 0 4 8 7 - 1 - B A Y U   S R I   B I N T A N G,TITIAN TEGAS SDN. BHD.,10487,10487/07-2025/1029(R),03 Jul 2020,02 Jul 2025,-,-,-,"10487-1,",SIAP DENGAN: CFO PENUH,10487-1/2172/2010(09),27 Oct 2009,17 Sep 2010,"RM 1,752,600.00",0.00mps,RUMAH BERKEMBAR,3,0,0,0,26,26,"1,752,600.00","2,558,750.00",95.00,,,https://teduh.kpkt.gov.my/project-swasta/10487-1,"(594, '10487-1')"
15,1 0 5 1 7 - 1 - P T 7 5 6 0,PANARENO SDN. BHD.,10517,10517/10-2025/0964(R),26 Oct 2012,25 Oct 2025,03-21622999,panareno@gmail.com,LION.COM.MY,"10517-1,",SIAP DENGAN: CFO PENUH,10517-1/944/2012(05),09 May 2011,08 May 2012,"RM 746,000.00",191.23mps,PANGSAPURI SERVIS,36,0,0,191,159,17,"746,000.00","4,646,000.00",100.00,"[""3.145457, 101.661939""]",,https://teduh.kpkt.gov.my/project-swasta/10517-1,"(595, '10517-1')"
16,1 0 5 1 7 - 1 - P T 7 5 6 0,PANARENO SDN. BHD.,10517,10517/10-2025/0964(R),26 Oct 2012,25 Oct 2025,03-21622999,panareno@gmail.com,LION.COM.MY,"10517-1,",SIAP DENGAN: CFO PENUH,10517-1/944/2012(05),09 May 2011,08 May 2012,"RM 746,000.00",191.23mps,PANGSAPURI SERVIS,36,0,0,191,159,9,"781,000.00","3,346,000.00",100.00,"[""3.145457, 101.661939""]",,https://teduh.kpkt.gov.my/project-swasta/10517-1,"(595, '10517-1')"
17,1 0 5 5 5 - 1 5 - R E S I D E N S I   C O N N A U G H T   1,UEM LAND BERHAD,10555,10555/09-2026/0712(A),21 Sep 2021,20 Sep 2026,0327187788,dev.ctc@uemsunrise.com,www.uemsunrise.com,"10555-15,",BERJALAN LANCAR,10555-15/03-2026/0267(N)-(S),14 Mar 2023,13 Mar 2026,"RM 419,860.00",0.00mps,PANGSAPURI SERVIS,42,"1, 2, 3, 4","1, 2, 3",0,677,300,"419,860.00","1,003,610.00",12.95,"[""3.077220, 101.745037""]",,https://teduh.kpkt.gov.my/project-swasta/10555-15,"(700, '10555-15')"
18,1 0 5 5 5 - 1 5 - R E S I D E N S I   C O N N A U G H T   1,UEM LAND BERHAD,10555,10555/09-2026/0712(A),21 Sep 2021,20 Sep 2026,0327187788,dev.ctc@uemsunrise.com,www.uemsunrise.com,"10555-15,",BERJALAN LANCAR,10555-15/03-2026/0267(N)-(S),14 Mar 2023,13 Mar 2026,"RM 419,860.00",0.00mps,PANGSAPURI SERVIS,43,"2, 3, 4","1, 2, 3",0,657,598,"581,110.00","1,007,360.00",12.97,"[""3.077220, 101.745037""]",,https://teduh.kpkt.gov.my/project-swasta/10555-15,"(700, '10555-15')"
19,1 0 5 6 8 - 2 - S A N T U A R I   P A R K   P A N T A I,GASING MERIDIAN SDN. BHD.,10568,10568/11-2026/1426(R),10 Nov 2023,09 Nov 2026,-,-,-,"10568-2,",SAKIT,10568-2/07-2023/0621(R)-(L),06 Jul 2022,05 Jul 2023,"RM 4,562,000.00",752.32mps - 929.45mps,RUMAH SESEBUAH,3,0,0,752 - 929,7,0,"4,562,000.00","7,167,060.00",97.50,"[""3.089011, 101.665650""]",,https://teduh.kpkt.gov.my/project-swasta/10568-2,"(735, '10568-2')"
20,1 0 5 6 8 - 3 - S A N T U A R I   P A R K   P A N T A I,GASING MERIDIAN SDN. BHD.,10568,10568/11-2026/1426(R),10 Nov 2023,09 Nov 2026,-,-,-,"10568-3,",BERJALAN LANCAR,10568-3/08-2023/0190(R)-(S),19 Aug 2022,18 Aug 2023,"RM 4,066,000.00",0.00mps,RUMAH SESEBUAH,3,6,5,0,5,2,"4,066,000.00","4,357,000.00",97.50,"[""3.088757, 101.665705""]",,https://teduh.kpkt.gov.my/project-swasta/10568-3,"(608, '10568-3')"
21,1 0 5 7 5 - 1 - 1   S E N T U L,SENTUL PERDANA SDN. BHD.,10575,10575/09-2026/1179(R),08 Sep 2023,07 Sep 2026,-,-,-,"10575-1,",SIAP DENGAN: CFO PENUH,10575-1/60/2012(01),12 Jan 2011,10 Jan 2012,"RM 257,800.00",0.00mps,RUMAH PANGSA/KONDO,23,0,0,0,284,284,"257,800.00","903,800.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/10575-1,"(596, '10575-1')"
22,"1 0 6 0 5 - 1 - L O T   1 2 6 ,   S E K S Y E N   8 9 A ,   B A N D A R   K U A L A   L U M P U R",RODEM SDN. BHD.,10605,10605-1/01-2016/01357(L),31 Jan 2015,30 Jan 2016,-,-,-,"10605-1,",SIAP DENGAN: CCC PENUH,10605-1/01-2016/01357(P),31 Jan 2015,30 Jan 2016,"RM 2,102,684.20","4,242.88mps",RUMAH PANGSA/KONDO,5,0,0,"4,243",23,17,"2,102,684.20","8,076,169.05",100.00,"[""3.156474, 101.726552""]",,https://teduh.kpkt.gov.my/project-swasta/10605-1,"(661, '10605-1')"
23,1 0 6 1 5 - 1 - L A M A N   D A M A I S A R I,PURCON (M) SDN.BHD.,10615,10615/02-2029/0103(R),23 Feb 2024,22 Feb 2029,-,-,-,"10615-1,",SIAP DENGAN: CFO PENUH,10615-1/2441/2010(12),04 Dec 2009,03 Dec 2010,"RM 1,999,988.00",0.00mps,RUMAH SESEBUAH,3,0,0,0,2,2,"3,999,988.00","3,999,988.00",95.00,,,https://teduh.kpkt.gov.my/project-swasta/10615-1,"(523, '10615-1')"
24,1 0 6 1 5 - 1 - L A M A N   D A M A I S A R I,PURCON (M) SDN.BHD.,10615,10615/02-2029/0103(R),23 Feb 2024,22 Feb 2029,-,-,-,"10615-1,",SIAP DENGAN: CFO PENUH,10615-1/2441/2010(12),04 Dec 2009,03 Dec 2010,"RM 1,999,988.00",0.00mps,RUMAH BERKEMBAR,3,0,0,0,16,16,"1,999,988.00","2,999,988.00",95.00,,,https://teduh.kpkt.gov.my/project-swasta/10615-1,"(523, '10615-1')"
