,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Jenis Rumah,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Location,Address,Link,Website Location
0,1 4 6 9 7 - 1 - P P A 1 M   U N I   G L O R Y   T A P A H,ARIF CITRA SDN. BHD.,14697,14697/11-2025/0538(R),16 Nov 2022,15 Nov 2025,052557722,amberqualitysb@gmail.com,-,"14697-1,",SIAP DENGAN: CCC PENUH,14697-1/05-2020/02064(P),15 May 2019,14 May 2020,"RM 338,800.00",167.00mps - 172.00mps,RUMAH TERES,2,0,0,172,28,0,"348,800.00","428,800.00",100.00,"[""4.111075, 101.131799""]",,https://teduh.kpkt.gov.my/project-swasta/14697-1,"(2000, '14697-1')"
1,1 4 6 9 7 - 1 - P P A 1 M   U N I   G L O R Y   T A P A H,ARIF CITRA SDN. BHD.,14697,14697/11-2025/0538(R),16 Nov 2022,15 Nov 2025,052557722,amberqualitysb@gmail.com,-,"14697-1,",SIAP DENGAN: CCC PENUH,14697-1/05-2020/02064(P),15 May 2019,14 May 2020,"RM 338,800.00",167.00mps - 172.00mps,RUMAH TERES,2,0,0,167,31,3,"338,800.00","408,800.00",100.00,"[""4.111075, 101.131799""]",,https://teduh.kpkt.gov.my/project-swasta/14697-1,"(2000, '14697-1')"
2,1 4 6 9 7 - 2 - T A M A N   H E L I C O N I A,ARIF CITRA SDN. BHD.,14697,14697/11-2025/0538(R),16 Nov 2022,15 Nov 2025,052557722,amberqualitysb@gmail.com,-,"14697-2,",SIAP DENGAN: CCC PENUH,14697-2/09-2020/0817(P),13 Sep 2018,12 Sep 2020,"RM 220,800.00",299.00mps,RUMAH TERES,1,0,0,299,30,0,"220,800.00","280,800.00",100.00,"[""4.111075, 101.131799""]",,https://teduh.kpkt.gov.my/project-swasta/14697-2,"(2001, '14697-2')"
3,1 4 6 9 7 - 3 - T A M A N   H E L I C O N I A,ARIF CITRA SDN. BHD.,14697,14697/11-2025/0538(R),16 Nov 2022,15 Nov 2025,052557722,amberqualitysb@gmail.com,-,"14697-3,",SIAP DENGAN: CCC PENUH,14697-3/11-2022/03302(P),16 Nov 2021,15 Nov 2022,"RM 228,800.00",78.00mps,RUMAH TERES,1,0,0,78,64,12,"228,800.00","308,800.00",100.00,"[""4.111075, 101.131799""]",,https://teduh.kpkt.gov.my/project-swasta/14697-3,"(2002, '14697-3')"
4,1 4 6 9 7 - 4 - T A M A N   H E L I C O N I A,ARIF CITRA SDN. BHD.,14697,14697/11-2025/0538(R),16 Nov 2022,15 Nov 2025,052557722,amberqualitysb@gmail.com,-,"14697-4,",BERJALAN LANCAR,14697-4/05-2025/0526(N)-(L),09 May 2023,08 May 2025,"RM 299,000.00",102.00mps - 113.30mps,RUMAH TERES,1,4,2,102 - 113,33,31,"299,000.00","376,800.00",43.94,"[""4.000000, 101.000000""]",,https://teduh.kpkt.gov.my/project-swasta/14697-4,"(2003, '14697-4')"
5,1 4 7 2 0 - 1 - E V O L U S I   N U S A J A Y A   S D N   B H D,EVOLUSI NUSAJAYA SDN. BHD.,14720,14720-1/05-2019/0356(L),18 May 2017,17 May 2019,-,-,-,"14720-1,",SIAP DENGAN: CCC PENUH,14720-1/05-2019/0356(P),18 May 2017,17 May 2019,"RM 199,800.00",85.47mps,RUMAH TERES,1,0,0,85,25,4,"199,800.00","250,000.00",100.00,"[""4.128785, 100.766058""]",,https://teduh.kpkt.gov.my/project-swasta/14720-1,"(2004, '14720-1')"
6,1 8 6 0 - 1 9 - T A M A N   S E R I   L A N G K A P,LEE HOW SOO ENTERPRISE SDN. BHD.,1860,1860/02-2026/0527(R),05 Feb 2023,04 Feb 2026,-,lhse@yahoo.com,-,"1860-19,",SIAP DENGAN: CCC PENUH,1860-19/01-2017/01148(P),17 Jan 2016,16 Jan 2017,"RM 189,999.00",101.77mps - 193.68mps,RUMAH TERES,1,0,0,102,17,0,"189,999.00","275,999.00",100.00,"[""4.068503, 101.153559""]",,https://teduh.kpkt.gov.my/project-swasta/1860-19,"(2005, '1860-19')"
7,1 8 6 0 - 1 9 - T A M A N   S E R I   L A N G K A P,LEE HOW SOO ENTERPRISE SDN. BHD.,1860,1860/02-2026/0527(R),05 Feb 2023,04 Feb 2026,-,lhse@yahoo.com,-,"1860-19,",SIAP DENGAN: CCC PENUH,1860-19/01-2017/01148(P),17 Jan 2016,16 Jan 2017,"RM 189,999.00",101.77mps - 193.68mps,RUMAH BERKEMBAR,2,0,0,194,4,1,"499,999.00","672,999.00",100.00,"[""4.068503, 101.153559""]",,https://teduh.kpkt.gov.my/project-swasta/1860-19,"(2005, '1860-19')"
8,1 8 6 0 - 1 9 - T A M A N   S E R I   L A N G K A P,LEE HOW SOO ENTERPRISE SDN. BHD.,1860,1860/02-2026/0527(R),05 Feb 2023,04 Feb 2026,-,lhse@yahoo.com,-,"1860-19,",SIAP DENGAN: CCC PENUH,1860-19/01-2017/01148(P),17 Jan 2016,16 Jan 2017,"RM 189,999.00",101.77mps - 193.68mps,RUMAH TERES,2,0,0,172,17,4,"289,999.00","375,999.00",100.00,"[""4.068503, 101.153559""]",,https://teduh.kpkt.gov.my/project-swasta/1860-19,"(2005, '1860-19')"
9,1 8 6 0 - 2 0 - T A M A N   I N T A N   B A H A G I A   2,LEE HOW SOO ENTERPRISE SDN. BHD.,1860,1860/02-2026/0527(R),05 Feb 2023,04 Feb 2026,-,lhse@yahoo.com,-,"1860-20,",SIAP DENGAN: CCC PENUH,1860-20/02-2024/0673(R)-(L),05 Feb 2023,04 Feb 2024,"RM 329,999.00",94.28mps,RUMAH BERKEMBAR,1,4,2,94,14,2,"329,999.00","399,999.00",100.00,"[""4.031438, 101.036351""]",,https://teduh.kpkt.gov.my/project-swasta/1860-20,"(2006, '1860-20')"
