,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Jenis Rumah,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Location,Address,Link,Website Location
0,1 0 2 2 0 - 1 2 - T A M A N   T A N J U N G   U T A R A,UPAYA EMAS SDN. BHD.,10220,10220/09-2028/1162(R),30 Sep 2023,29 Sep 2028,-,upayaemas@gmail.com,-,"10220-12,",SIAP DENGAN: CCC PENUH,10220-12/11-2022/0780(P),13 Nov 2020,12 Nov 2022,"RM 248,000.00",98.00mps,RUMAH TERES,1,3,2,98,57,0,"248,000.00","402,000.00",100.00,"[""4.674818, 101.162874""]",,https://teduh.kpkt.gov.my/project-swasta/10220-12,"(2319, '10220-12')"
1,1 0 2 2 0 - 1 3 - T A M A N   T A N J U N G   U T A R A,UPAYA EMAS SDN. BHD.,10220,10220/09-2028/1162(R),30 Sep 2023,29 Sep 2028,-,upayaemas@gmail.com,-,"10220-13,",SIAP DENGAN: CCC PENUH,10220-13/09-2023/0074(A)-(L),30 Sep 2021,29 Sep 2023,"RM 253,000.00",98.00mps,RUMAH TERES,1,0,0,98,58,0,"253,000.00","347,500.00",100.00,"[""4.674818, 101.162874""]",,https://teduh.kpkt.gov.my/project-swasta/10220-13,"(2320, '10220-13')"
2,1 0 2 5 6 - 1 3 - A N J U N G   B E R C H A M   U T A M A,IJ LAND DEVELOPMENT SDN. BHD.,10256,10256/01-2028/0186(R),26 Jan 2023,25 Jan 2028,-,ijp.properties@gmail.com,-,"10256-13,",SAKIT,10256-13/09-2024/1567(R)-(L),26 Sep 2023,25 Sep 2024,"RM 346,500.00",93.00mps - 121.00mps,RUMAH TERES,1,0,0,93 - 121,21,11,"346,500.00","611,500.00",85.00,"[""4.645600, 101.117660""]",,https://teduh.kpkt.gov.my/project-swasta/10256-13,"(2348, '10256-13')"
3,1 0 7 4 3 - 1 2 - T A M A N   E M A S   B I D O R,SIMPLEX PHOENIX SDN. BHD.,10743,10743/08-2028/1105(A),20 Aug 2023,19 Aug 2028,055062339,sphoenix691@yahoo.com.my,-,"10743-12,",SIAP DENGAN: CCC PENUH,10743-12/03-2025/0222(N)-(L),02 Mar 2023,01 Mar 2025,"RM 431,112.00",131.00mps,RUMAH BERKEMBAR,1,0,0,131,12,1,"431,112.00","584,445.00",100.00,"[""4.063722, 101.288361""]",,https://teduh.kpkt.gov.my/project-swasta/10743-12,"(2321, '10743-12')"
4,1 1 3 6 - 1 7 - T A M A N   I M P I A N A   B I D O R,FARLIM GROUP (MALAYSIA) BERHAD,1136,1136/11-2028/1368(R),26 Nov 2023,25 Nov 2028,048298899,bidorcustomercare@farlim.com.my,-,"1136-17,",BERJALAN LANCAR,1136-17/11-2025/1279(N)-(L),29 Nov 2023,28 Nov 2025,"RM 478,800.00",201.00mps - 245.00mps,RUMAH BERKEMBAR,1,0,0,201 - 245,14,14,"478,800.00","591,100.00",39.29,"[""4.051415, 101.287768""]",,https://teduh.kpkt.gov.my/project-swasta/1136-17,"(2385, '1136-17')"
5,1 1 8 1 2 - 4 - P I N G G I R   P E N G K A L A N   P E R M A I,AMAN PELANGI (M) SDN. BHD.,11812,11812/05-2025/0014(A),01 Jun 2020,31 May 2025,052938333,amanpelangi@yahoo.com,-,"11812-4,",BERJALAN LANCAR,11812-4/10-2025/1169(N)-(L),25 Oct 2023,24 Oct 2025,"RM 728,000.00",218.32mps - 507.33mps,RUMAH SESEBUAH,2,0,0,443,1,0,"1,018,000.00","1,018,000.00",20.00,"[""4.183680, 101.152670""]",,https://teduh.kpkt.gov.my/project-swasta/11812-4,"(2432, '11812-4')"
6,1 1 8 1 2 - 4 - P I N G G I R   P E N G K A L A N   P E R M A I,AMAN PELANGI (M) SDN. BHD.,11812,11812/05-2025/0014(A),01 Jun 2020,31 May 2025,052938333,amanpelangi@yahoo.com,-,"11812-4,",BERJALAN LANCAR,11812-4/10-2025/1169(N)-(L),25 Oct 2023,24 Oct 2025,"RM 728,000.00",218.32mps - 507.33mps,RUMAH SESEBUAH,2,0,0,507,2,2,"1,038,000.00","1,238,000.00",5.00,"[""4.183680, 101.152670""]",,https://teduh.kpkt.gov.my/project-swasta/11812-4,"(2432, '11812-4')"
7,1 1 8 1 2 - 4 - P I N G G I R   P E N G K A L A N   P E R M A I,AMAN PELANGI (M) SDN. BHD.,11812,11812/05-2025/0014(A),01 Jun 2020,31 May 2025,052938333,amanpelangi@yahoo.com,-,"11812-4,",BERJALAN LANCAR,11812-4/10-2025/1169(N)-(L),25 Oct 2023,24 Oct 2025,"RM 728,000.00",218.32mps - 507.33mps,RUMAH KLUSTER,2,0,0,218,18,9,"728,000.00","788,000.00",35.00,"[""4.183680, 101.152670""]",,https://teduh.kpkt.gov.my/project-swasta/11812-4,"(2432, '11812-4')"
8,1 1 8 1 2 - 4 - P I N G G I R   P E N G K A L A N   P E R M A I,AMAN PELANGI (M) SDN. BHD.,11812,11812/05-2025/0014(A),01 Jun 2020,31 May 2025,052938333,amanpelangi@yahoo.com,-,"11812-4,",BERJALAN LANCAR,11812-4/10-2025/1169(N)-(L),25 Oct 2023,24 Oct 2025,"RM 728,000.00",218.32mps - 507.33mps,RUMAH KLUSTER,2,0,0,228 - 232,28,4,"728,000.00","1,038,000.00",45.00,"[""4.183680, 101.152670""]",,https://teduh.kpkt.gov.my/project-swasta/11812-4,"(2432, '11812-4')"
9,1 2 1 0 - 2 5 - T A M A N   B U N G A   R A Y A,KANGLIAN DEVELOPMENT SDN. BHD.,1210,1210/01-2025/0203(A),13 Jan 2022,12 Jan 2025,055461300,kangliandevelopment@gmail.com,-,"1210-25,",BERJALAN LANCAR,1210-25/10-2025/1138(N)-(L),16 Oct 2023,15 Oct 2025,"RM 443,600.00",175.77mps,RUMAH TERES,2,0,0,176,26,26,"443,600.00","676,800.00",5.00,"[""4.202305, 101.267137""]",,https://teduh.kpkt.gov.my/project-swasta/1210-25,"(2448, '1210-25')"
10,1 2 1 0 1 - 5 - C H A T E A U   D E   V E R S A I L L E S,AGACIA LAND SDN. BHD.,12101,12101/03-2025/0503(A),23 Mar 2022,22 Mar 2025,0378039996,info@agaciagroup.com,www.agacialand.com,"12101-5,",BERJALAN LANCAR,12101-5/08-2026/0893(N)-(S),07 Aug 2023,06 Aug 2026,"RM 192,000.00",0.00mps,PANGSAPURI SUITE,18,0,0,0,601,601,"192,000.00","298,000.00",0.00,"[""4.318225, 101.124596""]",,https://teduh.kpkt.gov.my/project-swasta/12101-5,"(2375, '12101-5')"
11,1 2 1 0 1 - 5 - C H A T E A U   D E   V E R S A I L L E S,AGACIA LAND SDN. BHD.,12101,12101/03-2025/0503(A),23 Mar 2022,22 Mar 2025,0378039996,info@agaciagroup.com,www.agacialand.com,"12101-5,",BERJALAN LANCAR,12101-5/08-2026/0893(N)-(S),07 Aug 2023,06 Aug 2026,"RM 192,000.00",0.00mps,PANGSAPURI SERVIS,18,0,0,0,5,5,"350,000.00","380,000.00",0.00,"[""4.318225, 101.124596""]",,https://teduh.kpkt.gov.my/project-swasta/12101-5,"(2375, '12101-5')"
12,1 3 6 5 9 - 2 - L A M A N   S A U K   B A I D U R I,MAJUSATU DEVELOPMENT SDN. BHD.,13659,13659/12-2025/0365(A),30 Dec 2022,29 Dec 2025,605982111,majusatudevelopmentsdnbhd@gmail.com,-,"13659-2,",SIAP DENGAN: CCC PENUH,13659-2/12-2023/0651(R)-(L),30 Dec 2022,29 Dec 2023,"RM 235,700.00",92.90mps - 135.30mps,RUMAH TERES,1,0,0,93,11,5,"235,700.00","340,600.00",100.00,"[""4.928620, 100.920489""]",,https://teduh.kpkt.gov.my/project-swasta/13659-2,"(2329, '13659-2')"
13,1 3 6 5 9 - 2 - L A M A N   S A U K   B A I D U R I,MAJUSATU DEVELOPMENT SDN. BHD.,13659,13659/12-2025/0365(A),30 Dec 2022,29 Dec 2025,605982111,majusatudevelopmentsdnbhd@gmail.com,-,"13659-2,",SIAP DENGAN: CCC PENUH,13659-2/12-2023/0651(R)-(L),30 Dec 2022,29 Dec 2023,"RM 235,700.00",92.90mps - 135.30mps,RUMAH BERKEMBAR,1,0,0,116,8,6,"311,600.00","456,000.00",100.00,"[""4.928620, 100.920489""]",,https://teduh.kpkt.gov.my/project-swasta/13659-2,"(2329, '13659-2')"
