,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Jenis Rumah,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Location,Address,Link,Website Location
0,1 0 1 4 7 - 2 - T A M A N   J E B O N G   A M A N,HARAPAN BEBAS SDN. BHD.,10147,10147/10-2024/1118(R),02 Oct 2015,01 Oct 2024,0177436818,office.tehtehdev@gmail.com,-,"10147-2,",BERJALAN LANCAR,10147-2/04-2025/0420(N)-(L),06 Apr 2023,05 Apr 2025,"RM 273,600.00",98.10mps,RUMAH TERES,1,0,0,98,11,9,"275,591.00","411,936.00",35.00,"[""4.867964, 100.684737""]",,https://teduh.kpkt.gov.my/project-swasta/10147-2,"(1485, '10147-2')"
1,1 0 1 4 7 - 2 - T A M A N   J E B O N G   A M A N,HARAPAN BEBAS SDN. BHD.,10147,10147/10-2024/1118(R),02 Oct 2015,01 Oct 2024,0177436818,office.tehtehdev@gmail.com,-,"10147-2,",BERJALAN LANCAR,10147-2/04-2025/0420(N)-(L),06 Apr 2023,05 Apr 2025,"RM 273,600.00",98.10mps,RUMAH TERES,1,0,0,98,185,170,"273,600.00","416,128.00",11.65,"[""4.867964, 100.684737""]",,https://teduh.kpkt.gov.my/project-swasta/10147-2,"(1485, '10147-2')"
2,1 0 5 8 3 - 3 - T A M A N   D E N A I   H I J A U,KPM PROPERTIES SDN. BHD.,10583,10583/01-2027/0018(R),06 Jan 2024,05 Jan 2027,-,-,-,"10583-3,",BERJALAN LANCAR,10583-3/04-2025/0419(N)-(L),06 Apr 2023,05 Apr 2025,"RM 251,750.00",79.92mps - 860.00mps,RUMAH TERES,1,0,0,80 - 860,23,20,"251,750.00","428,480.00",65.00,"[""5.463023, 101.135901""]",,https://teduh.kpkt.gov.my/project-swasta/10583-3,"(1475, '10583-3')"
3,1 1 4 9 6 - 5 - T A M A N   D E S A   A M A N,TAIPING KAMPAR DEVELOPMENT SDN. BHD.,11496,11496/08-2025/0888(R),21 Aug 2022,20 Aug 2025,-,reciproca2801@yahoo.com,-,"11496-5,",BERJALAN LANCAR,11496-5/04-2020/0383(P),17 Apr 2018,16 Apr 2020,"RM 368,888.00",0.00mps,RUMAH TERES,2,0,0,0,47,47,"368,888.00","628,888.00",37.98,"[""4.278257, 101.149911""]",,https://teduh.kpkt.gov.my/project-swasta/11496-5,"(1486, '11496-5')"
4,1 1 5 7 2 - 1 - T A M A N   C E M P A K A,METRO JADI DEVELOPMENT SDN. BHD.,11572,11572/10-2027/1074(A),17 Oct 2022,16 Oct 2027,045937168,coheng@jadigroup.com,-,"11572-1,",SIAP DENGAN: CCC PENUH,11572-1/10-2023/0783(R)-(L),17 Oct 2022,16 Oct 2023,"RM 245,860.00",182.00mps,RUMAH TERES,2,0,0,182,27,7,"245,860.00","429,800.00",100.00,"[""5.010800, 100.541010""]",,https://teduh.kpkt.gov.my/project-swasta/11572-1,"(1487, '11572-1')"
5,1 3 1 3 9 - 3 - T A M A N   K U R A U   M U T I A R A,BULLION INCOME SDN. BHD.,13139,13139/11-2028/1310(R),24 Nov 2023,23 Nov 2028,-,bullionincome@yahoo.com.my,-,"13139-3,",SIAP DENGAN: CCC PENUH,13139-3/12-2023/0122(R)-(L),06 Dec 2022,05 Dec 2023,"RM 160,000.00",121.00mps - 130.00mps,RUMAH TERES,1,0,0,121,1,0,"246,238.90","246,238.90",100.00,"[""4.975985, 100.790100""]",,https://teduh.kpkt.gov.my/project-swasta/13139-3,"(1488, '13139-3')"
6,1 3 1 3 9 - 3 - T A M A N   K U R A U   M U T I A R A,BULLION INCOME SDN. BHD.,13139,13139/11-2028/1310(R),24 Nov 2023,23 Nov 2028,-,bullionincome@yahoo.com.my,-,"13139-3,",SIAP DENGAN: CCC PENUH,13139-3/12-2023/0122(R)-(L),06 Dec 2022,05 Dec 2023,"RM 160,000.00",121.00mps - 130.00mps,RUMAH TERES,1,4,2,130,61,2,"170,000.00","293,511.93",100.00,"[""4.975985, 100.790100""]",,https://teduh.kpkt.gov.my/project-swasta/13139-3,"(1488, '13139-3')"
7,1 3 1 3 9 - 3 - T A M A N   K U R A U   M U T I A R A,BULLION INCOME SDN. BHD.,13139,13139/11-2028/1310(R),24 Nov 2023,23 Nov 2028,-,bullionincome@yahoo.com.my,-,"13139-3,",SIAP DENGAN: CCC PENUH,13139-3/12-2023/0122(R)-(L),06 Dec 2022,05 Dec 2023,"RM 160,000.00",121.00mps - 130.00mps,RUMAH TERES,1,0,0,121,47,0,"160,000.00","296,581.72",100.00,"[""4.975985, 100.790100""]",,https://teduh.kpkt.gov.my/project-swasta/13139-3,"(1488, '13139-3')"
8,1 3 3 5 7 - 1 0 - E X C E L L E N T   R E A L T Y   S D N .   B H D .,EXCELLENT REALTY SDN. BHD.,13357,13357/01-2029/1473(R),04 Jan 2024,03 Jan 2029,-,-,-,"13357-10,",SIAP DENGAN: CCC PENUH,13357-10/10-2023/0547(R)-(L),10 Oct 2022,09 Oct 2023,"RM 218,880.00",86.21mps,RUMAH TERES,1,3,2,86,44,14,"218,880.00","453,880.00",100.00,"[""4.537080, 101.048882""]",,https://teduh.kpkt.gov.my/project-swasta/13357-10,"(1466, '13357-10')"
9,1 3 5 9 5 - 3 - T A M A N   S E R A I   P E R D A N A,IHSAN CERIA SDN. BHD.,13595,13595/07-2026/0932(A),20 Jul 2023,19 Jul 2026,043580522,ihsanceria5222@gmail.com,-,"13595-3,",BERJALAN LANCAR,13595-3/03-2025/0329(N)-(L),27 Mar 2023,26 Mar 2025,"RM 408,888.00",80.00mps - 85.84mps,RUMAH BERKEMBAR,1,0,0,80,6,6,"408,888.00","442,222.00",41.67,"[""5.000778, 100.522210""]",,https://teduh.kpkt.gov.my/project-swasta/13595-3,"(1458, '13595-3')"
