,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Jenis Rumah,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Status Projek,Location,Address,Link,Website Location
10,"1 9 2 8 2 - 3 - T A M A N   J E N D E R A M   A N G G U N ,   M U K I M   D E N G K I L ,   D A E R A H   S E P A N G ,   S E L A N G O R   D A R U L   E H S A N .",MEGA BAHAGIA SDN. BHD.,19282,19282/05-2028/0710(A),21 May 2023,20 May 2028,-,-,-,"19282-3,",SIAP DENGAN: CCC PENUH,19282-3/12-2022/0867(A)-(L),25 Dec 2020,24 Dec 2022,"RM 508,500.00",103.39mps,RUMAH BERKEMBAR,1,0,0,103,30,0,"508,500.00","787,556.00",100.00,SIAP DENGAN: CCC PENUH,"[""2.885628, 101.717196""]",,https://teduh.kpkt.gov.my/project-swasta/19282-3,"(79, '19282-3')"
11,1 9 2 8 2 - 4 - T A M A N   S A L A K   B U D I,MEGA BAHAGIA SDN. BHD.,19282,19282/05-2028/0710(A),21 May 2023,20 May 2028,-,-,-,"19282-4,",SIAP DENGAN: CCC PENUH,19282-4/05-2024/0836(R)-(L),21 May 2023,20 May 2024,"RM 414,540.00",108.08mps,RUMAH TERES,1,4,2,108,30,4,"414,540.00","961,778.00",100.00,SIAP DENGAN: CCC PENUH,"[""2.798848, 101.702557""]",,https://teduh.kpkt.gov.my/project-swasta/19282-4,"(80, '19282-4')"
12,1 9 2 8 2 - 5 - L O T   1 9 4 9,MEGA BAHAGIA SDN. BHD.,19282,19282/05-2028/0710(A),21 May 2023,20 May 2028,-,-,-,"19282-5,",BERJALAN LANCAR,19282-5/07-2025/0849(N)-(L),25 Jul 2023,24 Jul 2025,"RM 583,000.00",120.05mps - 149.44mps,RUMAH BERKEMBAR,1,4,2,120 - 149,6,4,"590,420.00","814,080.00",20.00,BERJALAN LANCAR,"[""2.801781, 101.715269""]",,https://teduh.kpkt.gov.my/project-swasta/19282-5,"(81, '19282-5')"
13,1 9 2 8 2 - 5 - L O T   1 9 4 9,MEGA BAHAGIA SDN. BHD.,19282,19282/05-2028/0710(A),21 May 2023,20 May 2028,-,-,-,"19282-5,",BERJALAN LANCAR,19282-5/07-2025/0849(N)-(L),25 Jul 2023,24 Jul 2025,"RM 583,000.00",120.05mps - 149.44mps,RUMAH BERKEMBAR,1,0,0,120 - 132,8,3,"583,000.00","776,980.00",20.00,BERJALAN LANCAR,"[""2.801781, 101.715269""]",,https://teduh.kpkt.gov.my/project-swasta/19282-5,"(81, '19282-5')"
14,1 9 2 8 2 - 5 - L O T   1 9 4 9,MEGA BAHAGIA SDN. BHD.,19282,19282/05-2028/0710(A),21 May 2023,20 May 2028,-,-,-,"19282-5,",BERJALAN LANCAR,19282-5/07-2025/0849(N)-(L),25 Jul 2023,24 Jul 2025,"RM 583,000.00",120.05mps - 149.44mps,RUMAH BERKEMBAR,1,4,2,124 - 132,12,10,"591,480.00","697,480.00",10.00,BERJALAN LANCAR,"[""2.801781, 101.715269""]",,https://teduh.kpkt.gov.my/project-swasta/19282-5,"(81, '19282-5')"
15,1 9 2 8 3 - 1 - I N S P I R A S I   M O N T   K I A R A,ALIF MESRA SDN. BHD.,19283,19283/03-2026/0655(R),04 Mar 2023,03 Mar 2026,-,-,-,"19283-1,",SIAP DENGAN: CCC PENUH,19283-1/03-2023/01472(P),04 Mar 2022,03 Mar 2023,"RM 902,800.00",87.32mps,PANGSAPURI SERVIS,44,0,0,87,320,7,"902,800.00","1,346,100.00",100.00,SIAP DENGAN: CCC PENUH,"[""3.178394, 101.650358""]",,https://teduh.kpkt.gov.my/project-swasta/19283-1,"(82, '19283-1')"
16,1 9 2 8 3 - 1 - I N S P I R A S I   M O N T   K I A R A,ALIF MESRA SDN. BHD.,19283,19283/03-2026/0655(R),04 Mar 2023,03 Mar 2026,-,-,-,"19283-1,",SIAP DENGAN: CCC PENUH,19283-1/03-2023/01472(P),04 Mar 2022,03 Mar 2023,"RM 902,800.00",87.32mps,PANGSAPURI SERVIS,44,0,0,87,320,8,"918,000.00","1,245,700.00",100.00,SIAP DENGAN: CCC PENUH,"[""3.178394, 101.650358""]",,https://teduh.kpkt.gov.my/project-swasta/19283-1,"(82, '19283-1')"
17,1 9 2 8 4 - 1 - T A M A N   S E R I   D U Y O N G   3,DUYONG HARMONY SDN. BHD.,19284,19284/01-2025/0526(R),23 Jan 2022,22 Jan 2025,-,farmosat@gmail.com,-,"19284-1,",SIAP DENGAN: CCC PENUH,19284-1/01-2021/01181(P),23 Jan 2020,22 Jan 2021,"RM 332,000.00",148.27mps,RUMAH BERKEMBAR,1,0,0,148,16,0,"332,000.00","363,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""2.195350, 102.309694""]",,https://teduh.kpkt.gov.my/project-swasta/19284-1,"(83, '19284-1')"
18,1 9 2 8 4 - 1 - T A M A N   S E R I   D U Y O N G   3,DUYONG HARMONY SDN. BHD.,19284,19284/01-2025/0526(R),23 Jan 2022,22 Jan 2025,-,farmosat@gmail.com,-,"19284-1,",SIAP DENGAN: CCC PENUH,19284-1/01-2021/01181(P),23 Jan 2020,22 Jan 2021,"RM 332,000.00",148.27mps,RUMAH SESEBUAH,1,0,0,148,1,0,"435,000.00","435,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""2.195350, 102.309694""]",,https://teduh.kpkt.gov.my/project-swasta/19284-1,"(83, '19284-1')"
19,1 9 2 8 5 - 1 - T A M A N   M E R U   M A K M U R,SHINE PROPERTIES MARKETING SDN. BHD.,19285,19285/01-2027/1274(R),24 Jan 2020,23 Jan 2027,-,-,-,"19285-1,",SIAP DENGAN: CCC PENUH,19285-1/01-2020/86(P),24 Jan 2018,23 Jan 2020,"RM 378,800.00","990.00mps - 1,170.00mps",RUMAH TERES,1,0,0,990,24,0,"378,800.00","438,800.00",100.00,SIAP DENGAN: CCC PENUH,"[""3.073780, 101.255180""]",,https://teduh.kpkt.gov.my/project-swasta/19285-1,"(84, '19285-1')"
20,1 9 2 8 5 - 1 - T A M A N   M E R U   M A K M U R,SHINE PROPERTIES MARKETING SDN. BHD.,19285,19285/01-2027/1274(R),24 Jan 2020,23 Jan 2027,-,-,-,"19285-1,",SIAP DENGAN: CCC PENUH,19285-1/01-2020/86(P),24 Jan 2018,23 Jan 2020,"RM 378,800.00","990.00mps - 1,170.00mps",RUMAH TERES,1,0,0,"1,170",6,0,"408,800.00","498,800.00",100.00,SIAP DENGAN: CCC PENUH,"[""3.073780, 101.255180""]",,https://teduh.kpkt.gov.my/project-swasta/19285-1,"(84, '19285-1')"
21,1 9 2 8 7 - 1 - P U C H O N G   H O R I Z O N,BISON HOLDINGS SDN. BHD.,19287,19287-2/01-2022/01081(L),21 Jan 2021,20 Jan 2022,-,kl@huayang.com.my,www.huayang.com.my,"19287-1,",PERMIT TELAH DIBATALKAN,19287-1/01-2020/91(P),25 Jan 2018,24 Jan 2020,"RM 586,800.00",0.00mps,PANGSAPURI SERVIS,36,0,0,0,565,565,"586,800.00","869,800.00",0.00,-,,,https://teduh.kpkt.gov.my/project-swasta/19287-1,"(85, '19287-1')"
22,1 9 2 8 7 - 2 - A V I A R Y   R E S I D E N C E   @   P U C H O N G   H O R I Z O N,BISON HOLDINGS SDN. BHD.,19287,19287-2/01-2022/01081(L),21 Jan 2021,20 Jan 2022,-,kl@huayang.com.my,www.huayang.com.my,"19287-2,",PERMIT TELAH DIBATALKAN,19287-2/01-2021/79(P),18 Jan 2019,17 Jan 2021,"RM 586,800.00",0.00mps,PANGSAPURI SERVIS,30,0,0,0,565,565,"586,800.00","869,800.00",0.00,BELUM MULA,"[""3.019700, 101.601000""]",,https://teduh.kpkt.gov.my/project-swasta/19287-2,"(86, '19287-2')"
23,1 9 2 8 7 - 2 - A V I A R Y   R E S I D E N C E   @   P U C H O N G   H O R I Z O N,BISON HOLDINGS SDN. BHD.,19287,19287-2/01-2022/01081(L),21 Jan 2021,20 Jan 2022,-,kl@huayang.com.my,www.huayang.com.my,"19287-2,",PERMIT TELAH DIBATALKAN,19287-2/01-2021/79(P),18 Jan 2019,17 Jan 2021,"RM 586,800.00",0.00mps,PANGSAPURI SERVIS,31,0,0,0,337,337,"697,800.00","901,800.00",0.00,BELUM MULA,"[""3.019700, 101.601000""]",,https://teduh.kpkt.gov.my/project-swasta/19287-2,"(86, '19287-2')"
24,1 9 2 8 8 - 1 - V I R T U E   P L U S   S D N   B H D,VIRTUE PLUS SDN. BHD.,19288,19288-1/01-2020/94(L),25 Jan 2018,24 Jan 2020,-,-,-,"19288-1,",TERBENGKALAI,19288-1/01-2020/94(P),25 Jan 2018,24 Jan 2020,"RM 45,000.00",0.00mps - 232.25mps,RUMAH TERES,1,0,0,0,25,25,"45,000.00","76,020.00",0.00,BELUM MULA,"[""6.027199, 100.369417""]",,https://teduh.kpkt.gov.my/project-swasta/19288-1,"(87, '19288-1')"
25,1 9 2 8 8 - 1 - V I R T U E   P L U S   S D N   B H D,VIRTUE PLUS SDN. BHD.,19288,19288-1/01-2020/94(L),25 Jan 2018,24 Jan 2020,-,-,-,"19288-1,",TERBENGKALAI,19288-1/01-2020/94(P),25 Jan 2018,24 Jan 2020,"RM 45,000.00",0.00mps - 232.25mps,RUMAH BERKEMBAR,2,0,0,232,40,35,"553,530.00","913,795.00",0.00,SAKIT,"[""6.027199, 100.369417""]",,https://teduh.kpkt.gov.my/project-swasta/19288-1,"(87, '19288-1')"
26,1 9 2 9 0 - 1 - N A D I A   P A R K   H O M E,VILLA ACRES DEVELOPMENT SDN. BHD.,19290,19290-1/09-2021/03219(L),25 Sep 2020,24 Sep 2021,-,-,-,"19290-1,",SIAP DENGAN: CCC PENUH,19290-1/09-2021/03219(P),25 Sep 2020,24 Sep 2021,"RM 272,700.00",116.30mps - 315.90mps,RUMAH BERKEMBAR,1,0,0,116,22,3,"272,700.00","345,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""5.052000, 100.587200""]",,https://teduh.kpkt.gov.my/project-swasta/19290-1,"(88, '19290-1')"
27,1 9 2 9 0 - 1 - N A D I A   P A R K   H O M E,VILLA ACRES DEVELOPMENT SDN. BHD.,19290,19290-1/09-2021/03219(L),25 Sep 2020,24 Sep 2021,-,-,-,"19290-1,",SIAP DENGAN: CCC PENUH,19290-1/09-2021/03219(P),25 Sep 2020,24 Sep 2021,"RM 272,700.00",116.30mps - 315.90mps,RUMAH KEDAI (G),2,0,0,316,3,0,"450,000.00","450,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""5.052000, 100.587200""]",,https://teduh.kpkt.gov.my/project-swasta/19290-1,"(88, '19290-1')"
28,1 9 2 9 0 - 1 - N A D I A   P A R K   H O M E,VILLA ACRES DEVELOPMENT SDN. BHD.,19290,19290-1/09-2021/03219(L),25 Sep 2020,24 Sep 2021,-,-,-,"19290-1,",SIAP DENGAN: CCC PENUH,19290-1/09-2021/03219(P),25 Sep 2020,24 Sep 2021,"RM 272,700.00",116.30mps - 315.90mps,RUMAH SESEBUAH,2,0,0,251,1,0,"450,000.00","450,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""5.052000, 100.587200""]",,https://teduh.kpkt.gov.my/project-swasta/19290-1,"(88, '19290-1')"
29,1 9 2 9 1 - 1 - T A N   S I L I B I N   G A R D E N,LEISURE PASSION SDN. BHD.,19291,19291/02-2026/0778(R),16 Feb 2023,15 Feb 2026,-,-,-,"19291-1,",SIAP DENGAN: CCC PENUH,19291-1/01-2022/0902(P),27 Jan 2021,26 Jan 2022,"RM 638,880.00",222.90mps,RUMAH KLUSTER,2,0,0,223,40,0,"638,880.00","768,880.00",100.00,SIAP DENGAN: CCC PENUH,"[""4.372248, 101.030950""]",,https://teduh.kpkt.gov.my/project-swasta/19291-1,"(89, '19291-1')"
30,1 9 2 9 1 - 2 - H I L L   V I E W   R E S I D E N C E S,LEISURE PASSION SDN. BHD.,19291,19291/02-2026/0778(R),16 Feb 2023,15 Feb 2026,-,-,-,"19291-2,",SIAP DENGAN: CCC PENUH,19291-2/08-2023/0478(R)-(L),30 Aug 2022,29 Aug 2023,"RM 428,800.00",116.00mps,RUMAH KLUSTER,1,0,0,116,32,4,"428,800.00","594,880.00",100.00,SIAP DENGAN: CCC PENUH,"[""4.372315, 101.036965""]",,https://teduh.kpkt.gov.my/project-swasta/19291-2,"(90, '19291-2')"
31,1 9 2 9 2 - 1 - P P A 1 M   P A N C H O R   8,FEDERAL RESOURCES SDN. BHD,19292,19292/03-2026/0514(A),03 Mar 2023,02 Mar 2026,-,-,-,"19292-1,",SIAP DENGAN: CCC PENUH,19292-1/01-2020/0107(P),30 Jan 2018,29 Jan 2020,"RM 271,500.00",121.80mps,RUMAH TERES,1,0,0,122,23,0,"271,500.00","408,409.00",100.00,SIAP DENGAN: CCC PENUH,"[""2.736727, 101.998143""]",,https://teduh.kpkt.gov.my/project-swasta/19292-1,"(91, '19292-1')"
32,1 9 2 9 2 - 2 - F E D E R A L   R E S O U R C E S   S D N .   B H D,FEDERAL RESOURCES SDN. BHD,19292,19292/03-2026/0514(A),03 Mar 2023,02 Mar 2026,-,-,-,"19292-2,",SIAP DENGAN: CCC PENUH,19292-2/02-2022/0167(P),21 Feb 2020,20 Feb 2022,"RM 358,000.00",133.22mps - 159.31mps,RUMAH TERES,1,0,0,133,8,0,"358,000.00","428,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""2.737385, 101.995001""]",,https://teduh.kpkt.gov.my/project-swasta/19292-2,"(92, '19292-2')"
33,1 9 2 9 2 - 2 - F E D E R A L   R E S O U R C E S   S D N .   B H D,FEDERAL RESOURCES SDN. BHD,19292,19292/03-2026/0514(A),03 Mar 2023,02 Mar 2026,-,-,-,"19292-2,",SIAP DENGAN: CCC PENUH,19292-2/02-2022/0167(P),21 Feb 2020,20 Feb 2022,"RM 358,000.00",133.22mps - 159.31mps,RUMAH KLUSTER,1,0,0,159,12,0,"458,000.00","498,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""2.737385, 101.995001""]",,https://teduh.kpkt.gov.my/project-swasta/19292-2,"(92, '19292-2')"
34,1 9 2 9 2 - 3 - T A M A N   L U K U T   E L Y S I A,FEDERAL RESOURCES SDN. BHD,19292,19292/03-2026/0514(A),03 Mar 2023,02 Mar 2026,-,-,-,"19292-3,",BERJALAN LANCAR,19292-3/09-2025/1075(N)-(L),25 Sep 2023,24 Sep 2025,"RM 548,800.00",219.60mps - 227.81mps,RUMAH TERES,2,4,3,220 - 228,23,14,"548,800.00","758,800.00",35.00,BERJALAN LANCAR,"[""2.564249, 101.817517""]",,https://teduh.kpkt.gov.my/project-swasta/19292-3,"(93, '19292-3')"
35,1 9 2 9 3 - 1 - B R I G H T   T E R M   S D N .   B H D .,BRIGHT TERM SDN. BHD.,19293,19293/01-2029/0011(R),06 Jan 2024,05 Jan 2029,-,-,https://www.land-general.com/,"19293-1,",SIAP DENGAN: CCC PENUH,19293-1/01-2021/01448(P),30 Jan 2020,29 Jan 2021,"RM 459,522.00",165.55mps - 173.73mps,RUMAH TERES,2,0,0,166,68,17,"459,522.00","700,800.00",100.00,SIAP DENGAN: CCC PENUH,"[""2.684386, 102.011342""]",,https://teduh.kpkt.gov.my/project-swasta/19293-1,"(94, '19293-1')"
36,1 9 2 9 3 - 1 - B R I G H T   T E R M   S D N .   B H D .,BRIGHT TERM SDN. BHD.,19293,19293/01-2029/0011(R),06 Jan 2024,05 Jan 2029,-,-,https://www.land-general.com/,"19293-1,",SIAP DENGAN: CCC PENUH,19293-1/01-2021/01448(P),30 Jan 2020,29 Jan 2021,"RM 459,522.00",165.55mps - 173.73mps,RUMAH TERES,2,0,0,174,95,39,"493,038.00","790,480.00",100.00,SIAP DENGAN: CCC PENUH,"[""2.684386, 102.011342""]",,https://teduh.kpkt.gov.my/project-swasta/19293-1,"(94, '19293-1')"
37,1 9 2 9 3 - 2 - T A M A N   S E N A,BRIGHT TERM SDN. BHD.,19293,19293/01-2029/0011(R),06 Jan 2024,05 Jan 2029,-,-,https://www.land-general.com/,"19293-2,",SIAP DENGAN: CCC PENUH,19293-2/05-2023/0340(R)-(L),28 May 2022,27 May 2023,"RM 522,000.00",177.63mps - 203.89mps,RUMAH TERES,2,4,3,178 - 204,54,12,"522,000.00","727,650.00",100.00,SIAP DENGAN: CCC PENUH,"[""2.685109, 102.012007""]",,https://teduh.kpkt.gov.my/project-swasta/19293-2,"(95, '19293-2')"
38,1 9 2 9 3 - 3 - S E N A   P A R C   H O M E S,BRIGHT TERM SDN. BHD.,19293,19293/01-2029/0011(R),06 Jan 2024,05 Jan 2029,-,-,https://www.land-general.com/,"19293-3,",BERJALAN LANCAR,19293-3/01-2024/16(P),06 Jan 2022,05 Jan 2024,"RM 80,000.00",0.00mps,RUMAH TERES,1,0,0,0,80,80,"80,000.00","95,000.00",42.63,BERJALAN LANCAR,"[""2.682953, 102.012264""]",,https://teduh.kpkt.gov.my/project-swasta/19293-3,"(96, '19293-3')"
39,1 9 2 9 3 - 4 - T A M A N   S E N A,BRIGHT TERM SDN. BHD.,19293,19293/01-2029/0011(R),06 Jan 2024,05 Jan 2029,-,-,https://www.land-general.com/,"19293-4,",BERJALAN LANCAR,19293-4/02-2025/0182(A)-(L),23 Feb 2023,22 Feb 2025,"RM 660,000.00",191.95mps - 201.42mps,RUMAH TERES,2,0,0,192 - 201,162,147,"660,000.00","1,012,000.00",43.80,BERJALAN LANCAR,"[""2.682858, 102.012152""]",,https://teduh.kpkt.gov.my/project-swasta/19293-4,"(97, '19293-4')"
40,1 9 2 9 4 - 1 - T A M A N   K E N Y A L A N G,PZS PROPERTIES SDN. BHD.,19294,19294/01-2025/0812(R),27 Jan 2020,26 Jan 2025,-,-,-,"19294-1,",SIAP DENGAN: CCC PENUH,19294-1/01-2020/0112(P),27 Jan 2018,26 Jan 2020,"RM 228,000.00",92.00mps - 184.00mps,RUMAH TERES,1,0,0,92,21,2,"228,000.00","313,300.00",100.00,SIAP DENGAN: CCC PENUH,"[""6.130710, 100.388200""]",,https://teduh.kpkt.gov.my/project-swasta/19294-1,"(48, '19294-1')"
41,1 9 2 9 4 - 1 - T A M A N   K E N Y A L A N G,PZS PROPERTIES SDN. BHD.,19294,19294/01-2025/0812(R),27 Jan 2020,26 Jan 2025,-,-,-,"19294-1,",SIAP DENGAN: CCC PENUH,19294-1/01-2020/0112(P),27 Jan 2018,26 Jan 2020,"RM 228,000.00",92.00mps - 184.00mps,RUMAH BERKEMBAR,1,0,0,92,10,2,"338,000.00","384,800.00",100.00,SIAP DENGAN: CCC PENUH,"[""6.130710, 100.388200""]",,https://teduh.kpkt.gov.my/project-swasta/19294-1,"(48, '19294-1')"
42,1 9 2 9 4 - 1 - T A M A N   K E N Y A L A N G,PZS PROPERTIES SDN. BHD.,19294,19294/01-2025/0812(R),27 Jan 2020,26 Jan 2025,-,-,-,"19294-1,",SIAP DENGAN: CCC PENUH,19294-1/01-2020/0112(P),27 Jan 2018,26 Jan 2020,"RM 228,000.00",92.00mps - 184.00mps,RUMAH TERES,2,0,0,184,15,5,"328,000.00","436,300.00",100.00,SIAP DENGAN: CCC PENUH,"[""6.130710, 100.388200""]",,https://teduh.kpkt.gov.my/project-swasta/19294-1,"(48, '19294-1')"
43,1 9 2 9 5 - 1 - T A M A N   B E M B A N   I R I S,ANTAMAJU SDN. BHD.,19295,19295/01-2026/0495(R),31 Jan 2023,30 Jan 2026,-,-,-,"19295-1,",SIAP DENGAN: CCC PENUH,19295-1/01-2020/0114(P),31 Jan 2018,30 Jan 2020,"RM 165,000.00",87.00mps - 88.00mps,RUMAH BANDAR,2,0,0,87,60,0,"165,000.00","275,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""4.470180, 101.005020""]",,https://teduh.kpkt.gov.my/project-swasta/19295-1,"(49, '19295-1')"
44,1 9 2 9 5 - 1 - T A M A N   B E M B A N   I R I S,ANTAMAJU SDN. BHD.,19295,19295/01-2026/0495(R),31 Jan 2023,30 Jan 2026,-,-,-,"19295-1,",SIAP DENGAN: CCC PENUH,19295-1/01-2020/0114(P),31 Jan 2018,30 Jan 2020,"RM 165,000.00",87.00mps - 88.00mps,RUMAH BANDAR,2,0,0,88,152,0,"220,000.00","330,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""4.470180, 101.005020""]",,https://teduh.kpkt.gov.my/project-swasta/19295-1,"(49, '19295-1')"
45,1 9 2 9 6 - 1 - T A M A N   S E R I M B U N,NUSAJAYA GREENS SDN. BHD.,19296,19296/01-2026/1030(R),31 Jan 2020,30 Jan 2026,-,-,-,"19296-1,",SIAP DENGAN: CCC PENUH,19296-1/01-2020/0118(P),31 Jan 2018,30 Jan 2020,"RM 819,000.00",185.15mps,RUMAH TERES,2,0,0,185,75,2,"819,000.00","1,877,200.00",100.00,SIAP DENGAN: CCC PENUH,"[""1.466469, 103.657578""]",,https://teduh.kpkt.gov.my/project-swasta/19296-1,"(50, '19296-1')"
