,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Jenis Rumah,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Status Projek,Location,Address,Link,Website Location
0,1 4 5 8 9 - 3 - T A M A N   S R I   P E N A W A R,COCOA VALLEY DEVELOPMENT SDN. BHD.,14589,14589/09-2028/1221(R),25 Sep 2023,24 Sep 2028,-,-,-,"14589-3,",SIAP DENGAN: CCC PENUH,14589-3/05-2020/02073(P),01 Jun 2019,31 May 2020,"RM 588,000.00",182.23mps,RUMAH TERES,2,0,0,182,256,8,"588,000.00","983,220.00",100.00,SIAP DENGAN: CCC PENUH,"[""1.591729, 104.228950""]",,https://teduh.kpkt.gov.my/project-swasta/14589-3,"(598, '14589-3')"
1,1 4 5 8 9 - 4 - T A M A N   S R I   P E N A W A R,COCOA VALLEY DEVELOPMENT SDN. BHD.,14589,14589/09-2028/1221(R),25 Sep 2023,24 Sep 2028,-,-,-,"14589-4,",PERMIT TELAH DIBATALKAN,14589-4/08-2020/02695(P),22 Aug 2019,21 Aug 2020,"RM 150,000.00",0.00mps,RUMAH TERES,1,0,0,0,456,456,"150,000.00","310,700.00",0.00,BELUM MULA,"[""1.591729, 104.228950""]",,https://teduh.kpkt.gov.my/project-swasta/14589-4,"(599, '14589-4')"
2,"1 4 6 0 9 - 1 - P T   4 1 1 8 1 ,   M U K I M   T A N J U N G   D U A B E L A S",KADAR PERKASA SDN. BHD.,14609,14609/07-2027/0752(R),21 Jul 2022,20 Jul 2027,-,-,-,"14609-1,",SIAP DENGAN: CCC PENUH,14609-1/01-2019/31(P),13 Jan 2017,12 Jan 2019,"RM 468,000.00",185.00mps,RUMAH TERES,2,0,0,185,25,3,"468,000.00","508,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""2.823383, 101.495693""]",,https://teduh.kpkt.gov.my/project-swasta/14609-1,"(573, '14609-1')"
3,1 4 6 0 9 - 2 - T A M A N   B A N T I N G   M E W A H,KADAR PERKASA SDN. BHD.,14609,14609/07-2027/0752(R),21 Jul 2022,20 Jul 2027,-,-,-,"14609-2,",SIAP DENGAN: CCC PENUH,14609-2/06-2021/0523(P),14 Jun 2019,13 Jun 2021,"RM 458,000.00",92.90mps,RUMAH TERES,2,0,0,93,25,16,"458,000.00","498,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""2.818986, 101.495637""]",,https://teduh.kpkt.gov.my/project-swasta/14609-2,"(574, '14609-2')"
4,1 4 6 1 1 - 1 - S H A Z A C   B U I L D E R S   S D N . B H D,SHAZAC BUILDERS SDN. BHD.,14611,14611-1/03-2022/01413(L),03 Mar 2021,02 Mar 2022,-,-,-,"14611-1,",SIAP DENGAN: CCC PENUH,14611-1/03-2022/01413(P),03 Mar 2021,02 Mar 2022,"RM 300,000.00",75.00mps,RUMAH PANGSA/KONDO,25,0,0,75,160,49,"300,000.00","300,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""3.208800, 101.710900""]",,https://teduh.kpkt.gov.my/project-swasta/14611-1,"(575, '14611-1')"
5,1 4 6 1 3 - 1 - G E L I G A   R E S I D E N C E,SYAWAL PROPERTIES (KEMAMAN) SDN. BHD.,14613,14613/12-2025/0686(A),06 Dec 2022,05 Dec 2025,-,syawalconsortium@gmail.com,-,"14613-1,",SIAP DENGAN: CCC PENUH,14613-1/12-2022/03481(P),06 Dec 2021,05 Dec 2022,"RM 430,000.00",185.83mps,RUMAH TERES,2,0,0,186,13,4,"430,000.00","550,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""4.189920, 103.433400""]",,https://teduh.kpkt.gov.my/project-swasta/14613-1,"(576, '14613-1')"
6,1 4 6 1 4 - 1 - C H E M O R   S E T I A,BERJAYA QIYAM SDN. BHD.,14614,14614/10-2027/0924(R),06 Oct 2022,05 Oct 2027,-,-,-,"14614-1,",SIAP DENGAN: CCC PENUH,14614-1/02-2020/01542(P),25 Feb 2019,24 Feb 2020,"RM 218,800.00",74.32mps - 148.65mps,RUMAH TERES,2,0,0,149,12,0,"298,800.00","382,940.00",100.00,SIAP DENGAN: CCC PENUH,"[""4.433800, 101.070500""]",,https://teduh.kpkt.gov.my/project-swasta/14614-1,"(577, '14614-1')"
7,1 4 6 1 4 - 1 - C H E M O R   S E T I A,BERJAYA QIYAM SDN. BHD.,14614,14614/10-2027/0924(R),06 Oct 2022,05 Oct 2027,-,-,-,"14614-1,",SIAP DENGAN: CCC PENUH,14614-1/02-2020/01542(P),25 Feb 2019,24 Feb 2020,"RM 218,800.00",74.32mps - 148.65mps,RUMAH TERES,1,0,0,74,41,0,"218,800.00","338,800.00",100.00,SIAP DENGAN: CCC PENUH,"[""4.433800, 101.070500""]",,https://teduh.kpkt.gov.my/project-swasta/14614-1,"(577, '14614-1')"
8,1 4 6 1 4 - 2 - T A M A N   C H E M O R   S E T I A,BERJAYA QIYAM SDN. BHD.,14614,14614/10-2027/0924(R),06 Oct 2022,05 Oct 2027,-,-,-,"14614-2,",SIAP DENGAN: CCC PENUH,14614-2/11-2021/01023(P),05 Nov 2019,04 Nov 2021,"RM 228,000.00",74.32mps,RUMAH TERES,1,0,0,74,29,0,"228,000.00","328,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""4.433800, 101.070500""]",,https://teduh.kpkt.gov.my/project-swasta/14614-2,"(578, '14614-2')"
9,1 4 6 1 5 - 1 - T A M A N   S U R I A   6,BNT EMERALD DEVELOPMENT SDN. BHD.,14615,14615/07-2026/0083(R),14 Jul 2021,13 Jul 2026,-,-,-,"14615-1,",SIAP DENGAN: CCC PENUH,14615-1/01-2020/0884(P),20 Jan 2019,19 Jan 2020,"RM 351,500.00",171.00mps - 251.50mps,RUMAH SESEBUAH,2,0,0,252,1,0,"638,000.00","638,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""6.272765, 100.408351""]",,https://teduh.kpkt.gov.my/project-swasta/14615-1,"(579, '14615-1')"
