,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Jenis Rumah,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Status Projek,Location,Address,Link,Website Location
0,1 4 5 3 3 - 1 - S U N G A I   B U L O H   C O U N T R Y   R E S O R T   ( A U R O R A ),ELMINA EQUESTRIAN CENTRE (MALAYSIA) SDN. BHD.,14533,14533/12-2026/1440(R),16 Dec 2023,15 Dec 2026,-,saujanabless@gmail.com,-,"14533-1,",PERMIT TELAH DIBATALKAN,14533-1/10-2019/03057(P),25 Oct 2018,24 Oct 2019,"RM 813,800.00",0.00mps,RUMAH TERES,2,0,0,0,33,33,"813,800.00","1,028,900.00",5.00,BERJALAN LANCAR,"[""3.200300, 101.477200""]",,https://teduh.kpkt.gov.my/project-swasta/14533-1,"(698, '14533-1')"
1,1 4 5 3 3 - 2 - S U N G A I   B U L O H   C O U N T R Y   R E S O R T,ELMINA EQUESTRIAN CENTRE (MALAYSIA) SDN. BHD.,14533,14533/12-2026/1440(R),16 Dec 2023,15 Dec 2026,-,saujanabless@gmail.com,-,"14533-2,",SAKIT,14533-2/12-2024/1704(R)-(L),16 Dec 2023,15 Dec 2024,"RM 889,800.00","208.57mps - 2,245.00mps",RUMAH TERES,2,0,0,"209 - 2,245",33,1,"889,800.00","1,326,800.00",75.76,SAKIT,"[""3.200019, 101.475186""]",,https://teduh.kpkt.gov.my/project-swasta/14533-2,"(699, '14533-2')"
2,1 4 5 4 6 - 2 - L O T   1 1 1 8 3,THONG REE LAND SDN. BHD.,14546,14546/10-2027/0408(A),27 Oct 2022,26 Oct 2027,056421820,thongreeland@gmail.com,-,"14546-2,",SIAP DENGAN: CCC PENUH,14546-2/02-2022/01151(P),03 Feb 2021,02 Feb 2022,"RM 688,800.00",265.70mps,RUMAH TERES,2.5,0,0,266,28,17,"688,800.00","988,800.00",100.00,SIAP DENGAN: CCC PENUH,"[""3.674789, 100.977397""]",,https://teduh.kpkt.gov.my/project-swasta/14546-2,"(673, '14546-2')"
3,1 4 5 4 6 - 3 - P T   2 1 5 9 8,THONG REE LAND SDN. BHD.,14546,14546/10-2027/0408(A),27 Oct 2022,26 Oct 2027,056421820,thongreeland@gmail.com,-,"14546-3,",SIAP DENGAN: CCC PENUH,14546-3/10-2022/03203(P),27 Oct 2021,26 Oct 2022,"RM 388,000.00",111.00mps,RUMAH BERKEMBAR,1,0,0,111,14,12,"388,000.00","515,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""3.985040, 101.047042""]",,https://teduh.kpkt.gov.my/project-swasta/14546-3,"(674, '14546-3')"
4,1 4 5 4 6 - 4 - L O T   1 5 0,THONG REE LAND SDN. BHD.,14546,14546/10-2027/0408(A),27 Oct 2022,26 Oct 2027,056421820,thongreeland@gmail.com,-,"14546-4,",SIAP DENGAN: CCC PENUH,14546-4/10-2022/03031(P),16 Oct 2021,15 Oct 2022,"RM 448,000.00",82.00mps - 256.00mps,RUMAH BERKEMBAR,1,0,0,256,2,1,"618,000.00","668,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""3.772948, 100.990167""]",,https://teduh.kpkt.gov.my/project-swasta/14546-4,"(675, '14546-4')"
5,1 4 5 4 6 - 4 - L O T   1 5 0,THONG REE LAND SDN. BHD.,14546,14546/10-2027/0408(A),27 Oct 2022,26 Oct 2027,056421820,thongreeland@gmail.com,-,"14546-4,",SIAP DENGAN: CCC PENUH,14546-4/10-2022/03031(P),16 Oct 2021,15 Oct 2022,"RM 448,000.00",82.00mps - 256.00mps,RUMAH BERKEMBAR,2,0,0,163,10,4,"585,000.00","664,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""3.772948, 100.990167""]",,https://teduh.kpkt.gov.my/project-swasta/14546-4,"(675, '14546-4')"
6,1 4 5 4 6 - 4 - L O T   1 5 0,THONG REE LAND SDN. BHD.,14546,14546/10-2027/0408(A),27 Oct 2022,26 Oct 2027,056421820,thongreeland@gmail.com,-,"14546-4,",SIAP DENGAN: CCC PENUH,14546-4/10-2022/03031(P),16 Oct 2021,15 Oct 2022,"RM 448,000.00",82.00mps - 256.00mps,RUMAH TERES,2,0,0,82,16,14,"448,000.00","577,650.00",100.00,SIAP DENGAN: CCC PENUH,"[""3.772948, 100.990167""]",,https://teduh.kpkt.gov.my/project-swasta/14546-4,"(675, '14546-4')"
7,1 4 5 4 7 - 1 - F A I R W O R K S   S D N   B H D,FAIRWORKS SDN. BHD.,14547,14547/02-2026/0604(R),12 Feb 2023,11 Feb 2026,-,mams8683@yahoo.com,-,"14547-1,",SIAP DENGAN: CCC PENUH,14547-1/11-2018/0886(P),13 Nov 2016,12 Nov 2018,"RM 318,000.00",124.00mps,RUMAH BERKEMBAR,1,0,0,124,26,24,"318,000.00","425,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""3.789691, 103.262037""]",,https://teduh.kpkt.gov.my/project-swasta/14547-1,"(676, '14547-1')"
8,1 4 5 4 7 - 2 - P E R U M A H A N   P E R M A T A N G   G A H A R U,FAIRWORKS SDN. BHD.,14547,14547/02-2026/0604(R),12 Feb 2023,11 Feb 2026,-,mams8683@yahoo.com,-,"14547-2,",SIAP DENGAN: CCC PENUH,14547-2/02-2023/0506(A)-(L),12 Feb 2021,11 Feb 2023,"RM 248,000.00",103.30mps - 115.40mps,RUMAH TERES,1,0,0,103 - 115,12,2,"248,000.00","358,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""3.762120, 103.305500""]",,https://teduh.kpkt.gov.my/project-swasta/14547-2,"(677, '14547-2')"
9,1 4 5 4 8 - 1 - T A M A N   V I S T A   M U T I A R A,BUDI PLASMA SDN. BHD.,14548,14548/10-2025/1304(R),27 Oct 2022,26 Oct 2025,-,-,-,"14548-1,",SIAP DENGAN: CFO PENUH,14548-1/11-2019/03154(P),13 Nov 2018,12 Nov 2019,"RM 620,000.00","2,208.00mps",RUMAH TERES,2,0,0,"2,208",32,0,"620,000.00","900,000.00",100.00,SIAP DENGAN: CFO PENUH,"[""3.034373, 101.804048""]",,https://teduh.kpkt.gov.my/project-swasta/14548-1,"(678, '14548-1')"
