,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Jenis Rumah,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Status Projek,Location,Address,Link,Website Location
0,1 4 7 2 8 - 1 - T A M A N   P U S I N G   P E R M A I,IKATAN PERINGKAT SDN. BHD.,14728,14728-1/05-2019/0381(L),26 May 2017,25 May 2019,-,-,-,"14728-1,",SIAP DENGAN: CCC PENUH,14728-1/05-2019/0381(P),26 May 2017,25 May 2019,"RM 430,000.00",167.78mps - 205.50mps,RUMAH BERKEMBAR,2,0,0,206,12,5,"459,825.00","620,550.00",100.00,SIAP DENGAN: CCC PENUH,"[""4.494710, 101.009057""]",,https://teduh.kpkt.gov.my/project-swasta/14728-1,"(398, '14728-1')"
1,1 4 7 2 8 - 1 - T A M A N   P U S I N G   P E R M A I,IKATAN PERINGKAT SDN. BHD.,14728,14728-1/05-2019/0381(L),26 May 2017,25 May 2019,-,-,-,"14728-1,",SIAP DENGAN: CCC PENUH,14728-1/05-2019/0381(P),26 May 2017,25 May 2019,"RM 430,000.00",167.78mps - 205.50mps,RUMAH SESEBUAH,1,0,0,168,1,0,"430,000.00","430,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""4.494710, 101.009057""]",,https://teduh.kpkt.gov.my/project-swasta/14728-1,"(398, '14728-1')"
2,1 4 7 3 4 - 1 - Q U I N T O N,PRISMA BUMIRAYA SDN. BHD.,14734,14734/07-2027/0473(R),31 May 2022,04 Jul 2027,-,-,-,"14734-1,",LEWAT (DALAM PERHATIAN JABATAN),14734-1/06-2024/0970(R)-(S),03 Jun 2023,02 Jun 2024,"RM 233,000.00",0.00mps - 78.97mps,RUMAH PANGSA/KONDO,16,0,0,0 - 79,378,231,"233,000.00","500,000.00",70.48,LEWAT (DALAM PERHATIAN JABATAN),"[""5.358014, 100.224986""]",,https://teduh.kpkt.gov.my/project-swasta/14734-1,"(399, '14734-1')"
3,1 9 0 5 6 - 7 - T A M A N   B U K I T   S E N A W A N G   P E R D A N A,KT LEE REALTY DEVELOPMENT SDN. BHD.,19056,19056/10-2026/1524(R),09 Oct 2023,08 Oct 2026,-,-,-,"19056-7,",SAKIT,19056-7/10-2024/0086(R)-(L),09 Oct 2023,08 Oct 2024,"RM 399,000.00",160.38mps - 179.72mps,RUMAH TERES,2,0,0,180,168,0,"399,000.00","593,000.00",90.00,SAKIT,"[""2.647929, 102.013920""]",,https://teduh.kpkt.gov.my/project-swasta/19056-7,"(373, '19056-7')"
4,1 9 0 5 6 - 7 - T A M A N   B U K I T   S E N A W A N G   P E R D A N A,KT LEE REALTY DEVELOPMENT SDN. BHD.,19056,19056/10-2026/1524(R),09 Oct 2023,08 Oct 2026,-,-,-,"19056-7,",SAKIT,19056-7/10-2024/0086(R)-(L),09 Oct 2023,08 Oct 2024,"RM 399,000.00",160.38mps - 179.72mps,RUMAH SESEBUAH,1,0,0,160,1,1,"1,003,000.00","1,003,000.00",90.00,BERJALAN LANCAR,"[""2.647929, 102.013920""]",,https://teduh.kpkt.gov.my/project-swasta/19056-7,"(373, '19056-7')"
5,1 9 0 5 7 - 1 - A P E X   P O I N T   D E V E L O P M E N T   S D N   B H D,APEX POINT DEVELOPMENT SDN. BHD.,19057,19057/12-2027/1432(A),02 Dec 2022,01 Dec 2027,0355194877,siti.apexpoint@gmail.com,www.apexpoint.com.my,"19057-1,",SIAP DENGAN: CCC PENUH,19057-1/12-2022/03442(P),02 Dec 2021,01 Dec 2022,"RM 470,000.00",128.72mps,RUMAH BERKEMBAR,1,0,0,129,26,5,"470,000.00","600,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""2.928774, 101.490831""]",,https://teduh.kpkt.gov.my/project-swasta/19057-1,"(374, '19057-1')"
6,1 9 0 5 7 - 2 - C H E R I T E R A   R E S I D E N S I,APEX POINT DEVELOPMENT SDN. BHD.,19057,19057/12-2027/1432(A),02 Dec 2022,01 Dec 2027,0355194877,siti.apexpoint@gmail.com,www.apexpoint.com.my,"19057-2,",BERJALAN LANCAR,19057-2/06-2025/0739(N)-(L),23 Jun 2023,22 Jun 2025,"RM 968,000.00",208.54mps - 208.69mps,RUMAH BERKEMBAR,2,4,4,209,6,2,"968,000.00","968,000.00",25.00,BERJALAN LANCAR,"[""2.978042, 101.530376""]",,https://teduh.kpkt.gov.my/project-swasta/19057-2,"(375, '19057-2')"
7,1 9 0 5 7 - 2 - C H E R I T E R A   R E S I D E N S I,APEX POINT DEVELOPMENT SDN. BHD.,19057,19057/12-2027/1432(A),02 Dec 2022,01 Dec 2027,0355194877,siti.apexpoint@gmail.com,www.apexpoint.com.my,"19057-2,",BERJALAN LANCAR,19057-2/06-2025/0739(N)-(L),23 Jun 2023,22 Jun 2025,"RM 968,000.00",208.54mps - 208.69mps,RUMAH BERKEMBAR,2,4,4,209,6,2,"968,000.00","968,000.00",25.00,BERJALAN LANCAR,"[""2.978042, 101.530376""]",,https://teduh.kpkt.gov.my/project-swasta/19057-2,"(375, '19057-2')"
8,1 9 0 5 8 - 1 - L A M A N   A K A S I A,KAYUMANIS LAND SDN. BHD.,19058,19058-1/06-2019/0450(L),22 Jun 2017,21 Jun 2019,-,-,-,"19058-1,",PERMIT TELAH DIBATALKAN,19058-1/06-2019/0450(P),22 Jun 2017,21 Jun 2019,"RM 358,000.00",0.00mps,RUMAH BANDAR,3,0,0,0,80,80,"358,000.00","574,000.00",0.00,BELUM MULA,"[""2.760359, 101.962991""]",,https://teduh.kpkt.gov.my/project-swasta/19058-1,"(376, '19058-1')"
9,1 9 0 5 9 - 1 - U N I S U I T E S   @   K A M P A R,VISTANA JATI SDN. BHD.,19059,19059/07-2025/0519(A),16 Jun 2022,30 Jul 2025,0379322000,enquiry@unisuites.com.my,-,"19059-1,",BERJALAN LANCAR,19059-1/07-2024/1121(R)-(S),31 Jul 2023,30 Jul 2024,"RM 82,840.00",0.00mps - 25.00mps,PANGSAPURI SUITE,11,"1, 2",1,0 - 25,540,0,"82,840.00","179,300.00",100.00,SIAP DENGAN: CCC PENUH,"[""4.328333, 101.147704""]",,https://teduh.kpkt.gov.my/project-swasta/19059-1,"(377, '19059-1')"
10,1 9 0 5 9 - 1 - U N I S U I T E S   @   K A M P A R,VISTANA JATI SDN. BHD.,19059,19059/07-2025/0519(A),16 Jun 2022,30 Jul 2025,0379322000,enquiry@unisuites.com.my,-,"19059-1,",BERJALAN LANCAR,19059-1/07-2024/1121(R)-(S),31 Jul 2023,30 Jul 2024,"RM 82,840.00",0.00mps - 25.00mps,PANGSAPURI SUITE,11,"1, 2",0,0 - 25,540,0,"82,840.00","179,300.00",100.00,SIAP DENGAN: CCC PENUH,"[""4.328333, 101.147704""]",,https://teduh.kpkt.gov.my/project-swasta/19059-1,"(377, '19059-1')"
11,1 9 0 5 9 - 1 - U N I S U I T E S   @   K A M P A R,VISTANA JATI SDN. BHD.,19059,19059/07-2025/0519(A),16 Jun 2022,30 Jul 2025,0379322000,enquiry@unisuites.com.my,-,"19059-1,",BERJALAN LANCAR,19059-1/07-2024/1121(R)-(S),31 Jul 2023,30 Jul 2024,"RM 82,840.00",0.00mps - 25.00mps,PANGSAPURI SUITE,16,"1, 2",1,0 - 25,"1,016",285,"89,205.00","217,800.00",97.50,BERJALAN LANCAR,"[""4.328333, 101.147704""]",,https://teduh.kpkt.gov.my/project-swasta/19059-1,"(377, '19059-1')"
12,1 9 0 5 9 - 1 - U N I S U I T E S   @   K A M P A R,VISTANA JATI SDN. BHD.,19059,19059/07-2025/0519(A),16 Jun 2022,30 Jul 2025,0379322000,enquiry@unisuites.com.my,-,"19059-1,",BERJALAN LANCAR,19059-1/07-2024/1121(R)-(S),31 Jul 2023,30 Jul 2024,"RM 82,840.00",0.00mps - 25.00mps,PANGSAPURI SUITE,13,"1, 2",1,0 - 25,780,0,"86,070.00","207,000.00",97.50,BERJALAN LANCAR,"[""4.328333, 101.147704""]",,https://teduh.kpkt.gov.my/project-swasta/19059-1,"(377, '19059-1')"
13,1 9 0 6 1 - 1 - T A M A N   M A W A R   I M P I A N,GRAND STARHILL SDN. BHD.,19061,19061-1/08-2022/02512(L),11 Aug 2021,10 Aug 2022,-,-,-,"19061-1,",SIAP DENGAN: CCC PENUH,19061-1/07-2020/02493(P),26 Jul 2019,25 Jul 2020,"RM 388,000.00",231.00mps - 269.00mps,RUMAH TERES,2,0,0,231,13,4,"388,000.00","528,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""3.812439, 101.939286""]",,https://teduh.kpkt.gov.my/project-swasta/19061-1,"(378, '19061-1')"
