,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Jenis Rumah,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Status Projek,Location,Address,Link,Website Location
10,7 9 6 9 - 4 - T A M A N   M E S R A   K U P A N G,CERIA CEMERLANG SENDIRIAN BERHAD,7969,7969-5/01-2011/12,07 Jan 2008,06 Jan 2011,04-4213862,-,-,"7969-4,",SIAP DENGAN: CCC PENUH,7969-4/434/2009(03),11 Mar 2008,10 Mar 2009,"RM 125,000.00",0.00mps,RUMAH BERKEMBAR,1,0,0,0,24,24,"125,000.00","147,080.00",100.00,SIAP DENGAN: CCC PENUH,,,https://teduh.kpkt.gov.my/project-swasta/7969-4,"(90, '7969-4')"
11,7 9 6 9 - 5 - T A M A N   M E S R A   R I A,CERIA CEMERLANG SENDIRIAN BERHAD,7969,7969-5/01-2011/12,07 Jan 2008,06 Jan 2011,04-4213862,-,-,"7969-5,",SIAP DENGAN: CFO PENUH,7969-5/701/2011(01),14 Apr 2010,06 Jan 2011,"RM 90,677.50",0.00mps,RUMAH BERKEMBAR,1,0,0,0,10,10,"142,025.00","160,475.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/7969-5,"(91, '7969-5')"
12,7 9 6 9 - 5 - T A M A N   M E S R A   R I A,CERIA CEMERLANG SENDIRIAN BERHAD,7969,7969-5/01-2011/12,07 Jan 2008,06 Jan 2011,04-4213862,-,-,"7969-5,",SIAP DENGAN: CFO PENUH,7969-5/701/2011(01),14 Apr 2010,06 Jan 2011,"RM 90,677.50",0.00mps,RUMAH TERES,1,0,0,0,57,57,"90,677.50","124,277.50",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/7969-5,"(91, '7969-5')"
13,7 9 6 9 - 5 - T A M A N   M E S R A   R I A,CERIA CEMERLANG SENDIRIAN BERHAD,7969,7969-5/01-2011/12,07 Jan 2008,06 Jan 2011,04-4213862,-,-,"7969-5,",SIAP DENGAN: CFO PENUH,7969-5/701/2011(01),14 Apr 2010,06 Jan 2011,"RM 90,677.50",0.00mps,RUMAH BERKEMBAR,1,0,0,0,32,32,"152,950.00","167,800.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/7969-5,"(91, '7969-5')"
14,7 9 7 0 - 1 - L O T   1 6 7 0 0,BINA IMPIAN PROPERTY SDN. BHD.,7970,7970/06-2025/1411(A),16 Jun 2022,15 Jun 2025,01128810133,khairulazmiccsb@gmail.com,-,"7970-1,",-,7970-1/101/2003(01),14 Jan 2002,13 Jan 2003,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/7970-1,"(92, '7970-1')"
15,7 9 7 0 - 2 - L O T   7 2 6 9   M U K I M   K A P A R,BINA IMPIAN PROPERTY SDN. BHD.,7970,7970/06-2025/1411(A),16 Jun 2022,15 Jun 2025,01128810133,khairulazmiccsb@gmail.com,-,"7970-2,",-,7970-2/1799/2003(08),13 Aug 2002,09 Aug 2003,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/7970-2,"(93, '7970-2')"
16,7 9 7 0 - 3 - T A M A N   B U K I T   N A G A,BINA IMPIAN PROPERTY SDN. BHD.,7970,7970/06-2025/1411(A),16 Jun 2022,15 Jun 2025,01128810133,khairulazmiccsb@gmail.com,-,"7970-3,",SIAP DENGAN: CCC PENUH,7970-3/1768/2007(08),30 Aug 2006,29 Aug 2007,"RM 161,111.11",0.00mps,RUMAH TERES,1.5,0,0,0,50,50,"161,111.11","202,222.22",95.00,SIAP DENGAN: CCC PENUH,,,https://teduh.kpkt.gov.my/project-swasta/7970-3,"(94, '7970-3')"
17,7 9 7 0 - 4 - T A M A N   H I J R A H,BINA IMPIAN PROPERTY SDN. BHD.,7970,7970/06-2025/1411(A),16 Jun 2022,15 Jun 2025,01128810133,khairulazmiccsb@gmail.com,-,"7970-4,",SIAP DENGAN: CCC PENUH,7970-4/642/2008(03),26 Mar 2007,25 Mar 2008,"RM 122,222.22",0.00mps,RUMAH TERES,1,0,0,0,46,46,"122,222.22","188,888.89",100.00,SIAP DENGAN: CCC PENUH,,,https://teduh.kpkt.gov.my/project-swasta/7970-4,"(95, '7970-4')"
18,7 9 7 0 - 5 - T A M A N   S R I   O R K I D,BINA IMPIAN PROPERTY SDN. BHD.,7970,7970/06-2025/1411(A),16 Jun 2022,15 Jun 2025,01128810133,khairulazmiccsb@gmail.com,-,"7970-5,",SIAP DENGAN: CCC PENUH,7970-5/1713/2011(03),01 Sep 2010,31 Mar 2011,"RM 144,000.00",0.00mps,RUMAH TERES,1,0,0,0,163,163,"144,000.00","222,222.22",100.00,SIAP DENGAN: CCC PENUH,,,https://teduh.kpkt.gov.my/project-swasta/7970-5,"(96, '7970-5')"
19,7 9 7 0 - 6 - T A M A N   H I J R A H,BINA IMPIAN PROPERTY SDN. BHD.,7970,7970/06-2025/1411(A),16 Jun 2022,15 Jun 2025,01128810133,khairulazmiccsb@gmail.com,-,"7970-6,",-,-,-,-,"RM 165,000.00",0.00mps,RUMAH TERES,1,0,0,0,24,24,"165,000.00","198,000.00",0.00,BELUM MULA,,,https://teduh.kpkt.gov.my/project-swasta/7970-6,"(97, '7970-6')"
20,7 9 7 0 - 6 - T A M A N   H I J R A H,BINA IMPIAN PROPERTY SDN. BHD.,7970,7970/06-2025/1411(A),16 Jun 2022,15 Jun 2025,01128810133,khairulazmiccsb@gmail.com,-,"7970-6,",-,-,-,-,"RM 165,000.00",0.00mps,RUMAH TERES,1.5,0,0,0,35,35,"198,000.00","209,000.00",0.00,BELUM MULA,,,https://teduh.kpkt.gov.my/project-swasta/7970-6,"(97, '7970-6')"
21,7 9 7 0 - 7 - T A M A N   I M P I A N   I N D A H,BINA IMPIAN PROPERTY SDN. BHD.,7970,7970/06-2025/1411(A),16 Jun 2022,15 Jun 2025,01128810133,khairulazmiccsb@gmail.com,-,"7970-7,",SIAP DENGAN: CCC PENUH,7970-7/08-2018/0652(P),23 Aug 2016,22 Aug 2018,"RM 568,000.00",138.24mps,RUMAH BERKEMBAR,1,0,0,138,24,6,"568,000.00","650,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""3.140946, 101.433494""]",,https://teduh.kpkt.gov.my/project-swasta/7970-7,"(98, '7970-7')"
22,7 9 7 0 - 8 - T A M A N   A L E E S Y A,BINA IMPIAN PROPERTY SDN. BHD.,7970,7970/06-2025/1411(A),16 Jun 2022,15 Jun 2025,01128810133,khairulazmiccsb@gmail.com,-,"7970-8,",SIAP DENGAN: CCC PENUH,7970-8/10-2018/0792(P),16 Oct 2016,15 Oct 2018,"RM 438,000.00",133.84mps - 183.77mps,RUMAH BERKEMBAR,2,0,0,184,4,0,"588,000.00","588,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""2.998575, 101.508857""]",,https://teduh.kpkt.gov.my/project-swasta/7970-8,"(99, '7970-8')"
23,7 9 7 0 - 8 - T A M A N   A L E E S Y A,BINA IMPIAN PROPERTY SDN. BHD.,7970,7970/06-2025/1411(A),16 Jun 2022,15 Jun 2025,01128810133,khairulazmiccsb@gmail.com,-,"7970-8,",SIAP DENGAN: CCC PENUH,7970-8/10-2018/0792(P),16 Oct 2016,15 Oct 2018,"RM 438,000.00",133.84mps - 183.77mps,RUMAH TERES,2,0,0,134,21,4,"438,000.00","488,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""2.998575, 101.508857""]",,https://teduh.kpkt.gov.my/project-swasta/7970-8,"(99, '7970-8')"
24,7 9 7 0 - 8 - T A M A N   A L E E S Y A,BINA IMPIAN PROPERTY SDN. BHD.,7970,7970/06-2025/1411(A),16 Jun 2022,15 Jun 2025,01128810133,khairulazmiccsb@gmail.com,-,"7970-8,",SIAP DENGAN: CCC PENUH,7970-8/10-2018/0792(P),16 Oct 2016,15 Oct 2018,"RM 438,000.00",133.84mps - 183.77mps,RUMAH TERES,2,0,0,134,28,5,"438,000.00","538,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""2.998575, 101.508857""]",,https://teduh.kpkt.gov.my/project-swasta/7970-8,"(99, '7970-8')"
25,7 9 7 1 - 2 - T A M A N   M U A R A   E S B E E,PADU WAJA SDN. BHD.,7971,7971-5/06-2021/01676(L),10 Jun 2020,09 Jun 2021,-,-,-,"7971-2,",SIAP DENGAN: CFO PENUH,7971-2/1828/2005(09),16 Sep 2004,15 Sep 2005,"RM 103,000.00",0.00mps,RUMAH TERES,1,0,0,0,20,20,"113,000.00","151,563.00",95.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/7971-2,"(59, '7971-2')"
26,7 9 7 1 - 2 - T A M A N   M U A R A   E S B E E,PADU WAJA SDN. BHD.,7971,7971-5/06-2021/01676(L),10 Jun 2020,09 Jun 2021,-,-,-,"7971-2,",SIAP DENGAN: CFO PENUH,7971-2/1828/2005(09),16 Sep 2004,15 Sep 2005,"RM 103,000.00",0.00mps,RUMAH TERES,1,0,0,0,25,25,"103,000.00","149,613.62",95.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/7971-2,"(59, '7971-2')"
27,7 9 7 1 - 3 - T A M A N   M U A R A   E S B E E,PADU WAJA SDN. BHD.,7971,7971-5/06-2021/01676(L),10 Jun 2020,09 Jun 2021,-,-,-,"7971-3,",SIAP DENGAN: CCC PENUH,7971-3/946/2006(05),03 May 2005,02 May 2006,"RM 103,000.00",0.00mps - 78.15mps,RUMAH TERES,1,0,0,0,19,0,"103,000.00","166,000.00",100.00,SIAP DENGAN: CFO PENUH,"[""3.225870, 101.355040""]",,https://teduh.kpkt.gov.my/project-swasta/7971-3,"(60, '7971-3')"
28,7 9 7 1 - 3 - T A M A N   M U A R A   E S B E E,PADU WAJA SDN. BHD.,7971,7971-5/06-2021/01676(L),10 Jun 2020,09 Jun 2021,-,-,-,"7971-3,",SIAP DENGAN: CCC PENUH,7971-3/946/2006(05),03 May 2005,02 May 2006,"RM 103,000.00",0.00mps - 78.15mps,RUMAH TERES,1,0,0,78,10,5,"113,000.00","149,818.38",100.00,SIAP DENGAN: CCC PENUH,"[""3.225870, 101.355040""]",,https://teduh.kpkt.gov.my/project-swasta/7971-3,"(60, '7971-3')"
29,7 9 7 1 - 4 - T A M A N   E M A S   H U L U   Y A M,PADU WAJA SDN. BHD.,7971,7971-5/06-2021/01676(L),10 Jun 2020,09 Jun 2021,-,-,-,"7971-4,",SIAP DENGAN: CFO PENUH,7971-4/1794/2010(09),03 Sep 2009,02 Sep 2010,"RM 83,500.00",0.00mps,RUMAH TERES,1,0,0,0,33,0,"101,900.00","135,273.67",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/7971-4,"(61, '7971-4')"
30,7 9 7 1 - 4 - T A M A N   E M A S   H U L U   Y A M,PADU WAJA SDN. BHD.,7971,7971-5/06-2021/01676(L),10 Jun 2020,09 Jun 2021,-,-,-,"7971-4,",SIAP DENGAN: CFO PENUH,7971-4/1794/2010(09),03 Sep 2009,02 Sep 2010,"RM 83,500.00",0.00mps,RUMAH TERES,1,0,0,0,22,0,"94,900.00","131,933.40",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/7971-4,"(61, '7971-4')"
31,7 9 7 1 - 4 - T A M A N   E M A S   H U L U   Y A M,PADU WAJA SDN. BHD.,7971,7971-5/06-2021/01676(L),10 Jun 2020,09 Jun 2021,-,-,-,"7971-4,",SIAP DENGAN: CFO PENUH,7971-4/1794/2010(09),03 Sep 2009,02 Sep 2010,"RM 83,500.00",0.00mps,RUMAH TERES,1,0,0,0,6,0,"83,500.00","101,502.81",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/7971-4,"(61, '7971-4')"
32,7 9 7 1 - 5 - T A M A N   M U A R A   E S B E E,PADU WAJA SDN. BHD.,7971,7971-5/06-2021/01676(L),10 Jun 2020,09 Jun 2021,-,-,-,"7971-5,",SIAP DENGAN: CCC PENUH,7971-5/06-2019/01411(P),10 Jun 2018,09 Jun 2019,"RM 280,750.00",107.88mps - 243.61mps,RUMAH BERKEMBAR,2,0,0,244,14,8,"658,260.00","768,384.25",100.00,SIAP DENGAN: CCC PENUH,"[""3.225870, 101.355040""]",,https://teduh.kpkt.gov.my/project-swasta/7971-5,"(62, '7971-5')"
33,7 9 7 1 - 5 - T A M A N   M U A R A   E S B E E,PADU WAJA SDN. BHD.,7971,7971-5/06-2021/01676(L),10 Jun 2020,09 Jun 2021,-,-,-,"7971-5,",SIAP DENGAN: CCC PENUH,7971-5/06-2019/01411(P),10 Jun 2018,09 Jun 2019,"RM 280,750.00",107.88mps - 243.61mps,RUMAH TERES,2,0,0,213,15,8,"435,750.00","625,200.60",100.00,SIAP DENGAN: CCC PENUH,"[""3.225870, 101.355040""]",,https://teduh.kpkt.gov.my/project-swasta/7971-5,"(62, '7971-5')"
34,7 9 7 1 - 5 - T A M A N   M U A R A   E S B E E,PADU WAJA SDN. BHD.,7971,7971-5/06-2021/01676(L),10 Jun 2020,09 Jun 2021,-,-,-,"7971-5,",SIAP DENGAN: CCC PENUH,7971-5/06-2019/01411(P),10 Jun 2018,09 Jun 2019,"RM 280,750.00",107.88mps - 243.61mps,RUMAH TERES,1,0,0,108,10,5,"280,750.00","407,124.29",100.00,SIAP DENGAN: CCC PENUH,"[""3.225870, 101.355040""]",,https://teduh.kpkt.gov.my/project-swasta/7971-5,"(62, '7971-5')"
35,7 9 7 3 - 1 - K A M P U N G   S I N A N R A N   B A R U,WIDEGREEN PROPERTIES SDN. BHD.,7973,7973-1/12-2006/1058,22 Dec 2003,21 Dec 2006,-,-,-,"7973-1,",-,7973-1/1862/2005(03),22 Sep 2004,21 Mar 2005,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/7973-1,"(63, '7973-1')"
36,7 9 7 3 - 2 - K A M P O N G   S I N A R A N   B A R U,WIDEGREEN PROPERTIES SDN. BHD.,7973,7973-1/12-2006/1058,22 Dec 2003,21 Dec 2006,-,-,-,"7973-2,",-,-,-,-,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/7973-2,"(64, '7973-2')"
37,7 9 7 3 - 3 - K A M P U N G   S I N A R A N   B A R U,WIDEGREEN PROPERTIES SDN. BHD.,7973,7973-1/12-2006/1058,22 Dec 2003,21 Dec 2006,-,-,-,"7973-3,",-,-,-,-,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/7973-3,"(65, '7973-3')"
38,7 9 7 4 - 1 - T A M A N   J E R A I   H A R M O N I,GIAT HADAPAN SDN. BHD.,7974,7974/08-2023/0368(R),17 Aug 2021,16 Aug 2023,-,-,-,"7974-1,",-,7974/1053/2002(08),03 Aug 2001,02 Aug 2002,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/7974-1,"(66, '7974-1')"
39,7 9 7 4 - 2 - T A M A N   D E S A   S A P U R A,GIAT HADAPAN SDN. BHD.,7974,7974/08-2023/0368(R),17 Aug 2021,16 Aug 2023,-,-,-,"7974-2,",-,7974-2/2058/2003(09),11 Sep 2002,10 Sep 2003,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/7974-2,"(67, '7974-2')"
40,7 9 7 4 - 3 - T A M A N   H I J R A H,GIAT HADAPAN SDN. BHD.,7974,7974/08-2023/0368(R),17 Aug 2021,16 Aug 2023,-,-,-,"7974-3,",SIAP DENGAN: CCC PENUH,7974-3/1027/2013(04),06 May 2012,18 Apr 2013,"RM 225,000.00",0.00mps,RUMAH TERES,2,0,0,0,61,61,"225,000.00","337,920.00",100.00,SIAP DENGAN: CCC PENUH,,,https://teduh.kpkt.gov.my/project-swasta/7974-3,"(68, '7974-3')"
41,7 9 7 4 - 4 - T A M A N   C E N D A N A,GIAT HADAPAN SDN. BHD.,7974,7974/08-2023/0368(R),17 Aug 2021,16 Aug 2023,-,-,-,"7974-4,",SIAP DENGAN: CCC PENUH,-,-,-,"RM 211,806.00",0.00mps,RUMAH BERKEMBAR,1,0,0,0,12,2,"211,806.00","273,952.00",100.00,SIAP DENGAN: CCC PENUH,,,https://teduh.kpkt.gov.my/project-swasta/7974-4,"(69, '7974-4')"
42,7 9 7 4 - 4 - T A M A N   C E N D A N A,GIAT HADAPAN SDN. BHD.,7974,7974/08-2023/0368(R),17 Aug 2021,16 Aug 2023,-,-,-,"7974-4,",SIAP DENGAN: CCC PENUH,-,-,-,"RM 211,806.00",0.00mps,RUMAH SESEBUAH,1,0,0,0,1,0,"327,476.00","327,476.00",100.00,SIAP DENGAN: CCC PENUH,,,https://teduh.kpkt.gov.my/project-swasta/7974-4,"(69, '7974-4')"
43,7 9 7 4 - 5 - T A M A N   E M A S,GIAT HADAPAN SDN. BHD.,7974,7974/08-2023/0368(R),17 Aug 2021,16 Aug 2023,-,-,-,"7974-5,",SIAP DENGAN: CCC PENUH,7974-5/05-2018/01494(P),01 Jun 2017,31 May 2018,"RM 230,940.00",0.00mps - 138.00mps,RUMAH BERKEMBAR,1,0,0,138,4,0,"341,240.00","365,600.00",100.00,SIAP DENGAN: CCC PENUH,"[""6.515380, 100.251320""]",,https://teduh.kpkt.gov.my/project-swasta/7974-5,"(70, '7974-5')"
44,7 9 7 4 - 5 - T A M A N   E M A S,GIAT HADAPAN SDN. BHD.,7974,7974/08-2023/0368(R),17 Aug 2021,16 Aug 2023,-,-,-,"7974-5,",SIAP DENGAN: CCC PENUH,7974-5/05-2018/01494(P),01 Jun 2017,31 May 2018,"RM 230,940.00",0.00mps - 138.00mps,RUMAH TERES,1,0,0,110,13,1,"230,940.00","340,020.00",100.00,SIAP DENGAN: CCC PENUH,"[""6.515380, 100.251320""]",,https://teduh.kpkt.gov.my/project-swasta/7974-5,"(70, '7974-5')"
45,7 9 7 4 - 5 - T A M A N   E M A S,GIAT HADAPAN SDN. BHD.,7974,7974/08-2023/0368(R),17 Aug 2021,16 Aug 2023,-,-,-,"7974-5,",SIAP DENGAN: CCC PENUH,7974-5/05-2018/01494(P),01 Jun 2017,31 May 2018,"RM 230,940.00",0.00mps - 138.00mps,RUMAH SESEBUAH,1,0,0,0,2,2,"468,100.00","477,340.00",100.00,SIAP DENGAN: CCC PENUH,"[""6.515380, 100.251320""]",,https://teduh.kpkt.gov.my/project-swasta/7974-5,"(70, '7974-5')"
46,7 9 7 4 - 6 - T A M A N   M A S   M U D A,GIAT HADAPAN SDN. BHD.,7974,7974/08-2023/0368(R),17 Aug 2021,16 Aug 2023,-,-,-,"7974-6,",SIAP DENGAN: CCC PENUH,7974-6/08-2021/02938(P),17 Aug 2020,16 Aug 2021,"RM 341,642.00",153.82mps,RUMAH BERKEMBAR,1,0,0,154,16,13,"341,642.00","406,701.00",100.00,SIAP DENGAN: CCC PENUH,"[""6.448745, 100.174035""]",,https://teduh.kpkt.gov.my/project-swasta/7974-6,"(71, '7974-6')"
47,7 9 7 5 - 1 - A N J U N G   B E M B A N   M A J U,MAINWAY DEVELOPMENT SDN. BHD.,7975,7975-2/09-2006/977,05 Sep 2003,04 Sep 2006,-,-,-,"7975-1,",-,7975-1/2329/2003(09),27 Nov 2002,22 Sep 2003,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/7975-1,"(72, '7975-1')"
48,7 9 7 5 - 2 - A N J U N G   B E M B A N   M A J U,MAINWAY DEVELOPMENT SDN. BHD.,7975,7975-2/09-2006/977,05 Sep 2003,04 Sep 2006,-,-,-,"7975-2,",-,7975-2/275/2005(02),12 Feb 2004,11 Feb 2005,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/7975-2,"(73, '7975-2')"
49,7 9 7 6 - 1 - T A M A N   R I A,KIND FRONTIER SDN. BHD.,7976,7976/08-2003/926,24 Aug 2000,23 Aug 2003,-,-,-,"7976-1,",-,7976/2162/2002(11),10 Nov 2001,09 Nov 2002,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/7976-1,"(74, '7976-1')"
50,7 9 7 7 - 1 - C O M M O N   D E V E L O P M E N T   ( M )   S D N .   B H D .,COMMON DEVELOPMENT SDN. BHD.,7977,7977-2/06-2007/848,29 Jun 2002,28 Jun 2007,07-2233727,commondevelopment@yahoo.com,-,"7977-1,",-,-,-,-,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/7977-1,"(75, '7977-1')"
51,7 9 7 7 - 2 - T A M A N   P U T R I M A S,COMMON DEVELOPMENT SDN. BHD.,7977,7977-2/06-2007/848,29 Jun 2002,28 Jun 2007,07-2233727,commondevelopment@yahoo.com,-,"7977-2,",-,7977-2/2038/2007(06),03 Oct 2006,28 Jun 2007,"RM 25,000.00",0.00mps,RUMAH PANGSA/KONDO,5,0,0,0,86,86,"25,000.00","25,000.00",0.00,-,,,https://teduh.kpkt.gov.my/project-swasta/7977-2,"(76, '7977-2')"
52,7 9 7 7 - 2 - T A M A N   P U T R I M A S,COMMON DEVELOPMENT SDN. BHD.,7977,7977-2/06-2007/848,29 Jun 2002,28 Jun 2007,07-2233727,commondevelopment@yahoo.com,-,"7977-2,",-,7977-2/2038/2007(06),03 Oct 2006,28 Jun 2007,"RM 25,000.00",0.00mps,RUMAH TERES,2,0,0,0,32,32,"28,000.00","36,472.00",0.00,-,,,https://teduh.kpkt.gov.my/project-swasta/7977-2,"(76, '7977-2')"
