,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Jenis Rumah,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Status Projek,Location,Address,Link,Website Location
0,7 6 0 5 - 4 - T A M A N   S I N A R   I N T A N   3,YIKED BRILLIANT SDN. BHD.,7605,7605-4/10-2022/03220(L),01 Nov 2021,31 Oct 2022,-,ryantan@oibgroup.com,-,"7605-4,",SIAP DENGAN: CCC PENUH,7605-4/09-2021/02953(P),08 Sep 2020,07 Sep 2021,"RM 292,927.00",202.00mps,RUMAH TERES,2,0,0,202,92,3,"294,927.00","446,927.00",100.00,SIAP DENGAN: CCC PENUH,"[""5.638095, 100.455043""]",,https://teduh.kpkt.gov.my/project-swasta/7605-4,"(1584, '7605-4')"
1,7 6 0 5 - 4 - T A M A N   S I N A R   I N T A N   3,YIKED BRILLIANT SDN. BHD.,7605,7605-4/10-2022/03220(L),01 Nov 2021,31 Oct 2022,-,ryantan@oibgroup.com,-,"7605-4,",SIAP DENGAN: CCC PENUH,7605-4/09-2021/02953(P),08 Sep 2020,07 Sep 2021,"RM 292,927.00",202.00mps,RUMAH TERES,2,0,0,202,116,3,"294,927.00","439,927.00",100.00,SIAP DENGAN: CCC PENUH,"[""5.638095, 100.455043""]",,https://teduh.kpkt.gov.my/project-swasta/7605-4,"(1584, '7605-4')"
2,7 6 0 5 - 4 - T A M A N   S I N A R   I N T A N   3,YIKED BRILLIANT SDN. BHD.,7605,7605-4/10-2022/03220(L),01 Nov 2021,31 Oct 2022,-,ryantan@oibgroup.com,-,"7605-4,",SIAP DENGAN: CCC PENUH,7605-4/09-2021/02953(P),08 Sep 2020,07 Sep 2021,"RM 292,927.00",202.00mps,RUMAH TERES,2,0,0,202,124,4,"294,927.00","454,927.00",100.00,SIAP DENGAN: CCC PENUH,"[""5.638095, 100.455043""]",,https://teduh.kpkt.gov.my/project-swasta/7605-4,"(1584, '7605-4')"
3,7 6 0 5 - 4 - T A M A N   S I N A R   I N T A N   3,YIKED BRILLIANT SDN. BHD.,7605,7605-4/10-2022/03220(L),01 Nov 2021,31 Oct 2022,-,ryantan@oibgroup.com,-,"7605-4,",SIAP DENGAN: CCC PENUH,7605-4/09-2021/02953(P),08 Sep 2020,07 Sep 2021,"RM 292,927.00",202.00mps,RUMAH TERES,2,0,0,202,118,2,"292,927.00","522,927.00",100.00,SIAP DENGAN: CCC PENUH,"[""5.638095, 100.455043""]",,https://teduh.kpkt.gov.my/project-swasta/7605-4,"(1584, '7605-4')"
4,7 6 0 6 - 1 - P I N G G I R A N   A L M A,RIMALAND SDN.BHD,7606,7606-1/07-2007/1413,29 Jul 2004,28 Jul 2007,04-5388414,-,-,"7606-1,",SIAP DENGAN: CCC PENUH,7606-1/1523/2003(07),29 Jul 2002,28 Jul 2003,"RM 33,000.00",0.00mps,RUMAH TERES,1,0,0,0,64,64,"79,200.00","123,816.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/7606-1,"(1585, '7606-1')"
5,7 6 0 6 - 1 - P I N G G I R A N   A L M A,RIMALAND SDN.BHD,7606,7606-1/07-2007/1413,29 Jul 2004,28 Jul 2007,04-5388414,-,-,"7606-1,",SIAP DENGAN: CCC PENUH,7606-1/1523/2003(07),29 Jul 2002,28 Jul 2003,"RM 33,000.00",0.00mps,RUMAH TERES,2,0,0,0,56,56,"121,600.00","154,550.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/7606-1,"(1585, '7606-1')"
6,7 6 0 6 - 1 - P I N G G I R A N   A L M A,RIMALAND SDN.BHD,7606,7606-1/07-2007/1413,29 Jul 2004,28 Jul 2007,04-5388414,-,-,"7606-1,",SIAP DENGAN: CCC PENUH,7606-1/1523/2003(07),29 Jul 2002,28 Jul 2003,"RM 33,000.00",0.00mps,RUMAH PANGSA/KONDO,5,0,0,0,71,71,"33,000.00","33,000.00",95.00,SIAP DENGAN: CCC PENUH,,,https://teduh.kpkt.gov.my/project-swasta/7606-1,"(1585, '7606-1')"
7,7 6 0 6 - 1 - P I N G G I R A N   A L M A,RIMALAND SDN.BHD,7606,7606-1/07-2007/1413,29 Jul 2004,28 Jul 2007,04-5388414,-,-,"7606-1,",SIAP DENGAN: CCC PENUH,7606-1/1523/2003(07),29 Jul 2002,28 Jul 2003,"RM 33,000.00",0.00mps,RUMAH PANGSA/KONDO,5,0,0,0,60,60,"33,000.00","33,000.00",86.00,SIAP DENGAN: CCC PENUH,,,https://teduh.kpkt.gov.my/project-swasta/7606-1,"(1585, '7606-1')"
8,7 6 0 6 - 1 - P I N G G I R A N   A L M A,RIMALAND SDN.BHD,7606,7606-1/07-2007/1413,29 Jul 2004,28 Jul 2007,04-5388414,-,-,"7606-1,",SIAP DENGAN: CCC PENUH,7606-1/1523/2003(07),29 Jul 2002,28 Jul 2003,"RM 33,000.00",0.00mps,RUMAH TERES,2,0,0,0,33,33,"118,750.00","156,000.00",95.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/7606-1,"(1585, '7606-1')"
9,7 6 0 6 - 1 - P I N G G I R A N   A L M A,RIMALAND SDN.BHD,7606,7606-1/07-2007/1413,29 Jul 2004,28 Jul 2007,04-5388414,-,-,"7606-1,",SIAP DENGAN: CCC PENUH,7606-1/1523/2003(07),29 Jul 2002,28 Jul 2003,"RM 33,000.00",0.00mps,RUMAH TERES,1,0,0,0,12,12,"123,816.00","82,000.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/7606-1,"(1585, '7606-1')"
