,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Jenis Rumah,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Status Projek,Location,Address,Link,Website Location
0,8 0 6 7 - 2 - T A M A N   B I J I   S U R A   I I,SUKMA PERMAI SDN. BHD.,8067,8067-2/01-2007/73,16 Jan 2004,15 Jan 2007,09-6312099,-,-,"8067-2,",SIAP DENGAN: CFO PENUH,8067-2/1036/2006(05),11 May 2005,10 May 2006,"RM 89,000.00",0.00mps,RUMAH TERES,1,0,0,0,20,20,"89,000.00","110,000.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/8067-2,"(384, '8067-2')"
1,8 0 6 8 - 1 - T A M A N   M U R N I   I N D A H,LEVA ENTERPRISE SDN. BHD.,8068,8068/01-2026/0115(R),12 Jan 2023,11 Jan 2026,-,-,-,"8068-1,",-,8068-1/2468/2003(11),31 Dec 2002,28 Nov 2003,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/8068-1,"(385, '8068-1')"
2,8 0 6 8 - 2 - T A M A N   S E R I N D I T,LEVA ENTERPRISE SDN. BHD.,8068,8068/01-2026/0115(R),12 Jan 2023,11 Jan 2026,-,-,-,"8068-2,",SIAP DENGAN: CFO PENUH,8068-2/1560/2009(02),05 Aug 2008,07 Feb 2009,"RM 35,000.00",0.00mps,RUMAH TERES,1,0,0,0,25,25,"95,000.00","126,864.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/8068-2,"(386, '8068-2')"
3,8 0 6 8 - 2 - T A M A N   S E R I N D I T,LEVA ENTERPRISE SDN. BHD.,8068,8068/01-2026/0115(R),12 Jan 2023,11 Jan 2026,-,-,-,"8068-2,",SIAP DENGAN: CFO PENUH,8068-2/1560/2009(02),05 Aug 2008,07 Feb 2009,"RM 35,000.00",0.00mps,RUMAH TERES,1,0,0,0,35,35,"35,000.00","73,754.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/8068-2,"(386, '8068-2')"
4,8 0 6 8 - 2 - T A M A N   S E R I N D I T,LEVA ENTERPRISE SDN. BHD.,8068,8068/01-2026/0115(R),12 Jan 2023,11 Jan 2026,-,-,-,"8068-2,",SIAP DENGAN: CFO PENUH,8068-2/1560/2009(02),05 Aug 2008,07 Feb 2009,"RM 35,000.00",0.00mps,RUMAH TERES,2,0,0,0,25,25,"149,000.00","196,643.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/8068-2,"(386, '8068-2')"
5,8 0 6 8 - 3 - T A M A N   S E R I N D I T,LEVA ENTERPRISE SDN. BHD.,8068,8068/01-2026/0115(R),12 Jan 2023,11 Jan 2026,-,-,-,"8068-3,",SIAP DENGAN: CCC PENUH,8068-3/01-2024/0816(R)-(L),12 Jan 2023,11 Jan 2024,"RM 360,000.00",108.20mps - 131.51mps,RUMAH BERKEMBAR,1,3,2,108,20,1,"360,000.00","750,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""5.379099, 100.575304""]",,https://teduh.kpkt.gov.my/project-swasta/8068-3,"(387, '8068-3')"
6,8 0 6 8 - 3 - T A M A N   S E R I N D I T,LEVA ENTERPRISE SDN. BHD.,8068,8068/01-2026/0115(R),12 Jan 2023,11 Jan 2026,-,-,-,"8068-3,",SIAP DENGAN: CCC PENUH,8068-3/01-2024/0816(R)-(L),12 Jan 2023,11 Jan 2024,"RM 360,000.00",108.20mps - 131.51mps,RUMAH SESEBUAH,1,3,3,132,29,2,"410,000.00","736,111.00",100.00,SIAP DENGAN: CCC PENUH,"[""5.379099, 100.575304""]",,https://teduh.kpkt.gov.my/project-swasta/8068-3,"(387, '8068-3')"
7,8 0 6 9 - 1 - T A M A N   J A S A,PATHALON INDUSTRIES SDN. BHD.,8069,8069/01-2006/48,12 Jan 2001,11 Jan 2006,-,-,-,"8069-1,",-,-,-,-,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/8069-1,"(388, '8069-1')"
8,8 0 7 0 - 1 - T A M A N   M E L U R,MELUR KRISTAL SDN. BHD.,8070,8070-5/03-2015/311,13 Mar 2012,12 Mar 2015,-,melurkristal@gmail.com,-,"8070-1,",SIAP DENGAN: CFO PENUH,8070-1/1208/2008(06),30 Jun 2007,29 Jun 2008,"RM 35,000.00",0.00mps,RUMAH BERKEMBAR,2,0,0,0,106,106,"179,000.00","231,589.40",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/8070-1,"(389, '8070-1')"
9,8 0 7 0 - 1 - T A M A N   M E L U R,MELUR KRISTAL SDN. BHD.,8070,8070-5/03-2015/311,13 Mar 2012,12 Mar 2015,-,melurkristal@gmail.com,-,"8070-1,",SIAP DENGAN: CFO PENUH,8070-1/1208/2008(06),30 Jun 2007,29 Jun 2008,"RM 35,000.00",0.00mps,RUMAH TERES,2,0,0,0,168,168,"128,000.00","188,915.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/8070-1,"(389, '8070-1')"
