,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Jenis Rumah,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Location,Address,Link,Website Location
0,1 0 1 4 4 - 2 - T A M A N   M E W A H,BAKTI GAHARA SDN. BHD.,10144,10144-2/06-2017/02078(L),20 Jun 2016,19 Jun 2017,-,-,-,"10144-2,",BERJALAN LANCAR,10144-2/06-2017/02078(P),20 Jun 2016,19 Jun 2017,"RM 148,000.00",0.00mps,RUMAH TERES,1,0,0,0,33,33,"148,000.00","193,000.00",10.61,"[""2.577508, 101.959003""]",,https://teduh.kpkt.gov.my/project-swasta/10144-2,"(1008, '10144-2')"
1,1 0 2 3 4 - 4 - B A N D A R   U T A M A   T A M P I N,TIARA SUKMA SDN. BHD.,10234,10234/08-2027/0987(A),14 Aug 2022,13 Aug 2027,-,-,-,"10234-4,",BERJALAN LANCAR,10234-4/03-2025/0385(N)-(L),31 Mar 2023,30 Mar 2025,"RM 480,000.00",148.65mps,RUMAH BERKEMBAR,1,0,0,149,36,13,"480,000.00","680,000.00",55.00,"[""2.486676, 102.245642""]",,https://teduh.kpkt.gov.my/project-swasta/10234-4,"(1009, '10234-4')"
2,1 0 2 3 4 - 5 - B A N D A R   U T A M A   T A M P I N,TIARA SUKMA SDN. BHD.,10234,10234/08-2027/0987(A),14 Aug 2022,13 Aug 2027,-,-,-,"10234-5,",BERJALAN LANCAR,10234-5/09-2025/1086(N)-(L),27 Sep 2023,26 Sep 2025,"RM 216,667.00",86.30mps - 95.30mps,RUMAH TERES,1,0,0,86 - 95,36,32,"216,667.00","299,473.00",0.00,"[""2.486676, 102.245642""]",,https://teduh.kpkt.gov.my/project-swasta/10234-5,"(1010, '10234-5')"
3,1 0 3 8 4 - 1 5 - T A M A N   J E N A H A K,NORTH ELEGANCE PROPERTY SDN. BHD.,10384,10384/02-2024/0167(A),01 Mar 2022,29 Feb 2024,-,nedsb68@gmail.com,-,"10384-15,",BERJALAN LANCAR,10384-15/03-2025/0359(N)-(L),29 Mar 2023,28 Mar 2025,"RM 225,000.00",91.04mps - 93.83mps,RUMAH TERES,1,3,2,91,9,0,"225,000.00","250,000.00",59.44,"[""2.456031, 101.860828""]",,https://teduh.kpkt.gov.my/project-swasta/10384-15,"(1011, '10384-15')"
4,1 0 3 8 4 - 1 5 - T A M A N   J E N A H A K,NORTH ELEGANCE PROPERTY SDN. BHD.,10384,10384/02-2024/0167(A),01 Mar 2022,29 Feb 2024,-,nedsb68@gmail.com,-,"10384-15,",BERJALAN LANCAR,10384-15/03-2025/0359(N)-(L),29 Mar 2023,28 Mar 2025,"RM 225,000.00",91.04mps - 93.83mps,RUMAH TERES,1,3,2,91,3,0,"366,000.00","522,000.00",41.67,"[""2.456031, 101.860828""]",,https://teduh.kpkt.gov.my/project-swasta/10384-15,"(1011, '10384-15')"
5,1 0 3 8 4 - 1 5 - T A M A N   J E N A H A K,NORTH ELEGANCE PROPERTY SDN. BHD.,10384,10384/02-2024/0167(A),01 Mar 2022,29 Feb 2024,-,nedsb68@gmail.com,-,"10384-15,",BERJALAN LANCAR,10384-15/03-2025/0359(N)-(L),29 Mar 2023,28 Mar 2025,"RM 225,000.00",91.04mps - 93.83mps,RUMAH TERES,1,3,2,94,16,3,"379,800.00","600,000.00",24.69,"[""2.456031, 101.860828""]",,https://teduh.kpkt.gov.my/project-swasta/10384-15,"(1011, '10384-15')"
6,1 0 6 1 3 - 4 7 - R E S O R T   R E S I D E N C E   1 B,BSS DEVELOPMENT SDN. BHD.,10613,10613/11-2028/1282(R),19 Nov 2023,18 Nov 2028,067642688,dlaplicensing@mchb.com.my,sendayan.com.my,"10613-47,",SIAP DENGAN: CCC PENUH,10613-47/10-2023/0709(P),07 Oct 2021,06 Oct 2023,"RM 803,888.00",0.00mps - 240.30mps,RUMAH TERES,2,0,0,0,27,27,"823,468.00","1,163,738.00",100.00,"[""2.677940, 101.872780""]",,https://teduh.kpkt.gov.my/project-swasta/10613-47,"(1012, '10613-47')"
7,1 0 6 1 3 - 4 7 - R E S O R T   R E S I D E N C E   1 B,BSS DEVELOPMENT SDN. BHD.,10613,10613/11-2028/1282(R),19 Nov 2023,18 Nov 2028,067642688,dlaplicensing@mchb.com.my,sendayan.com.my,"10613-47,",SIAP DENGAN: CCC PENUH,10613-47/10-2023/0709(P),07 Oct 2021,06 Oct 2023,"RM 803,888.00",0.00mps - 240.30mps,RUMAH TERES,2,0,0,240,156,155,"803,888.00","1,306,838.00",100.00,"[""2.677940, 101.872780""]",,https://teduh.kpkt.gov.my/project-swasta/10613-47,"(1012, '10613-47')"
8,1 0 6 1 3 - 4 8 - B A Y U   S U T E R A   ( P R E C I N C T   1 B ),BSS DEVELOPMENT SDN. BHD.,10613,10613/11-2028/1282(R),19 Nov 2023,18 Nov 2028,067642688,dlaplicensing@mchb.com.my,sendayan.com.my,"10613-48,",BERJALAN LANCAR,10613-48/11-2023/0840(P),19 Nov 2021,18 Nov 2023,"RM 669,888.00",0.00mps,RUMAH TERES,2,0,0,0,166,166,"688,888.00","1,186,168.00",97.50,"[""2.701157, 101.819337""]",,https://teduh.kpkt.gov.my/project-swasta/10613-48,"(1024, '10613-48')"
9,1 0 6 1 3 - 4 8 - B A Y U   S U T E R A   ( P R E C I N C T   1 B ),BSS DEVELOPMENT SDN. BHD.,10613,10613/11-2028/1282(R),19 Nov 2023,18 Nov 2028,067642688,dlaplicensing@mchb.com.my,sendayan.com.my,"10613-48,",BERJALAN LANCAR,10613-48/11-2023/0840(P),19 Nov 2021,18 Nov 2023,"RM 669,888.00",0.00mps,RUMAH TERES,2,0,0,0,24,24,"669,888.00","1,069,648.00",97.50,"[""2.701157, 101.819337""]",,https://teduh.kpkt.gov.my/project-swasta/10613-48,"(1024, '10613-48')"
