,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Jenis Rumah,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Location,Address,Link,Website Location
0,1 0 2 3 4 - 3 - B A N D A R   U T A M A   T A M P I N,TIARA SUKMA SDN. BHD.,10234,10234/08-2027/0987(A),14 Aug 2022,13 Aug 2027,-,-,-,"10234-3,",SIAP DENGAN: CCC PENUH,10234-3/08-2023/0505(R)-(L),14 Aug 2022,13 Aug 2023,"RM 401,778.00","1,536.00mps - 1,658.00mps",RUMAH BERKEMBAR,1,0,0,"1,536 - 1,658",7,1,"401,778.00","526,080.00",100.00,"[""2.486676, 102.245642""]",,https://teduh.kpkt.gov.my/project-swasta/10234-3,"(915, '10234-3')"
1,1 0 2 3 4 - 3 - B A N D A R   U T A M A   T A M P I N,TIARA SUKMA SDN. BHD.,10234,10234/08-2027/0987(A),14 Aug 2022,13 Aug 2027,-,-,-,"10234-3,",SIAP DENGAN: CCC PENUH,10234-3/08-2023/0505(R)-(L),14 Aug 2022,13 Aug 2023,"RM 401,778.00","1,536.00mps - 1,658.00mps",RUMAH BERKEMBAR,1,0,0,"1,576 - 1,658",7,0,"402,444.00","572,727.00",100.00,"[""2.486676, 102.245642""]",,https://teduh.kpkt.gov.my/project-swasta/10234-3,"(915, '10234-3')"
2,1 0 2 3 4 - 3 - B A N D A R   U T A M A   T A M P I N,TIARA SUKMA SDN. BHD.,10234,10234/08-2027/0987(A),14 Aug 2022,13 Aug 2027,-,-,-,"10234-3,",SIAP DENGAN: CCC PENUH,10234-3/08-2023/0505(R)-(L),14 Aug 2022,13 Aug 2023,"RM 401,778.00","1,536.00mps - 1,658.00mps",RUMAH BERKEMBAR,1,0,0,"1,576",7,2,"454,400.00","454,400.00",100.00,"[""2.486676, 102.245642""]",,https://teduh.kpkt.gov.my/project-swasta/10234-3,"(915, '10234-3')"
3,1 0 2 3 4 - 3 - B A N D A R   U T A M A   T A M P I N,TIARA SUKMA SDN. BHD.,10234,10234/08-2027/0987(A),14 Aug 2022,13 Aug 2027,-,-,-,"10234-3,",SIAP DENGAN: CCC PENUH,10234-3/08-2023/0505(R)-(L),14 Aug 2022,13 Aug 2023,"RM 401,778.00","1,536.00mps - 1,658.00mps",RUMAH BERKEMBAR,1,0,0,"1,536",7,0,"402,444.00","403,000.00",100.00,"[""2.486676, 102.245642""]",,https://teduh.kpkt.gov.my/project-swasta/10234-3,"(915, '10234-3')"
4,1 0 3 8 4 - 1 2 - T A M A N   M A Y U N G,NORTH ELEGANCE PROPERTY SDN. BHD.,10384,10384/02-2024/0167(A),01 Mar 2022,29 Feb 2024,-,nedsb68@gmail.com,-,"10384-12,",SIAP DENGAN: CCC PENUH,10384-12/02-2024/0118(A)-(L),22 Feb 2022,21 Feb 2024,"RM 225,000.00",91.04mps - 94.76mps,RUMAH TERES,1,3,2,91,15,0,"225,000.00","376,000.00",100.00,"[""2.448147, 101.862800""]",,https://teduh.kpkt.gov.my/project-swasta/10384-12,"(892, '10384-12')"
5,1 0 3 8 4 - 1 2 - T A M A N   M A Y U N G,NORTH ELEGANCE PROPERTY SDN. BHD.,10384,10384/02-2024/0167(A),01 Mar 2022,29 Feb 2024,-,nedsb68@gmail.com,-,"10384-12,",SIAP DENGAN: CCC PENUH,10384-12/02-2024/0118(A)-(L),22 Feb 2022,21 Feb 2024,"RM 225,000.00",91.04mps - 94.76mps,RUMAH TERES,1,3,2,95,11,0,"310,500.00","432,000.00",100.00,"[""2.448147, 101.862800""]",,https://teduh.kpkt.gov.my/project-swasta/10384-12,"(892, '10384-12')"
6,1 0 3 8 4 - 1 2 - T A M A N   M A Y U N G,NORTH ELEGANCE PROPERTY SDN. BHD.,10384,10384/02-2024/0167(A),01 Mar 2022,29 Feb 2024,-,nedsb68@gmail.com,-,"10384-12,",SIAP DENGAN: CCC PENUH,10384-12/02-2024/0118(A)-(L),22 Feb 2022,21 Feb 2024,"RM 225,000.00",91.04mps - 94.76mps,RUMAH TERES,1,3,2,95,13,0,"310,500.00","528,000.00",100.00,"[""2.448147, 101.862800""]",,https://teduh.kpkt.gov.my/project-swasta/10384-12,"(892, '10384-12')"
7,1 0 3 8 4 - 1 2 - T A M A N   M A Y U N G,NORTH ELEGANCE PROPERTY SDN. BHD.,10384,10384/02-2024/0167(A),01 Mar 2022,29 Feb 2024,-,nedsb68@gmail.com,-,"10384-12,",SIAP DENGAN: CCC PENUH,10384-12/02-2024/0118(A)-(L),22 Feb 2022,21 Feb 2024,"RM 225,000.00",91.04mps - 94.76mps,RUMAH TERES,1,3,2,91,15,0,"225,000.00","250,000.00",100.00,"[""2.448147, 101.862800""]",,https://teduh.kpkt.gov.my/project-swasta/10384-12,"(892, '10384-12')"
8,1 0 3 8 4 - 1 3 - T A M A N   M A Y U N G,NORTH ELEGANCE PROPERTY SDN. BHD.,10384,10384/02-2024/0167(A),01 Mar 2022,29 Feb 2024,-,nedsb68@gmail.com,-,"10384-13,",SIAP DENGAN: CCC PENUH,10384-13/02-2024/0121(A)-(L),23 Feb 2022,22 Feb 2024,"RM 333,900.00",94.76mps,RUMAH TERES,1,3,2,95,42,0,"333,900.00","586,000.00",100.00,"[""2.448147, 101.862800""]",,https://teduh.kpkt.gov.my/project-swasta/10384-13,"(893, '10384-13')"
9,1 0 3 8 4 - 1 4 - T A M A N   T K K,NORTH ELEGANCE PROPERTY SDN. BHD.,10384,10384/02-2024/0167(A),01 Mar 2022,29 Feb 2024,-,nedsb68@gmail.com,-,"10384-14,",SIAP DENGAN: CCC PENUH,10384-14/02-2024/0167(P),01 Mar 2022,29 Feb 2024,"RM 358,000.00",94.02mps,RUMAH TERES,1,3,2,94,17,0,"358,000.00","370,000.00",100.00,"[""2.507136, 101.838788""]",,https://teduh.kpkt.gov.my/project-swasta/10384-14,"(868, '10384-14')"
