,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Jenis Rumah,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Location,Address,Link,Website Location
0,6 4 0 0 - 1 8 - B E L L A   V I S T A,PUTRA NILAI DEVELOPMENT SDN. BHD.,6400,6400/01-2026/0043(A),21 Jan 2023,20 Jan 2026,-,-,-,"6400-18,",BERJALAN LANCAR,6400-18/114/2006(01),14 Jan 2005,13 Jan 2006,"RM 392,000.00",0.00mps,RUMAH BERKEMBAR,2,0,0,0,22,22,"392,000.00","488,000.00",0.00,,,https://teduh.kpkt.gov.my/project-swasta/6400-18,"(500, '6400-18')"
1,6 4 0 0 - 1 9 - F R E E S I A   H O M E,PUTRA NILAI DEVELOPMENT SDN. BHD.,6400,6400/01-2026/0043(A),21 Jan 2023,20 Jan 2026,-,-,-,"6400-19,",SIAP DENGAN: CFO PENUH,6400-19/2519/2007(12),05 Dec 2006,04 Dec 2007,"RM 232,000.00",0.00mps,RUMAH BERKEMBAR,1,0,0,0,12,12,"232,000.00","286,952.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/6400-19,"(501, '6400-19')"
2,6 4 0 0 - 2 0 - I N D A H   I M P I A N,PUTRA NILAI DEVELOPMENT SDN. BHD.,6400,6400/01-2026/0043(A),21 Jan 2023,20 Jan 2026,-,-,-,"6400-20,",SIAP DENGAN: CCC PENUH,6400-20/721/2010(02),14 Apr 2009,04 Feb 2010,"RM 337,000.00",0.00mps,RUMAH KLUSTER,2,0,0,0,48,48,"337,000.00","447,000.00",91.50,,,https://teduh.kpkt.gov.my/project-swasta/6400-20,"(502, '6400-20')"
3,6 4 0 0 - 2 0 - I N D A H   I M P I A N,PUTRA NILAI DEVELOPMENT SDN. BHD.,6400,6400/01-2026/0043(A),21 Jan 2023,20 Jan 2026,-,-,-,"6400-20,",SIAP DENGAN: CCC PENUH,6400-20/721/2010(02),14 Apr 2009,04 Feb 2010,"RM 337,000.00",0.00mps,RUMAH BERKEMBAR,2.5,0,0,0,8,8,"402,000.00","442,000.00",95.00,,,https://teduh.kpkt.gov.my/project-swasta/6400-20,"(502, '6400-20')"
4,6 4 0 0 - 2 0 - I N D A H   I M P I A N,PUTRA NILAI DEVELOPMENT SDN. BHD.,6400,6400/01-2026/0043(A),21 Jan 2023,20 Jan 2026,-,-,-,"6400-20,",SIAP DENGAN: CCC PENUH,6400-20/721/2010(02),14 Apr 2009,04 Feb 2010,"RM 337,000.00",0.00mps,RUMAH BERKEMBAR,2.5,0,0,0,4,4,"402,000.00","442,000.00",95.00,,,https://teduh.kpkt.gov.my/project-swasta/6400-20,"(502, '6400-20')"
5,6 4 0 0 - 2 0 - I N D A H   I M P I A N,PUTRA NILAI DEVELOPMENT SDN. BHD.,6400,6400/01-2026/0043(A),21 Jan 2023,20 Jan 2026,-,-,-,"6400-20,",SIAP DENGAN: CCC PENUH,6400-20/721/2010(02),14 Apr 2009,04 Feb 2010,"RM 337,000.00",0.00mps,RUMAH KLUSTER,2,0,0,0,36,36,"337,000.00","447,000.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/6400-20,"(502, '6400-20')"
6,6 4 0 0 - 2 0 - I N D A H   I M P I A N,PUTRA NILAI DEVELOPMENT SDN. BHD.,6400,6400/01-2026/0043(A),21 Jan 2023,20 Jan 2026,-,-,-,"6400-20,",SIAP DENGAN: CCC PENUH,6400-20/721/2010(02),14 Apr 2009,04 Feb 2010,"RM 337,000.00",0.00mps,RUMAH BERKEMBAR,2.5,0,0,0,4,4,"402,001.00","442,000.00",95.00,,,https://teduh.kpkt.gov.my/project-swasta/6400-20,"(502, '6400-20')"
7,6 4 0 0 - 2 0 - I N D A H   I M P I A N,PUTRA NILAI DEVELOPMENT SDN. BHD.,6400,6400/01-2026/0043(A),21 Jan 2023,20 Jan 2026,-,-,-,"6400-20,",SIAP DENGAN: CCC PENUH,6400-20/721/2010(02),14 Apr 2009,04 Feb 2010,"RM 337,000.00",0.00mps,RUMAH KLUSTER,2,0,0,0,28,28,"337,000.00","447,000.00",87.00,,,https://teduh.kpkt.gov.my/project-swasta/6400-20,"(502, '6400-20')"
8,6 4 0 0 - 2 1 - A C A C I A   A V E N U E,PUTRA NILAI DEVELOPMENT SDN. BHD.,6400,6400/01-2026/0043(A),21 Jan 2023,20 Jan 2026,-,-,-,"6400-21,",SIAP DENGAN: CFO PENUH,6400-21/2302/2008(10),30 Oct 2007,29 Oct 2008,"RM 93,000.00",0.00mps,PANGSAPURI SERVIS,2,0,0,0,128,128,"93,000.00","148,000.00",0.00,,,https://teduh.kpkt.gov.my/project-swasta/6400-21,"(503, '6400-21')"
9,6 4 0 0 - 2 1 - A C A C I A   A V E N U E,PUTRA NILAI DEVELOPMENT SDN. BHD.,6400,6400/01-2026/0043(A),21 Jan 2023,20 Jan 2026,-,-,-,"6400-21,",SIAP DENGAN: CFO PENUH,6400-21/2302/2008(10),30 Oct 2007,29 Oct 2008,"RM 93,000.00",0.00mps,RUMAH KEDAI (H),1,0,0,0,32,32,"213,000.00","330,000.00",0.00,,,https://teduh.kpkt.gov.my/project-swasta/6400-21,"(503, '6400-21')"
