,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Jenis Rumah,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Status Projek,Location,Address,Link,Website Location
0,8 0 3 6 - 1 - T A M A N   S A G A   2,SEPANG SEMPURNA SDN. BHD.,8036,8036/03-2004/239,10 Mar 2001,09 Mar 2004,-,-,-,"8036-1,",-,8036/411/2002(03),15 Mar 2001,14 Mar 2002,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/8036-1,"(484, '8036-1')"
1,8 0 3 7 - 1 - K E N N Y   H I L L S   L U X U R Y   V I L L A S,DUTA SENTOSA SDN. BHD.,8037,8037-2/11-2008/673,13 Nov 2006,12 Nov 2008,26928399,info@dutasentosa.com,www.dutasentosa.com,"8037-1,",-,-,-,-,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/8037-1,"(485, '8037-1')"
2,8 0 3 7 - 2 - D U T A   S E N T O S A   S D N   B H D,DUTA SENTOSA SDN. BHD.,8037,8037-2/11-2008/673,13 Nov 2006,12 Nov 2008,26928399,info@dutasentosa.com,www.dutasentosa.com,"8037-2,",SIAP DENGAN: CFO PENUH,8037-2/1351/2007(07),11 Jul 2006,10 Jul 2007,"RM 9,116,470.00",0.00mps,RUMAH SESEBUAH,3.5,0,0,0,3,3,"9,116,470.00","11,988,525.00",95.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/8037-2,"(486, '8037-2')"
3,8 0 3 8 - 1 - T A M A N   J A Y A   1,SELEKTA UTAMA SDN. BHD.,8038,8038/10-2003/1095,04 Oct 2000,03 Oct 2003,-,-,-,"8038-1,",-,8038/1033/2002(06),07 Jun 2001,06 Jun 2002,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/8038-1,"(487, '8038-1')"
4,8 0 4 0 - 1 - T A M A N   A I S Y A,CONTOUR APEX SDN. BHD.,8040,8040/10-2003/1190,01 Nov 2000,31 Oct 2003,-,-,-,"8040-1,",-,-,-,-,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/8040-1,"(488, '8040-1')"
5,8 0 4 1 - 1 - S E R I   U T A M A   D A M A N S A R A   F A S A   1,B.U. INCORPORATED SDN. BHD.,8041,8041-5/11-2007/608,14 Nov 2005,13 Nov 2007,03-77298363,sales@firstnationwide.com.my,WWW.FIRSTNATIONWIDE.COM.MY,"8041-1,",-,8041-1/2114/2003(11),20 Dec 2002,13 Nov 2003,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/8041-1,"(489, '8041-1')"
6,8 0 4 1 - 2 - S E R I   U T A M A   D A M A N S A R A   F A S A   2,B.U. INCORPORATED SDN. BHD.,8041,8041-5/11-2007/608,14 Nov 2005,13 Nov 2007,03-77298363,sales@firstnationwide.com.my,WWW.FIRSTNATIONWIDE.COM.MY,"8041-2,",-,8041-2/2024/2004(11),14 Nov 2003,13 Nov 2004,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/8041-2,"(490, '8041-2')"
7,8 0 4 1 - 3 - S E R I   U T A M A   D A M A N S A R A   F A S A   3,B.U. INCORPORATED SDN. BHD.,8041,8041-5/11-2007/608,14 Nov 2005,13 Nov 2007,03-77298363,sales@firstnationwide.com.my,WWW.FIRSTNATIONWIDE.COM.MY,"8041-3,",-,8041-3/653/2005(06),13 Jun 2004,12 Jun 2005,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/8041-3,"(491, '8041-3')"
8,8 0 4 1 - 4 - S E R I   U T A M A   D A M A N S A R A,B.U. INCORPORATED SDN. BHD.,8041,8041-5/11-2007/608,14 Nov 2005,13 Nov 2007,03-77298363,sales@firstnationwide.com.my,WWW.FIRSTNATIONWIDE.COM.MY,"8041-4,",SIAP DENGAN: CFO PENUH,8041-4/574/2007(05),17 May 2006,16 May 2007,"RM 325,000.00",0.00mps,RUMAH TERES,2,0,0,0,41,41,"325,000.00","593,210.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/8041-4,"(492, '8041-4')"
9,8 0 4 1 - 4 - S E R I   U T A M A   D A M A N S A R A,B.U. INCORPORATED SDN. BHD.,8041,8041-5/11-2007/608,14 Nov 2005,13 Nov 2007,03-77298363,sales@firstnationwide.com.my,WWW.FIRSTNATIONWIDE.COM.MY,"8041-4,",SIAP DENGAN: CFO PENUH,8041-4/574/2007(05),17 May 2006,16 May 2007,"RM 325,000.00",0.00mps,RUMAH TERES,2,0,0,0,184,184,"325,000.00","593,210.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/8041-4,"(492, '8041-4')"
