,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Jenis Rumah,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Status Projek,Location,Address,Link,Website Location
0,1 4 3 1 9 - 3 - T A M A N   D E S A   M E L O R   2,BALING INDAH DEVELOPMENT SDN. BHD.,14319,14319/02-2026/0553(R),22 Feb 2023,21 Feb 2026,-,balingindah@gmail.com,-,"14319-3,",SIAP DENGAN: CCC PENUH,14319-3/02-2023/01356(P),22 Feb 2022,21 Feb 2023,"RM 285,000.00",94.00mps - 104.00mps,RUMAH TERES,1,0,0,94,12,0,"285,000.00","451,300.00",100.00,SIAP DENGAN: CCC PENUH,"[""5.661055, 100.865587""]",,https://teduh.kpkt.gov.my/project-swasta/14319-3,"(287, '14319-3')"
1,1 4 3 1 9 - 3 - T A M A N   D E S A   M E L O R   2,BALING INDAH DEVELOPMENT SDN. BHD.,14319,14319/02-2026/0553(R),22 Feb 2023,21 Feb 2026,-,balingindah@gmail.com,-,"14319-3,",SIAP DENGAN: CCC PENUH,14319-3/02-2023/01356(P),22 Feb 2022,21 Feb 2023,"RM 285,000.00",94.00mps - 104.00mps,RUMAH BERKEMBAR,1,0,0,104,16,5,"395,000.00","566,050.00",100.00,SIAP DENGAN: CCC PENUH,"[""5.661055, 100.865587""]",,https://teduh.kpkt.gov.my/project-swasta/14319-3,"(287, '14319-3')"
2,1 4 3 2 0 - 1 - L A M A N   I N D A H   2,ECO SUMMER SDN. BHD.,14320,14320/02-2029/1556(R),11 Feb 2024,10 Feb 2029,6073642552,mingshen.tan@ecoworld.my,-,"14320-1,",SIAP DENGAN: CCC PENUH,14320-1/04-2019/01617(P),26 Apr 2018,25 Apr 2019,"RM 150,000.00",99.42mps,RUMAH KLUSTER,2,0,0,99,146,26,"150,000.00","191,240.00",100.00,SIAP DENGAN: CCC PENUH,"[""1.588388, 103.759972""]",,https://teduh.kpkt.gov.my/project-swasta/14320-1,"(288, '14320-1')"
3,1 4 3 2 0 - 1 0 - E K O F L O R A   2,ECO SUMMER SDN. BHD.,14320,14320/02-2029/1556(R),11 Feb 2024,10 Feb 2029,6073642552,mingshen.tan@ecoworld.my,-,"14320-10,",BERJALAN LANCAR,14320-10/02-2025/0044(R)-(S),11 Feb 2024,10 Feb 2025,"RM 1,701,960.00",0.00mps,RUMAH KLUSTER,2,4,4,0,48,7,"1,701,960.00","1,985,400.00",53.33,BERJALAN LANCAR,"[""1.593177, 103.765441""]",,https://teduh.kpkt.gov.my/project-swasta/14320-10,"(297, '14320-10')"
4,1 4 3 2 0 - 1 0 - E K O F L O R A   2,ECO SUMMER SDN. BHD.,14320,14320/02-2029/1556(R),11 Feb 2024,10 Feb 2029,6073642552,mingshen.tan@ecoworld.my,-,"14320-10,",BERJALAN LANCAR,14320-10/02-2025/0044(R)-(S),11 Feb 2024,10 Feb 2025,"RM 1,701,960.00",0.00mps,RUMAH KLUSTER,2,"4, 5","4, 5",0,44,11,"1,725,960.00","1,985,400.00",54.09,BERJALAN LANCAR,"[""1.593177, 103.765441""]",,https://teduh.kpkt.gov.my/project-swasta/14320-10,"(297, '14320-10')"
5,1 4 3 2 0 - 1 1 - E K O F L O R A   3,ECO SUMMER SDN. BHD.,14320,14320/02-2029/1556(R),11 Feb 2024,10 Feb 2029,6073642552,mingshen.tan@ecoworld.my,-,"14320-11,",BERJALAN LANCAR,14320-11/05-2025/0030(A)-(S),26 May 2022,25 May 2025,"RM 1,287,600.00",0.00mps,RUMAH TERES,2,4,4,0,77,24,"1,341,600.00","1,580,040.00",37.60,BERJALAN LANCAR,"[""1.594128, 103.756639""]",,https://teduh.kpkt.gov.my/project-swasta/14320-11,"(298, '14320-11')"
6,1 4 3 2 0 - 1 1 - E K O F L O R A   3,ECO SUMMER SDN. BHD.,14320,14320/02-2029/1556(R),11 Feb 2024,10 Feb 2029,6073642552,mingshen.tan@ecoworld.my,-,"14320-11,",BERJALAN LANCAR,14320-11/05-2025/0030(A)-(S),26 May 2022,25 May 2025,"RM 1,287,600.00",0.00mps,RUMAH TERES,2,4,4,0,85,26,"1,287,600.00","1,466,040.00",40.18,BERJALAN LANCAR,"[""1.594128, 103.756639""]",,https://teduh.kpkt.gov.my/project-swasta/14320-11,"(298, '14320-11')"
7,1 4 3 2 0 - 1 2 - E K O F L O R A   2,ECO SUMMER SDN. BHD.,14320,14320/02-2029/1556(R),11 Feb 2024,10 Feb 2029,6073642552,mingshen.tan@ecoworld.my,-,"14320-12,",BERJALAN LANCAR,14320-12/09-2025/0177(N)-(S),14 Sep 2022,13 Sep 2025,"RM 2,370,000.00",0.00mps,RUMAH BERKEMBAR,2,4,"4, 5",0,12,5,"2,370,000.00","2,718,600.00",40.00,BERJALAN LANCAR,"[""1.594750, 103.762304""]",,https://teduh.kpkt.gov.my/project-swasta/14320-12,"(299, '14320-12')"
8,1 4 3 2 0 - 1 2 - E K O F L O R A   2,ECO SUMMER SDN. BHD.,14320,14320/02-2029/1556(R),11 Feb 2024,10 Feb 2029,6073642552,mingshen.tan@ecoworld.my,-,"14320-12,",BERJALAN LANCAR,14320-12/09-2025/0177(N)-(S),14 Sep 2022,13 Sep 2025,"RM 2,370,000.00",0.00mps,RUMAH BERKEMBAR,2,4,"4, 5",0,8,3,"2,430,000.00","2,890,560.00",45.00,BERJALAN LANCAR,"[""1.594750, 103.762304""]",,https://teduh.kpkt.gov.my/project-swasta/14320-12,"(299, '14320-12')"
9,1 4 3 2 0 - 1 2 - E K O F L O R A   2,ECO SUMMER SDN. BHD.,14320,14320/02-2029/1556(R),11 Feb 2024,10 Feb 2029,6073642552,mingshen.tan@ecoworld.my,-,"14320-12,",BERJALAN LANCAR,14320-12/09-2025/0177(N)-(S),14 Sep 2022,13 Sep 2025,"RM 2,370,000.00",0.00mps,RUMAH BERKEMBAR,2,4,5,0,12,5,"2,370,000.00","2,718,600.00",43.33,BERJALAN LANCAR,"[""1.594750, 103.762304""]",,https://teduh.kpkt.gov.my/project-swasta/14320-12,"(299, '14320-12')"
