,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Jenis Rumah,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Status Projek,Location,Address,Link,Website Location
0,8 7 5 2 - 7 - C A M E R O N   G O L D E N   H I L L S,CERGAS ASAL (M) SDN. BHD.,8752,8752/06-2025/0494(A),10 Jun 2022,11 Jun 2025,378777333,hims@lbs.com.my,-,"8752-7,",SIAP DENGAN: CCC PENUH,8752-7/07-2016/02157(P),23 Jul 2015,22 Jul 2016,"RM 573,950.04",0.00mps,RUMAH PANGSA/KONDO,5,0,0,0,92,5,"573,950.05","897,650.05",100.0,SIAP DENGAN: CCC PENUH,"[""4.486955, 101.373111""]",,https://teduh.kpkt.gov.my/project-swasta/8752-7,"(1, '8752-7')"
1,8 7 5 2 - 7 - C A M E R O N   G O L D E N   H I L L S,CERGAS ASAL (M) SDN. BHD.,8752,8752/06-2025/0494(A),10 Jun 2022,11 Jun 2025,378777333,hims@lbs.com.my,-,"8752-7,",SIAP DENGAN: CCC PENUH,8752-7/07-2016/02157(P),23 Jul 2015,22 Jul 2016,"RM 573,950.04",0.00mps,RUMAH PANGSA/KONDO,5,0,0,0,64,9,"573,950.04","897,650.04",100.0,SIAP DENGAN: CCC PENUH,"[""4.486955, 101.373111""]",,https://teduh.kpkt.gov.my/project-swasta/8752-7,"(1, '8752-7')"
2,8 7 5 5 - 1 - T A M A N   B I N T A N G   E M A S,SING LONG CONSTRUCTION SDN. BHD.,8755,8755-1/02-2006/74,07 Feb 2003,06 Feb 2006,-,-,-,"8755-1,",-,8755-1/149/2005(02),13 Feb 2004,12 Feb 2005,RM 0.00,0.00mps,-,-,-,-,-,-,-,-,-,-,-,,,https://teduh.kpkt.gov.my/project-swasta/8755-1,"(10, '8755-1')"
3,8 7 2 0 - 3 - L O T   1 3 0 9 2,SUNSET VILLA SDN. BHD.,8720,8720-4/08-2014/923,05 Aug 2011,04 Aug 2014,58060011,sunset_villa@yahoo.com,-,"8720-3,",SIAP DENGAN: CCC PENUH,8720-3/2211/2009(12),09 Dec 2008,08 Dec 2009,"RM 228,800.00",0.00mps,RUMAH TERES,2,0,0,0,15,15,"228,800.00","310,000.00",95.0,SIAP DENGAN: CCC PENUH,,,https://teduh.kpkt.gov.my/project-swasta/8720-3,"(100, '8720-3')"
4,8 4 8 7 - 2 - T A M A N   C E M P A K A,HB TAN DEVELOPMENT SDN. BHD.,8487,8487-9/01-2014/116,26 Jan 2011,25 Jan 2014,03-31871911,-,-,"8487-2,",-,8487-2/697/2005(04),07 Apr 2004,06 Apr 2005,RM 0.00,0.00mps,-,-,-,-,-,-,-,-,-,-,-,,,https://teduh.kpkt.gov.my/project-swasta/8487-2,"(1000, '8487-2')"
5,8 4 8 7 - 3 - T A M A N   C E M P A K A,HB TAN DEVELOPMENT SDN. BHD.,8487,8487-9/01-2014/116,26 Jan 2011,25 Jan 2014,03-31871911,-,-,"8487-3,",-,8487-3/2519/2004(11),14 Nov 2003,13 Nov 2004,RM 0.00,0.00mps,-,-,-,-,-,-,-,-,-,-,-,,,https://teduh.kpkt.gov.my/project-swasta/8487-3,"(1001, '8487-3')"
6,8 4 8 7 - 4 - T A M A N   C E M P A K A,HB TAN DEVELOPMENT SDN. BHD.,8487,8487-9/01-2014/116,26 Jan 2011,25 Jan 2014,03-31871911,-,-,"8487-4,",-,8487-4/1062/2005(05),24 May 2004,23 May 2005,RM 0.00,0.00mps,-,-,-,-,-,-,-,-,-,-,-,,,https://teduh.kpkt.gov.my/project-swasta/8487-4,"(1002, '8487-4')"
7,8 4 8 7 - 5 - L O T   6 4 9 5   ( P T   1 1 5 5   -   P T   1 1 8 6 ),HB TAN DEVELOPMENT SDN. BHD.,8487,8487-9/01-2014/116,26 Jan 2011,25 Jan 2014,03-31871911,-,-,"8487-5,",-,8487-5/357/2007(02),27 Feb 2006,26 Feb 2007,RM 0.00,0.00mps,-,-,-,-,-,-,-,-,-,-,-,,,https://teduh.kpkt.gov.my/project-swasta/8487-5,"(1003, '8487-5')"
8,8 4 8 7 - 6 - T A M A N   C E M P A K A,HB TAN DEVELOPMENT SDN. BHD.,8487,8487-9/01-2014/116,26 Jan 2011,25 Jan 2014,03-31871911,-,-,"8487-6,",SIAP DENGAN: CFO PENUH,8487-6/2158/2007(10),16 Oct 2006,15 Oct 2007,"RM 210,000.00",0.00mps,RUMAH TERES,2,0,0,0,30,21,"210,000.00","385,000.00",100.0,SIAP DENGAN: CFO PENUH,"[""3.134279, 101.687004""]",,https://teduh.kpkt.gov.my/project-swasta/8487-6,"(1004, '8487-6')"
9,8 4 8 7 - 7 - T A M A N   C E M P A K A,HB TAN DEVELOPMENT SDN. BHD.,8487,8487-9/01-2014/116,26 Jan 2011,25 Jan 2014,03-31871911,-,-,"8487-7,",SIAP DENGAN: CFO PENUH,8487-7/1805/2007(09),05 Sep 2006,04 Sep 2007,"RM 320,000.00",0.00mps,RUMAH BERKEMBAR,2,0,0,0,20,20,"320,000.00","370,000.00",95.0,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/8487-7,"(1005, '8487-7')"
