,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Jenis Rumah,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Status Projek,Location,Address,Link,Website Location
0,8 1 6 1 - 3 2 - I D E A H O M E   D E V E L O P M E N T   S D N   B H D,IDEAHOME DEVELOPMENT SDN. BHD.,8161,8161/08-2028/1024(A),20 Aug 2023,19 Aug 2028,069555500,lingjaya@ideahome.com.my,-,"8161-32,",BERJALAN LANCAR,8161-32/09-2024/0145(N)-(L),06 Sep 2022,05 Sep 2024,"RM 770,000.00",91.96mps - 104.51mps,RUMAH TERES,2,4,4,92 - 105,10,4,"770,000.00","988,000.00",60.00,BERJALAN LANCAR,"[""2.053737, 102.681316""]",,https://teduh.kpkt.gov.my/project-swasta/8161-32,"(696, '8161-32')"
1,"8 1 6 1 - 3 3 - L O T   2 4 1 9 9   ( P T D   1 3 4 2 7 ) ,   M U K I M   S E R O M ,   D A E R A H   T A N G K A K",IDEAHOME DEVELOPMENT SDN. BHD.,8161,8161/08-2028/1024(A),20 Aug 2023,19 Aug 2028,069555500,lingjaya@ideahome.com.my,-,"8161-33,",BERJALAN LANCAR,8161-33/01-2026/0021(N)-(L),09 Jan 2024,08 Jan 2026,"RM 573,000.00",118.00mps,RUMAH BERKEMBAR,1,0,0,118,12,10,"573,000.00","850,000.00",20.00,BERJALAN LANCAR,"[""2.157409, 102.590897""]",,https://teduh.kpkt.gov.my/project-swasta/8161-33,"(697, '8161-33')"
2,"8 1 6 2 - 1 - T A M A N   B E R J A Y A ,   J I N J A N G",WARGA EDARAN SDN. BHD.,8162,8162/04-2023/0111(R),03 Apr 2022,02 Apr 2023,-,-,-,"8162-1,",-,8162-1/1180/2004(03),26 Jun 2003,11 Mar 2004,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/8162-1,"(698, '8162-1')"
3,8 1 6 2 - 2 - T A M A N   D A M A I   M E W A H,WARGA EDARAN SDN. BHD.,8162,8162/04-2023/0111(R),03 Apr 2022,02 Apr 2023,-,-,-,"8162-2,",SIAP DENGAN: CFO PENUH,8162-2/1505/2008(07),20 Jul 2007,19 Jul 2008,"RM 338,000.00",0.00mps,RUMAH TERES,2.5,0,0,0,35,35,"338,000.00","516,000.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/8162-2,"(699, '8162-2')"
4,8 1 7 3 - 1 - L A   G R A N D E   K I A R A,NIKMAT KUASA SDN. BHD.,8173,8173/05-2006/587,29 May 2001,28 May 2006,-,-,-,"8173-1,",SIAP DENGAN: CFO PENUH,8173-1/2241/2005(11),23 Nov 2004,22 Nov 2005,"RM 680,000.00",0.00mps,RUMAH PANGSA/KONDO,20,0,0,0,378,378,"680,000.00","3,900,000.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/8173-1,"(671, '8173-1')"
5,8 1 7 4 - 1 - L O T   3 7 0   M U K I M   B A T A N G   B E R J U N T A I,PERFECT CENTURY SDN. BHD.,8174,8174/11-2004/1320,19 Nov 2001,18 Nov 2004,-,-,-,"8174-1,",-,8174/2467/2002(12),31 Dec 2001,30 Dec 2002,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/8174-1,"(672, '8174-1')"
6,8 1 7 5 - 1 - P U N C A K   B O U G A I N V I L L E A,SYM GUAN DEVELOPMENT SDN.BHD.,8175,8175-1/03-2007/540,16 Mar 2004,15 Mar 2007,-,-,-,"8175-1,",-,8175-1/979/2003(05),13 May 2002,12 May 2003,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/8175-1,"(673, '8175-1')"
7,8 1 7 6 - 1 - T A M A N   G U N U N G   M A S,MARVEL WELL REALTY SDN.BHD.,8176,8176-2/10-2006/1147,10 Oct 2003,09 Oct 2006,069783788,marvelw@tm.net.my,-,"8176-1,",-,8176-1/1525/2004(04),18 Jul 2003,26 Apr 2004,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/8176-1,"(674, '8176-1')"
8,8 1 7 6 - 2 - T A M A N   T A N G K A K   J A Y A   5,MARVEL WELL REALTY SDN.BHD.,8176,8176-2/10-2006/1147,10 Oct 2003,09 Oct 2006,069783788,marvelw@tm.net.my,-,"8176-2,",SIAP DENGAN: CFO PENUH,8176-2/1378/2006(10),13 Jul 2006,09 Oct 2006,"RM 22,000.00",0.00mps,RUMAH TERES,2,0,0,0,10,10,"50,000.00","50,000.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/8176-2,"(675, '8176-2')"
9,8 1 7 6 - 2 - T A M A N   T A N G K A K   J A Y A   5,MARVEL WELL REALTY SDN.BHD.,8176,8176-2/10-2006/1147,10 Oct 2003,09 Oct 2006,069783788,marvelw@tm.net.my,-,"8176-2,",SIAP DENGAN: CFO PENUH,8176-2/1378/2006(10),13 Jul 2006,09 Oct 2006,"RM 22,000.00",0.00mps,RUMAH TERES,1,0,0,0,37,37,"113,000.00","159,968.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/8176-2,"(675, '8176-2')"
