,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Jenis Rumah,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Status Projek,Location,Address,Link,Website Location
0,8 2 8 1 - 1 - L O T   8 0 5   M U K I M   S E T U L,SRI UDA SDN. BHD.,8281,8281-1/07-2005/583,26 Jul 2004,25 Jul 2005,-,-,-,"8281-1,",-,8281-1/1065/2005(05),24 May 2004,23 May 2005,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/8281-1,"(196, '8281-1')"
1,8 2 8 2 - 1 - T A M A N   S R I   B A D A N G,H & A SDN. BHD.,8282,8282/08-2004/968,24 Aug 2001,23 Aug 2004,-,-,-,"8282-1,",-,8282-1/535/2003(03),25 Mar 2002,24 Mar 2003,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/8282-1,"(197, '8282-1')"
2,8 2 8 3 - 1 - T A M A N   D E S A   H A R U M,ASSOCIATED BUILDERS AND CONTRACTORS SDN. BHD.,8283,8283/10-2025/1412(A),13 Oct 2022,12 Oct 2025,055482219,abc8163@hotmail.com,-,"8283-1,",-,8283-1/495/2004(03),24 Mar 2003,23 Mar 2004,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/8283-1,"(198, '8283-1')"
3,"8 2 8 3 - 2 - L O T   9 5 2 8   -   9 5 3 4 ,   9 5 3 7 -   9 5 4 7   D A N   1 2 6 1 6   - 1 2 6 2 0",ASSOCIATED BUILDERS AND CONTRACTORS SDN. BHD.,8283,8283/10-2025/1412(A),13 Oct 2022,12 Oct 2025,055482219,abc8163@hotmail.com,-,"8283-2,",-,-,-,-,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/8283-2,"(199, '8283-2')"
4,8 2 8 5 - 1 - P K   V I L L A,MARL-ONE DEVELOPMENT SDN.BHD,8285,8285/07-2004/817,18 Jul 2001,17 Jul 2006,-,-,-,"8285-1,",TERBENGKALAI,8285/1370/2002(07),19 Jul 2001,18 Jul 2002,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/8285-1,"(171, '8285-1')"
5,8 2 8 6 - 1 - T A M A N   B I N T A N G   E M A S,JATIDIRI SDN. BHD.,8286,8286/07-2004/842,24 Jul 2001,23 Jul 2004,-,-,-,"8286-1,",-,8286-1/2805/2004(07),31 Dec 2003,23 Jul 2004,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/8286-1,"(172, '8286-1')"
6,8 2 8 7 - 1 - U N I V E R S I T Y   P L A C E,IVORY SQUARE SDN. BHD.,8287,8287-2/04-2015/01651(L),18 Apr 2014,17 Apr 2015,-,-,www.ivory.com.my,"8287-1,",SIAP DENGAN: CFO PENUH,8287-1/1904/2004(09),03 Sep 2003,02 Sep 2004,"RM 151,200.00",0.00mps,RUMAH PANGSA/KONDO,28,0,0,0,272,272,"151,200.00","393,300.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/8287-1,"(173, '8287-1')"
7,8 2 8 7 - 2 - A S T O N   P A R K,IVORY SQUARE SDN. BHD.,8287,8287-2/04-2015/01651(L),18 Apr 2014,17 Apr 2015,-,-,www.ivory.com.my,"8287-2,",PERMIT TELAH DIBATALKAN,8287-2/04-2015/01651(P),18 Apr 2014,17 Apr 2015,"RM 36,000.00",0.00mps,RUMAH PANGSA/KONDO,18,0,0,0,202,202,"335,800.00","1,381,380.00",0.00,BELUM MULA,,,https://teduh.kpkt.gov.my/project-swasta/8287-2,"(174, '8287-2')"
8,8 2 8 7 - 2 - A S T O N   P A R K,IVORY SQUARE SDN. BHD.,8287,8287-2/04-2015/01651(L),18 Apr 2014,17 Apr 2015,-,-,www.ivory.com.my,"8287-2,",PERMIT TELAH DIBATALKAN,8287-2/04-2015/01651(P),18 Apr 2014,17 Apr 2015,"RM 36,000.00",0.00mps,RUMAH PANGSA/KONDO,13,0,0,0,81,81,"36,000.00","60,000.00",0.00,BELUM MULA,,,https://teduh.kpkt.gov.my/project-swasta/8287-2,"(174, '8287-2')"
9,8 2 8 8 - 1 - T A M A N   S E B A N G   M U T I A R A,SHANGHAI CHONG KEE CONSTRUCTION SDN. BHD.,8288,8288-1/09-2006/497,20 Sep 2004,19 Sep 2006,-,-,-,"8288-1,",-,8288-1/911/2005(04),30 Apr 2004,29 Apr 2005,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/8288-1,"(175, '8288-1')"
10,8 2 8 9 - 1 - S A U J A N A   U T A M A   1 1   -   F A S A   1,MAGIC SEASON SDN. BHD.,8289,8289-7/12-2008/1455,19 Dec 2003,18 Dec 2008,-,-,-,"8289-1,",-,8289/1503/2002(08),08 Aug 2001,07 Aug 2002,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/8289-1,"(176, '8289-1')"
11,8 2 8 9 - 2 - S A U J A N A   U T A M A   I I   -   F A S A   2,MAGIC SEASON SDN. BHD.,8289,8289-7/12-2008/1455,19 Dec 2003,18 Dec 2008,-,-,-,"8289-2,",-,8289-2/2652/2003(12),13 Dec 2002,12 Dec 2003,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/8289-2,"(177, '8289-2')"
12,8 2 8 9 - 3 - S A U J A N A   U T A M A   1 1   -   F A S A   3,MAGIC SEASON SDN. BHD.,8289,8289-7/12-2008/1455,19 Dec 2003,18 Dec 2008,-,-,-,"8289-3,",-,8289-3/1068/2004(06),02 Jun 2003,01 Jun 2004,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/8289-3,"(178, '8289-3')"
13,8 2 8 9 - 4 - S A U J A N A   U T A M A   I I   -   F A S A   3 B,MAGIC SEASON SDN. BHD.,8289,8289-7/12-2008/1455,19 Dec 2003,18 Dec 2008,-,-,-,"8289-4,",-,8289-4/1069/2004(06),02 Jun 2003,01 Jun 2004,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/8289-4,"(179, '8289-4')"
14,8 2 8 9 - 5 - S A U J A N A   U T A M A   I I     F A S A   4,MAGIC SEASON SDN. BHD.,8289,8289-7/12-2008/1455,19 Dec 2003,18 Dec 2008,-,-,-,"8289-5,",-,8289-5/2796/2003(12),31 Dec 2002,30 Dec 2003,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/8289-5,"(180, '8289-5')"
15,8 2 8 9 - 6 - S A U J A N A   U T A M A   I I     F A S A   6,MAGIC SEASON SDN. BHD.,8289,8289-7/12-2008/1455,19 Dec 2003,18 Dec 2008,-,-,-,"8289-6,",-,8289-6/1390/2005(07),06 Jul 2004,05 Jul 2005,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/8289-6,"(181, '8289-6')"
16,8 2 8 9 - 7 - S A U J A N A   U T A M A   I I   -   F A S A   7,MAGIC SEASON SDN. BHD.,8289,8289-7/12-2008/1455,19 Dec 2003,18 Dec 2008,-,-,-,"8289-7,",-,8289-7/844/2006(04),19 Apr 2005,18 Apr 2006,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/8289-7,"(182, '8289-7')"
17,8 2 8 9 - 8 - S A U J A N A   U T A M A   I I,MAGIC SEASON SDN. BHD.,8289,8289-7/12-2008/1455,19 Dec 2003,18 Dec 2008,-,-,-,"8289-8,",-,8289-8/1910/2006(08),11 Aug 2005,10 Aug 2006,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/8289-8,"(183, '8289-8')"
18,"8 2 9 0 - 1 - L O T   6 1 2 ,   6 1 3 ,   1 4 9 4   &   1 4 9 5",RAYAMATIK (M) SDN. BHD.,8290,8290/11-2006/1264,07 Nov 2001,06 Nov 2006,-,-,-,"8290-1,",-,8290-1/922/2003(05),08 May 2002,07 May 2003,RM 0.00,0.00mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/8290-1,"(184, '8290-1')"
