CMDLINE c:\users\teohyx\appdata\local\programs\python\python39\python.exe main.py -t 5 -u https://teduh.kpkt.gov.my/project-swasta
MEM 2.359375 1706621460.8978
MEM 30.578125 1706621461.0108
MEM 49.574219 1706621461.1211
MEM 82.800781 1706621461.2316
MEM 100.410156 1706621461.3412
MEM 103.179688 1706621461.4507
MEM 108.531250 1706621461.5615
MEM 109.500000 1706621461.6709
MEM 110.550781 1706621461.7824
MEM 110.550781 1706621461.8927
MEM 111.039062 1706621462.0035
MEM 111.039062 1706621462.1150
MEM 111.039062 1706621462.2237
MEM 111.039062 1706621462.3339
MEM 111.039062 1706621462.4426
MEM 111.175781 1706621462.5511
MEM 111.175781 1706621462.6606
MEM 111.175781 1706621462.7697
MEM 111.175781 1706621462.8784
MEM 111.175781 1706621462.9885
MEM 111.257812 1706621463.0959
MEM 111.257812 1706621463.2028
MEM 111.257812 1706621463.3116
MEM 111.257812 1706621463.4180
MEM 111.257812 1706621463.5295
MEM 111.257812 1706621463.6381
MEM 111.257812 1706621463.7464
MEM 111.867188 1706621463.8540
MEM 114.531250 1706621463.9655
MEM 115.332031 1706621464.0736
MEM 115.644531 1706621464.1843
MEM 116.425781 1706621464.2912
MEM 116.425781 1706621464.4024
MEM 116.425781 1706621464.5133
MEM 116.386719 1706621464.6214
MEM 116.386719 1706621464.7315
MEM 116.386719 1706621464.8403
MEM 116.386719 1706621464.9480
MEM 116.386719 1706621465.0567
MEM 116.390625 1706621465.1666
MEM 116.390625 1706621465.2754
MEM 116.390625 1706621465.3843
MEM 116.390625 1706621465.4945
MEM 116.390625 1706621465.6056
MEM 116.390625 1706621465.7167
MEM 116.390625 1706621465.8245
MEM 116.390625 1706621465.9319
MEM 116.390625 1706621466.0413
MEM 116.390625 1706621466.1498
MEM 116.390625 1706621466.2567
MEM 116.398438 1706621466.3662
MEM 116.398438 1706621466.4771
MEM 116.398438 1706621466.5872
MEM 116.398438 1706621466.6967
MEM 116.398438 1706621466.8064
MEM 116.398438 1706621466.9151
MEM 116.398438 1706621467.0240
MEM 116.398438 1706621467.1347
MEM 116.398438 1706621467.2433
MEM 116.398438 1706621467.3519
MEM 116.406250 1706621467.4625
MEM 116.406250 1706621467.5712
MEM 116.406250 1706621467.6785
MEM 116.406250 1706621467.7883
MEM 116.406250 1706621467.8991
MEM 116.406250 1706621468.0080
MEM 116.406250 1706621468.1180
